Date,MSI
2023-03-27,274.20001220703125
2023-03-28,272.8800048828125
2023-03-29,276.80999755859375
2023-03-30,281.6499938964844
2023-03-31,286.1300048828125
2023-04-03,285.42999267578125
2023-04-04,285.8999938964844
2023-04-05,286.1400146484375
2023-04-06,283.4599914550781
2023-04-10,283.6199951171875
2023-04-11,283.5
2023-04-12,285.7200012207031
2023-04-13,289.3999938964844
2023-04-14,291.4599914550781
2023-04-17,290.9200134277344
2023-04-18,290.5
2023-04-19,288.8699951171875
2023-04-20,287.7200012207031
2023-04-21,292.75
2023-04-24,293.3999938964844
2023-04-25,289.29998779296875
2023-04-26,287.69000244140625
2023-04-27,293.6499938964844
2023-04-28,291.3999938964844
2023-05-01,294.57000732421875
2023-05-02,293.1600036621094
2023-05-03,288.6199951171875
2023-05-04,290.4100036621094
2023-05-05,281.55999755859375
2023-05-08,284.8999938964844
2023-05-09,286.57000732421875
2023-05-10,289.54998779296875
2023-05-11,288.4200134277344
2023-05-12,292.9599914550781
2023-05-15,291.8800048828125
2023-05-16,291.3800048828125
2023-05-17,292.6499938964844
2023-05-18,296.5299987792969
2023-05-19,297.45001220703125
2023-05-22,293.760009765625
2023-05-23,285.42999267578125
2023-05-24,283.5799865722656
2023-05-25,282.0
2023-05-26,284.57000732421875
2023-05-30,285.0299987792969
2023-05-31,281.9200134277344
2023-06-01,282.2200012207031
2023-06-02,282.7300109863281
2023-06-05,283.25
2023-06-06,278.25
2023-06-07,280.8599853515625
2023-06-08,279.2099914550781
2023-06-09,277.989990234375
2023-06-12,281.29998779296875
2023-06-13,279.989990234375
2023-06-14,278.30999755859375
2023-06-15,282.2699890136719
2023-06-16,280.25
2023-06-20,279.1099853515625
2023-06-21,281.1600036621094
2023-06-22,283.67999267578125
2023-06-23,278.6099853515625
2023-06-26,280.3900146484375
2023-06-27,283.8800048828125
2023-06-28,283.5400085449219
2023-06-29,288.5899963378906
2023-06-30,293.2799987792969
2023-07-03,292.760009765625
2023-07-05,292.739990234375
2023-07-06,295.6199951171875
2023-07-07,291.8699951171875
2023-07-10,294.9700012207031
2023-07-11,296.29998779296875
2023-07-12,294.8599853515625
2023-07-13,292.1600036621094
2023-07-14,291.05999755859375
2023-07-17,291.489990234375
2023-07-18,290.7099914550781
2023-07-19,291.9599914550781
2023-07-20,295.510009765625
2023-07-21,296.19000244140625
2023-07-24,295.55999755859375
2023-07-25,297.9599914550781
2023-07-26,295.3999938964844
2023-07-27,291.69000244140625
2023-07-28,291.04998779296875
2023-07-31,286.6300048828125
2023-08-01,288.1300048828125
2023-08-02,287.6499938964844
2023-08-03,287.7099914550781
2023-08-04,278.8500061035156
2023-08-07,280.4100036621094
2023-08-08,277.79998779296875
2023-08-09,281.2200012207031
2023-08-10,281.989990234375
2023-08-11,285.9599914550781
2023-08-14,285.0400085449219
2023-08-15,281.2900085449219
2023-08-16,281.6400146484375
2023-08-17,277.4599914550781
2023-08-18,277.67999267578125
2023-08-21,277.1600036621094
2023-08-22,275.8900146484375
2023-08-23,277.7900085449219
2023-08-24,275.6000061035156
2023-08-25,278.7799987792969
2023-08-28,280.8800048828125
2023-08-29,282.0299987792969
2023-08-30,283.19000244140625
2023-08-31,283.57000732421875
2023-09-01,283.67999267578125
2023-09-05,281.07000732421875
2023-09-06,280.9200134277344
2023-09-07,282.4100036621094
2023-09-08,282.5
2023-09-11,283.510009765625
2023-09-12,281.29998779296875
2023-09-13,280.0799865722656
2023-09-14,284.8299865722656
2023-09-15,283.2099914550781
2023-09-18,287.3999938964844
2023-09-19,285.79998779296875
2023-09-20,285.739990234375
2023-09-21,279.1700134277344
2023-09-22,277.739990234375
2023-09-25,276.6600036621094
2023-09-26,273.5
2023-09-27,272.9800109863281
2023-09-28,274.19000244140625
2023-09-29,272.239990234375
2023-10-02,272.9200134277344
2023-10-03,271.489990234375
2023-10-04,274.2300109863281
2023-10-05,273.2300109863281
2023-10-06,276.1400146484375
2023-10-09,286.30999755859375
2023-10-10,285.04998779296875
2023-10-11,287.6000061035156
2023-10-12,288.2799987792969
2023-10-13,288.1499938964844
2023-10-16,293.32000732421875
2023-10-17,289.8500061035156
2023-10-18,288.2200012207031
2023-10-19,281.94000244140625
2023-10-20,281.25
2023-10-23,279.42999267578125
2023-10-24,281.44000244140625
2023-10-25,280.510009765625
2023-10-26,274.8399963378906
2023-10-27,272.3900146484375
2023-10-30,276.2200012207031
2023-10-31,278.4599914550781
2023-11-01,280.5
2023-11-02,281.1700134277344
2023-11-03,299.4200134277344
2023-11-06,304.5799865722656
2023-11-07,304.9800109863281
2023-11-08,309.19000244140625
2023-11-09,308.79998779296875
2023-11-10,311.0199890136719
2023-11-13,309.6400146484375
2023-11-14,312.260009765625
2023-11-15,314.1199951171875
2023-11-16,317.260009765625
2023-11-17,318.25
2023-11-20,319.42999267578125
2023-11-21,319.989990234375
2023-11-22,319.5199890136719
2023-11-24,320.8399963378906
2023-11-27,320.6700134277344
2023-11-28,318.4599914550781
2023-11-29,319.0400085449219
2023-11-30,322.8699951171875
2023-12-01,325.32000732421875
2023-12-04,323.6600036621094
2023-12-05,324.55999755859375
2023-12-06,322.4700012207031
2023-12-07,323.3599853515625
2023-12-08,324.5199890136719
2023-12-11,326.4100036621094
2023-12-12,328.9599914550781
2023-12-13,326.94000244140625
2023-12-14,315.82000732421875
2023-12-15,310.5
2023-12-18,314.9599914550781
2023-12-19,312.9700012207031
2023-12-20,309.3900146484375
2023-12-21,310.54998779296875
2023-12-22,309.8500061035156
2023-12-26,310.0
2023-12-27,310.4200134277344
2023-12-28,311.07000732421875
2023-12-29,313.0899963378906
2024-01-02,311.6400146484375
2024-01-03,312.0
2024-01-04,311.75
2024-01-05,309.1600036621094
2024-01-08,312.8599853515625
2024-01-09,312.010009765625
2024-01-10,315.0400085449219
2024-01-11,314.2799987792969
2024-01-12,316.30999755859375
2024-01-16,315.6499938964844
2024-01-17,317.0299987792969
2024-01-18,320.9700012207031
2024-01-19,326.2799987792969
2024-01-22,324.989990234375
2024-01-23,329.4700012207031
2024-01-24,328.3500061035156
2024-01-25,328.5899963378906
2024-01-26,326.1000061035156
2024-01-29,326.75
2024-01-30,327.5199890136719
2024-01-31,319.5
2024-02-01,325.1499938964844
2024-02-02,327.6199951171875
2024-02-05,325.29998779296875
2024-02-06,325.3800048828125
2024-02-07,327.92999267578125
2024-02-08,328.3500061035156
2024-02-09,330.8900146484375
2024-02-12,320.0899963378906
2024-02-13,319.2200012207031
2024-02-14,319.3900146484375
2024-02-15,323.8999938964844
2024-02-16,320.489990234375
2024-02-20,323.0400085449219
2024-02-21,324.82000732421875
2024-02-22,331.0400085449219
2024-02-23,330.2699890136719
2024-02-26,328.54998779296875
2024-02-27,328.67999267578125
2024-02-28,331.25
2024-02-29,330.3900146484375
2024-03-01,335.55999755859375
2024-03-04,335.7699890136719
2024-03-05,331.80999755859375
2024-03-06,337.5299987792969
2024-03-07,334.20001220703125
2024-03-08,335.4100036621094
2024-03-11,338.0299987792969
2024-03-12,340.4200134277344
2024-03-13,343.67999267578125
2024-03-14,342.69000244140625
2024-03-15,344.19000244140625
2024-03-18,340.0299987792969
2024-03-19,345.79998779296875
2024-03-20,346.0299987792969
2024-03-21,349.1700134277344
2024-03-22,348.55999755859375
2024-03-25,347.9200134277344
2024-03-26,347.6099853515625
2024-03-27,353.4100036621094
2024-03-28,354.9800109863281
2024-04-01,353.5899963378906
2024-04-02,352.07000732421875
2024-04-03,350.3500061035156
2024-04-04,347.92999267578125
2024-04-05,352.29998779296875
2024-04-08,352.0299987792969
2024-04-09,352.9599914550781
2024-04-10,347.45001220703125
2024-04-11,348.739990234375
2024-04-12,343.80999755859375
2024-04-15,338.5799865722656
2024-04-16,340.1099853515625
2024-04-17,340.510009765625
2024-04-18,339.4599914550781
2024-04-19,339.6499938964844
2024-04-22,345.2300109863281
2024-04-23,345.54998779296875
2024-04-24,345.1099853515625
2024-04-25,349.0199890136719
2024-04-26,346.4800109863281
2024-04-29,347.69000244140625
2024-04-30,339.1499938964844
2024-05-01,336.0
2024-05-02,336.239990234375
2024-05-03,353.70001220703125
2024-05-06,349.6400146484375
2024-05-07,358.1700134277344
2024-05-08,359.0199890136719
2024-05-09,360.1099853515625
2024-05-10,362.8500061035156
2024-05-13,358.0
2024-05-14,361.04998779296875
2024-05-15,365.0299987792969
2024-05-16,366.4100036621094
2024-05-17,367.79998779296875
2024-05-20,368.42999267578125
2024-05-21,369.739990234375
2024-05-22,371.07000732421875
2024-05-23,363.3500061035156
2024-05-24,364.6000061035156
2024-05-28,359.8900146484375
2024-05-29,357.1099853515625
2024-05-30,359.69000244140625
2024-05-31,364.9100036621094
2024-06-03,366.3999938964844
2024-06-04,369.2200012207031
2024-06-05,370.6499938964844
2024-06-06,370.4700012207031
2024-06-07,371.05999755859375
2024-06-10,373.79998779296875
2024-06-11,376.8999938964844
2024-06-12,379.3500061035156
2024-06-13,376.7099914550781
2024-06-14,375.4100036621094
2024-06-17,382.82000732421875
2024-06-18,383.6000061035156
2024-06-20,384.6000061035156
2024-06-21,386.0400085449219
2024-06-24,388.1600036621094
2024-06-25,390.3599853515625
2024-06-26,384.2300109863281
2024-06-27,386.3999938964844
2024-06-28,386.04998779296875
2024-07-01,386.3699951171875
2024-07-02,386.760009765625
2024-07-03,385.79998779296875
2024-07-05,386.8699951171875
2024-07-08,390.57000732421875
2024-07-09,390.7200012207031
2024-07-10,391.04998779296875
2024-07-11,388.69000244140625
2024-07-12,390.1600036621094
2024-07-15,394.3900146484375
2024-07-16,396.07000732421875
2024-07-17,393.7099914550781
2024-07-18,394.4599914550781
2024-07-19,390.19000244140625
2024-07-22,396.1499938964844
2024-07-23,396.54998779296875
2024-07-24,390.6000061035156
2024-07-25,385.6499938964844
2024-07-26,393.7099914550781
2024-07-29,395.4200134277344
2024-07-30,395.3299865722656
2024-07-31,398.9200134277344
2024-08-01,398.5799865722656
2024-08-02,410.29998779296875
2024-08-05,399.6400146484375
2024-08-06,402.8500061035156
2024-08-07,404.3399963378906
2024-08-08,412.17999267578125
2024-08-09,410.760009765625
2024-08-12,412.760009765625
2024-08-13,412.0
2024-08-14,418.5899963378906
2024-08-15,421.94000244140625
2024-08-16,421.3699951171875
2024-08-19,422.44000244140625
2024-08-20,426.3800048828125
2024-08-21,425.7200012207031
2024-08-22,424.4599914550781
2024-08-23,430.3999938964844
2024-08-26,430.2300109863281
2024-08-27,432.3599853515625
2024-08-28,435.2099914550781
2024-08-29,437.1499938964844
2024-08-30,442.0400085449219
2024-09-03,440.3699951171875
2024-09-04,437.45001220703125
2024-09-05,437.30999755859375
2024-09-06,431.5
2024-09-09,438.8699951171875
2024-09-10,438.1000061035156
2024-09-11,435.8900146484375
2024-09-12,439.79998779296875
2024-09-13,441.760009765625
2024-09-16,443.17999267578125
2024-09-17,438.9100036621094
2024-09-18,436.5799865722656
2024-09-19,438.80999755859375
2024-09-20,442.57000732421875
2024-09-23,447.1099853515625
2024-09-24,450.1300048828125
2024-09-25,450.489990234375
2024-09-26,448.1099853515625
2024-09-27,446.3599853515625
2024-09-30,449.6300048828125
2024-10-01,449.0799865722656
2024-10-02,449.5
2024-10-03,449.1099853515625
2024-10-04,450.29998779296875
2024-10-07,449.19000244140625
2024-10-08,457.9100036621094
2024-10-09,466.54998779296875
2024-10-10,464.6300048828125
2024-10-11,467.94000244140625
2024-10-14,472.989990234375
2024-10-15,473.4100036621094
2024-10-16,476.54998779296875
2024-10-17,477.6199951171875
2024-10-18,475.20001220703125
2024-10-21,477.1000061035156
2024-10-22,470.17999267578125
2024-10-23,467.0799865722656
2024-10-24,465.3800048828125
2024-10-25,462.32000732421875
2024-10-28,457.3900146484375
2024-10-29,458.2300109863281
2024-10-30,453.0
2024-10-31,449.3500061035156
2024-11-01,453.8900146484375
2024-11-04,458.17999267578125
2024-11-05,462.0899963378906
2024-11-06,469.1300048828125
2024-11-07,469.95001220703125
2024-11-08,504.6000061035156
2024-11-11,496.9599914550781
2024-11-12,497.45001220703125
2024-11-13,496.70001220703125
2024-11-14,493.70001220703125
2024-11-15,489.0
2024-11-18,490.3500061035156
2024-11-19,487.4599914550781
2024-11-20,492.6000061035156
2024-11-21,494.8399963378906
