Date,MSI
2022-02-28,220.42999267578125
2022-03-01,216.2100067138672
2022-03-02,222.69000244140625
2022-03-03,221.57000732421875
2022-03-04,222.9600067138672
2022-03-07,216.50999450683594
2022-03-08,214.1300048828125
2022-03-09,221.6999969482422
2022-03-10,222.3000030517578
2022-03-11,221.77000427246094
2022-03-14,218.75
2022-03-15,224.72999572753906
2022-03-16,226.83999633789062
2022-03-17,230.77999877929688
2022-03-18,233.08999633789062
2022-03-21,232.07000732421875
2022-03-22,232.08999633789062
2022-03-23,226.77999877929688
2022-03-24,231.0399932861328
2022-03-25,232.39999389648438
2022-03-28,235.1199951171875
2022-03-29,238.02999877929688
2022-03-30,240.77999877929688
2022-03-31,242.1999969482422
2022-04-01,238.13999938964844
2022-04-04,239.88999938964844
2022-04-05,237.47000122070312
2022-04-06,239.0800018310547
2022-04-07,241.2899932861328
2022-04-08,239.4600067138672
2022-04-11,233.35000610351562
2022-04-12,232.3699951171875
2022-04-13,236.25
2022-04-14,233.19000244140625
2022-04-18,229.97000122070312
2022-04-19,234.22000122070312
2022-04-20,236.97999572753906
2022-04-21,232.92999267578125
2022-04-22,224.92999267578125
2022-04-25,225.0500030517578
2022-04-26,219.3300018310547
2022-04-27,216.13999938964844
2022-04-28,223.16000366210938
2022-04-29,213.69000244140625
2022-05-02,214.77000427246094
2022-05-03,215.19000244140625
2022-05-04,219.3800048828125
2022-05-05,210.38999938964844
2022-05-06,206.50999450683594
2022-05-09,202.0800018310547
2022-05-10,202.85000610351562
2022-05-11,201.9499969482422
2022-05-12,201.5399932861328
2022-05-13,215.2899932861328
2022-05-16,209.5
2022-05-17,213.38999938964844
2022-05-18,205.47000122070312
2022-05-19,210.25999450683594
2022-05-20,210.27999877929688
2022-05-23,212.7899932861328
2022-05-24,214.64999389648438
2022-05-25,213.44000244140625
2022-05-26,217.8800048828125
2022-05-27,223.00999450683594
2022-05-31,219.74000549316406
2022-06-01,217.6199951171875
2022-06-02,224.11000061035156
2022-06-03,225.5500030517578
2022-06-06,221.25
2022-06-07,221.97000122070312
2022-06-08,217.86000061035156
2022-06-09,214.25
2022-06-10,209.25
2022-06-13,202.61000061035156
2022-06-14,203.30999755859375
2022-06-15,203.11000061035156
2022-06-16,197.0
2022-06-17,202.83999633789062
2022-06-21,205.17999267578125
2022-06-22,209.80999755859375
2022-06-23,211.0800018310547
2022-06-24,217.3300018310547
2022-06-27,217.1199951171875
2022-06-28,210.24000549316406
2022-06-29,209.72999572753906
2022-06-30,209.60000610351562
2022-07-01,210.0800018310547
2022-07-05,212.22999572753906
2022-07-06,216.9199981689453
2022-07-07,219.41000366210938
2022-07-08,214.64999389648438
2022-07-11,213.4499969482422
2022-07-12,208.1699981689453
2022-07-13,211.02999877929688
2022-07-14,209.77000427246094
2022-07-15,215.02000427246094
2022-07-18,211.88999938964844
2022-07-19,218.27999877929688
2022-07-20,217.02999877929688
2022-07-21,222.22000122070312
2022-07-22,221.16000366210938
2022-07-25,223.50999450683594
2022-07-26,224.27000427246094
2022-07-27,230.25
2022-07-28,236.32000732421875
2022-07-29,238.58999633789062
2022-08-01,236.6300048828125
2022-08-02,237.4600067138672
2022-08-03,238.4499969482422
2022-08-04,239.69000244140625
2022-08-05,250.2100067138672
2022-08-08,248.14999389648438
2022-08-09,249.25
2022-08-10,253.0
2022-08-11,252.27999877929688
2022-08-12,255.97000122070312
2022-08-15,255.3699951171875
2022-08-16,256.5899963378906
2022-08-17,255.4199981689453
2022-08-18,256.239990234375
2022-08-19,253.25
2022-08-22,248.66000366210938
2022-08-23,246.1699981689453
2022-08-24,248.6300048828125
2022-08-25,254.3800048828125
2022-08-26,248.32000732421875
2022-08-29,247.07000732421875
2022-08-30,245.1300048828125
2022-08-31,243.41000366210938
2022-09-01,244.1699981689453
2022-09-02,243.77000427246094
2022-09-06,243.57000732421875
2022-09-07,249.5500030517578
2022-09-08,250.36000061035156
2022-09-09,250.22000122070312
2022-09-12,253.50999450683594
2022-09-13,246.0800018310547
2022-09-14,242.30999755859375
2022-09-15,238.16000366210938
2022-09-16,239.1999969482422
2022-09-19,240.57000732421875
2022-09-20,239.50999450683594
2022-09-21,237.86000061035156
2022-09-22,232.02000427246094
2022-09-23,228.75999450683594
2022-09-26,225.80999755859375
2022-09-27,225.66000366210938
2022-09-28,229.6199951171875
2022-09-29,225.3000030517578
2022-09-30,223.97000122070312
2022-10-03,228.97000122070312
2022-10-04,235.4199981689453
2022-10-05,236.86000061035156
2022-10-06,234.1999969482422
2022-10-07,229.85000610351562
2022-10-10,227.02000427246094
2022-10-11,224.25
2022-10-12,223.3300018310547
2022-10-13,225.3699951171875
2022-10-14,213.27999877929688
2022-10-17,220.74000549316406
2022-10-18,225.3000030517578
2022-10-19,223.85000610351562
2022-10-20,221.1699981689453
2022-10-21,226.3800048828125
2022-10-24,235.0500030517578
2022-10-25,239.67999267578125
2022-10-26,240.3000030517578
2022-10-27,242.17999267578125
2022-10-28,250.1199951171875
2022-10-31,249.7100067138672
2022-11-01,242.88999938964844
2022-11-02,239.89999389648438
2022-11-03,238.17999267578125
2022-11-04,254.8699951171875
2022-11-07,255.52999877929688
2022-11-08,256.79998779296875
2022-11-09,253.6199951171875
2022-11-10,259.6099853515625
2022-11-11,249.52999877929688
2022-11-14,250.9499969482422
2022-11-15,250.41000366210938
2022-11-16,255.75999450683594
2022-11-17,255.50999450683594
2022-11-18,262.94000244140625
2022-11-21,262.3800048828125
2022-11-22,265.05999755859375
2022-11-23,266.0
2022-11-25,268.42999267578125
2022-11-28,265.9800109863281
2022-11-29,264.4599914550781
2022-11-30,272.20001220703125
2022-12-01,271.7799987792969
2022-12-02,272.70001220703125
2022-12-05,268.2300109863281
2022-12-06,266.1700134277344
2022-12-07,266.7900085449219
2022-12-08,269.7900085449219
2022-12-09,265.57000732421875
2022-12-12,270.8399963378906
2022-12-13,267.1499938964844
2022-12-14,265.8299865722656
2022-12-15,257.1400146484375
2022-12-16,252.44000244140625
2022-12-19,254.58999633789062
2022-12-20,255.82000732421875
2022-12-21,257.5
2022-12-22,255.4199981689453
2022-12-23,256.6300048828125
2022-12-27,256.6300048828125
2022-12-28,253.8000030517578
2022-12-29,258.80999755859375
2022-12-30,257.7099914550781
2023-01-03,257.3999938964844
2023-01-04,258.0199890136719
2023-01-05,255.1199951171875
2023-01-06,263.8399963378906
2023-01-09,260.6099853515625
2023-01-10,262.3500061035156
2023-01-11,264.3399963378906
2023-01-12,264.7099914550781
2023-01-13,266.010009765625
2023-01-17,263.2900085449219
2023-01-18,256.8599853515625
2023-01-19,252.52999877929688
2023-01-20,255.30999755859375
2023-01-23,256.82000732421875
2023-01-24,256.2300109863281
2023-01-25,258.57000732421875
2023-01-26,257.25
2023-01-27,254.39999389648438
2023-01-30,252.24000549316406
2023-01-31,257.010009765625
2023-02-01,259.7699890136719
2023-02-02,255.9199981689453
2023-02-03,256.44000244140625
2023-02-06,258.239990234375
2023-02-07,257.79998779296875
2023-02-08,258.0
2023-02-09,257.1499938964844
2023-02-10,271.5199890136719
2023-02-13,271.57000732421875
2023-02-14,270.4200134277344
2023-02-15,272.010009765625
2023-02-16,267.3599853515625
2023-02-17,269.4200134277344
2023-02-21,268.4200134277344
2023-02-22,264.1099853515625
2023-02-23,264.0
2023-02-24,261.79998779296875
2023-02-27,262.94000244140625
2023-02-28,262.80999755859375
2023-03-01,263.3500061035156
2023-03-02,263.55999755859375
2023-03-03,266.55999755859375
2023-03-06,268.0
2023-03-07,265.9599914550781
2023-03-08,267.5899963378906
2023-03-09,265.17999267578125
2023-03-10,261.4800109863281
2023-03-13,261.1499938964844
2023-03-14,266.25
2023-03-15,258.7200012207031
2023-03-16,268.5799865722656
2023-03-17,264.239990234375
2023-03-20,268.1099853515625
2023-03-21,271.6600036621094
2023-03-22,267.5400085449219
2023-03-23,268.1600036621094
2023-03-24,271.67999267578125
