Date,DTE
2023-10-31,96.37999725341797
2023-11-01,96.61000061035156
2023-11-02,98.80999755859375
2023-11-03,100.18000030517578
2023-11-06,98.66999816894531
2023-11-07,98.52999877929688
2023-11-08,98.54000091552734
2023-11-09,98.5
2023-11-10,98.56999969482422
2023-11-13,97.66000366210938
2023-11-14,101.75
2023-11-15,102.06999969482422
2023-11-16,103.33000183105469
2023-11-17,103.5999984741211
2023-11-20,102.87000274658203
2023-11-21,103.26000213623047
2023-11-22,104.66000366210938
2023-11-24,105.37000274658203
2023-11-27,104.86000061035156
2023-11-28,105.0199966430664
2023-11-29,104.13999938964844
2023-11-30,104.11000061035156
2023-12-01,108.16999816894531
2023-12-04,108.41000366210938
2023-12-05,106.66000366210938
2023-12-06,107.33000183105469
2023-12-07,107.22000122070312
2023-12-08,108.61000061035156
2023-12-11,110.08999633789062
2023-12-12,109.91999816894531
2023-12-13,113.31999969482422
2023-12-14,112.43000030517578
2023-12-15,109.9000015258789
2023-12-18,109.81999969482422
2023-12-19,110.79000091552734
2023-12-20,109.33999633789062
2023-12-21,109.73999786376953
2023-12-22,109.62000274658203
2023-12-26,110.16999816894531
2023-12-27,109.69000244140625
2023-12-28,110.41000366210938
2023-12-29,110.26000213623047
2024-01-02,111.76000213623047
2024-01-03,110.9800033569336
2024-01-04,110.52999877929688
2024-01-05,110.6500015258789
2024-01-08,111.5199966430664
2024-01-09,110.94999694824219
2024-01-10,110.83000183105469
2024-01-11,108.0199966430664
2024-01-12,108.8499984741211
2024-01-16,107.5999984741211
2024-01-17,105.70999908447266
2024-01-18,104.8499984741211
2024-01-19,104.5199966430664
2024-01-22,103.9000015258789
2024-01-23,104.47000122070312
2024-01-24,102.36000061035156
2024-01-25,103.80000305175781
2024-01-26,103.58999633789062
2024-01-29,103.83999633789062
2024-01-30,104.55999755859375
2024-01-31,105.41999816894531
2024-02-01,107.47000122070312
2024-02-02,105.08000183105469
2024-02-05,103.91999816894531
2024-02-06,104.20999908447266
2024-02-07,105.22000122070312
2024-02-08,104.2300033569336
2024-02-09,104.41000366210938
2024-02-12,106.37999725341797
2024-02-13,104.37999725341797
2024-02-14,105.33000183105469
2024-02-15,107.7699966430664
2024-02-16,107.80000305175781
2024-02-20,107.63999938964844
2024-02-21,109.16000366210938
2024-02-22,107.0199966430664
2024-02-23,108.44999694824219
2024-02-26,106.19000244140625
2024-02-27,107.33000183105469
2024-02-28,108.0999984741211
2024-02-29,108.3499984741211
2024-03-01,108.11000061035156
2024-03-04,109.80000305175781
2024-03-05,109.98999786376953
2024-03-06,111.76000213623047
2024-03-07,112.66000366210938
2024-03-08,112.81999969482422
2024-03-11,112.94999694824219
2024-03-12,110.87999725341797
2024-03-13,111.05999755859375
2024-03-14,109.38999938964844
2024-03-15,108.4800033569336
2024-03-18,109.4800033569336
2024-03-19,110.44999694824219
2024-03-20,110.04000091552734
2024-03-21,109.1500015258789
2024-03-22,108.87999725341797
2024-03-25,108.41999816894531
2024-03-26,107.12999725341797
2024-03-27,111.30000305175781
2024-03-28,112.13999938964844
2024-04-01,110.7300033569336
2024-04-02,111.08999633789062
2024-04-03,110.26000213623047
2024-04-04,109.55999755859375
2024-04-05,109.0999984741211
2024-04-08,109.5
2024-04-09,109.87000274658203
2024-04-10,106.63999938964844
2024-04-11,106.12999725341797
2024-04-12,106.25
2024-04-15,105.5199966430664
2024-04-16,103.19999694824219
2024-04-17,105.2699966430664
2024-04-18,106.4800033569336
2024-04-19,108.56999969482422
2024-04-22,110.12000274658203
2024-04-23,110.12000274658203
2024-04-24,111.55000305175781
2024-04-25,111.13999938964844
2024-04-26,109.5199966430664
2024-04-29,110.83000183105469
2024-04-30,110.31999969482422
2024-05-01,111.33000183105469
2024-05-02,111.91000366210938
2024-05-03,112.75
2024-05-06,112.48999786376953
2024-05-07,113.33999633789062
2024-05-08,114.7300033569336
2024-05-09,116.33000183105469
2024-05-10,115.48999786376953
2024-05-13,115.30999755859375
2024-05-14,114.77999877929688
2024-05-15,116.08999633789062
2024-05-16,116.77999877929688
2024-05-17,116.5999984741211
2024-05-20,116.3499984741211
2024-05-21,117.18000030517578
2024-05-22,115.05999755859375
2024-05-23,112.05999755859375
2024-05-24,112.95999908447266
2024-05-28,113.0
2024-05-29,110.97000122070312
2024-05-30,112.75
2024-05-31,116.52999877929688
2024-06-03,116.23999786376953
2024-06-04,116.52999877929688
2024-06-05,114.54000091552734
2024-06-06,113.54000091552734
2024-06-07,112.33000183105469
2024-06-10,112.63999938964844
2024-06-11,113.73999786376953
2024-06-12,112.62999725341797
2024-06-13,112.54000091552734
2024-06-14,112.13999938964844
2024-06-17,110.76000213623047
2024-06-18,110.56999969482422
2024-06-20,111.12000274658203
2024-06-21,110.91000366210938
2024-06-24,112.80000305175781
2024-06-25,110.0199966430664
2024-06-26,110.44999694824219
2024-06-27,111.25
2024-06-28,111.01000213623047
2024-07-01,109.12000274658203
2024-07-02,109.4000015258789
2024-07-03,109.23999786376953
2024-07-05,109.7699966430664
2024-07-08,109.01000213623047
2024-07-09,108.66999816894531
2024-07-10,109.08000183105469
2024-07-11,113.18000030517578
2024-07-12,114.4800033569336
2024-07-15,113.12999725341797
2024-07-16,114.69999694824219
2024-07-17,117.33999633789062
2024-07-18,116.68000030517578
2024-07-19,116.08999633789062
2024-07-22,117.20999908447266
2024-07-23,115.9000015258789
2024-07-24,117.91000366210938
2024-07-25,118.19000244140625
2024-07-26,118.19000244140625
2024-07-29,119.11000061035156
2024-07-30,120.62999725341797
2024-07-31,120.52999877929688
2024-08-01,123.37999725341797
2024-08-02,123.23999786376953
2024-08-05,118.79000091552734
2024-08-06,119.06999969482422
2024-08-07,120.0999984741211
2024-08-08,119.88999938964844
2024-08-09,119.91000366210938
2024-08-12,120.5999984741211
2024-08-13,121.30000305175781
2024-08-14,122.02999877929688
2024-08-15,121.9800033569336
2024-08-16,121.88999938964844
2024-08-19,123.2699966430664
2024-08-20,122.93000030517578
2024-08-21,123.31999969482422
2024-08-22,123.33999633789062
2024-08-23,123.81999969482422
2024-08-26,124.66999816894531
2024-08-27,123.87999725341797
2024-08-28,124.4000015258789
2024-08-29,124.58999633789062
2024-08-30,125.0199966430664
2024-09-03,125.54000091552734
2024-09-04,126.31999969482422
2024-09-05,123.66000366210938
2024-09-06,123.19000244140625
2024-09-09,124.62000274658203
2024-09-10,125.55000305175781
2024-09-11,124.37999725341797
2024-09-12,124.48999786376953
2024-09-13,125.94999694824219
2024-09-16,126.36000061035156
2024-09-17,125.68000030517578
2024-09-18,124.41999816894531
2024-09-19,123.52999877929688
2024-09-20,125.08999633789062
2024-09-23,126.41000366210938
2024-09-24,125.29000091552734
2024-09-25,125.54000091552734
2024-09-26,125.58000183105469
2024-09-27,127.37999725341797
2024-09-30,128.41000366210938
2024-10-01,128.6999969482422
2024-10-02,128.6999969482422
2024-10-03,127.55000305175781
2024-10-04,126.9800033569336
2024-10-07,125.29000091552734
2024-10-08,125.4800033569336
2024-10-09,124.5199966430664
2024-10-10,123.68000030517578
2024-10-11,124.87000274658203
2024-10-14,125.58000183105469
2024-10-15,127.38999938964844
2024-10-16,128.47000122070312
2024-10-17,128.44000244140625
2024-10-18,128.89999389648438
2024-10-21,127.95999908447266
2024-10-22,128.22999572753906
2024-10-23,129.99000549316406
2024-10-24,129.77000427246094
2024-10-25,126.56999969482422
2024-10-28,126.62999725341797
2024-10-29,123.93000030517578
2024-10-30,124.13999938964844
2024-10-31,124.22000122070312
2024-11-01,121.29000091552734
2024-11-04,121.62999725341797
2024-11-05,123.43000030517578
2024-11-06,121.56999969482422
2024-11-07,117.04000091552734
2024-11-08,117.80000305175781
2024-11-11,119.7300033569336
2024-11-12,120.06999969482422
2024-11-13,118.62000274658203
2024-11-14,119.41000366210938
2024-11-15,120.08999633789062
2024-11-18,120.5
2024-11-19,121.68000030517578
2024-11-20,122.18000030517578
2024-11-21,123.9800033569336
