Date,DTE
2022-02-28,121.58999633789062
2022-03-01,120.0
2022-03-02,122.37000274658203
2022-03-03,125.20999908447266
2022-03-04,127.87999725341797
2022-03-07,127.11000061035156
2022-03-08,126.16999816894531
2022-03-09,125.02999877929688
2022-03-10,127.30000305175781
2022-03-11,126.97000122070312
2022-03-14,126.5199966430664
2022-03-15,127.76000213623047
2022-03-16,127.79000091552734
2022-03-17,127.77999877929688
2022-03-18,126.06999969482422
2022-03-21,127.0999984741211
2022-03-22,125.70999908447266
2022-03-23,126.95999908447266
2022-03-24,127.79000091552734
2022-03-25,129.85000610351562
2022-03-28,129.6999969482422
2022-03-29,130.58999633789062
2022-03-30,132.55999755859375
2022-03-31,132.2100067138672
2022-04-01,134.94000244140625
2022-04-04,133.6300048828125
2022-04-05,134.2899932861328
2022-04-06,137.61000061035156
2022-04-07,136.3300018310547
2022-04-08,137.35000610351562
2022-04-11,136.86000061035156
2022-04-12,137.85000610351562
2022-04-13,136.6300048828125
2022-04-14,137.1699981689453
2022-04-18,137.1699981689453
2022-04-19,137.77000427246094
2022-04-20,139.1199951171875
2022-04-21,138.27999877929688
2022-04-22,136.80999755859375
2022-04-25,135.6999969482422
2022-04-26,134.52000427246094
2022-04-27,134.3699951171875
2022-04-28,135.52000427246094
2022-04-29,131.0399932861328
2022-05-02,128.74000549316406
2022-05-03,129.61000061035156
2022-05-04,130.75999450683594
2022-05-05,128.8300018310547
2022-05-06,129.67999267578125
2022-05-09,129.52000427246094
2022-05-10,128.41000366210938
2022-05-11,130.11000061035156
2022-05-12,128.7100067138672
2022-05-13,129.80999755859375
2022-05-16,130.3699951171875
2022-05-17,129.61000061035156
2022-05-18,128.30999755859375
2022-05-19,128.82000732421875
2022-05-20,128.72000122070312
2022-05-23,130.7899932861328
2022-05-24,134.13999938964844
2022-05-25,133.02000427246094
2022-05-26,133.19000244140625
2022-05-27,134.3000030517578
2022-05-31,132.7100067138672
2022-06-01,132.55999755859375
2022-06-02,132.7899932861328
2022-06-03,132.08999633789062
2022-06-06,132.57000732421875
2022-06-07,134.0500030517578
2022-06-08,131.39999389648438
2022-06-09,128.44000244140625
2022-06-10,127.5
2022-06-13,122.01000213623047
2022-06-14,119.11000061035156
2022-06-15,119.20999908447266
2022-06-16,116.61000061035156
2022-06-17,115.72000122070312
2022-06-21,117.13999938964844
2022-06-22,117.9000015258789
2022-06-23,120.37000274658203
2022-06-24,122.91000366210938
2022-06-27,124.3499984741211
2022-06-28,125.2300033569336
2022-06-29,126.05000305175781
2022-06-30,126.75
2022-07-01,129.16000366210938
2022-07-05,124.19000244140625
2022-07-06,126.16000366210938
2022-07-07,125.33999633789062
2022-07-08,124.8499984741211
2022-07-11,126.0
2022-07-12,125.20999908447266
2022-07-13,124.51000213623047
2022-07-14,124.51000213623047
2022-07-15,125.18000030517578
2022-07-18,123.66999816894531
2022-07-19,124.08999633789062
2022-07-20,121.45999908447266
2022-07-21,121.5199966430664
2022-07-22,123.75
2022-07-25,124.91000366210938
2022-07-26,126.25
2022-07-27,126.63999938964844
2022-07-28,129.2100067138672
2022-07-29,130.3000030517578
2022-08-01,130.4199981689453
2022-08-02,129.89999389648438
2022-08-03,130.4199981689453
2022-08-04,129.0
2022-08-05,129.10000610351562
2022-08-08,129.75
2022-08-09,132.5500030517578
2022-08-10,132.25999450683594
2022-08-11,133.3300018310547
2022-08-12,134.91000366210938
2022-08-15,136.05999755859375
2022-08-16,136.08999633789062
2022-08-17,134.97000122070312
2022-08-18,135.44000244140625
2022-08-19,136.13999938964844
2022-08-22,134.63999938964844
2022-08-23,133.8800048828125
2022-08-24,134.25999450683594
2022-08-25,134.7899932861328
2022-08-26,133.22000122070312
2022-08-29,133.5
2022-08-30,131.4499969482422
2022-08-31,130.33999633789062
2022-09-01,132.74000549316406
2022-09-02,131.13999938964844
2022-09-06,131.1999969482422
2022-09-07,135.2899932861328
2022-09-08,134.67999267578125
2022-09-09,135.5
2022-09-12,135.97000122070312
2022-09-13,132.97999572753906
2022-09-14,134.0500030517578
2022-09-15,130.60000610351562
2022-09-16,129.89999389648438
2022-09-19,130.89999389648438
2022-09-20,128.6699981689453
2022-09-21,126.58999633789062
2022-09-22,126.58000183105469
2022-09-23,125.66000366210938
2022-09-26,123.01000213623047
2022-09-27,121.69999694824219
2022-09-28,123.16000366210938
2022-09-29,118.22000122070312
2022-09-30,115.05000305175781
2022-10-03,116.93000030517578
2022-10-04,118.62999725341797
2022-10-05,116.11000061035156
2022-10-06,110.70999908447266
2022-10-07,107.48999786376953
2022-10-10,106.36000061035156
2022-10-11,106.30000305175781
2022-10-12,103.01000213623047
2022-10-13,106.51000213623047
2022-10-14,104.5
2022-10-17,107.0
2022-10-18,109.88999938964844
2022-10-19,108.62999725341797
2022-10-20,105.88999938964844
2022-10-21,107.44999694824219
2022-10-24,107.5
2022-10-25,109.12999725341797
2022-10-26,109.2300033569336
2022-10-27,109.27999877929688
2022-10-28,113.63999938964844
2022-10-31,112.11000061035156
2022-11-01,112.52999877929688
2022-11-02,111.0199966430664
2022-11-03,111.86000061035156
2022-11-04,112.38999938964844
2022-11-07,110.66999816894531
2022-11-08,111.25
2022-11-09,110.7699966430664
2022-11-10,115.54000091552734
2022-11-11,114.26000213623047
2022-11-14,113.05000305175781
2022-11-15,114.4800033569336
2022-11-16,115.18000030517578
2022-11-17,113.23999786376953
2022-11-18,114.5999984741211
2022-11-21,113.0
2022-11-22,113.66999816894531
2022-11-23,114.48999786376953
2022-11-25,114.77999877929688
2022-11-28,115.30000305175781
2022-11-29,114.12999725341797
2022-11-30,116.01000213623047
2022-12-01,116.12000274658203
2022-12-02,115.05999755859375
2022-12-05,114.05999755859375
2022-12-06,115.87000274658203
2022-12-07,114.41000366210938
2022-12-08,117.66000366210938
2022-12-09,117.19000244140625
2022-12-12,120.1500015258789
2022-12-13,120.45999908447266
2022-12-14,120.5999984741211
2022-12-15,119.11000061035156
2022-12-16,115.81999969482422
2022-12-19,115.18000030517578
2022-12-20,115.47000122070312
2022-12-21,117.43000030517578
2022-12-22,116.75
2022-12-23,118.54000091552734
2022-12-27,119.2300033569336
2022-12-28,118.22000122070312
2022-12-29,119.18000030517578
2022-12-30,117.52999877929688
2023-01-03,117.86000061035156
2023-01-04,119.55999755859375
2023-01-05,116.58000183105469
2023-01-06,119.44000244140625
2023-01-09,120.45999908447266
2023-01-10,120.0199966430664
2023-01-11,120.72000122070312
2023-01-12,119.38999938964844
2023-01-13,117.93000030517578
2023-01-17,117.30999755859375
2023-01-18,113.9000015258789
2023-01-19,112.55999755859375
2023-01-20,113.97000122070312
2023-01-23,113.7699966430664
2023-01-24,113.43000030517578
2023-01-25,113.41000366210938
2023-01-26,113.3499984741211
2023-01-27,113.58999633789062
2023-01-30,114.33000183105469
2023-01-31,116.37000274658203
2023-02-01,116.19000244140625
2023-02-02,114.70999908447266
2023-02-03,112.76000213623047
2023-02-06,113.81999969482422
2023-02-07,113.70999908447266
2023-02-08,112.27999877929688
2023-02-09,112.0
2023-02-10,113.68000030517578
2023-02-13,114.04000091552734
2023-02-14,113.69999694824219
2023-02-15,114.20999908447266
2023-02-16,113.4000015258789
2023-02-17,115.30000305175781
2023-02-21,113.23999786376953
2023-02-22,112.80999755859375
2023-02-23,112.31999969482422
2023-02-24,113.0
2023-02-27,111.54000091552734
2023-02-28,109.70999908447266
2023-03-01,106.86000061035156
2023-03-02,108.36000061035156
2023-03-03,109.3499984741211
2023-03-06,108.91999816894531
2023-03-07,106.30000305175781
2023-03-08,107.33000183105469
2023-03-09,106.7300033569336
2023-03-10,104.4800033569336
2023-03-13,106.87000274658203
2023-03-14,107.4800033569336
2023-03-15,108.97000122070312
2023-03-16,109.22000122070312
2023-03-17,107.04000091552734
2023-03-20,108.4000015258789
2023-03-21,106.29000091552734
2023-03-22,103.9800033569336
2023-03-23,102.66000366210938
2023-03-24,106.75
2023-03-27,105.69000244140625
2023-03-28,106.25
2023-03-29,107.94000244140625
2023-03-30,108.69000244140625
2023-03-31,109.54000091552734
2023-04-03,108.98999786376953
2023-04-04,108.70999908447266
2023-04-05,112.12999725341797
2023-04-06,113.8499984741211
2023-04-10,113.58999633789062
2023-04-11,113.91000366210938
2023-04-12,113.72000122070312
2023-04-13,113.18000030517578
2023-04-14,112.9800033569336
2023-04-17,112.69999694824219
2023-04-18,112.04000091552734
2023-04-19,112.80999755859375
2023-04-20,113.37000274658203
2023-04-21,113.69000244140625
2023-04-24,114.33999633789062
2023-04-25,114.80999755859375
2023-04-26,112.97000122070312
2023-04-27,113.44999694824219
2023-04-28,112.41000366210938
2023-05-01,112.95999908447266
2023-05-02,111.5999984741211
2023-05-03,111.62999725341797
2023-05-04,112.68000030517578
2023-05-05,113.36000061035156
2023-05-08,113.0
2023-05-09,113.31999969482422
2023-05-10,113.97000122070312
2023-05-11,113.05999755859375
2023-05-12,113.44999694824219
2023-05-15,112.75
2023-05-16,110.26000213623047
2023-05-17,109.0999984741211
2023-05-18,108.9000015258789
2023-05-19,108.55999755859375
2023-05-22,108.91000366210938
2023-05-23,109.16000366210938
2023-05-24,108.4800033569336
2023-05-25,106.98999786376953
2023-05-26,106.51000213623047
2023-05-30,106.44000244140625
2023-05-31,107.5999984741211
2023-06-01,107.26000213623047
2023-06-02,108.87999725341797
2023-06-05,109.37000274658203
2023-06-06,109.58999633789062
2023-06-07,111.25
2023-06-08,111.97000122070312
2023-06-09,111.43000030517578
2023-06-12,111.16000366210938
2023-06-13,112.3499984741211
2023-06-14,112.94999694824219
2023-06-15,113.91000366210938
2023-06-16,114.12000274658203
2023-06-20,113.19000244140625
2023-06-21,113.62000274658203
2023-06-22,112.94000244140625
2023-06-23,110.0
2023-06-26,110.5
2023-06-27,110.66999816894531
2023-06-28,108.97000122070312
2023-06-29,109.25
2023-06-30,110.0199966430664
2023-07-03,111.25
2023-07-05,112.5
2023-07-06,111.16999816894531
2023-07-07,109.98999786376953
2023-07-10,109.5
2023-07-11,110.8499984741211
2023-07-12,112.80999755859375
2023-07-13,113.43000030517578
2023-07-14,112.94999694824219
2023-07-17,110.66000366210938
2023-07-18,109.30999755859375
2023-07-19,111.23999786376953
2023-07-20,113.12999725341797
2023-07-21,115.12000274658203
2023-07-24,115.01000213623047
2023-07-25,115.44000244140625
2023-07-26,115.87000274658203
2023-07-27,114.33999633789062
2023-07-28,113.56999969482422
2023-07-31,114.30000305175781
2023-08-01,113.1500015258789
2023-08-02,113.08999633789062
2023-08-03,109.4800033569336
2023-08-04,107.87999725341797
2023-08-07,107.77999877929688
2023-08-08,108.1500015258789
2023-08-09,108.30999755859375
2023-08-10,107.27999877929688
2023-08-11,107.88999938964844
2023-08-14,106.54000091552734
2023-08-15,104.38999938964844
2023-08-16,104.75
2023-08-17,104.86000061035156
2023-08-18,105.58999633789062
2023-08-21,104.80000305175781
2023-08-22,104.97000122070312
2023-08-23,105.2699966430664
2023-08-24,104.44999694824219
2023-08-25,104.91999816894531
2023-08-28,104.97000122070312
2023-08-29,105.12999725341797
2023-08-30,104.73999786376953
2023-08-31,103.37999725341797
2023-09-01,102.18000030517578
2023-09-05,100.75
2023-09-06,100.88999938964844
2023-09-07,102.20999908447266
2023-09-08,102.66000366210938
2023-09-11,103.0199966430664
2023-09-12,103.91999816894531
2023-09-13,106.05000305175781
2023-09-14,106.73999786376953
2023-09-15,106.77999877929688
2023-09-18,107.0
2023-09-19,106.37999725341797
2023-09-20,106.68000030517578
2023-09-21,106.08999633789062
2023-09-22,106.20999908447266
2023-09-25,105.66000366210938
2023-09-26,102.16000366210938
2023-09-27,100.54000091552734
2023-09-28,98.62999725341797
2023-09-29,99.27999877929688
2023-10-02,95.48999786376953
2023-10-03,97.36000061035156
2023-10-04,97.11000061035156
2023-10-05,94.19999694824219
2023-10-06,95.16000366210938
2023-10-09,96.58999633789062
2023-10-10,97.36000061035156
2023-10-11,97.83999633789062
2023-10-12,96.0199966430664
2023-10-13,97.87000274658203
2023-10-16,98.44000244140625
2023-10-17,98.52999877929688
2023-10-18,97.11000061035156
2023-10-19,96.73999786376953
2023-10-20,96.6500015258789
2023-10-23,95.97000122070312
2023-10-24,97.69999694824219
2023-10-25,97.94000244140625
2023-10-26,98.3499984741211
2023-10-27,96.91000366210938
2023-10-30,96.30999755859375
