Date,SMFG
2022-02-28,7.130000114440918
2022-03-01,6.849999904632568
2022-03-02,6.980000019073486
2022-03-03,7.050000190734863
2022-03-04,6.880000114440918
2022-03-07,6.670000076293945
2022-03-08,6.329999923706055
2022-03-09,6.53000020980835
2022-03-10,6.539999961853027
2022-03-11,6.570000171661377
2022-03-14,6.75
2022-03-15,6.78000020980835
2022-03-16,6.889999866485596
2022-03-17,6.900000095367432
2022-03-18,6.889999866485596
2022-03-21,6.909999847412109
2022-03-22,6.980000019073486
2022-03-23,6.900000095367432
2022-03-24,6.909999847412109
2022-03-25,6.909999847412109
2022-03-28,6.659999847412109
2022-03-29,6.679999828338623
2022-03-30,6.539999961853027
2022-03-31,6.269999980926514
2022-04-01,6.360000133514404
2022-04-04,6.409999847412109
2022-04-05,6.25
2022-04-06,6.159999847412109
2022-04-07,6.159999847412109
2022-04-08,6.190000057220459
2022-04-11,6.159999847412109
2022-04-12,6.119999885559082
2022-04-13,6.139999866485596
2022-04-14,6.099999904632568
2022-04-18,6.119999885559082
2022-04-19,6.110000133514404
2022-04-20,6.179999828338623
2022-04-21,6.139999866485596
2022-04-22,6.050000190734863
2022-04-25,6.059999942779541
2022-04-26,5.96999979019165
2022-04-27,5.929999828338623
2022-04-28,6.019999980926514
2022-04-29,5.989999771118164
2022-05-02,5.940000057220459
2022-05-03,6.019999980926514
2022-05-04,6.130000114440918
2022-05-05,5.96999979019165
2022-05-06,6.019999980926514
2022-05-09,5.920000076293945
2022-05-10,5.929999828338623
2022-05-11,5.789999961853027
2022-05-12,5.869999885559082
2022-05-13,6.070000171661377
2022-05-16,6.019999980926514
2022-05-17,5.96999979019165
2022-05-18,5.960000038146973
2022-05-19,6.050000190734863
2022-05-20,6.050000190734863
2022-05-23,6.190000057220459
2022-05-24,6.159999847412109
2022-05-25,6.179999828338623
2022-05-26,6.25
2022-05-27,6.21999979019165
2022-05-31,6.099999904632568
2022-06-01,6.079999923706055
2022-06-02,6.119999885559082
2022-06-03,6.039999961853027
2022-06-06,6.039999961853027
2022-06-07,6.070000171661377
2022-06-08,5.860000133514404
2022-06-09,5.820000171661377
2022-06-10,5.739999771118164
2022-06-13,5.78000020980835
2022-06-14,5.889999866485596
2022-06-15,5.96999979019165
2022-06-16,6.0
2022-06-17,5.809999942779541
2022-06-21,5.989999771118164
2022-06-22,5.940000057220459
2022-06-23,5.929999828338623
2022-06-24,6.110000133514404
2022-06-27,6.03000020980835
2022-06-28,6.03000020980835
2022-06-29,5.960000038146973
2022-06-30,5.900000095367432
2022-07-01,5.989999771118164
2022-07-05,5.96999979019165
2022-07-06,5.869999885559082
2022-07-07,5.929999828338623
2022-07-08,6.010000228881836
2022-07-11,5.989999771118164
2022-07-12,5.989999771118164
2022-07-13,5.949999809265137
2022-07-14,5.800000190734863
2022-07-15,5.880000114440918
2022-07-18,5.889999866485596
2022-07-19,6.010000228881836
2022-07-20,5.929999828338623
2022-07-21,5.960000038146973
2022-07-22,5.96999979019165
2022-07-25,6.070000171661377
2022-07-26,6.019999980926514
2022-07-27,6.119999885559082
2022-07-28,6.130000114440918
2022-07-29,6.389999866485596
2022-08-01,6.360000133514404
2022-08-02,6.199999809265137
2022-08-03,6.139999866485596
2022-08-04,6.079999923706055
2022-08-05,6.099999904632568
2022-08-08,6.110000133514404
2022-08-09,6.050000190734863
2022-08-10,6.21999979019165
2022-08-11,6.25
2022-08-12,6.289999961853027
2022-08-15,6.269999980926514
2022-08-16,6.230000019073486
2022-08-17,6.210000038146973
2022-08-18,6.199999809265137
2022-08-19,6.110000133514404
2022-08-22,6.059999942779541
2022-08-23,6.079999923706055
2022-08-24,6.130000114440918
2022-08-25,6.199999809265137
2022-08-26,6.070000171661377
2022-08-29,6.070000171661377
2022-08-30,6.099999904632568
2022-08-31,6.050000190734863
2022-09-01,6.03000020980835
2022-09-02,6.019999980926514
2022-09-06,5.920000076293945
2022-09-07,5.849999904632568
2022-09-08,6.050000190734863
2022-09-09,6.139999866485596
2022-09-12,6.110000133514404
2022-09-13,5.940000057220459
2022-09-14,6.019999980926514
2022-09-15,6.010000228881836
2022-09-16,6.059999942779541
2022-09-19,6.090000152587891
2022-09-20,6.050000190734863
2022-09-21,5.980000019073486
2022-09-22,6.019999980926514
2022-09-23,5.789999961853027
2022-09-26,5.789999961853027
2022-09-27,5.75
2022-09-28,5.760000228881836
2022-09-29,5.659999847412109
2022-09-30,5.5
2022-10-03,5.610000133514404
2022-10-04,5.800000190734863
2022-10-05,5.71999979019165
2022-10-06,5.679999828338623
2022-10-07,5.619999885559082
2022-10-10,5.590000152587891
2022-10-11,5.610000133514404
2022-10-12,5.559999942779541
2022-10-13,5.679999828338623
2022-10-14,5.619999885559082
2022-10-17,5.53000020980835
2022-10-18,5.46999979019165
2022-10-19,5.429999828338623
2022-10-20,5.389999866485596
2022-10-21,5.559999942779541
