Date,WLK
2022-02-28,110.30999755859375
2022-03-01,107.0
2022-03-02,111.0999984741211
2022-03-03,112.58999633789062
2022-03-04,111.94000244140625
2022-03-07,110.43000030517578
2022-03-08,110.04000091552734
2022-03-09,114.0
2022-03-10,117.58000183105469
2022-03-11,119.2699966430664
2022-03-14,119.70999908447266
2022-03-15,115.69000244140625
2022-03-16,118.20999908447266
2022-03-17,122.91999816894531
2022-03-18,123.93000030517578
2022-03-21,125.44999694824219
2022-03-22,125.66999816894531
2022-03-23,124.4800033569336
2022-03-24,126.1500015258789
2022-03-25,127.19999694824219
2022-03-28,125.1500015258789
2022-03-29,123.6500015258789
2022-03-30,124.75
2022-03-31,123.4000015258789
2022-04-01,123.63999938964844
2022-04-04,121.45999908447266
2022-04-05,121.7300033569336
2022-04-06,118.7699966430664
2022-04-07,113.44000244140625
2022-04-08,114.91999816894531
2022-04-11,114.61000061035156
2022-04-12,117.0199966430664
2022-04-13,121.1500015258789
2022-04-14,122.51000213623047
2022-04-18,126.6500015258789
2022-04-19,128.75
2022-04-20,130.1999969482422
2022-04-21,130.52000427246094
2022-04-22,127.52999877929688
2022-04-25,128.05999755859375
2022-04-26,126.98999786376953
2022-04-27,128.35000610351562
2022-04-28,129.63999938964844
2022-04-29,126.55000305175781
2022-05-02,127.22000122070312
2022-05-03,133.57000732421875
2022-05-04,140.3300018310547
2022-05-05,138.7899932861328
2022-05-06,137.39999389648438
2022-05-09,133.0399932861328
2022-05-10,127.3499984741211
2022-05-11,129.97000122070312
2022-05-12,127.19000244140625
2022-05-13,130.5500030517578
2022-05-16,131.8699951171875
2022-05-17,136.2899932861328
2022-05-18,131.0399932861328
2022-05-19,129.3300018310547
2022-05-20,126.20999908447266
2022-05-23,125.87000274658203
2022-05-24,124.19000244140625
2022-05-25,126.38999938964844
2022-05-26,128.4499969482422
2022-05-27,132.0
2022-05-31,132.11000061035156
2022-06-01,135.22999572753906
2022-06-02,133.3800048828125
2022-06-03,130.72999572753906
2022-06-06,132.55999755859375
2022-06-07,133.94000244140625
2022-06-08,131.9199981689453
2022-06-09,130.44000244140625
2022-06-10,122.6500015258789
2022-06-13,115.43000030517578
2022-06-14,114.37000274658203
2022-06-15,107.29000091552734
2022-06-16,100.91000366210938
2022-06-17,99.37000274658203
2022-06-21,98.88999938964844
2022-06-22,96.31999969482422
2022-06-23,94.83000183105469
2022-06-24,99.5999984741211
2022-06-27,98.98999786376953
2022-06-28,98.94000244140625
2022-06-29,97.87000274658203
2022-06-30,98.0199966430664
2022-07-01,98.86000061035156
2022-07-05,94.5199966430664
2022-07-06,95.20999908447266
2022-07-07,97.91000366210938
2022-07-08,97.0199966430664
2022-07-11,96.54000091552734
2022-07-12,95.25
2022-07-13,93.25
2022-07-14,91.0
2022-07-15,92.02999877929688
2022-07-18,92.30000305175781
2022-07-19,94.72000122070312
2022-07-20,94.41000366210938
2022-07-21,92.44000244140625
2022-07-22,91.80999755859375
2022-07-25,92.19000244140625
2022-07-26,91.4800033569336
2022-07-27,94.55999755859375
2022-07-28,94.0
2022-07-29,97.33999633789062
2022-08-01,97.1500015258789
2022-08-02,94.44000244140625
2022-08-03,94.45999908447266
2022-08-04,92.95999908447266
2022-08-05,94.37000274658203
2022-08-08,96.18000030517578
2022-08-09,96.69999694824219
2022-08-10,99.55999755859375
2022-08-11,103.22000122070312
2022-08-12,103.66000366210938
2022-08-15,104.69999694824219
2022-08-16,106.27999877929688
2022-08-17,105.94000244140625
2022-08-18,108.4000015258789
2022-08-19,104.6500015258789
2022-08-22,103.0199966430664
2022-08-23,106.47000122070312
2022-08-24,104.98999786376953
2022-08-25,110.0199966430664
2022-08-26,106.97000122070312
2022-08-29,102.68000030517578
2022-08-30,100.4800033569336
2022-08-31,98.62999725341797
2022-09-01,96.23999786376953
2022-09-02,95.76000213623047
2022-09-06,95.68000030517578
2022-09-07,97.48999786376953
2022-09-08,97.91999816894531
2022-09-09,100.22000122070312
2022-09-12,101.44000244140625
2022-09-13,93.97000122070312
2022-09-14,91.88999938964844
2022-09-15,93.88999938964844
2022-09-16,90.8499984741211
2022-09-19,92.29000091552734
2022-09-20,89.25
2022-09-21,86.55999755859375
2022-09-22,85.75
2022-09-23,82.94999694824219
2022-09-26,81.75
2022-09-27,82.88999938964844
2022-09-28,85.77999877929688
2022-09-29,85.2699966430664
2022-09-30,86.87999725341797
2022-10-03,90.30999755859375
2022-10-04,92.83000183105469
2022-10-05,90.9000015258789
2022-10-06,90.20999908447266
2022-10-07,88.8499984741211
2022-10-10,89.27999877929688
2022-10-11,88.0
2022-10-12,88.16999816894531
2022-10-13,90.5
2022-10-14,92.5199966430664
2022-10-17,92.66999816894531
2022-10-18,93.87000274658203
2022-10-19,91.95999908447266
2022-10-20,89.87999725341797
2022-10-21,94.05000305175781
