Date,PH
2022-10-14,254.24000549316406
2022-10-17,261.9800109863281
2022-10-18,266.8299865722656
2022-10-19,265.5799865722656
2022-10-20,259.9100036621094
2022-10-21,269.3900146484375
2022-10-24,277.0899963378906
2022-10-25,281.8599853515625
2022-10-26,278.8999938964844
2022-10-27,283.5799865722656
2022-10-28,291.6499938964844
2022-10-31,290.6199951171875
2022-11-01,288.94000244140625
2022-11-02,283.54998779296875
2022-11-03,286.1700134277344
2022-11-04,298.8800048828125
2022-11-07,300.6400146484375
2022-11-08,299.25
2022-11-09,289.2300109863281
2022-11-10,303.32000732421875
2022-11-11,308.57000732421875
2022-11-14,306.9599914550781
2022-11-15,311.05999755859375
2022-11-16,309.3699951171875
2022-11-17,304.1400146484375
2022-11-18,305.6300048828125
2022-11-21,307.4100036621094
2022-11-22,309.3900146484375
2022-11-23,306.3500061035156
2022-11-25,306.0299987792969
2022-11-28,295.07000732421875
2022-11-29,294.2900085449219
2022-11-30,298.94000244140625
2022-12-01,297.5199890136719
2022-12-02,297.3800048828125
2022-12-05,292.8699951171875
2022-12-06,290.0899963378906
2022-12-07,292.05999755859375
2022-12-08,292.1099853515625
2022-12-09,289.44000244140625
2022-12-12,295.8399963378906
2022-12-13,298.2900085449219
2022-12-14,296.989990234375
2022-12-15,289.6300048828125
2022-12-16,285.75
2022-12-19,282.70001220703125
2022-12-20,286.6199951171875
2022-12-21,292.239990234375
2022-12-22,290.5199890136719
2022-12-23,290.9599914550781
2022-12-27,292.57000732421875
2022-12-28,286.8699951171875
2022-12-29,292.0
2022-12-30,291.0
2023-01-03,291.760009765625
2023-01-04,296.8900146484375
2023-01-05,298.1000061035156
2023-01-06,308.54998779296875
2023-01-09,309.5199890136719
2023-01-10,310.5
2023-01-11,311.32000732421875
2023-01-12,315.17999267578125
2023-01-13,317.489990234375
2023-01-17,314.7099914550781
2023-01-18,307.80999755859375
2023-01-19,297.80999755859375
2023-01-20,305.32000732421875
2023-01-23,311.7099914550781
2023-01-24,312.69000244140625
2023-01-25,310.20001220703125
2023-01-26,314.4100036621094
2023-01-27,319.79998779296875
2023-01-30,317.29998779296875
2023-01-31,326.0
2023-02-01,328.69000244140625
2023-02-02,337.54998779296875
2023-02-03,350.0
2023-02-06,348.989990234375
2023-02-07,349.0199890136719
2023-02-08,351.989990234375
2023-02-09,351.6199951171875
2023-02-10,348.8800048828125
2023-02-13,352.0400085449219
2023-02-14,352.3500061035156
2023-02-15,361.1600036621094
2023-02-16,354.5400085449219
2023-02-17,355.4800109863281
2023-02-21,343.5400085449219
2023-02-22,345.32000732421875
2023-02-23,349.010009765625
2023-02-24,348.0299987792969
2023-02-27,350.4800109863281
2023-02-28,351.8500061035156
2023-03-01,353.3500061035156
2023-03-02,355.5
2023-03-03,359.8500061035156
2023-03-06,360.5
2023-03-07,359.5400085449219
2023-03-08,362.6700134277344
2023-03-09,350.92999267578125
2023-03-10,338.4700012207031
2023-03-13,332.0899963378906
2023-03-14,334.2200012207031
2023-03-15,313.5400085449219
2023-03-16,314.0
2023-03-17,304.9200134277344
2023-03-20,315.8299865722656
2023-03-21,326.2099914550781
2023-03-22,322.1199951171875
2023-03-23,320.4200134277344
2023-03-24,320.8699951171875
2023-03-27,324.6600036621094
2023-03-28,327.739990234375
2023-03-29,334.1700134277344
2023-03-30,336.57000732421875
2023-03-31,336.1099853515625
2023-04-03,339.1700134277344
2023-04-04,320.6400146484375
2023-04-05,312.5799865722656
2023-04-06,312.4700012207031
2023-04-10,315.1700134277344
2023-04-11,317.9800109863281
2023-04-12,324.5199890136719
2023-04-13,319.54998779296875
2023-04-14,319.1099853515625
2023-04-17,325.4100036621094
2023-04-18,324.70001220703125
2023-04-19,323.42999267578125
2023-04-20,319.3299865722656
2023-04-21,320.79998779296875
2023-04-24,322.9599914550781
2023-04-25,317.1099853515625
2023-04-26,311.6499938964844
2023-04-27,323.29998779296875
2023-04-28,324.8800048828125
2023-05-01,327.3699951171875
2023-05-02,325.0199890136719
2023-05-03,323.2200012207031
2023-05-04,322.2900085449219
2023-05-05,333.29998779296875
2023-05-08,334.8399963378906
2023-05-09,339.1099853515625
2023-05-10,326.8800048828125
2023-05-11,324.5899963378906
2023-05-12,323.989990234375
2023-05-15,327.70001220703125
2023-05-16,321.5400085449219
2023-05-17,330.9200134277344
2023-05-18,335.1499938964844
2023-05-19,332.8399963378906
2023-05-22,334.1400146484375
2023-05-23,328.7799987792969
2023-05-24,322.010009765625
2023-05-25,327.1300048828125
2023-05-26,332.8800048828125
2023-05-30,330.25
2023-05-31,320.44000244140625
2023-06-01,325.989990234375
2023-06-02,340.7300109863281
2023-06-05,337.3800048828125
2023-06-06,346.5799865722656
2023-06-07,358.94000244140625
2023-06-08,355.8299865722656
2023-06-09,356.1300048828125
2023-06-12,358.5899963378906
2023-06-13,368.2300109863281
2023-06-14,367.54998779296875
2023-06-15,374.0400085449219
2023-06-16,369.1000061035156
2023-06-20,371.8500061035156
2023-06-21,374.25
2023-06-22,371.010009765625
2023-06-23,370.1199951171875
2023-06-26,375.4700012207031
2023-06-27,380.19000244140625
2023-06-28,382.45001220703125
2023-06-29,386.75
2023-06-30,390.0400085449219
2023-07-03,391.010009765625
2023-07-05,382.8500061035156
2023-07-06,378.9599914550781
2023-07-07,384.1700134277344
2023-07-10,392.6400146484375
2023-07-11,398.70001220703125
2023-07-12,397.0899963378906
2023-07-13,398.6600036621094
2023-07-14,396.20001220703125
2023-07-17,400.95001220703125
2023-07-18,408.55999755859375
2023-07-19,403.67999267578125
2023-07-20,402.80999755859375
2023-07-21,397.6499938964844
2023-07-24,397.8699951171875
2023-07-25,398.0899963378906
2023-07-26,393.760009765625
2023-07-27,397.30999755859375
2023-07-28,399.57000732421875
2023-07-31,410.010009765625
2023-08-01,414.1700134277344
2023-08-02,405.8699951171875
2023-08-03,418.17999267578125
2023-08-04,414.1499938964844
2023-08-07,424.95001220703125
2023-08-08,425.1199951171875
2023-08-09,422.260009765625
2023-08-10,412.760009765625
2023-08-11,416.510009765625
2023-08-14,413.82000732421875
2023-08-15,408.760009765625
2023-08-16,406.32000732421875
2023-08-17,399.04998779296875
2023-08-18,397.760009765625
2023-08-21,397.4700012207031
2023-08-22,398.1000061035156
2023-08-23,404.1499938964844
2023-08-24,398.3299865722656
2023-08-25,403.2099914550781
2023-08-28,408.5400085449219
2023-08-29,416.5
2023-08-30,418.8299865722656
2023-08-31,416.8999938964844
2023-09-01,422.4599914550781
2023-09-05,411.6700134277344
2023-09-06,411.8599853515625
2023-09-07,409.1099853515625
2023-09-08,409.20001220703125
2023-09-11,406.1700134277344
2023-09-12,405.3800048828125
2023-09-13,390.0299987792969
2023-09-14,395.17999267578125
2023-09-15,392.1199951171875
2023-09-18,395.8599853515625
2023-09-19,391.7099914550781
2023-09-20,390.4599914550781
2023-09-21,381.6099853515625
2023-09-22,387.29998779296875
2023-09-25,391.510009765625
2023-09-26,383.8900146484375
2023-09-27,391.1099853515625
2023-09-28,392.42999267578125
2023-09-29,389.5199890136719
2023-10-02,385.239990234375
2023-10-03,381.95001220703125
2023-10-04,384.5899963378906
2023-10-05,383.67999267578125
2023-10-06,391.7200012207031
2023-10-09,395.4100036621094
2023-10-10,397.260009765625
2023-10-11,407.2900085449219
2023-10-12,406.8699951171875
2023-10-13,392.92999267578125
2023-10-16,396.989990234375
2023-10-17,402.8299865722656
2023-10-18,378.9800109863281
2023-10-19,374.9800109863281
2023-10-20,372.9200134277344
2023-10-23,366.8699951171875
2023-10-24,373.2799987792969
2023-10-25,367.5199890136719
2023-10-26,369.9599914550781
2023-10-27,366.239990234375
2023-10-30,369.54998779296875
2023-10-31,368.9100036621094
2023-11-01,370.4700012207031
2023-11-02,404.5799865722656
2023-11-03,401.19000244140625
2023-11-06,406.1400146484375
2023-11-07,407.0799865722656
2023-11-08,410.6600036621094
2023-11-09,412.82000732421875
2023-11-10,419.45001220703125
2023-11-13,419.42999267578125
2023-11-14,427.9599914550781
2023-11-15,429.0799865722656
2023-11-16,426.44000244140625
2023-11-17,432.6400146484375
2023-11-20,431.5299987792969
2023-11-21,432.9200134277344
2023-11-22,431.2300109863281
2023-11-24,433.6700134277344
2023-11-27,431.9200134277344
2023-11-28,426.5299987792969
2023-11-29,428.05999755859375
2023-11-30,433.17999267578125
2023-12-01,440.1600036621094
2023-12-04,438.1499938964844
2023-12-05,434.8299865722656
2023-12-06,434.32000732421875
2023-12-07,433.7699890136719
2023-12-08,438.6300048828125
2023-12-11,438.2200012207031
2023-12-12,440.8299865722656
2023-12-13,441.5400085449219
2023-12-14,455.4100036621094
2023-12-15,453.6000061035156
2023-12-18,453.489990234375
2023-12-19,460.260009765625
2023-12-20,449.4200134277344
2023-12-21,455.8999938964844
2023-12-22,458.19000244140625
2023-12-26,461.4599914550781
2023-12-27,462.25
2023-12-28,461.9599914550781
2023-12-29,460.70001220703125
2024-01-02,458.6099853515625
2024-01-03,450.67999267578125
2024-01-04,452.05999755859375
2024-01-05,453.54998779296875
2024-01-08,458.69000244140625
2024-01-09,457.4599914550781
2024-01-10,460.7799987792969
2024-01-11,462.6400146484375
2024-01-12,460.32000732421875
2024-01-16,460.75
2024-01-17,456.04998779296875
2024-01-18,465.70001220703125
2024-01-19,470.3699951171875
2024-01-22,473.5199890136719
2024-01-23,469.1000061035156
2024-01-24,464.8800048828125
2024-01-25,471.79998779296875
2024-01-26,471.5899963378906
2024-01-29,476.5
2024-01-30,477.8599853515625
2024-01-31,464.5
2024-02-01,500.17999267578125
2024-02-02,510.3599853515625
2024-02-05,508.8699951171875
2024-02-06,511.54998779296875
2024-02-07,514.219970703125
2024-02-08,515.510009765625
2024-02-09,521.3800048828125
2024-02-12,518.2000122070312
2024-02-13,511.6300048828125
2024-02-14,521.9099731445312
2024-02-15,521.8699951171875
2024-02-16,520.0599975585938
2024-02-20,519.530029296875
2024-02-21,523.7100219726562
2024-02-22,530.0
2024-02-23,531.0700073242188
2024-02-26,530.8099975585938
2024-02-27,531.489990234375
2024-02-28,531.0999755859375
2024-02-29,535.4500122070312
2024-03-01,537.7999877929688
2024-03-04,535.510009765625
2024-03-05,528.0
2024-03-06,531.22998046875
2024-03-07,539.47998046875
2024-03-08,537.3499755859375
2024-03-11,536.0399780273438
2024-03-12,538.280029296875
2024-03-13,539.5599975585938
2024-03-14,536.25
2024-03-15,535.4199829101562
2024-03-18,536.260009765625
2024-03-19,538.8400268554688
2024-03-20,546.4600219726562
2024-03-21,560.6400146484375
2024-03-22,554.8900146484375
2024-03-25,550.530029296875
2024-03-26,549.1599731445312
2024-03-27,558.0499877929688
2024-03-28,555.7899780273438
2024-04-01,551.010009765625
2024-04-02,547.4400024414062
2024-04-03,558.5700073242188
2024-04-04,555.6500244140625
2024-04-05,566.6699829101562
2024-04-08,565.9299926757812
2024-04-09,561.3499755859375
2024-04-10,555.3699951171875
2024-04-11,555.7899780273438
2024-04-12,550.3200073242188
2024-04-15,543.3699951171875
2024-04-16,544.1400146484375
2024-04-17,540.5700073242188
2024-04-18,538.0900268554688
2024-04-19,534.6500244140625
2024-04-22,539.719970703125
2024-04-23,550.4000244140625
2024-04-24,546.3499755859375
2024-04-25,549.3800048828125
2024-04-26,553.6400146484375
2024-04-29,554.4400024414062
2024-04-30,544.9099731445312
2024-05-01,542.9600219726562
2024-05-02,530.6799926757812
2024-05-03,536.1799926757812
2024-05-06,550.7899780273438
2024-05-07,550.1799926757812
2024-05-08,554.9099731445312
2024-05-09,560.6900024414062
2024-05-10,561.1300048828125
2024-05-13,551.030029296875
2024-05-14,549.4000244140625
2024-05-15,553.27001953125
2024-05-16,539.489990234375
2024-05-17,545.1099853515625
2024-05-20,548.0
2024-05-21,546.8699951171875
2024-05-22,546.0700073242188
2024-05-23,526.5700073242188
2024-05-24,529.8300170898438
2024-05-28,526.5399780273438
2024-05-29,523.1900024414062
2024-05-30,524.4600219726562
2024-05-31,531.52001953125
2024-06-03,513.0800170898438
2024-06-04,512.4500122070312
2024-06-05,523.2000122070312
2024-06-06,515.219970703125
2024-06-07,516.1400146484375
2024-06-10,526.0
2024-06-11,523.0
2024-06-12,532.9600219726562
2024-06-13,528.9000244140625
2024-06-14,503.29998779296875
2024-06-17,506.0299987792969
2024-06-18,506.8299865722656
2024-06-20,507.989990234375
2024-06-21,504.1600036621094
2024-06-24,510.2900085449219
2024-06-25,505.29998779296875
2024-06-26,502.6300048828125
2024-06-27,504.2200012207031
2024-06-28,505.80999755859375
2024-07-01,501.010009765625
2024-07-02,510.0299987792969
2024-07-03,512.719970703125
2024-07-05,505.5
2024-07-08,508.7699890136719
2024-07-09,508.67999267578125
2024-07-10,523.1699829101562
2024-07-11,528.1599731445312
2024-07-12,537.9000244140625
2024-07-15,544.739990234375
2024-07-16,568.6799926757812
2024-07-17,557.9400024414062
2024-07-18,547.6699829101562
2024-07-19,544.6500244140625
2024-07-22,552.1199951171875
2024-07-23,551.6599731445312
2024-07-24,529.260009765625
2024-07-25,545.1300048828125
2024-07-26,554.6099853515625
2024-07-29,548.52001953125
2024-07-30,551.2100219726562
2024-07-31,561.1599731445312
2024-08-01,534.5399780273438
2024-08-02,518.510009765625
2024-08-05,506.30999755859375
2024-08-06,518.02001953125
2024-08-07,512.5
2024-08-08,568.0800170898438
2024-08-09,569.8099975585938
2024-08-12,567.780029296875
2024-08-13,571.530029296875
2024-08-14,578.3900146484375
2024-08-15,590.8400268554688
2024-08-16,583.4000244140625
2024-08-19,586.5
2024-08-20,582.2899780273438
2024-08-21,585.9400024414062
2024-08-22,587.2999877929688
2024-08-23,593.8200073242188
2024-08-26,591.25
2024-08-27,590.0900268554688
2024-08-28,588.010009765625
2024-08-29,591.219970703125
2024-08-30,600.2000122070312
2024-09-03,575.3499755859375
2024-09-04,576.9500122070312
2024-09-05,575.2000122070312
2024-09-06,571.3099975585938
2024-09-09,580.2000122070312
2024-09-10,581.0999755859375
2024-09-11,584.4000244140625
2024-09-12,587.5499877929688
2024-09-13,591.3300170898438
2024-09-16,596.780029296875
2024-09-17,605.1699829101562
2024-09-18,609.030029296875
2024-09-19,626.0499877929688
2024-09-20,623.77001953125
2024-09-23,618.719970703125
2024-09-24,625.3699951171875
2024-09-25,621.8200073242188
2024-09-26,635.4000244140625
2024-09-27,632.77001953125
2024-09-30,631.8200073242188
2024-10-01,630.1400146484375
2024-10-02,627.5
2024-10-03,626.3099975585938
2024-10-04,630.6799926757812
2024-10-07,629.7100219726562
2024-10-08,627.3400268554688
2024-10-09,632.7899780273438
2024-10-10,631.52001953125
2024-10-11,637.1500244140625
2024-10-14,643.530029296875
2024-10-15,638.02001953125
2024-10-16,637.47998046875
2024-10-17,639.8400268554688
2024-10-18,640.4400024414062
2024-10-21,639.239990234375
2024-10-22,629.280029296875
2024-10-23,629.7000122070312
2024-10-24,624.1400146484375
2024-10-25,621.739990234375
2024-10-28,623.6500244140625
2024-10-29,625.1099853515625
2024-10-30,624.2899780273438
2024-10-31,634.0700073242188
2024-11-01,635.030029296875
2024-11-04,638.0
2024-11-05,653.4500122070312
2024-11-06,709.4600219726562
2024-11-07,689.77001953125
2024-11-08,695.5800170898438
2024-11-11,708.1500244140625
2024-11-12,699.3200073242188
2024-11-13,706.4600219726562
2024-11-14,697.6300048828125
2024-11-15,698.9099731445312
2024-11-18,691.6799926757812
2024-11-19,689.760009765625
2024-11-20,690.4299926757812
2024-11-21,702.6799926757812
