Date,GWW
2022-07-29,543.530029296875
2022-08-01,549.5999755859375
2022-08-02,540.25
2022-08-03,543.02001953125
2022-08-04,543.3400268554688
2022-08-05,556.02001953125
2022-08-08,562.2899780273438
2022-08-09,557.969970703125
2022-08-10,564.969970703125
2022-08-11,566.3599853515625
2022-08-12,579.8800048828125
2022-08-15,582.7999877929688
2022-08-16,584.1900024414062
2022-08-17,583.6799926757812
2022-08-18,585.5700073242188
2022-08-19,583.9099731445312
2022-08-22,572.4500122070312
2022-08-23,576.739990234375
2022-08-24,579.0399780273438
2022-08-25,583.280029296875
2022-08-26,566.239990234375
2022-08-29,565.4500122070312
2022-08-30,556.3900146484375
2022-08-31,554.9400024414062
2022-09-01,557.0499877929688
2022-09-02,555.3099975585938
2022-09-06,561.4000244140625
2022-09-07,573.780029296875
2022-09-08,570.7899780273438
2022-09-09,572.739990234375
2022-09-12,568.0999755859375
2022-09-13,557.1500244140625
2022-09-14,548.239990234375
2022-09-15,532.8300170898438
2022-09-16,526.1599731445312
2022-09-19,535.0999755859375
2022-09-20,531.0
2022-09-21,516.75
2022-09-22,504.239990234375
2022-09-23,494.8500061035156
2022-09-26,489.3399963378906
2022-09-27,487.1000061035156
2022-09-28,493.8299865722656
2022-09-29,486.8999938964844
2022-09-30,489.19000244140625
2022-10-03,506.82000732421875
2022-10-04,521.22998046875
2022-10-05,518.760009765625
2022-10-06,509.5899963378906
2022-10-07,500.9200134277344
2022-10-10,504.1199951171875
2022-10-11,514.0900268554688
2022-10-12,506.239990234375
2022-10-13,518.3900146484375
2022-10-14,501.1700134277344
2022-10-17,517.22998046875
2022-10-18,531.6199951171875
2022-10-19,521.1300048828125
2022-10-20,509.19000244140625
2022-10-21,519.6799926757812
2022-10-24,525.1099853515625
2022-10-25,530.7999877929688
2022-10-26,531.1300048828125
2022-10-27,537.6699829101562
2022-10-28,575.8800048828125
2022-10-31,584.3499755859375
2022-11-01,592.7000122070312
2022-11-02,583.97998046875
2022-11-03,594.4000244140625
2022-11-04,593.6400146484375
2022-11-07,595.3499755859375
2022-11-08,600.6599731445312
2022-11-09,591.010009765625
2022-11-10,608.3800048828125
2022-11-11,586.52001953125
2022-11-14,585.0
2022-11-15,581.8099975585938
2022-11-16,588.8900146484375
2022-11-17,593.9500122070312
2022-11-18,597.030029296875
2022-11-21,600.6199951171875
2022-11-22,605.469970703125
2022-11-23,604.3200073242188
2022-11-25,604.25
2022-11-28,594.5599975585938
2022-11-29,590.989990234375
2022-11-30,603.0599975585938
2022-12-01,603.1799926757812
2022-12-02,602.0800170898438
2022-12-05,586.4500122070312
2022-12-06,580.3400268554688
2022-12-07,586.4099731445312
2022-12-08,593.25
2022-12-09,588.0599975585938
2022-12-12,593.4600219726562
2022-12-13,584.9299926757812
2022-12-14,576.02001953125
2022-12-15,561.530029296875
2022-12-16,558.6500244140625
2022-12-19,561.27001953125
2022-12-20,562.739990234375
2022-12-21,567.4199829101562
2022-12-22,561.3699951171875
2022-12-23,565.0999755859375
2022-12-27,565.3300170898438
2022-12-28,557.0599975585938
2022-12-29,562.219970703125
2022-12-30,556.25
2023-01-03,555.9299926757812
2023-01-04,554.030029296875
2023-01-05,537.530029296875
2023-01-06,552.72998046875
2023-01-09,557.6300048828125
2023-01-10,563.9199829101562
2023-01-11,582.280029296875
2023-01-12,572.5399780273438
2023-01-13,573.8599853515625
2023-01-17,571.6699829101562
2023-01-18,570.6699829101562
2023-01-19,547.72998046875
2023-01-20,560.239990234375
2023-01-23,561.719970703125
2023-01-24,570.8300170898438
2023-01-25,559.8499755859375
2023-01-26,564.9299926757812
2023-01-27,571.7899780273438
2023-01-30,575.3200073242188
2023-01-31,589.47998046875
2023-02-01,598.0499877929688
2023-02-02,675.5700073242188
2023-02-03,675.8099975585938
2023-02-06,674.280029296875
2023-02-07,678.280029296875
2023-02-08,663.77001953125
2023-02-09,661.1099853515625
2023-02-10,656.489990234375
2023-02-13,668.5700073242188
2023-02-14,666.5399780273438
2023-02-15,672.6699829101562
2023-02-16,670.0900268554688
2023-02-17,677.3499755859375
2023-02-21,656.1900024414062
2023-02-22,657.7000122070312
2023-02-23,657.9400024414062
2023-02-24,664.0999755859375
2023-02-27,675.02001953125
2023-02-28,668.4299926757812
2023-03-01,671.010009765625
2023-03-02,684.5
2023-03-03,697.5900268554688
2023-03-06,699.6500244140625
2023-03-07,694.6699829101562
2023-03-08,700.4000244140625
2023-03-09,693.010009765625
2023-03-10,677.8800048828125
2023-03-13,674.8599853515625
2023-03-14,686.1300048828125
2023-03-15,667.739990234375
2023-03-16,681.3300170898438
2023-03-17,663.5
2023-03-20,673.8900146484375
2023-03-21,680.8200073242188
2023-03-22,668.6099853515625
2023-03-23,665.3800048828125
2023-03-24,663.5999755859375
2023-03-27,671.6599731445312
2023-03-28,675.8400268554688
2023-03-29,675.0399780273438
2023-03-30,669.27001953125
2023-03-31,688.8099975585938
2023-04-03,683.1699829101562
2023-04-04,656.6799926757812
2023-04-05,646.25
2023-04-06,641.6599731445312
2023-04-10,651.4600219726562
2023-04-11,648.4000244140625
2023-04-12,655.3800048828125
2023-04-13,646.6900024414062
2023-04-14,651.1099853515625
2023-04-17,660.8200073242188
2023-04-18,666.3400268554688
2023-04-19,665.4299926757812
2023-04-20,667.1699829101562
2023-04-21,670.1099853515625
2023-04-24,675.3200073242188
2023-04-25,671.8300170898438
2023-04-26,659.8200073242188
2023-04-27,696.3599853515625
2023-04-28,695.5700073242188
2023-05-01,695.9600219726562
2023-05-02,688.8099975585938
2023-05-03,683.6099853515625
2023-05-04,667.5
2023-05-05,675.510009765625
2023-05-08,678.219970703125
2023-05-09,684.510009765625
2023-05-10,681.4600219726562
2023-05-11,684.3699951171875
2023-05-12,684.6199951171875
2023-05-15,670.3900146484375
2023-05-16,664.260009765625
2023-05-17,671.27001953125
2023-05-18,679.2899780273438
2023-05-19,681.780029296875
2023-05-22,671.2999877929688
2023-05-23,659.6400146484375
2023-05-24,656.5800170898438
2023-05-25,659.6099853515625
2023-05-26,664.22998046875
2023-05-30,654.0599975585938
2023-05-31,649.02001953125
2023-06-01,655.3099975585938
2023-06-02,677.77001953125
2023-06-05,675.6599731445312
2023-06-06,685.8099975585938
2023-06-07,697.8400268554688
2023-06-08,704.97998046875
2023-06-09,706.47998046875
2023-06-12,722.3300170898438
2023-06-13,736.97998046875
2023-06-14,727.0700073242188
2023-06-15,743.8900146484375
2023-06-16,732.4299926757812
2023-06-20,730.6799926757812
2023-06-21,742.0999755859375
2023-06-22,735.9299926757812
2023-06-23,737.9000244140625
2023-06-26,748.0900268554688
2023-06-27,770.5
2023-06-28,772.989990234375
2023-06-29,782.2999877929688
2023-06-30,788.5900268554688
2023-07-03,782.5599975585938
2023-07-05,782.6900024414062
2023-07-06,778.8900146484375
2023-07-07,776.1799926757812
2023-07-10,796.739990234375
2023-07-11,795.7000122070312
2023-07-12,777.2999877929688
2023-07-13,761.5700073242188
2023-07-14,763.3499755859375
2023-07-17,764.0
2023-07-18,760.2100219726562
2023-07-19,766.0499877929688
2023-07-20,767.1500244140625
2023-07-21,769.0
2023-07-24,769.260009765625
2023-07-25,766.6099853515625
2023-07-26,762.1199951171875
2023-07-27,724.6699829101562
2023-07-28,731.3699951171875
2023-07-31,738.489990234375
2023-08-01,725.3200073242188
2023-08-02,721.75
2023-08-03,722.8800048828125
2023-08-04,708.27001953125
2023-08-07,717.25
2023-08-08,713.47998046875
2023-08-09,714.7100219726562
2023-08-10,712.280029296875
2023-08-11,713.3400268554688
2023-08-14,715.6799926757812
2023-08-15,712.8800048828125
2023-08-16,709.3099975585938
2023-08-17,703.3499755859375
2023-08-18,703.5499877929688
2023-08-21,703.0599975585938
2023-08-22,698.8699951171875
2023-08-23,707.1300048828125
2023-08-24,708.4299926757812
2023-08-25,714.5599975585938
2023-08-28,710.219970703125
2023-08-29,717.7999877929688
2023-08-30,725.3099975585938
2023-08-31,714.1400146484375
2023-09-01,710.780029296875
2023-09-05,693.010009765625
2023-09-06,693.5399780273438
2023-09-07,691.7899780273438
2023-09-08,689.9299926757812
2023-09-11,691.989990234375
2023-09-12,686.530029296875
2023-09-13,684.9500122070312
2023-09-14,696.260009765625
2023-09-15,693.1199951171875
2023-09-18,693.8099975585938
2023-09-19,691.0599975585938
2023-09-20,684.989990234375
2023-09-21,682.4600219726562
2023-09-22,681.47998046875
2023-09-25,689.8900146484375
2023-09-26,685.530029296875
2023-09-27,700.1099853515625
2023-09-28,698.8499755859375
2023-09-29,691.8400268554688
2023-10-02,694.6199951171875
2023-10-03,687.030029296875
2023-10-04,698.8300170898438
2023-10-05,702.5499877929688
2023-10-06,716.3200073242188
2023-10-09,725.9099731445312
2023-10-10,710.8800048828125
2023-10-11,714.2899780273438
2023-10-12,735.3800048828125
2023-10-13,731.4600219726562
2023-10-16,731.780029296875
2023-10-17,738.1599731445312
2023-10-18,711.8599853515625
2023-10-19,702.8300170898438
2023-10-20,691.489990234375
2023-10-23,686.3200073242188
2023-10-24,686.7100219726562
2023-10-25,677.4099731445312
2023-10-26,699.6699829101562
2023-10-27,706.760009765625
2023-10-30,726.0599975585938
2023-10-31,729.8300170898438
2023-11-01,742.0999755859375
2023-11-02,756.2899780273438
2023-11-03,767.72998046875
2023-11-06,767.1400146484375
2023-11-07,772.9299926757812
2023-11-08,781.02001953125
2023-11-09,781.72998046875
2023-11-10,792.25
2023-11-13,789.6599731445312
2023-11-14,801.4500122070312
2023-11-15,794.7999877929688
2023-11-16,795.0499877929688
2023-11-17,802.2000122070312
2023-11-20,808.77001953125
2023-11-21,806.77001953125
2023-11-22,808.97998046875
2023-11-24,812.2999877929688
2023-11-27,810.3599853515625
2023-11-28,775.1400146484375
2023-11-29,775.6900024414062
2023-11-30,786.1900024414062
2023-12-01,803.5800170898438
2023-12-04,801.4000244140625
2023-12-05,798.5700073242188
2023-12-06,802.530029296875
2023-12-07,807.4000244140625
2023-12-08,804.0499877929688
2023-12-11,817.4400024414062
2023-12-12,821.0700073242188
2023-12-13,818.8099975585938
2023-12-14,828.8099975585938
2023-12-15,823.5399780273438
2023-12-18,833.1599731445312
2023-12-19,830.1900024414062
2023-12-20,816.010009765625
2023-12-21,824.0399780273438
2023-12-22,827.8499755859375
2023-12-26,828.4299926757812
2023-12-27,831.2999877929688
2023-12-28,827.0999755859375
2023-12-29,828.6900024414062
2024-01-02,813.239990234375
2024-01-03,808.9500122070312
2024-01-04,815.97998046875
2024-01-05,818.7100219726562
2024-01-08,822.22998046875
2024-01-09,823.989990234375
2024-01-10,830.8300170898438
2024-01-11,837.0700073242188
2024-01-12,842.1199951171875
2024-01-16,840.5499877929688
2024-01-17,839.0800170898438
2024-01-18,872.2000122070312
2024-01-19,864.0
2024-01-22,876.6599731445312
2024-01-23,875.6400146484375
2024-01-24,871.239990234375
2024-01-25,881.4500122070312
2024-01-26,883.239990234375
2024-01-29,896.1599731445312
2024-01-30,914.780029296875
2024-01-31,895.6400146484375
2024-02-01,922.6400146484375
2024-02-02,972.5399780273438
2024-02-05,945.6400146484375
2024-02-06,940.3400268554688
2024-02-07,945.0
2024-02-08,949.9299926757812
2024-02-09,959.010009765625
2024-02-12,947.2100219726562
2024-02-13,935.4099731445312
2024-02-14,944.4000244140625
2024-02-15,943.6900024414062
2024-02-16,935.7999877929688
2024-02-20,935.1500244140625
2024-02-21,941.0399780273438
2024-02-22,958.1799926757812
2024-02-23,958.9299926757812
2024-02-26,963.6300048828125
2024-02-27,969.5399780273438
2024-02-28,974.7000122070312
2024-02-29,973.4600219726562
2024-03-01,980.9000244140625
2024-03-04,987.5999755859375
2024-03-05,985.760009765625
2024-03-06,982.5999755859375
2024-03-07,989.0399780273438
2024-03-08,970.3200073242188
2024-03-11,963.989990234375
2024-03-12,972.4299926757812
2024-03-13,974.739990234375
2024-03-14,991.6900024414062
2024-03-15,994.3699951171875
2024-03-18,994.489990234375
2024-03-19,1001.6599731445312
2024-03-20,1016.1599731445312
2024-03-21,1029.550048828125
2024-03-22,1027.0999755859375
2024-03-25,1007.739990234375
2024-03-26,1005.3699951171875
2024-03-27,1020.1699829101562
2024-03-28,1017.2999877929688
2024-04-01,1009.6400146484375
2024-04-02,1000.5
2024-04-03,1006.7000122070312
2024-04-04,993.1699829101562
2024-04-05,1014.8300170898438
2024-04-08,1014.719970703125
2024-04-09,1007.7100219726562
2024-04-10,1000.8499755859375
2024-04-11,966.27001953125
2024-04-12,964.969970703125
2024-04-15,955.4199829101562
2024-04-16,956.6900024414062
2024-04-17,949.9199829101562
2024-04-18,937.5399780273438
2024-04-19,942.6500244140625
2024-04-22,942.0700073242188
2024-04-23,955.7899780273438
2024-04-24,958.3200073242188
2024-04-25,947.8400268554688
2024-04-26,929.260009765625
2024-04-29,934.5
2024-04-30,921.3499755859375
2024-05-01,920.2999877929688
2024-05-02,923.9000244140625
2024-05-03,931.9400024414062
2024-05-06,940.0399780273438
2024-05-07,945.8900146484375
2024-05-08,948.9199829101562
2024-05-09,956.2100219726562
2024-05-10,958.6799926757812
2024-05-13,949.260009765625
2024-05-14,950.5499877929688
2024-05-15,958.1500244140625
2024-05-16,947.8099975585938
2024-05-17,945.6599731445312
2024-05-20,953.4000244140625
2024-05-21,956.77001953125
2024-05-22,963.9099731445312
2024-05-23,954.7000122070312
2024-05-24,966.4000244140625
2024-05-28,939.1199951171875
2024-05-29,910.5700073242188
2024-05-30,907.469970703125
2024-05-31,921.4600219726562
2024-06-03,888.5599975585938
2024-06-04,887.1199951171875
2024-06-05,890.27001953125
2024-06-06,879.030029296875
2024-06-07,892.25
2024-06-10,897.3599853515625
2024-06-11,900.2899780273438
2024-06-12,914.9000244140625
2024-06-13,921.0700073242188
2024-06-14,906.7899780273438
2024-06-17,917.4500122070312
2024-06-18,924.489990234375
2024-06-20,915.2899780273438
2024-06-21,915.0599975585938
2024-06-24,915.5
2024-06-25,910.0800170898438
2024-06-26,908.7899780273438
2024-06-27,903.739990234375
2024-06-28,902.239990234375
2024-07-01,896.1900024414062
2024-07-02,917.969970703125
2024-07-03,915.510009765625
2024-07-05,912.5499877929688
2024-07-08,917.3499755859375
2024-07-09,908.5700073242188
2024-07-10,903.280029296875
2024-07-11,904.0900268554688
2024-07-12,918.4600219726562
2024-07-15,942.780029296875
2024-07-16,988.0700073242188
2024-07-17,974.8200073242188
2024-07-18,957.3599853515625
2024-07-19,945.8300170898438
2024-07-22,951.6099853515625
2024-07-23,951.2999877929688
2024-07-24,932.6300048828125
2024-07-25,954.1500244140625
2024-07-26,970.3400268554688
2024-07-29,966.8099975585938
2024-07-30,966.3599853515625
2024-07-31,976.8099975585938
2024-08-01,942.3599853515625
2024-08-02,952.7899780273438
2024-08-05,949.989990234375
2024-08-06,952.6599731445312
2024-08-07,951.1900024414062
2024-08-08,972.239990234375
2024-08-09,979.3099975585938
2024-08-12,959.4199829101562
2024-08-13,961.1400146484375
2024-08-14,952.7000122070312
2024-08-15,958.8400268554688
2024-08-16,966.3699951171875
2024-08-19,958.1400146484375
2024-08-20,962.4000244140625
2024-08-21,980.25
2024-08-22,977.1500244140625
2024-08-23,982.22998046875
2024-08-26,973.5900268554688
2024-08-27,967.3599853515625
2024-08-28,968.3400268554688
2024-08-29,968.0399780273438
2024-08-30,984.9199829101562
2024-09-03,960.0599975585938
2024-09-04,952.2899780273438
2024-09-05,938.47998046875
2024-09-06,947.9299926757812
2024-09-09,972.1400146484375
2024-09-10,977.6799926757812
2024-09-11,988.6400146484375
2024-09-12,996.9299926757812
2024-09-13,993.8200073242188
2024-09-16,1008.2100219726562
2024-09-17,1013.97998046875
2024-09-18,1013.1799926757812
2024-09-19,1030.0999755859375
2024-09-20,1032.219970703125
2024-09-23,1042.0799560546875
2024-09-24,1040.7099609375
2024-09-25,1032.1600341796875
2024-09-26,1043.9300537109375
2024-09-27,1035.93994140625
2024-09-30,1038.81005859375
2024-10-01,1039.9000244140625
2024-10-02,1038.1300048828125
2024-10-03,1029.1500244140625
2024-10-04,1033.239990234375
2024-10-07,1022.8400268554688
2024-10-08,1028.56005859375
2024-10-09,1029.5999755859375
2024-10-10,1025.1600341796875
2024-10-11,1085.0400390625
2024-10-14,1098.3699951171875
2024-10-15,1085.5699462890625
2024-10-16,1112.9300537109375
2024-10-17,1119.469970703125
2024-10-18,1127.0
2024-10-21,1120.3599853515625
2024-10-22,1098.9300537109375
2024-10-23,1092.530029296875
2024-10-24,1082.2099609375
2024-10-25,1090.93994140625
2024-10-28,1104.1300048828125
2024-10-29,1098.3499755859375
2024-10-30,1099.3399658203125
2024-10-31,1109.22998046875
2024-11-01,1105.0699462890625
2024-11-04,1095.6800537109375
2024-11-05,1122.02001953125
2024-11-06,1194.9599609375
2024-11-07,1188.949951171875
2024-11-08,1202.3499755859375
2024-11-11,1220.9300537109375
2024-11-12,1208.3399658203125
2024-11-13,1202.010009765625
2024-11-14,1176.010009765625
2024-11-15,1178.3299560546875
2024-11-18,1172.1300048828125
2024-11-19,1172.0699462890625
2024-11-20,1178.449951171875
2024-11-21,1194.4100341796875
