Date,SAP
2022-02-28,112.58000183105469
2022-03-01,109.25
2022-03-02,113.19000244140625
2022-03-03,109.01000213623047
2022-03-04,106.0999984741211
2022-03-07,104.97000122070312
2022-03-08,106.20999908447266
2022-03-09,111.8499984741211
2022-03-10,108.51000213623047
2022-03-11,107.68000030517578
2022-03-14,110.05000305175781
2022-03-15,110.7300033569336
2022-03-16,114.48999786376953
2022-03-17,115.70999908447266
2022-03-18,115.36000061035156
2022-03-21,111.87000274658203
2022-03-22,112.7300033569336
2022-03-23,109.79000091552734
2022-03-24,111.22000122070312
2022-03-25,111.33999633789062
2022-03-28,111.80999755859375
2022-03-29,114.73999786376953
2022-03-30,113.1500015258789
2022-03-31,110.95999908447266
2022-04-01,110.62999725341797
2022-04-04,112.4800033569336
2022-04-05,110.80999755859375
2022-04-06,109.70999908447266
2022-04-07,109.18000030517578
2022-04-08,108.47000122070312
2022-04-11,107.55999755859375
2022-04-12,105.41999816894531
2022-04-13,105.91999816894531
2022-04-14,103.88999938964844
2022-04-18,104.22000122070312
2022-04-19,105.23999786376953
2022-04-20,106.87999725341797
2022-04-21,106.33999633789062
2022-04-22,103.8499984741211
2022-04-25,103.7300033569336
2022-04-26,99.79000091552734
2022-04-27,99.52999877929688
2022-04-28,102.70999908447266
2022-04-29,100.80000305175781
2022-05-02,102.41000366210938
2022-05-03,100.0
2022-05-04,102.55999755859375
2022-05-05,99.81999969482422
2022-05-06,96.13999938964844
2022-05-09,95.9800033569336
2022-05-10,96.83000183105469
2022-05-11,95.58999633789062
2022-05-12,96.97000122070312
2022-05-13,98.70999908447266
2022-05-16,97.54000091552734
2022-05-17,99.05999755859375
2022-05-18,93.23999786376953
2022-05-19,95.3499984741211
2022-05-20,97.43000030517578
2022-05-23,99.83000183105469
2022-05-24,98.69999694824219
2022-05-25,97.31999969482422
2022-05-26,98.47000122070312
2022-05-27,101.1500015258789
2022-05-31,99.83999633789062
2022-06-01,99.33000183105469
2022-06-02,102.12000274658203
2022-06-03,100.43000030517578
2022-06-06,100.86000061035156
2022-06-07,101.98999786376953
2022-06-08,99.86000061035156
2022-06-09,96.79000091552734
2022-06-10,94.16999816894531
2022-06-13,90.81999969482422
2022-06-14,90.37000274658203
2022-06-15,93.30000305175781
2022-06-16,92.76000213623047
2022-06-17,93.0
2022-06-21,94.08999633789062
2022-06-22,94.0
2022-06-23,94.23999786376953
2022-06-24,98.41000366210938
2022-06-27,97.30000305175781
2022-06-28,95.47000122070312
2022-06-29,93.93000030517578
2022-06-30,90.72000122070312
2022-07-01,90.69999694824219
2022-07-05,89.16000366210938
2022-07-06,89.86000061035156
2022-07-07,90.70999908447266
2022-07-08,90.58999633789062
2022-07-11,88.31999969482422
2022-07-12,86.3499984741211
2022-07-13,85.94999694824219
2022-07-14,85.41999816894531
2022-07-15,88.0
2022-07-18,88.08999633789062
2022-07-19,92.33999633789062
2022-07-20,92.33000183105469
2022-07-21,90.29000091552734
2022-07-22,93.75
2022-07-25,91.97000122070312
2022-07-26,90.29000091552734
2022-07-27,91.30999755859375
2022-07-28,91.7699966430664
2022-07-29,93.20999908447266
2022-08-01,93.79000091552734
2022-08-02,91.19000244140625
2022-08-03,93.48999786376953
2022-08-04,95.29000091552734
2022-08-05,94.55999755859375
2022-08-08,94.33000183105469
2022-08-09,93.76000213623047
2022-08-10,96.06999969482422
2022-08-11,95.23999786376953
2022-08-12,95.94999694824219
2022-08-15,95.80999755859375
2022-08-16,94.19999694824219
2022-08-17,92.94999694824219
2022-08-18,92.45999908447266
2022-08-19,91.62000274658203
2022-08-22,88.43000030517578
2022-08-23,87.37000274658203
2022-08-24,87.41999816894531
2022-08-25,88.19999694824219
2022-08-26,84.23999786376953
2022-08-29,84.58000183105469
2022-08-30,84.5199966430664
2022-08-31,85.22000122070312
2022-09-01,83.9800033569336
2022-09-02,83.2699966430664
2022-09-06,84.16999816894531
2022-09-07,85.56999969482422
2022-09-08,85.30999755859375
2022-09-09,87.06999969482422
2022-09-12,88.94999694824219
2022-09-13,85.86000061035156
2022-09-14,86.30999755859375
2022-09-15,84.41000366210938
2022-09-16,83.94000244140625
2022-09-19,84.26000213623047
2022-09-20,82.93000030517578
2022-09-21,82.33999633789062
2022-09-22,81.37000274658203
2022-09-23,79.47000122070312
2022-09-26,79.62999725341797
2022-09-27,79.12000274658203
2022-09-28,81.45999908447266
2022-09-29,80.4800033569336
2022-09-30,81.25
2022-10-03,83.94000244140625
2022-10-04,88.04000091552734
2022-10-05,87.18000030517578
2022-10-06,86.36000061035156
2022-10-07,84.52999877929688
2022-10-10,84.05000305175781
2022-10-11,83.01000213623047
2022-10-12,82.51000213623047
2022-10-13,85.1500015258789
2022-10-14,84.61000061035156
2022-10-17,86.8499984741211
2022-10-18,89.0199966430664
2022-10-19,86.7300033569336
2022-10-20,86.91000366210938
2022-10-21,90.87999725341797
2022-10-24,91.01000213623047
2022-10-25,96.31999969482422
2022-10-26,97.76000213623047
2022-10-27,97.44000244140625
2022-10-28,97.70999908447266
2022-10-31,96.05999755859375
2022-11-01,95.83999633789062
2022-11-02,93.97000122070312
2022-11-03,92.69000244140625
2022-11-04,96.0199966430664
2022-11-07,97.56999969482422
2022-11-08,97.97000122070312
2022-11-09,97.55000305175781
2022-11-10,107.18000030517578
2022-11-11,110.16999816894531
2022-11-14,108.83000183105469
2022-11-15,109.80999755859375
2022-11-16,111.05999755859375
2022-11-17,111.81999969482422
2022-11-18,108.79000091552734
2022-11-21,108.5
2022-11-22,109.62000274658203
2022-11-23,109.8499984741211
2022-11-25,110.6500015258789
2022-11-28,108.0
2022-11-29,106.91999816894531
2022-11-30,110.87000274658203
2022-12-01,112.01000213623047
2022-12-02,112.02999877929688
2022-12-05,110.2699966430664
2022-12-06,107.7699966430664
2022-12-07,107.87000274658203
2022-12-08,107.81999969482422
2022-12-09,107.29000091552734
2022-12-12,108.36000061035156
2022-12-13,109.80999755859375
2022-12-14,109.70999908447266
2022-12-15,105.58000183105469
2022-12-16,105.36000061035156
2022-12-19,104.30000305175781
2022-12-20,104.48999786376953
2022-12-21,104.80000305175781
2022-12-22,103.9800033569336
2022-12-23,103.5
2022-12-27,103.33999633789062
2022-12-28,101.80999755859375
2022-12-29,104.11000061035156
2022-12-30,103.19000244140625
2023-01-03,103.9800033569336
2023-01-04,106.88999938964844
2023-01-05,106.16000366210938
2023-01-06,109.11000061035156
2023-01-09,111.44000244140625
2023-01-10,113.41999816894531
2023-01-11,114.87000274658203
2023-01-12,116.68000030517578
2023-01-13,117.01000213623047
2023-01-17,116.20999908447266
2023-01-18,117.08000183105469
2023-01-19,115.66999816894531
2023-01-20,117.12000274658203
2023-01-23,116.70999908447266
2023-01-24,116.19000244140625
2023-01-25,116.16000366210938
2023-01-26,114.0999984741211
2023-01-27,113.20999908447266
2023-01-30,116.08999633789062
2023-01-31,118.52999877929688
2023-02-01,121.02999877929688
2023-02-02,122.97000122070312
2023-02-03,120.62999725341797
2023-02-06,119.72000122070312
2023-02-07,119.83999633789062
2023-02-08,118.61000061035156
2023-02-09,118.69999694824219
2023-02-10,117.3499984741211
2023-02-13,118.4800033569336
2023-02-14,118.76000213623047
2023-02-15,119.2699966430664
2023-02-16,117.95999908447266
2023-02-17,117.3499984741211
2023-02-21,114.77999877929688
2023-02-22,115.26000213623047
2023-02-23,116.01000213623047
2023-02-24,113.18000030517578
2023-02-27,115.12999725341797
2023-02-28,113.81999969482422
2023-03-01,114.2300033569336
2023-03-02,114.52999877929688
2023-03-03,116.9000015258789
2023-03-06,119.7300033569336
2023-03-07,116.88999938964844
2023-03-08,117.41000366210938
2023-03-09,115.98999786376953
2023-03-10,115.45999908447266
2023-03-13,115.02999877929688
2023-03-14,118.12000274658203
2023-03-15,115.5999984741211
2023-03-16,120.30000305175781
2023-03-17,119.22000122070312
2023-03-20,121.37999725341797
2023-03-21,123.4800033569336
2023-03-22,122.23999786376953
2023-03-23,123.73999786376953
2023-03-24,123.29000091552734
2023-03-27,123.25
2023-03-28,123.47000122070312
2023-03-29,124.31999969482422
2023-03-30,126.06999969482422
2023-03-31,126.55000305175781
2023-04-03,126.31999969482422
2023-04-04,127.80999755859375
2023-04-05,126.73999786376953
2023-04-06,128.7100067138672
2023-04-10,127.44999694824219
2023-04-11,126.54000091552734
2023-04-12,127.11000061035156
2023-04-13,128.0500030517578
2023-04-14,127.41999816894531
2023-04-17,127.19999694824219
2023-04-18,127.63999938964844
2023-04-19,127.30000305175781
2023-04-20,126.86000061035156
2023-04-21,133.9499969482422
2023-04-24,132.5399932861328
2023-04-25,133.42999267578125
2023-04-26,133.35000610351562
2023-04-27,136.64999389648438
2023-04-28,135.27000427246094
2023-05-01,134.47999572753906
2023-05-02,134.36000061035156
2023-05-03,135.77999877929688
2023-05-04,134.08999633789062
2023-05-05,134.75999450683594
2023-05-08,135.77999877929688
2023-05-09,134.67999267578125
2023-05-10,134.8300018310547
2023-05-11,133.69000244140625
2023-05-12,131.5800018310547
2023-05-15,131.3000030517578
2023-05-16,133.16000366210938
2023-05-17,132.6199951171875
2023-05-18,133.89999389648438
2023-05-19,134.27999877929688
2023-05-22,133.2899932861328
2023-05-23,129.8300018310547
2023-05-24,129.2100067138672
2023-05-25,129.44000244140625
2023-05-26,131.41000366210938
2023-05-30,130.24000549316406
2023-05-31,130.44000244140625
2023-06-01,132.1699981689453
2023-06-02,132.97000122070312
2023-06-05,131.5
2023-06-06,131.83999633789062
2023-06-07,131.6999969482422
2023-06-08,133.2100067138672
2023-06-09,132.72000122070312
2023-06-12,133.77000427246094
2023-06-13,135.2899932861328
2023-06-14,135.55999755859375
2023-06-15,137.0399932861328
2023-06-16,137.27999877929688
2023-06-20,136.00999450683594
2023-06-21,134.7899932861328
2023-06-22,135.11000061035156
2023-06-23,133.47000122070312
2023-06-26,132.42999267578125
2023-06-27,133.00999450683594
2023-06-28,134.27000427246094
2023-06-29,134.42999267578125
2023-06-30,136.80999755859375
2023-07-03,134.5500030517578
2023-07-05,134.39999389648438
2023-07-06,132.42999267578125
2023-07-07,133.25999450683594
2023-07-10,134.8800048828125
2023-07-11,136.32000732421875
2023-07-12,140.5800018310547
2023-07-13,143.9600067138672
2023-07-14,144.35000610351562
2023-07-17,144.99000549316406
2023-07-18,144.91000366210938
2023-07-19,143.0
2023-07-20,133.92999267578125
2023-07-21,134.02000427246094
2023-07-24,132.38999938964844
2023-07-25,132.61000061035156
2023-07-26,132.33999633789062
2023-07-27,134.07000732421875
2023-07-28,136.80999755859375
2023-07-31,136.35000610351562
2023-08-01,136.38999938964844
2023-08-02,133.2100067138672
2023-08-03,132.1999969482422
2023-08-04,132.9600067138672
2023-08-07,135.8000030517578
2023-08-08,134.6300048828125
2023-08-09,135.52000427246094
2023-08-10,137.88999938964844
2023-08-11,137.64999389648438
2023-08-14,138.9499969482422
2023-08-15,137.69000244140625
2023-08-16,137.4199981689453
2023-08-17,134.33999633789062
2023-08-18,135.36000061035156
2023-08-21,136.7100067138672
2023-08-22,138.47000122070312
2023-08-23,140.13999938964844
