Date,ACM
2022-02-28,72.66000366210938
2022-03-01,69.66000366210938
2022-03-02,70.86000061035156
2022-03-03,71.45999908447266
2022-03-04,70.19999694824219
2022-03-07,69.23999786376953
2022-03-08,72.55999755859375
2022-03-09,74.01000213623047
2022-03-10,74.91999816894531
2022-03-11,76.95999908447266
2022-03-14,75.12999725341797
2022-03-15,75.6500015258789
2022-03-16,76.91000366210938
2022-03-17,77.4800033569336
2022-03-18,78.05000305175781
2022-03-21,79.36000061035156
2022-03-22,78.69000244140625
2022-03-23,77.08000183105469
2022-03-24,78.33999633789062
2022-03-25,79.55999755859375
2022-03-28,78.51000213623047
2022-03-29,78.87000274658203
2022-03-30,78.23999786376953
2022-03-31,76.80999755859375
2022-04-01,77.5999984741211
2022-04-04,75.88999938964844
2022-04-05,75.33999633789062
2022-04-06,74.37000274658203
2022-04-07,76.01000213623047
2022-04-08,75.5199966430664
2022-04-11,74.63999938964844
2022-04-12,75.55000305175781
2022-04-13,75.79000091552734
2022-04-14,76.27999877929688
2022-04-18,77.1500015258789
2022-04-19,78.33999633789062
2022-04-20,78.05000305175781
2022-04-21,76.33999633789062
2022-04-22,72.58000183105469
2022-04-25,72.23999786376953
2022-04-26,71.16999816894531
2022-04-27,71.58999633789062
2022-04-28,71.75
2022-04-29,70.55999755859375
2022-05-02,70.4000015258789
2022-05-03,70.80000305175781
2022-05-04,72.79000091552734
2022-05-05,71.58999633789062
2022-05-06,71.16999816894531
2022-05-09,65.76000213623047
2022-05-10,65.80999755859375
2022-05-11,65.58000183105469
2022-05-12,65.23999786376953
2022-05-13,66.55000305175781
2022-05-16,67.37999725341797
2022-05-17,68.44999694824219
2022-05-18,66.2699966430664
2022-05-19,67.88999938964844
2022-05-20,67.6500015258789
2022-05-23,69.01000213623047
2022-05-24,68.13999938964844
2022-05-25,68.58000183105469
2022-05-26,69.58999633789062
2022-05-27,71.27999877929688
2022-05-31,69.8499984741211
2022-06-01,69.66999816894531
2022-06-02,70.69000244140625
2022-06-03,70.33999633789062
2022-06-06,70.77999877929688
2022-06-07,72.05999755859375
2022-06-08,70.88999938964844
2022-06-09,69.43000030517578
2022-06-10,67.5999984741211
2022-06-13,64.81999969482422
2022-06-14,63.9900016784668
2022-06-15,64.45999908447266
2022-06-16,61.2599983215332
2022-06-17,62.040000915527344
2022-06-21,63.88999938964844
2022-06-22,64.37000274658203
2022-06-23,64.36000061035156
2022-06-24,66.88999938964844
2022-06-27,66.6500015258789
2022-06-28,65.25
2022-06-29,64.16000366210938
2022-06-30,65.22000122070312
2022-07-01,65.58999633789062
2022-07-05,63.7599983215332
2022-07-06,63.47999954223633
2022-07-07,65.37999725341797
2022-07-08,65.11000061035156
2022-07-11,65.08999633789062
2022-07-12,64.06999969482422
2022-07-13,63.79999923706055
2022-07-14,62.91999816894531
2022-07-15,63.959999084472656
2022-07-18,63.220001220703125
2022-07-19,66.44000244140625
2022-07-20,67.22000122070312
2022-07-21,68.05000305175781
2022-07-22,67.44999694824219
2022-07-25,68.66999816894531
2022-07-26,69.2699966430664
2022-07-27,69.9800033569336
2022-07-28,71.98999786376953
2022-07-29,72.0
2022-08-01,71.7699966430664
2022-08-02,71.45999908447266
2022-08-03,71.5199966430664
2022-08-04,71.48999786376953
2022-08-05,71.56999969482422
2022-08-08,70.9800033569336
2022-08-09,72.87999725341797
2022-08-10,74.72000122070312
2022-08-11,74.94999694824219
2022-08-12,76.56999969482422
2022-08-15,76.88999938964844
2022-08-16,76.98999786376953
2022-08-17,77.38999938964844
2022-08-18,77.45999908447266
2022-08-19,76.48999786376953
2022-08-22,74.8499984741211
2022-08-23,75.55999755859375
2022-08-24,76.23999786376953
2022-08-25,77.73999786376953
2022-08-26,75.70999908447266
2022-08-29,75.1500015258789
2022-08-30,73.13999938964844
2022-08-31,73.1500015258789
2022-09-01,71.7300033569336
2022-09-02,71.66999816894531
2022-09-06,72.01000213623047
2022-09-07,73.80999755859375
2022-09-08,74.05000305175781
2022-09-09,75.12999725341797
2022-09-12,75.12999725341797
2022-09-13,71.9800033569336
2022-09-14,71.22000122070312
2022-09-15,71.47000122070312
2022-09-16,71.26000213623047
2022-09-19,72.41000366210938
2022-09-20,71.7300033569336
2022-09-21,71.04000091552734
2022-09-22,70.4800033569336
2022-09-23,68.4000015258789
2022-09-26,67.6500015258789
2022-09-27,67.37000274658203
2022-09-28,69.69999694824219
2022-09-29,68.12000274658203
2022-09-30,68.37000274658203
2022-10-03,70.23999786376953
2022-10-04,72.86000061035156
2022-10-05,72.62999725341797
2022-10-06,73.13999938964844
2022-10-07,72.08999633789062
2022-10-10,71.97000122070312
2022-10-11,72.4800033569336
2022-10-12,70.13999938964844
2022-10-13,70.52999877929688
2022-10-14,68.44999694824219
2022-10-17,70.37999725341797
2022-10-18,72.18000030517578
2022-10-19,72.19000244140625
2022-10-20,69.68000030517578
2022-10-21,71.58999633789062
2022-10-24,71.9000015258789
2022-10-25,72.61000061035156
2022-10-26,72.66999816894531
2022-10-27,73.86000061035156
2022-10-28,75.5999984741211
2022-10-31,75.27999877929688
2022-11-01,75.7300033569336
2022-11-02,73.72000122070312
2022-11-03,74.66000366210938
2022-11-04,75.87000274658203
2022-11-07,76.62999725341797
2022-11-08,76.7300033569336
2022-11-09,75.25
2022-11-10,78.48999786376953
2022-11-11,77.6500015258789
2022-11-14,78.20999908447266
2022-11-15,79.80999755859375
2022-11-16,79.31999969482422
2022-11-17,78.66999816894531
2022-11-18,79.87000274658203
2022-11-21,81.66000366210938
2022-11-22,83.69000244140625
2022-11-23,83.88999938964844
2022-11-25,84.0999984741211
2022-11-28,82.48999786376953
2022-11-29,82.61000061035156
2022-11-30,85.0
2022-12-01,85.01000213623047
2022-12-02,85.9000015258789
2022-12-05,84.69000244140625
2022-12-06,85.23999786376953
2022-12-07,84.94999694824219
2022-12-08,85.48999786376953
2022-12-09,83.70999908447266
2022-12-12,84.19000244140625
2022-12-13,85.3499984741211
2022-12-14,85.0199966430664
2022-12-15,83.66999816894531
2022-12-16,82.7699966430664
2022-12-19,82.87999725341797
2022-12-20,83.69999694824219
2022-12-21,84.62999725341797
2022-12-22,84.52999877929688
2022-12-23,84.69000244140625
2022-12-27,85.63999938964844
2022-12-28,84.16000366210938
2022-12-29,85.0
2022-12-30,84.93000030517578
2023-01-03,83.70999908447266
2023-01-04,84.08999633789062
2023-01-05,81.19999694824219
2023-01-06,83.1500015258789
2023-01-09,82.06999969482422
2023-01-10,83.62999725341797
2023-01-11,83.98999786376953
2023-01-12,85.87000274658203
