Date,EQNR
2022-02-28,31.459999084472656
2022-03-01,33.66999816894531
2022-03-02,33.869998931884766
2022-03-03,32.5099983215332
2022-03-04,33.63999938964844
2022-03-07,33.58000183105469
2022-03-08,33.77000045776367
2022-03-09,33.220001220703125
2022-03-10,33.119998931884766
2022-03-11,32.290000915527344
2022-03-14,32.060001373291016
2022-03-15,32.189998626708984
2022-03-16,32.27000045776367
2022-03-17,34.150001525878906
2022-03-18,34.380001068115234
2022-03-21,36.40999984741211
2022-03-22,36.09000015258789
2022-03-23,36.88999938964844
2022-03-24,36.790000915527344
2022-03-25,37.709999084472656
2022-03-28,36.689998626708984
2022-03-29,36.08000183105469
2022-03-30,38.209999084472656
2022-03-31,37.5099983215332
2022-04-01,37.65999984741211
2022-04-04,37.68000030517578
2022-04-05,36.9900016784668
2022-04-06,37.40999984741211
2022-04-07,37.630001068115234
2022-04-08,39.0
2022-04-11,37.400001525878906
2022-04-12,37.720001220703125
2022-04-13,38.4900016784668
2022-04-14,38.310001373291016
2022-04-18,38.84000015258789
2022-04-19,38.18000030517578
2022-04-20,38.470001220703125
2022-04-21,36.869998931884766
2022-04-22,35.90999984741211
2022-04-25,34.54999923706055
2022-04-26,36.189998626708984
2022-04-27,35.38999938964844
2022-04-28,34.880001068115234
2022-04-29,34.08000183105469
2022-05-02,33.84000015258789
2022-05-03,34.70000076293945
2022-05-04,35.97999954223633
2022-05-05,34.81999969482422
2022-05-06,35.709999084472656
2022-05-09,32.470001220703125
2022-05-10,33.119998931884766
2022-05-11,33.540000915527344
2022-05-12,33.75
2022-05-13,33.88999938964844
2022-05-16,33.70000076293945
2022-05-17,34.34000015258789
2022-05-18,33.97999954223633
2022-05-19,34.31999969482422
2022-05-20,33.97999954223633
2022-05-23,35.209999084472656
2022-05-24,35.59000015258789
2022-05-25,36.959999084472656
2022-05-26,37.380001068115234
2022-05-27,37.65999984741211
2022-05-31,37.65999984741211
2022-06-01,36.91999816894531
2022-06-02,36.75
2022-06-03,37.11000061035156
2022-06-06,37.06999969482422
2022-06-07,37.880001068115234
2022-06-08,37.75
2022-06-09,36.880001068115234
2022-06-10,35.88999938964844
2022-06-13,34.02000045776367
2022-06-14,34.83000183105469
2022-06-15,35.86000061035156
2022-06-16,34.41999816894531
2022-06-17,34.040000915527344
2022-06-21,34.900001525878906
2022-06-22,33.0
2022-06-23,32.310001373291016
2022-06-24,32.540000915527344
2022-06-27,34.15999984741211
2022-06-28,35.380001068115234
2022-06-29,34.880001068115234
2022-06-30,34.7599983215332
2022-07-01,33.83000183105469
2022-07-05,33.540000915527344
2022-07-06,32.88999938964844
2022-07-07,34.15999984741211
2022-07-08,33.5
2022-07-11,33.41999816894531
2022-07-12,32.95000076293945
2022-07-13,33.59000015258789
2022-07-14,31.649999618530273
2022-07-15,32.36000061035156
2022-07-18,33.88999938964844
2022-07-19,34.470001220703125
2022-07-20,35.099998474121094
2022-07-21,34.25
2022-07-22,34.20000076293945
2022-07-25,35.540000915527344
2022-07-26,36.27000045776367
2022-07-27,36.91999816894531
2022-07-28,37.16999816894531
2022-07-29,38.40999984741211
2022-08-01,37.7599983215332
2022-08-02,37.79999923706055
2022-08-03,37.09000015258789
2022-08-04,35.75
2022-08-05,36.40999984741211
2022-08-08,36.470001220703125
2022-08-09,37.16999816894531
2022-08-10,37.43000030517578
2022-08-11,38.349998474121094
2022-08-12,37.959999084472656
2022-08-15,37.130001068115234
2022-08-16,37.27000045776367
2022-08-17,37.70000076293945
2022-08-18,38.029998779296875
2022-08-19,38.439998626708984
2022-08-22,39.79999923706055
2022-08-23,40.91999816894531
2022-08-24,41.939998626708984
2022-08-25,41.79999923706055
2022-08-26,41.54999923706055
2022-08-29,40.97999954223633
2022-08-30,39.369998931884766
2022-08-31,38.790000915527344
2022-09-01,37.70000076293945
2022-09-02,38.88999938964844
2022-09-06,37.68000030517578
2022-09-07,35.4900016784668
2022-09-08,35.540000915527344
2022-09-09,35.9900016784668
2022-09-12,36.47999954223633
2022-09-13,35.7400016784668
2022-09-14,36.66999816894531
2022-09-15,35.630001068115234
2022-09-16,35.08000183105469
2022-09-19,34.75
2022-09-20,34.61000061035156
2022-09-21,34.11000061035156
2022-09-22,34.290000915527344
2022-09-23,32.150001525878906
2022-09-26,31.670000076293945
2022-09-27,33.0099983215332
2022-09-28,33.58000183105469
2022-09-29,33.040000915527344
2022-09-30,33.11000061035156
2022-10-03,34.56999969482422
2022-10-04,35.47999954223633
2022-10-05,35.36000061035156
2022-10-06,35.310001373291016
2022-10-07,35.2400016784668
2022-10-10,35.130001068115234
2022-10-11,34.619998931884766
2022-10-12,34.40999984741211
2022-10-13,35.52000045776367
2022-10-14,33.7599983215332
2022-10-17,34.52000045776367
2022-10-18,34.029998779296875
2022-10-19,34.150001525878906
2022-10-20,34.380001068115234
2022-10-21,34.43000030517578
2022-10-24,33.970001220703125
2022-10-25,34.150001525878906
2022-10-26,35.349998474121094
2022-10-27,35.869998931884766
2022-10-28,36.810001373291016
2022-10-31,36.279998779296875
2022-11-01,37.20000076293945
2022-11-02,36.95000076293945
2022-11-03,37.20000076293945
2022-11-04,37.97999954223633
2022-11-07,38.189998626708984
2022-11-08,37.220001220703125
2022-11-09,35.08000183105469
2022-11-10,34.959999084472656
2022-11-11,35.220001220703125
2022-11-14,34.66999816894531
2022-11-15,36.09000015258789
2022-11-16,35.0
2022-11-17,34.900001525878906
2022-11-18,33.900001525878906
2022-11-21,33.75
2022-11-22,35.4900016784668
2022-11-23,35.97999954223633
2022-11-25,36.810001373291016
2022-11-28,36.209999084472656
2022-11-29,37.63999938964844
2022-11-30,38.47999954223633
2022-12-01,38.11000061035156
2022-12-02,36.869998931884766
2022-12-05,36.43000030517578
2022-12-06,35.959999084472656
2022-12-07,35.9900016784668
2022-12-08,36.0099983215332
2022-12-09,35.630001068115234
2022-12-12,36.189998626708984
2022-12-13,37.869998931884766
2022-12-14,37.09000015258789
2022-12-15,36.970001220703125
2022-12-16,36.09000015258789
2022-12-19,36.27000045776367
2022-12-20,36.459999084472656
2022-12-21,37.13999938964844
2022-12-22,36.709999084472656
2022-12-23,37.02000045776367
2022-12-27,37.130001068115234
2022-12-28,36.279998779296875
2022-12-29,36.18000030517578
2022-12-30,35.810001373291016
2023-01-03,32.599998474121094
2023-01-04,31.860000610351562
2023-01-05,32.290000915527344
2023-01-06,31.860000610351562
2023-01-09,31.299999237060547
2023-01-10,31.15999984741211
2023-01-11,30.84000015258789
2023-01-12,31.450000762939453
2023-01-13,31.420000076293945
2023-01-17,31.149999618530273
2023-01-18,30.809999465942383
2023-01-19,31.040000915527344
2023-01-20,31.309999465942383
2023-01-23,31.079999923706055
2023-01-24,30.579999923706055
2023-01-25,30.079999923706055
2023-01-26,30.420000076293945
2023-01-27,30.3799991607666
2023-01-30,30.059999465942383
2023-01-31,30.43000030517578
2023-02-01,30.3700008392334
2023-02-02,29.219999313354492
2023-02-03,29.110000610351562
2023-02-06,28.889999389648438
2023-02-07,29.280000686645508
2023-02-08,31.360000610351562
2023-02-09,31.690000534057617
2023-02-10,33.029998779296875
2023-02-13,32.75
2023-02-14,32.5
2023-02-15,31.979999542236328
2023-02-16,31.649999618530273
2023-02-17,30.649999618530273
2023-02-21,30.65999984741211
2023-02-22,30.610000610351562
2023-02-23,31.190000534057617
2023-02-24,31.420000076293945
2023-02-27,31.110000610351562
2023-02-28,30.510000228881836
2023-03-01,30.860000610351562
2023-03-02,31.110000610351562
2023-03-03,31.219999313354492
2023-03-06,30.989999771118164
2023-03-07,30.100000381469727
2023-03-08,29.829999923706055
2023-03-09,29.510000228881836
2023-03-10,29.790000915527344
2023-03-13,29.0
2023-03-14,28.639999389648438
2023-03-15,27.34000015258789
2023-03-16,27.110000610351562
2023-03-17,27.079999923706055
2023-03-20,27.34000015258789
2023-03-21,27.920000076293945
2023-03-22,27.510000228881836
2023-03-23,27.450000762939453
2023-03-24,27.059999465942383
2023-03-27,27.559999465942383
2023-03-28,28.3799991607666
2023-03-29,28.100000381469727
2023-03-30,28.440000534057617
2023-03-31,28.43000030517578
2023-04-03,30.420000076293945
2023-04-04,29.350000381469727
2023-04-05,29.299999237060547
2023-04-06,28.719999313354492
2023-04-10,28.84000015258789
2023-04-11,29.0
2023-04-12,29.3799991607666
2023-04-13,29.520000457763672
2023-04-14,29.540000915527344
2023-04-17,29.31999969482422
2023-04-18,29.059999465942383
2023-04-19,28.510000228881836
2023-04-20,28.579999923706055
2023-04-21,28.440000534057617
2023-04-24,28.920000076293945
2023-04-25,28.299999237060547
2023-04-26,28.15999984741211
2023-04-27,28.010000228881836
2023-04-28,28.739999771118164
2023-05-01,28.649999618530273
2023-05-02,27.549999237060547
2023-05-03,26.989999771118164
2023-05-04,27.729999542236328
2023-05-05,29.540000915527344
2023-05-08,29.6299991607666
2023-05-09,29.440000534057617
2023-05-10,29.190000534057617
2023-05-11,27.75
2023-05-12,27.889999389648438
2023-05-15,28.31999969482422
2023-05-16,27.540000915527344
2023-05-17,27.93000030517578
2023-05-18,27.549999237060547
2023-05-19,27.6200008392334
2023-05-22,27.5
2023-05-23,27.90999984741211
2023-05-24,27.84000015258789
2023-05-25,26.690000534057617
2023-05-26,26.530000686645508
2023-05-30,25.979999542236328
2023-05-31,25.329999923706055
2023-06-01,25.81999969482422
2023-06-02,26.889999389648438
2023-06-05,27.260000228881836
2023-06-06,26.940000534057617
2023-06-07,27.860000610351562
2023-06-08,28.219999313354492
2023-06-09,29.209999084472656
2023-06-12,29.0
2023-06-13,30.1299991607666
2023-06-14,29.739999771118164
2023-06-15,30.75
2023-06-16,30.1299991607666
2023-06-20,30.1299991607666
2023-06-21,30.06999969482422
2023-06-22,29.299999237060547
2023-06-23,28.3799991607666
2023-06-26,29.010000228881836
