Date,FNF
2022-02-28,45.80769348144531
2022-03-01,44.55769348144531
2022-03-02,45.8365364074707
2022-03-03,45.9134635925293
2022-03-04,45.19230651855469
2022-03-07,43.17307662963867
2022-03-08,43.846153259277344
2022-03-09,44.653846740722656
2022-03-10,44.971153259277344
2022-03-11,45.17307662963867
2022-03-14,46.11538314819336
2022-03-15,46.5384635925293
2022-03-16,47.480770111083984
2022-03-17,47.31730651855469
2022-03-18,48.00961685180664
2022-03-21,47.894229888916016
2022-03-22,48.096153259277344
2022-03-23,47.30769348144531
2022-03-24,47.70192337036133
2022-03-25,48.4134635925293
2022-03-28,47.80769348144531
2022-03-29,48.346153259277344
2022-03-30,47.875
2022-03-31,46.9615364074707
2022-04-01,45.153846740722656
2022-04-04,44.625
2022-04-05,43.82692337036133
2022-04-06,43.56730651855469
2022-04-07,42.45192337036133
2022-04-08,41.2884635925293
2022-04-11,41.81730651855469
2022-04-12,40.92307662963867
2022-04-13,41.0865364074707
2022-04-14,40.57692337036133
2022-04-18,40.375
2022-04-19,40.93269348144531
2022-04-20,41.42307662963867
2022-04-21,40.278846740722656
2022-04-22,39.25961685180664
2022-04-25,39.38461685180664
2022-04-26,38.61538314819336
2022-04-27,38.153846740722656
2022-04-28,39.20192337036133
2022-04-29,38.2884635925293
2022-05-02,38.346153259277344
2022-05-03,39.32692337036133
2022-05-04,40.88461685180664
2022-05-05,39.230770111083984
2022-05-06,39.17307662963867
2022-05-09,38.81730651855469
2022-05-10,38.125
2022-05-11,38.18269348144531
2022-05-12,38.153846740722656
2022-05-13,39.269229888916016
2022-05-16,39.38461685180664
2022-05-17,40.625
2022-05-18,39.355770111083984
2022-05-19,38.8365364074707
2022-05-20,38.5
2022-05-23,39.04807662963867
2022-05-24,38.894229888916016
2022-05-25,39.1634635925293
2022-05-26,40.00961685180664
2022-05-27,40.6634635925293
2022-05-31,40.67307662963867
2022-06-01,40.69230651855469
2022-06-02,40.875
2022-06-03,40.68269348144531
2022-06-06,40.778846740722656
2022-06-07,40.971153259277344
2022-06-08,40.29807662963867
2022-06-09,39.24038314819336
2022-06-10,37.45192337036133
2022-06-13,35.70192337036133
2022-06-14,35.94230651855469
2022-06-15,35.32692337036133
2022-06-16,33.49038314819336
2022-06-17,33.75
2022-06-21,34.625
2022-06-22,34.55769348144531
2022-06-23,34.730770111083984
2022-06-24,36.144229888916016
2022-06-27,35.9134635925293
2022-06-28,35.4134635925293
2022-06-29,35.394229888916016
2022-06-30,35.5384635925293
2022-07-01,36.24038314819336
2022-07-05,36.32692337036133
2022-07-06,35.56730651855469
2022-07-07,36.019229888916016
2022-07-08,35.69230651855469
2022-07-11,35.94230651855469
2022-07-12,36.31730651855469
2022-07-13,35.6634635925293
2022-07-14,34.8365364074707
2022-07-15,35.29807662963867
2022-07-18,35.230770111083984
2022-07-19,36.43269348144531
2022-07-20,36.394229888916016
2022-07-21,36.730770111083984
2022-07-22,36.43269348144531
2022-07-25,36.75
2022-07-26,36.63461685180664
2022-07-27,37.5
2022-07-28,37.86538314819336
2022-07-29,38.42307662963867
2022-08-01,38.05769348144531
2022-08-02,37.43269348144531
2022-08-03,36.70192337036133
2022-08-04,37.20192337036133
2022-08-05,37.230770111083984
2022-08-08,36.94230651855469
2022-08-09,37.2115364074707
2022-08-10,38.269229888916016
2022-08-11,38.778846740722656
2022-08-12,39.42307662963867
2022-08-15,39.17307662963867
2022-08-16,39.25
2022-08-17,39.019229888916016
2022-08-18,39.54807662963867
2022-08-19,39.2115364074707
2022-08-22,38.346153259277344
2022-08-23,38.19230651855469
2022-08-24,37.875
2022-08-25,39.25961685180664
2022-08-26,38.721153259277344
2022-08-29,38.25961685180664
2022-08-30,38.11538314819336
2022-08-31,37.596153259277344
2022-09-01,37.92307662963867
2022-09-02,38.11538314819336
2022-09-06,37.79807662963867
