Date,JEF
2022-02-28,33.977054595947266
2022-03-01,32.418739318847656
2022-03-02,33.307838439941406
2022-03-03,32.8585090637207
2022-03-04,31.548757553100586
2022-03-07,29.110898971557617
2022-03-08,28.613767623901367
2022-03-09,30.181644439697266
2022-03-10,29.541109085083008
2022-03-11,29.07265853881836
2022-03-14,30.544933319091797
2022-03-15,30.812620162963867
2022-03-16,31.663480758666992
2022-03-17,31.67304039001465
2022-03-18,31.281070709228516
2022-03-21,30.822179794311523
2022-03-22,31.16634750366211
2022-03-23,30.23900604248047
2022-03-24,30.726577758789062
2022-03-25,30.92734146118164
2022-03-28,30.554492950439453
2022-03-29,31.883365631103516
2022-03-30,31.682600021362305
2022-03-31,31.405353546142578
2022-04-01,31.826004028320312
2022-04-04,31.978967666625977
2022-04-05,31.080305099487305
2022-04-06,30.6309757232666
2022-04-07,30.49713134765625
2022-04-08,31.10898780822754
2022-04-11,30.745698928833008
2022-04-12,30.152963638305664
2022-04-13,30.057361602783203
2022-04-14,30.344167709350586
2022-04-18,31.147228240966797
2022-04-19,32.21797180175781
2022-04-20,32.82026672363281
2022-04-21,31.787763595581055
2022-04-22,30.66921615600586
2022-04-25,31.20458984375
2022-04-26,30.10516357421875
2022-04-27,30.23900604248047
2022-04-28,30.36328887939453
2022-04-29,29.40726661682129
2022-05-02,30.458890914916992
2022-05-03,31.061185836791992
2022-05-04,31.854684829711914
2022-05-05,31.2332706451416
2022-05-06,30.678775787353516
2022-05-09,30.611854553222656
2022-05-10,30.057361602783203
2022-05-11,29.206501007080078
2022-05-12,28.83365249633789
2022-05-13,29.340343475341797
2022-05-16,29.244741439819336
2022-05-17,30.755258560180664
2022-05-18,29.579349517822266
2022-05-19,29.254301071166992
2022-05-20,28.96749496459961
2022-05-23,29.847036361694336
2022-05-24,29.101337432861328
2022-05-25,29.990440368652344
2022-05-26,31.00382423400879
2022-05-27,31.50095558166504
2022-05-31,31.56787872314453
2022-06-01,30.554492950439453
2022-06-02,31.118547439575195
2022-06-03,30.52581214904785
2022-06-06,30.956022262573242
2022-06-07,31.00382423400879
2022-06-08,30.16252326965332
2022-06-09,28.776290893554688
2022-06-10,27.284894943237305
2022-06-13,25.879541397094727
2022-06-14,26.089866638183594
2022-06-15,26.5965576171875
2022-06-16,25.16252326965332
2022-06-17,25.286806106567383
2022-06-21,25.850860595703125
2022-06-22,25.898662567138672
2022-06-23,25.688337326049805
2022-06-24,26.60611915588379
2022-06-27,26.73040199279785
2022-06-28,27.007648468017578
2022-06-29,26.67304039001465
2022-06-30,26.405353546142578
2022-07-01,26.70172119140625
2022-07-05,27.026769638061523
2022-07-06,26.50095558166504
2022-07-07,26.978967666625977
2022-07-08,26.94072723388672
2022-07-11,26.83556365966797
2022-07-12,26.921606063842773
2022-07-13,26.79732322692871
2022-07-14,26.26194953918457
2022-07-15,27.093690872192383
2022-07-18,26.806882858276367
2022-07-19,27.96367073059082
2022-07-20,29.07265853881836
2022-07-21,29.655832290649414
2022-07-22,29.847036361694336
2022-07-25,29.608030319213867
2022-07-26,29.435945510864258
2022-07-27,30.449331283569336
2022-07-28,30.92734146118164
2022-07-29,31.137666702270508
2022-08-01,31.20458984375
2022-08-02,30.984703063964844
2022-08-03,31.376672744750977
2022-08-04,31.56787872314453
2022-08-05,31.52963638305664
2022-08-08,31.634798049926758
2022-08-09,31.759082794189453
2022-08-10,32.62906265258789
2022-08-11,33.00191116333008
2022-08-12,33.326961517333984
2022-08-15,33.47036361694336
2022-08-16,33.35564041137695
2022-08-17,33.44168472290039
2022-08-18,33.613765716552734
2022-08-19,32.5908203125
2022-08-22,31.52963638305664
2022-08-23,31.663480758666992
2022-08-24,31.826004028320312
2022-08-25,32.208412170410156
2022-08-26,30.975143432617188
2022-08-29,30.76481819152832
2022-08-30,30.659656524658203
2022-08-31,30.678775787353516
2022-09-01,30.46845054626465
2022-09-02,30.114723205566406
2022-09-06,30.487571716308594
2022-09-07,31.118547439575195
2022-09-08,31.816444396972656
2022-09-09,32.56214141845703
2022-09-12,32.514339447021484
2022-09-13,31.510515213012695
2022-09-14,31.510515213012695
2022-09-15,31.912046432495117
2022-09-16,31.395793914794922
2022-09-19,32.09368896484375
2022-09-20,31.395793914794922
2022-09-21,30.936901092529297
2022-09-22,29.627151489257812
2022-09-23,28.66156768798828
2022-09-26,27.93498992919922
2022-09-27,27.791587829589844
2022-09-28,28.422561645507812
2022-09-29,27.820268630981445
2022-09-30,28.20267677307129
2022-10-03,29.33078384399414
2022-10-04,31.319311141967773
2022-10-05,31.185468673706055
2022-10-06,31.051624298095703
2022-10-07,30.10516357421875
2022-10-10,30.26768684387207
2022-10-11,29.808795928955078
2022-10-12,29.780115127563477
2022-10-13,30.152963638305664
2022-10-14,29.483747482299805
2022-10-17,30.25812530517578
2022-10-18,31.156787872314453
2022-10-19,30.936901092529297
2022-10-20,30.46845054626465
2022-10-21,31.405353546142578
2022-10-24,31.739961624145508
2022-10-25,31.739961624145508
2022-10-26,32.15105056762695
2022-10-27,32.36137771606445
2022-10-28,32.82026672363281
2022-10-31,32.896751403808594
2022-11-01,32.476097106933594
2022-11-02,32.71510314941406
2022-11-03,31.95984649658203
2022-11-04,32.56214141845703
2022-11-07,32.8585090637207
2022-11-08,33.00191116333008
2022-11-09,32.33269500732422
2022-11-10,34.76099395751953
2022-11-11,35.89866256713867
2022-11-14,35.26768493652344
2022-11-15,36.01338577270508
2022-11-16,35.5449333190918
2022-11-17,35.6596565246582
2022-11-18,35.94646453857422
2022-11-21,35.420650482177734
2022-11-22,35.97514343261719
2022-11-23,36.01338577270508
2022-11-25,36.43403244018555
2022-11-28,35.697898864746094
2022-11-29,35.678775787353516
2022-11-30,36.319313049316406
2022-12-01,36.347991943359375
2022-12-02,36.07074737548828
2022-12-05,34.50286865234375
2022-12-06,34.33078384399414
2022-12-07,33.98661422729492
2022-12-08,34.23518371582031
2022-12-09,34.15869903564453
2022-12-12,34.72275161743164
2022-12-13,35.29636764526367
2022-12-14,34.646270751953125
