Date,BAP
2023-01-05,142.80999755859375
2023-01-06,146.0
2023-01-09,147.7100067138672
2023-01-10,148.0
2023-01-11,145.02000427246094
2023-01-12,148.39999389648438
2023-01-13,148.67999267578125
2023-01-17,143.44000244140625
2023-01-18,142.92999267578125
2023-01-19,142.8699951171875
2023-01-20,140.27000427246094
2023-01-23,140.6300048828125
2023-01-24,139.5500030517578
2023-01-25,138.9499969482422
2023-01-26,143.49000549316406
2023-01-27,140.72999572753906
2023-01-30,133.58999633789062
2023-01-31,134.3000030517578
2023-02-01,134.72000122070312
2023-02-02,135.1999969482422
2023-02-03,135.72999572753906
2023-02-06,135.4600067138672
2023-02-07,137.3300018310547
2023-02-08,137.97000122070312
2023-02-09,137.10000610351562
2023-02-10,127.0999984741211
2023-02-13,132.39999389648438
2023-02-14,129.72999572753906
2023-02-15,129.77999877929688
2023-02-16,129.02999877929688
2023-02-17,129.57000732421875
2023-02-21,129.89999389648438
2023-02-22,129.89999389648438
2023-02-23,129.0500030517578
2023-02-24,128.57000732421875
2023-02-27,127.48999786376953
2023-02-28,127.41999816894531
2023-03-01,131.27000427246094
2023-03-02,130.61000061035156
2023-03-03,131.91000366210938
2023-03-06,132.5
2023-03-07,131.64999389648438
2023-03-08,132.83999633789062
2023-03-09,130.0
2023-03-10,128.77000427246094
2023-03-13,126.56999969482422
2023-03-14,129.85000610351562
2023-03-15,127.33999633789062
2023-03-16,127.04000091552734
2023-03-17,124.61000061035156
2023-03-20,124.3499984741211
2023-03-21,127.98999786376953
2023-03-22,124.79000091552734
2023-03-23,124.86000061035156
2023-03-24,124.27999877929688
2023-03-27,128.3000030517578
2023-03-28,131.44000244140625
2023-03-29,135.25
2023-03-30,132.1199951171875
2023-03-31,132.38999938964844
2023-04-03,131.32000732421875
2023-04-04,130.36000061035156
2023-04-05,129.61000061035156
2023-04-06,129.49000549316406
2023-04-10,128.83999633789062
2023-04-11,129.25999450683594
2023-04-12,130.1699981689453
2023-04-13,131.24000549316406
2023-04-14,131.6199951171875
2023-04-17,132.5
2023-04-18,132.42999267578125
2023-04-19,132.74000549316406
2023-04-20,133.6300048828125
2023-04-21,133.22000122070312
2023-04-24,133.99000549316406
2023-04-25,134.42999267578125
2023-04-26,133.39999389648438
2023-04-27,134.0
2023-04-28,135.47999572753906
2023-05-01,136.57000732421875
2023-05-02,132.6999969482422
2023-05-03,134.10000610351562
2023-05-04,133.91000366210938
2023-05-05,141.35000610351562
2023-05-08,147.1199951171875
2023-05-09,145.4199981689453
2023-05-10,141.92999267578125
2023-05-11,141.0
2023-05-12,136.9600067138672
2023-05-15,137.1300048828125
2023-05-16,134.7899932861328
2023-05-17,136.50999450683594
2023-05-18,128.92999267578125
2023-05-19,132.75
2023-05-22,132.72000122070312
2023-05-23,133.27999877929688
2023-05-24,133.42999267578125
2023-05-25,134.0399932861328
2023-05-26,132.0
2023-05-30,130.30999755859375
2023-05-31,129.4499969482422
2023-06-01,132.24000549316406
2023-06-02,136.97000122070312
2023-06-05,137.9600067138672
2023-06-06,140.49000549316406
2023-06-07,140.02000427246094
2023-06-08,140.72999572753906
2023-06-09,140.5
2023-06-12,141.6999969482422
2023-06-13,143.63999938964844
2023-06-14,146.07000732421875
2023-06-15,148.39999389648438
2023-06-16,149.2899932861328
2023-06-20,149.0500030517578
2023-06-21,148.25
2023-06-22,146.24000549316406
2023-06-23,144.3000030517578
2023-06-26,144.6300048828125
2023-06-27,145.0
2023-06-28,144.94000244140625
2023-06-29,146.0
2023-06-30,147.63999938964844
2023-07-03,147.8800048828125
2023-07-05,150.47999572753906
2023-07-06,147.5
2023-07-07,151.7100067138672
2023-07-10,150.58999633789062
2023-07-11,149.72999572753906
2023-07-12,150.02000427246094
2023-07-13,152.10000610351562
2023-07-14,151.6300048828125
2023-07-17,155.44000244140625
2023-07-18,156.25
2023-07-19,156.2899932861328
2023-07-20,156.80999755859375
2023-07-21,156.72999572753906
2023-07-24,154.91000366210938
2023-07-25,155.5
2023-07-26,157.1999969482422
2023-07-27,154.9600067138672
2023-07-28,158.02999877929688
2023-07-31,157.0500030517578
2023-08-01,158.47000122070312
2023-08-02,154.2100067138672
2023-08-03,153.3800048828125
2023-08-04,153.8800048828125
2023-08-07,155.57000732421875
2023-08-08,156.42999267578125
2023-08-09,158.0800018310547
2023-08-10,157.72000122070312
2023-08-11,149.92999267578125
2023-08-14,145.32000732421875
2023-08-15,142.52999877929688
2023-08-16,139.99000549316406
2023-08-17,138.92999267578125
2023-08-18,138.8000030517578
2023-08-21,139.8000030517578
2023-08-22,140.27999877929688
2023-08-23,143.4199981689453
2023-08-24,141.27000427246094
2023-08-25,141.52000427246094
2023-08-28,142.36000061035156
2023-08-29,145.5
2023-08-30,144.6999969482422
2023-08-31,141.42999267578125
2023-09-01,142.94000244140625
2023-09-05,138.39999389648438
2023-09-06,137.55999755859375
2023-09-07,135.22999572753906
2023-09-08,134.52000427246094
2023-09-11,136.24000549316406
2023-09-12,137.27999877929688
2023-09-13,136.8800048828125
2023-09-14,137.86000061035156
2023-09-15,136.38999938964844
2023-09-18,136.88999938964844
2023-09-19,136.13999938964844
2023-09-20,135.0
2023-09-21,132.38999938964844
2023-09-22,131.7100067138672
2023-09-25,132.16000366210938
2023-09-26,129.3699951171875
2023-09-27,129.64999389648438
2023-09-28,128.9499969482422
2023-09-29,127.97000122070312
2023-10-02,123.69000244140625
2023-10-03,124.70999908447266
2023-10-04,123.62000274658203
2023-10-05,123.8499984741211
2023-10-06,126.9000015258789
2023-10-09,127.01000213623047
2023-10-10,126.80999755859375
2023-10-11,128.30999755859375
2023-10-12,125.44000244140625
2023-10-13,124.66999816894531
2023-10-16,127.11000061035156
2023-10-17,126.18000030517578
2023-10-18,125.98999786376953
2023-10-19,125.95999908447266
2023-10-20,123.88999938964844
2023-10-23,123.33999633789062
2023-10-24,125.4800033569336
2023-10-25,127.52999877929688
2023-10-26,128.02000427246094
2023-10-27,125.12000274658203
2023-10-30,125.1500015258789
2023-10-31,124.95999908447266
2023-11-01,126.55000305175781
2023-11-02,128.5
2023-11-03,121.56999969482422
2023-11-06,121.36000061035156
2023-11-07,120.8499984741211
2023-11-08,120.58999633789062
2023-11-09,119.36000061035156
2023-11-10,122.52999877929688
2023-11-13,116.41999816894531
2023-11-14,121.52999877929688
2023-11-15,123.61000061035156
2023-11-16,124.87000274658203
2023-11-17,127.76000213623047
2023-11-20,131.0500030517578
2023-11-21,129.25999450683594
2023-11-22,127.70999908447266
2023-11-24,128.6199951171875
2023-11-27,125.55999755859375
2023-11-28,125.72000122070312
2023-11-29,125.93000030517578
2023-11-30,125.52999877929688
2023-12-01,128.35000610351562
2023-12-04,126.81999969482422
2023-12-05,128.61000061035156
2023-12-06,124.91999816894531
2023-12-07,124.93000030517578
2023-12-08,124.66999816894531
2023-12-11,124.52999877929688
2023-12-12,125.30000305175781
2023-12-13,130.2899932861328
2023-12-14,140.3300018310547
2023-12-15,150.36000061035156
2023-12-18,151.50999450683594
2023-12-19,153.97000122070312
2023-12-20,151.36000061035156
2023-12-21,152.60000610351562
2023-12-22,151.5399932861328
2023-12-26,152.38999938964844
2023-12-27,152.1199951171875
2023-12-28,150.91000366210938
2023-12-29,149.92999267578125
2024-01-02,148.6199951171875
2024-01-03,145.75
2024-01-04,145.8300018310547
2024-01-05,145.8300018310547
2024-01-08,148.2100067138672
2024-01-09,147.5399932861328
2024-01-10,147.61000061035156
2024-01-11,147.83999633789062
2024-01-12,148.22000122070312
2024-01-16,150.52999877929688
2024-01-17,147.69000244140625
2024-01-18,148.8000030517578
2024-01-19,148.94000244140625
2024-01-22,150.58999633789062
2024-01-23,150.32000732421875
2024-01-24,148.7100067138672
2024-01-25,148.92999267578125
2024-01-26,150.67999267578125
2024-01-29,150.55999755859375
2024-01-30,149.83999633789062
2024-01-31,148.42999267578125
2024-02-01,150.41000366210938
2024-02-02,149.80999755859375
2024-02-05,150.25
2024-02-06,153.4499969482422
2024-02-07,154.27999877929688
2024-02-08,152.10000610351562
2024-02-09,154.27999877929688
2024-02-12,158.5500030517578
2024-02-13,158.0
2024-02-14,162.47999572753906
2024-02-15,169.00999450683594
2024-02-16,170.2100067138672
2024-02-20,167.07000732421875
2024-02-21,168.2899932861328
2024-02-22,169.11000061035156
2024-02-23,170.52999877929688
2024-02-26,170.52000427246094
2024-02-27,170.8800048828125
2024-02-28,168.33999633789062
2024-02-29,170.8800048828125
2024-03-01,171.91000366210938
2024-03-04,170.91000366210938
2024-03-05,173.97999572753906
2024-03-06,173.8800048828125
2024-03-07,175.22999572753906
2024-03-08,175.8300018310547
2024-03-11,173.1199951171875
2024-03-12,172.6999969482422
2024-03-13,173.3000030517578
2024-03-14,172.02999877929688
2024-03-15,172.60000610351562
2024-03-18,173.00999450683594
2024-03-19,169.85000610351562
2024-03-20,177.49000549316406
2024-03-21,177.6699981689453
2024-03-22,173.72000122070312
2024-03-25,170.49000549316406
2024-03-26,169.5
2024-03-27,168.0500030517578
2024-03-28,169.42999267578125
2024-04-01,168.27000427246094
2024-04-02,170.0
2024-04-03,170.0
2024-04-04,170.6199951171875
2024-04-05,172.9199981689453
2024-04-08,174.07000732421875
2024-04-09,171.17999267578125
2024-04-10,168.3000030517578
2024-04-11,169.77000427246094
2024-04-12,165.11000061035156
2024-04-15,160.3300018310547
2024-04-16,159.63999938964844
2024-04-17,160.99000549316406
2024-04-18,161.8800048828125
2024-04-19,165.02000427246094
2024-04-22,167.24000549316406
2024-04-23,168.83999633789062
2024-04-24,168.22000122070312
2024-04-25,167.75
2024-04-26,167.05999755859375
2024-04-29,167.99000549316406
2024-04-30,165.61000061035156
2024-05-01,164.7899932861328
2024-05-02,164.72000122070312
2024-05-03,168.63999938964844
2024-05-06,169.74000549316406
2024-05-07,169.77999877929688
2024-05-08,176.16000366210938
2024-05-09,176.0
2024-05-10,174.9199981689453
2024-05-13,170.36000061035156
2024-05-14,170.2100067138672
2024-05-15,173.55999755859375
2024-05-16,172.6300048828125
2024-05-17,164.0
2024-05-20,164.1199951171875
2024-05-21,165.6699981689453
2024-05-22,163.2899932861328
2024-05-23,163.1300048828125
2024-05-24,165.1300048828125
2024-05-28,166.25999450683594
2024-05-29,164.33999633789062
2024-05-30,163.4600067138672
2024-05-31,165.32000732421875
2024-06-03,165.1300048828125
2024-06-04,161.1199951171875
2024-06-05,162.55999755859375
2024-06-06,163.07000732421875
2024-06-07,160.25
2024-06-10,160.25999450683594
2024-06-11,157.61000061035156
2024-06-12,161.85000610351562
2024-06-13,158.9199981689453
2024-06-14,155.97000122070312
2024-06-17,156.72000122070312
2024-06-18,156.91000366210938
2024-06-20,158.97999572753906
2024-06-21,158.4199981689453
2024-06-24,161.99000549316406
2024-06-25,163.0
2024-06-26,163.57000732421875
2024-06-27,159.0800018310547
2024-06-28,161.3300018310547
2024-07-01,158.08999633789062
2024-07-02,159.91000366210938
2024-07-03,162.02999877929688
2024-07-05,163.2100067138672
2024-07-08,162.0
2024-07-09,168.66000366210938
2024-07-10,169.36000061035156
2024-07-11,168.94000244140625
2024-07-12,171.0500030517578
2024-07-15,168.8000030517578
2024-07-16,171.07000732421875
2024-07-17,171.3800048828125
2024-07-18,171.6699981689453
2024-07-19,172.1999969482422
2024-07-22,173.77000427246094
2024-07-23,172.02999877929688
2024-07-24,172.0
2024-07-25,169.1999969482422
2024-07-26,170.11000061035156
2024-07-29,171.3000030517578
2024-07-30,172.25
2024-07-31,170.63999938964844
2024-08-01,166.0
2024-08-02,162.27000427246094
2024-08-05,160.11000061035156
2024-08-06,163.50999450683594
2024-08-07,162.47000122070312
2024-08-08,168.75999450683594
2024-08-09,165.64999389648438
2024-08-12,164.4199981689453
2024-08-13,166.75999450683594
2024-08-14,165.99000549316406
2024-08-15,167.85000610351562
2024-08-16,166.99000549316406
2024-08-19,169.08999633789062
2024-08-20,169.9499969482422
2024-08-21,168.14999389648438
2024-08-22,166.24000549316406
2024-08-23,169.64999389648438
2024-08-26,169.27999877929688
2024-08-27,168.8699951171875
2024-08-28,172.24000549316406
2024-08-29,173.77000427246094
2024-08-30,178.35000610351562
2024-09-03,172.19000244140625
2024-09-04,171.0800018310547
2024-09-05,172.22000122070312
2024-09-06,170.99000549316406
2024-09-09,173.52000427246094
2024-09-10,171.99000549316406
2024-09-11,173.22000122070312
2024-09-12,174.74000549316406
2024-09-13,175.5800018310547
2024-09-16,174.22999572753906
2024-09-17,175.22999572753906
2024-09-18,180.4199981689453
2024-09-19,180.08999633789062
2024-09-20,179.39999389648438
2024-09-23,175.6999969482422
2024-09-24,177.85000610351562
2024-09-25,175.13999938964844
2024-09-26,179.74000549316406
2024-09-27,185.0
2024-09-30,180.97000122070312
2024-10-01,182.89999389648438
2024-10-02,180.8000030517578
2024-10-03,181.6699981689453
2024-10-04,184.02000427246094
2024-10-07,182.47000122070312
2024-10-08,183.27999877929688
2024-10-09,181.74000549316406
2024-10-10,185.17999267578125
2024-10-11,186.72999572753906
2024-10-14,185.49000549316406
2024-10-15,182.5399932861328
2024-10-16,185.6199951171875
2024-10-17,186.61000061035156
2024-10-18,190.60000610351562
2024-10-21,187.85000610351562
2024-10-22,188.22999572753906
2024-10-23,188.6199951171875
2024-10-24,188.72000122070312
2024-10-25,189.3300018310547
2024-10-28,191.88999938964844
2024-10-29,187.64999389648438
2024-10-30,187.2899932861328
2024-10-31,184.1300048828125
2024-11-01,181.75999450683594
2024-11-04,181.52000427246094
2024-11-05,181.7899932861328
2024-11-06,183.47000122070312
2024-11-07,182.39999389648438
2024-11-08,185.0
2024-11-11,185.5
2024-11-12,187.49000549316406
2024-11-13,187.02000427246094
2024-11-14,188.55999755859375
2024-11-15,192.33999633789062
2024-11-18,193.14999389648438
2024-11-19,193.47999572753906
2024-11-20,192.83999633789062
2024-11-21,198.64999389648438
