Date,DRI
2022-06-09,123.45999908447266
2022-06-10,119.94000244140625
2022-06-13,114.27999877929688
2022-06-14,114.02999877929688
2022-06-15,116.55000305175781
2022-06-16,111.83999633789062
2022-06-17,114.19999694824219
2022-06-21,113.69999694824219
2022-06-22,115.12000274658203
2022-06-23,115.5999984741211
2022-06-24,119.80999755859375
2022-06-27,121.93000030517578
2022-06-28,115.0999984741211
2022-06-29,113.87000274658203
2022-06-30,113.12000274658203
2022-07-01,114.3499984741211
2022-07-05,118.51000213623047
2022-07-06,116.70999908447266
2022-07-07,117.27999877929688
2022-07-08,116.77999877929688
2022-07-11,115.44000244140625
2022-07-12,115.83000183105469
2022-07-13,116.30000305175781
2022-07-14,116.16000366210938
2022-07-15,117.08999633789062
2022-07-18,116.43000030517578
2022-07-19,120.19000244140625
2022-07-20,121.88999938964844
2022-07-21,121.69000244140625
2022-07-22,121.3499984741211
2022-07-25,118.77999877929688
2022-07-26,115.11000061035156
2022-07-27,121.47000122070312
2022-07-28,126.58000183105469
2022-07-29,124.48999786376953
2022-08-01,124.75
2022-08-02,124.13999938964844
2022-08-03,126.87000274658203
2022-08-04,125.77999877929688
2022-08-05,123.58000183105469
2022-08-08,125.33999633789062
2022-08-09,125.79000091552734
2022-08-10,129.8800048828125
2022-08-11,130.22999572753906
2022-08-12,131.91000366210938
2022-08-15,132.2100067138672
2022-08-16,134.35000610351562
2022-08-17,132.6999969482422
2022-08-18,132.3699951171875
2022-08-19,129.07000732421875
2022-08-22,127.13999938964844
2022-08-23,126.97000122070312
2022-08-24,127.68000030517578
2022-08-25,130.64999389648438
2022-08-26,124.97000122070312
2022-08-29,124.69999694824219
2022-08-30,123.37999725341797
2022-08-31,123.70999908447266
2022-09-01,125.93000030517578
2022-09-02,125.16999816894531
2022-09-06,123.20999908447266
2022-09-07,128.0500030517578
2022-09-08,130.4600067138672
2022-09-09,131.0399932861328
2022-09-12,133.72999572753906
2022-09-13,128.7100067138672
2022-09-14,130.3000030517578
2022-09-15,130.42999267578125
2022-09-16,129.67999267578125
2022-09-19,132.52999877929688
2022-09-20,132.75
2022-09-21,131.27999877929688
2022-09-22,125.44999694824219
2022-09-23,122.38999938964844
2022-09-26,121.16000366210938
2022-09-27,123.58000183105469
2022-09-28,127.72000122070312
2022-09-29,129.32000732421875
2022-09-30,126.31999969482422
2022-10-03,125.41000366210938
2022-10-04,132.22000122070312
2022-10-05,133.10000610351562
2022-10-06,129.50999450683594
2022-10-07,125.69000244140625
2022-10-10,126.66999816894531
2022-10-11,128.52999877929688
2022-10-12,130.25999450683594
2022-10-13,132.97000122070312
2022-10-14,130.02000427246094
2022-10-17,131.94000244140625
2022-10-18,133.44000244140625
2022-10-19,133.0
2022-10-20,132.22999572753906
2022-10-21,133.32000732421875
2022-10-24,134.0
2022-10-25,135.97000122070312
2022-10-26,138.52000427246094
2022-10-27,140.72999572753906
2022-10-28,142.49000549316406
2022-10-31,143.13999938964844
2022-11-01,143.0399932861328
2022-11-02,139.7100067138672
2022-11-03,139.47000122070312
2022-11-04,141.33999633789062
2022-11-07,139.83999633789062
2022-11-08,140.13999938964844
2022-11-09,139.64999389648438
2022-11-10,145.3300018310547
2022-11-11,141.16000366210938
2022-11-14,142.52999877929688
2022-11-15,143.10000610351562
2022-11-16,145.42999267578125
2022-11-17,146.0500030517578
2022-11-18,147.13999938964844
2022-11-21,146.6999969482422
2022-11-22,147.99000549316406
2022-11-23,148.3300018310547
2022-11-25,148.38999938964844
2022-11-28,146.82000732421875
2022-11-29,144.9600067138672
2022-11-30,146.99000549316406
2022-12-01,145.64999389648438
2022-12-02,145.47999572753906
2022-12-05,143.5399932861328
2022-12-06,142.86000061035156
2022-12-07,142.2100067138672
2022-12-08,143.77000427246094
2022-12-09,142.57000732421875
2022-12-12,144.49000549316406
2022-12-13,145.02999877929688
2022-12-14,143.9499969482422
2022-12-15,142.86000061035156
2022-12-16,139.89999389648438
2022-12-19,138.4499969482422
2022-12-20,139.72000122070312
2022-12-21,138.5500030517578
2022-12-22,137.30999755859375
2022-12-23,138.83999633789062
2022-12-27,137.74000549316406
2022-12-28,138.82000732421875
2022-12-29,140.0800018310547
2022-12-30,138.3300018310547
2023-01-03,139.9600067138672
2023-01-04,143.02999877929688
2023-01-05,144.3000030517578
2023-01-06,146.97999572753906
2023-01-09,148.10000610351562
2023-01-10,150.30999755859375
2023-01-11,149.64999389648438
2023-01-12,148.6999969482422
2023-01-13,149.8000030517578
2023-01-17,149.00999450683594
2023-01-18,146.47999572753906
2023-01-19,145.38999938964844
2023-01-20,147.3800048828125
2023-01-23,148.10000610351562
2023-01-24,145.97999572753906
2023-01-25,147.77999877929688
2023-01-26,149.3000030517578
2023-01-27,148.3699951171875
2023-01-30,146.9199981689453
2023-01-31,147.97000122070312
2023-02-01,147.05999755859375
2023-02-02,147.9199981689453
2023-02-03,147.4199981689453
2023-02-06,149.7899932861328
2023-02-07,149.58999633789062
2023-02-08,148.4499969482422
2023-02-09,147.75999450683594
2023-02-10,147.02000427246094
2023-02-13,147.83999633789062
2023-02-14,146.30999755859375
2023-02-15,146.66000366210938
2023-02-16,145.75999450683594
2023-02-17,146.08999633789062
2023-02-21,147.83999633789062
2023-02-22,148.91000366210938
2023-02-23,148.27999877929688
2023-02-24,144.52999877929688
2023-02-27,142.6699981689453
2023-02-28,142.99000549316406
2023-03-01,143.64999389648438
2023-03-02,147.13999938964844
2023-03-03,147.33999633789062
2023-03-06,148.27000427246094
2023-03-07,146.52999877929688
2023-03-08,145.72999572753906
2023-03-09,144.66000366210938
2023-03-10,143.97000122070312
2023-03-13,146.02000427246094
2023-03-14,147.5800018310547
2023-03-15,147.75999450683594
2023-03-16,150.36000061035156
2023-03-17,148.5
2023-03-20,150.6300048828125
2023-03-21,152.42999267578125
2023-03-22,151.0500030517578
2023-03-23,150.52000427246094
2023-03-24,152.5800018310547
2023-03-27,153.8000030517578
2023-03-28,154.47000122070312
2023-03-29,154.6699981689453
2023-03-30,153.8800048828125
2023-03-31,155.16000366210938
2023-04-03,153.88999938964844
2023-04-04,153.08999633789062
2023-04-05,153.05999755859375
2023-04-06,149.6999969482422
2023-04-10,151.5
2023-04-11,153.47999572753906
2023-04-12,151.74000549316406
2023-04-13,153.47000122070312
2023-04-14,152.4199981689453
2023-04-17,151.75
2023-04-18,151.80999755859375
2023-04-19,151.5500030517578
2023-04-20,149.92999267578125
2023-04-21,151.85000610351562
2023-04-24,149.27000427246094
2023-04-25,146.4600067138672
2023-04-26,148.52000427246094
2023-04-27,151.1999969482422
2023-04-28,151.92999267578125
2023-05-01,151.25999450683594
2023-05-02,151.8300018310547
2023-05-03,151.47000122070312
2023-05-04,152.9199981689453
2023-05-05,153.08999633789062
2023-05-08,150.24000549316406
2023-05-09,150.3300018310547
2023-05-10,149.05999755859375
2023-05-11,147.00999450683594
2023-05-12,148.5500030517578
2023-05-15,151.88999938964844
2023-05-16,153.16000366210938
2023-05-17,158.69000244140625
2023-05-18,162.13999938964844
2023-05-19,161.41000366210938
2023-05-22,161.22999572753906
2023-05-23,160.57000732421875
2023-05-24,160.4600067138672
2023-05-25,161.02999877929688
2023-05-26,161.27999877929688
2023-05-30,160.3800048828125
2023-05-31,158.52000427246094
2023-06-01,161.72999572753906
2023-06-02,164.0399932861328
2023-06-05,161.0399932861328
2023-06-06,163.07000732421875
2023-06-07,164.39999389648438
2023-06-08,163.36000061035156
2023-06-09,161.91000366210938
2023-06-12,164.97999572753906
2023-06-13,166.0399932861328
2023-06-14,167.63999938964844
2023-06-15,166.86000061035156
2023-06-16,166.00999450683594
2023-06-20,165.82000732421875
2023-06-21,166.41000366210938
2023-06-22,162.1300048828125
2023-06-23,161.3000030517578
2023-06-26,161.58999633789062
2023-06-27,163.38999938964844
2023-06-28,162.0500030517578
2023-06-29,165.3000030517578
2023-06-30,167.0800018310547
2023-07-03,167.4499969482422
2023-07-05,164.9499969482422
2023-07-06,164.11000061035156
2023-07-07,163.4499969482422
2023-07-10,165.9499969482422
2023-07-11,166.55999755859375
2023-07-12,166.86000061035156
2023-07-13,168.4600067138672
2023-07-14,167.44000244140625
2023-07-17,169.25
2023-07-18,170.08999633789062
2023-07-19,171.4499969482422
2023-07-20,172.17999267578125
2023-07-21,170.3699951171875
2023-07-24,170.0800018310547
2023-07-25,167.82000732421875
2023-07-26,169.02000427246094
2023-07-27,170.25999450683594
2023-07-28,167.52000427246094
2023-07-31,168.9199981689453
2023-08-01,166.3800048828125
2023-08-02,164.1300048828125
2023-08-03,162.92999267578125
2023-08-04,162.4499969482422
2023-08-07,164.7899932861328
2023-08-08,164.7899932861328
2023-08-09,163.92999267578125
2023-08-10,163.57000732421875
2023-08-11,160.49000549316406
2023-08-14,161.25999450683594
2023-08-15,161.72999572753906
2023-08-16,160.32000732421875
2023-08-17,158.88999938964844
2023-08-18,158.47000122070312
2023-08-21,155.2899932861328
2023-08-22,156.00999450683594
2023-08-23,156.3000030517578
2023-08-24,155.5800018310547
2023-08-25,155.99000549316406
2023-08-28,155.16000366210938
2023-08-29,155.82000732421875
2023-08-30,157.13999938964844
2023-08-31,155.50999450683594
2023-09-01,155.55999755859375
2023-09-05,150.6999969482422
2023-09-06,148.9499969482422
2023-09-07,149.86000061035156
2023-09-08,149.44000244140625
2023-09-11,148.08999633789062
2023-09-12,149.74000549316406
2023-09-13,148.80999755859375
2023-09-14,151.82000732421875
2023-09-15,150.05999755859375
2023-09-18,149.10000610351562
2023-09-19,149.7100067138672
2023-09-20,149.4600067138672
2023-09-21,145.49000549316406
2023-09-22,143.5
2023-09-25,141.27000427246094
2023-09-26,141.36000061035156
2023-09-27,141.42999267578125
2023-09-28,143.10000610351562
2023-09-29,143.22000122070312
2023-10-02,142.41000366210938
2023-10-03,139.8300018310547
2023-10-04,141.1999969482422
2023-10-05,141.11000061035156
2023-10-06,136.94000244140625
2023-10-09,137.0800018310547
2023-10-10,138.2100067138672
2023-10-11,137.52000427246094
2023-10-12,134.25
2023-10-13,134.0
2023-10-16,138.80999755859375
2023-10-17,140.80999755859375
2023-10-18,140.72000122070312
2023-10-19,142.25999450683594
2023-10-20,140.6699981689453
2023-10-23,141.77999877929688
2023-10-24,142.08999633789062
2023-10-25,142.1999969482422
2023-10-26,142.19000244140625
2023-10-27,142.49000549316406
2023-10-30,143.35000610351562
2023-10-31,145.52999877929688
2023-11-01,145.66000366210938
2023-11-02,146.8800048828125
2023-11-03,150.7100067138672
2023-11-06,149.2899932861328
2023-11-07,148.5399932861328
2023-11-08,147.6699981689453
2023-11-09,148.16000366210938
2023-11-10,150.10000610351562
2023-11-13,151.25
2023-11-14,154.7899932861328
2023-11-15,155.82000732421875
2023-11-16,155.67999267578125
2023-11-17,155.86000061035156
2023-11-20,154.02999877929688
2023-11-21,154.83999633789062
2023-11-22,156.47000122070312
2023-11-24,156.00999450683594
2023-11-27,156.74000549316406
2023-11-28,155.42999267578125
2023-11-29,155.72999572753906
2023-11-30,156.47000122070312
2023-12-01,159.91000366210938
2023-12-04,161.0
2023-12-05,160.0399932861328
2023-12-06,161.25999450683594
2023-12-07,161.08999633789062
2023-12-08,158.9499969482422
2023-12-11,161.1999969482422
2023-12-12,161.0800018310547
2023-12-13,162.4600067138672
2023-12-14,163.08999633789062
2023-12-15,162.49000549316406
2023-12-18,167.1699981689453
2023-12-19,165.4600067138672
2023-12-20,162.13999938964844
2023-12-21,162.2100067138672
2023-12-22,161.83999633789062
2023-12-26,163.99000549316406
2023-12-27,163.5500030517578
2023-12-28,164.27000427246094
2023-12-29,164.3000030517578
2024-01-02,162.27999877929688
2024-01-03,160.39999389648438
2024-01-04,161.0
2024-01-05,162.0800018310547
2024-01-08,163.9499969482422
2024-01-09,161.60000610351562
2024-01-10,161.0399932861328
2024-01-11,159.99000549316406
2024-01-12,157.1300048828125
2024-01-16,157.1699981689453
2024-01-17,157.7100067138672
2024-01-18,159.9199981689453
2024-01-19,159.24000549316406
2024-01-22,161.58999633789062
2024-01-23,161.66000366210938
2024-01-24,161.66000366210938
2024-01-25,162.1199951171875
2024-01-26,160.99000549316406
2024-01-29,163.6199951171875
2024-01-30,163.7899932861328
2024-01-31,162.5800018310547
2024-02-01,167.22999572753906
2024-02-02,166.52000427246094
2024-02-05,164.50999450683594
2024-02-06,165.9199981689453
2024-02-07,166.0399932861328
2024-02-08,168.17999267578125
2024-02-09,167.66000366210938
2024-02-12,165.35000610351562
2024-02-13,162.2899932861328
2024-02-14,161.14999389648438
2024-02-15,162.3800048828125
2024-02-16,162.4600067138672
2024-02-20,165.30999755859375
2024-02-21,166.44000244140625
2024-02-22,168.47000122070312
2024-02-23,169.50999450683594
2024-02-26,169.5399932861328
2024-02-27,169.52999877929688
2024-02-28,170.4499969482422
2024-02-29,170.7100067138672
2024-03-01,171.2899932861328
2024-03-04,174.0500030517578
2024-03-05,174.41000366210938
2024-03-06,175.88999938964844
2024-03-07,173.19000244140625
2024-03-08,171.57000732421875
2024-03-11,171.80999755859375
2024-03-12,172.32000732421875
2024-03-13,174.57000732421875
2024-03-14,171.77000427246094
2024-03-15,171.9600067138672
2024-03-18,172.8699951171875
2024-03-19,174.08999633789062
2024-03-20,174.5800018310547
2024-03-21,163.24000549316406
2024-03-22,165.11000061035156
2024-03-25,162.6999969482422
2024-03-26,163.5
2024-03-27,166.97000122070312
2024-03-28,167.14999389648438
2024-04-01,167.24000549316406
2024-04-02,163.97999572753906
2024-04-03,162.97999572753906
2024-04-04,158.50999450683594
2024-04-05,156.35000610351562
2024-04-08,157.94000244140625
2024-04-09,158.30999755859375
2024-04-10,155.89999389648438
2024-04-11,155.00999450683594
2024-04-12,153.0500030517578
2024-04-15,154.05999755859375
2024-04-16,154.13999938964844
2024-04-17,152.97000122070312
2024-04-18,152.2899932861328
2024-04-19,152.5
2024-04-22,154.5500030517578
2024-04-23,155.89999389648438
2024-04-24,156.61000061035156
2024-04-25,156.5399932861328
2024-04-26,156.10000610351562
2024-04-29,155.49000549316406
2024-04-30,153.41000366210938
2024-05-01,151.14999389648438
2024-05-02,147.86000061035156
2024-05-03,149.25
2024-05-06,147.47999572753906
2024-05-07,147.02999877929688
2024-05-08,147.97999572753906
2024-05-09,146.9199981689453
2024-05-10,148.25
2024-05-13,149.05999755859375
2024-05-14,148.94000244140625
2024-05-15,151.77999877929688
2024-05-16,151.4199981689453
2024-05-17,154.0
2024-05-20,151.97999572753906
2024-05-21,149.69000244140625
2024-05-22,148.7100067138672
2024-05-23,147.66000366210938
2024-05-24,147.60000610351562
2024-05-28,148.32000732421875
2024-05-29,145.97999572753906
2024-05-30,148.0500030517578
2024-05-31,150.38999938964844
2024-06-03,151.13999938964844
2024-06-04,149.80999755859375
2024-06-05,150.61000061035156
2024-06-06,150.11000061035156
2024-06-07,148.5399932861328
2024-06-10,147.67999267578125
2024-06-11,146.61000061035156
2024-06-12,147.19000244140625
2024-06-13,147.47999572753906
2024-06-14,148.77999877929688
2024-06-17,153.5800018310547
2024-06-18,151.9600067138672
2024-06-20,154.2899932861328
2024-06-21,153.27999877929688
2024-06-24,154.1300048828125
2024-06-25,153.08999633789062
2024-06-26,152.1300048828125
2024-06-27,152.1199951171875
2024-06-28,151.32000732421875
2024-07-01,148.3300018310547
2024-07-02,146.77000427246094
2024-07-03,145.4199981689453
2024-07-05,145.22000122070312
2024-07-08,144.7899932861328
2024-07-09,140.2899932861328
2024-07-10,138.05999755859375
2024-07-11,139.9600067138672
2024-07-12,142.27000427246094
2024-07-15,143.27000427246094
2024-07-16,145.32000732421875
2024-07-17,147.35000610351562
2024-07-18,142.8699951171875
2024-07-19,142.86000061035156
2024-07-22,143.60000610351562
2024-07-23,140.1999969482422
2024-07-24,139.42999267578125
2024-07-25,141.89999389648438
2024-07-26,142.27000427246094
2024-07-29,146.75
2024-07-30,148.13999938964844
2024-07-31,146.2899932861328
2024-08-01,145.35000610351562
2024-08-02,144.02999877929688
2024-08-05,141.22000122070312
2024-08-06,143.47000122070312
2024-08-07,141.86000061035156
2024-08-08,144.49000549316406
2024-08-09,143.10000610351562
2024-08-12,142.0800018310547
2024-08-13,144.1999969482422
2024-08-14,140.82000732421875
2024-08-15,144.25
2024-08-16,143.36000061035156
2024-08-19,149.67999267578125
2024-08-20,155.14999389648438
2024-08-21,155.6300048828125
2024-08-22,153.89999389648438
2024-08-23,154.07000732421875
2024-08-26,156.1999969482422
2024-08-27,156.74000549316406
2024-08-28,156.9600067138672
2024-08-29,156.75
2024-08-30,158.14999389648438
2024-09-03,158.25
2024-09-04,159.35000610351562
2024-09-05,157.94000244140625
2024-09-06,157.42999267578125
2024-09-09,156.7100067138672
2024-09-10,155.61000061035156
2024-09-11,157.44000244140625
2024-09-12,158.50999450683594
2024-09-13,160.25
2024-09-16,160.13999938964844
2024-09-17,161.52999877929688
2024-09-18,159.13999938964844
2024-09-19,172.27000427246094
2024-09-20,170.1699981689453
2024-09-23,172.74000549316406
2024-09-24,171.11000061035156
2024-09-25,168.11000061035156
2024-09-26,167.9499969482422
2024-09-27,166.7100067138672
2024-09-30,164.1300048828125
2024-10-01,164.1199951171875
2024-10-02,162.6999969482422
2024-10-03,161.83999633789062
2024-10-04,164.83999633789062
2024-10-07,159.5500030517578
2024-10-08,159.1300048828125
2024-10-09,158.55999755859375
2024-10-10,155.92999267578125
2024-10-11,156.72000122070312
2024-10-14,156.94000244140625
2024-10-15,160.13999938964844
2024-10-16,162.92999267578125
2024-10-17,164.27000427246094
2024-10-18,164.58999633789062
2024-10-21,164.0399932861328
2024-10-22,161.1199951171875
2024-10-23,162.36000061035156
2024-10-24,162.57000732421875
2024-10-25,159.9199981689453
2024-10-28,162.1999969482422
2024-10-29,161.94000244140625
2024-10-30,160.2100067138672
2024-10-31,160.02000427246094
2024-11-01,159.64999389648438
2024-11-04,158.77000427246094
2024-11-05,161.3800048828125
2024-11-06,170.9499969482422
2024-11-07,168.47999572753906
2024-11-08,168.44000244140625
2024-11-11,169.25
2024-11-12,167.0800018310547
2024-11-13,169.67999267578125
2024-11-14,168.69000244140625
2024-11-15,166.77999877929688
2024-11-18,164.4499969482422
2024-11-19,160.85000610351562
2024-11-20,162.58999633789062
2024-11-21,164.55999755859375
