Date,TRP
2022-02-28,53.709999084472656
2022-03-01,53.43000030517578
2022-03-02,55.029998779296875
2022-03-03,55.38999938964844
2022-03-04,56.38999938964844
2022-03-07,55.75
2022-03-08,55.900001525878906
2022-03-09,55.65999984741211
2022-03-10,56.119998931884766
2022-03-11,54.68000030517578
2022-03-14,53.59000015258789
2022-03-15,54.29999923706055
2022-03-16,53.619998931884766
2022-03-17,54.599998474121094
2022-03-18,54.66999816894531
2022-03-21,56.060001373291016
2022-03-22,56.0099983215332
2022-03-23,56.27000045776367
2022-03-24,56.7400016784668
2022-03-25,58.08000183105469
2022-03-28,57.5
2022-03-29,58.130001068115234
2022-03-30,57.20000076293945
2022-03-31,56.41999816894531
2022-04-01,57.11000061035156
2022-04-04,57.56999969482422
2022-04-05,57.849998474121094
2022-04-06,58.77000045776367
2022-04-07,58.56999969482422
2022-04-08,58.72999954223633
2022-04-11,57.290000915527344
2022-04-12,57.099998474121094
2022-04-13,57.58000183105469
2022-04-14,57.459999084472656
2022-04-18,57.27000045776367
2022-04-19,57.38999938964844
2022-04-20,57.810001373291016
2022-04-21,58.150001525878906
2022-04-22,56.900001525878906
2022-04-25,55.939998626708984
2022-04-26,55.040000915527344
2022-04-27,55.04999923706055
2022-04-28,56.04999923706055
2022-04-29,52.900001525878906
2022-05-02,52.97999954223633
2022-05-03,54.08000183105469
2022-05-04,56.0
2022-05-05,54.88999938964844
2022-05-06,55.459999084472656
2022-05-09,53.54999923706055
2022-05-10,53.66999816894531
2022-05-11,53.68000030517578
2022-05-12,54.41999816894531
2022-05-13,55.41999816894531
2022-05-16,56.38999938964844
2022-05-17,57.16999816894531
2022-05-18,56.9900016784668
2022-05-19,57.099998474121094
2022-05-20,57.25
2022-05-23,57.779998779296875
2022-05-24,57.7599983215332
2022-05-25,56.84000015258789
2022-05-26,57.08000183105469
2022-05-27,57.5
2022-05-31,57.84000015258789
2022-06-01,58.09000015258789
2022-06-02,58.90999984741211
2022-06-03,58.66999816894531
2022-06-06,58.38999938964844
2022-06-07,59.04999923706055
2022-06-08,58.779998779296875
2022-06-09,57.2400016784668
2022-06-10,56.83000183105469
2022-06-13,54.959999084472656
2022-06-14,54.16999816894531
2022-06-15,53.470001220703125
2022-06-16,51.349998474121094
2022-06-17,50.11000061035156
2022-06-21,51.84000015258789
2022-06-22,51.400001525878906
2022-06-23,51.150001525878906
2022-06-24,51.790000915527344
2022-06-27,53.029998779296875
2022-06-28,53.56999969482422
2022-06-29,52.189998626708984
2022-06-30,51.810001373291016
2022-07-01,52.61000061035156
2022-07-05,51.29999923706055
2022-07-06,50.880001068115234
2022-07-07,51.540000915527344
2022-07-08,51.7400016784668
2022-07-11,51.619998931884766
2022-07-12,50.15999984741211
2022-07-13,50.90999984741211
2022-07-14,50.560001373291016
2022-07-15,50.970001220703125
2022-07-18,52.20000076293945
2022-07-19,52.959999084472656
2022-07-20,52.7599983215332
2022-07-21,52.81999969482422
2022-07-22,53.15999984741211
2022-07-25,54.84000015258789
2022-07-26,54.88999938964844
2022-07-27,55.06999969482422
2022-07-28,54.13999938964844
2022-07-29,53.31999969482422
2022-08-01,52.75
2022-08-02,51.25
2022-08-03,51.720001220703125
2022-08-04,51.02000045776367
2022-08-05,49.09000015258789
2022-08-08,49.189998626708984
2022-08-09,48.68000030517578
2022-08-10,49.540000915527344
2022-08-11,50.689998626708984
2022-08-12,51.150001525878906
2022-08-15,50.27000045776367
2022-08-16,50.56999969482422
2022-08-17,49.58000183105469
2022-08-18,49.86000061035156
2022-08-19,49.459999084472656
2022-08-22,49.869998931884766
2022-08-23,50.810001373291016
2022-08-24,51.220001220703125
2022-08-25,51.0
2022-08-26,50.41999816894531
2022-08-29,51.0099983215332
2022-08-30,49.56999969482422
2022-08-31,48.20000076293945
2022-09-01,47.869998931884766
2022-09-02,48.029998779296875
2022-09-06,47.08000183105469
2022-09-07,47.959999084472656
2022-09-08,47.65999984741211
2022-09-09,48.56999969482422
2022-09-12,49.29999923706055
2022-09-13,48.060001373291016
2022-09-14,48.45000076293945
2022-09-15,47.77000045776367
2022-09-16,46.9900016784668
2022-09-19,47.59000015258789
2022-09-20,47.11000061035156
2022-09-21,46.61000061035156
2022-09-22,46.33000183105469
2022-09-23,43.599998474121094
2022-09-26,42.27000045776367
2022-09-27,42.0
2022-09-28,43.220001220703125
2022-09-29,41.22999954223633
2022-09-30,40.290000915527344
2022-10-03,42.40999984741211
2022-10-04,43.45000076293945
2022-10-05,42.4900016784668
2022-10-06,40.70000076293945
2022-10-07,41.20000076293945
2022-10-10,40.40999984741211
2022-10-11,40.060001373291016
2022-10-12,39.65999984741211
2022-10-13,41.439998626708984
2022-10-14,40.459999084472656
2022-10-17,41.54999923706055
2022-10-18,42.5
2022-10-19,42.459999084472656
2022-10-20,41.970001220703125
2022-10-21,43.06999969482422
2022-10-24,42.45000076293945
2022-10-25,42.779998779296875
2022-10-26,43.5
2022-10-27,44.400001525878906
2022-10-28,43.779998779296875
2022-10-31,43.91999816894531
2022-11-01,43.7599983215332
2022-11-02,44.029998779296875
2022-11-03,43.689998626708984
2022-11-04,44.560001373291016
2022-11-07,44.5
2022-11-08,44.77000045776367
2022-11-09,45.56999969482422
2022-11-10,47.36000061035156
2022-11-11,48.25
2022-11-14,47.40999984741211
2022-11-15,47.810001373291016
2022-11-16,48.369998931884766
2022-11-17,48.029998779296875
2022-11-18,47.84000015258789
2022-11-21,47.41999816894531
2022-11-22,48.4900016784668
2022-11-23,48.810001373291016
2022-11-25,49.2599983215332
2022-11-28,48.400001525878906
2022-11-29,45.119998931884766
2022-11-30,44.47999954223633
2022-12-01,43.77000045776367
2022-12-02,43.220001220703125
2022-12-05,42.470001220703125
2022-12-06,42.560001373291016
2022-12-07,42.52000045776367
2022-12-08,42.65999984741211
2022-12-09,42.29999923706055
2022-12-12,42.47999954223633
2022-12-13,43.20000076293945
2022-12-14,42.33000183105469
2022-12-15,41.380001068115234
2022-12-16,40.29999923706055
2022-12-19,39.779998779296875
2022-12-20,39.709999084472656
2022-12-21,40.40999984741211
2022-12-22,39.66999816894531
2022-12-23,40.709999084472656
2022-12-27,41.0099983215332
2022-12-28,40.0
2022-12-29,39.650001525878906
2022-12-30,39.86000061035156
2023-01-03,39.0099983215332
2023-01-04,39.369998931884766
2023-01-05,38.529998779296875
2023-01-06,40.34000015258789
2023-01-09,40.88999938964844
2023-01-10,40.790000915527344
2023-01-11,41.560001373291016
2023-01-12,42.27000045776367
2023-01-13,42.790000915527344
2023-01-17,43.08000183105469
2023-01-18,42.75
2023-01-19,42.9900016784668
2023-01-20,43.41999816894531
2023-01-23,43.5099983215332
2023-01-24,42.95000076293945
2023-01-25,42.81999969482422
2023-01-26,43.189998626708984
2023-01-27,43.349998474121094
2023-01-30,42.41999816894531
2023-01-31,43.13999938964844
2023-02-01,40.72999954223633
2023-02-02,41.779998779296875
2023-02-03,41.84000015258789
2023-02-06,41.880001068115234
2023-02-07,41.83000183105469
2023-02-08,41.29999923706055
2023-02-09,40.90999984741211
2023-02-10,41.5099983215332
2023-02-13,41.68000030517578
2023-02-14,42.29999923706055
2023-02-15,42.290000915527344
2023-02-16,42.40999984741211
2023-02-17,42.209999084472656
2023-02-21,40.279998779296875
2023-02-22,40.5099983215332
2023-02-23,41.0
2023-02-24,41.31999969482422
2023-02-27,40.650001525878906
2023-02-28,39.810001373291016
2023-03-01,40.380001068115234
2023-03-02,40.81999969482422
2023-03-03,41.33000183105469
2023-03-06,41.209999084472656
2023-03-07,40.65999984741211
2023-03-08,40.5099983215332
2023-03-09,39.59000015258789
2023-03-10,38.88999938964844
2023-03-13,39.18000030517578
2023-03-14,39.63999938964844
2023-03-15,37.40999984741211
2023-03-16,37.5099983215332
2023-03-17,37.18000030517578
2023-03-20,37.81999969482422
2023-03-21,38.119998931884766
2023-03-22,37.900001525878906
2023-03-23,37.41999816894531
2023-03-24,37.880001068115234
2023-03-27,38.400001525878906
2023-03-28,38.689998626708984
2023-03-29,39.709999084472656
2023-03-30,38.900001525878906
2023-03-31,38.90999984741211
2023-04-03,39.70000076293945
2023-04-04,39.9900016784668
2023-04-05,40.540000915527344
2023-04-06,40.72999954223633
2023-04-10,40.79999923706055
2023-04-11,41.25
2023-04-12,41.9900016784668
2023-04-13,42.54999923706055
2023-04-14,42.290000915527344
2023-04-17,42.33000183105469
2023-04-18,41.709999084472656
2023-04-19,41.650001525878906
2023-04-20,41.59000015258789
2023-04-21,41.209999084472656
2023-04-24,40.54999923706055
2023-04-25,40.689998626708984
2023-04-26,40.27000045776367
2023-04-27,40.59000015258789
2023-04-28,41.540000915527344
2023-05-01,41.59000015258789
2023-05-02,40.5
2023-05-03,40.83000183105469
2023-05-04,40.869998931884766
2023-05-05,41.79999923706055
2023-05-08,41.93000030517578
2023-05-09,41.9900016784668
2023-05-10,41.66999816894531
2023-05-11,41.400001525878906
2023-05-12,41.279998779296875
