Date,ARES
2022-02-28,81.08999633789062
2022-03-01,79.18000030517578
2022-03-02,82.20999908447266
2022-03-03,77.41999816894531
2022-03-04,74.66000366210938
2022-03-07,67.93000030517578
2022-03-08,66.37000274658203
2022-03-09,70.94000244140625
2022-03-10,71.37000274658203
2022-03-11,71.25
2022-03-14,69.95999908447266
2022-03-15,71.26000213623047
2022-03-16,75.45999908447266
2022-03-17,77.05999755859375
2022-03-18,80.5999984741211
2022-03-21,78.43000030517578
2022-03-22,80.29000091552734
2022-03-23,78.66999816894531
2022-03-24,79.13999938964844
2022-03-25,79.08999633789062
2022-03-28,79.62999725341797
2022-03-29,82.70999908447266
2022-03-30,81.69000244140625
2022-03-31,81.2300033569336
2022-04-01,83.04000091552734
2022-04-04,84.37999725341797
2022-04-05,81.37999725341797
2022-04-06,79.44999694824219
2022-04-07,80.0
2022-04-08,80.37000274658203
2022-04-11,77.05000305175781
2022-04-12,76.0
2022-04-13,78.6500015258789
2022-04-14,77.30000305175781
2022-04-18,76.66999816894531
2022-04-19,80.20999908447266
2022-04-20,82.01000213623047
2022-04-21,77.61000061035156
2022-04-22,75.62000274658203
2022-04-25,76.54000091552734
2022-04-26,71.69000244140625
2022-04-27,70.27999877929688
2022-04-28,71.0
2022-04-29,66.22000122070312
2022-05-02,67.62000274658203
2022-05-03,69.30000305175781
2022-05-04,72.0
2022-05-05,69.20999908447266
2022-05-06,67.88999938964844
2022-05-09,63.290000915527344
2022-05-10,64.44999694824219
2022-05-11,63.029998779296875
2022-05-12,63.849998474121094
2022-05-13,68.52999877929688
2022-05-16,67.26000213623047
2022-05-17,69.79000091552734
2022-05-18,66.79000091552734
2022-05-19,66.68000030517578
2022-05-20,66.76000213623047
2022-05-23,68.19000244140625
2022-05-24,66.4000015258789
2022-05-25,67.77999877929688
2022-05-26,70.45999908447266
2022-05-27,72.70999908447266
2022-05-31,71.16999816894531
2022-06-01,69.83999633789062
2022-06-02,72.4000015258789
2022-06-03,73.31999969482422
2022-06-06,73.37000274658203
2022-06-07,73.18000030517578
2022-06-08,72.51000213623047
2022-06-09,70.47000122070312
2022-06-10,65.75
2022-06-13,58.88999938964844
2022-06-14,59.09000015258789
2022-06-15,58.65999984741211
2022-06-16,53.709999084472656
2022-06-17,54.52000045776367
2022-06-21,56.08000183105469
2022-06-22,56.36000061035156
2022-06-23,57.619998931884766
2022-06-24,59.93000030517578
2022-06-27,60.41999816894531
2022-06-28,58.900001525878906
2022-06-29,57.43000030517578
2022-06-30,56.86000061035156
2022-07-01,58.54999923706055
2022-07-05,60.029998779296875
2022-07-06,59.380001068115234
2022-07-07,61.20000076293945
2022-07-08,60.849998474121094
2022-07-11,59.75
2022-07-12,60.34000015258789
2022-07-13,59.209999084472656
2022-07-14,58.61000061035156
2022-07-15,60.689998626708984
2022-07-18,60.52000045776367
2022-07-19,62.66999816894531
2022-07-20,64.2300033569336
2022-07-21,65.55000305175781
2022-07-22,65.13999938964844
2022-07-25,65.2300033569336
2022-07-26,64.0999984741211
2022-07-27,66.0199966430664
2022-07-28,71.27999877929688
2022-07-29,71.6500015258789
2022-08-01,72.7699966430664
2022-08-02,72.63999938964844
2022-08-03,73.58000183105469
2022-08-04,73.94000244140625
2022-08-05,73.33000183105469
2022-08-08,73.33000183105469
2022-08-09,72.0999984741211
2022-08-10,74.63999938964844
2022-08-11,74.94000244140625
2022-08-12,75.12000274658203
2022-08-15,75.4800033569336
2022-08-16,75.58000183105469
2022-08-17,76.48999786376953
2022-08-18,77.54000091552734
2022-08-19,74.87999725341797
2022-08-22,73.83999633789062
2022-08-23,75.51000213623047
2022-08-24,75.73999786376953
2022-08-25,78.12999725341797
2022-08-26,75.06999969482422
2022-08-29,73.33000183105469
2022-08-30,73.52999877929688
2022-08-31,74.13999938964844
2022-09-01,73.12000274658203
2022-09-02,72.75
2022-09-06,73.08000183105469
2022-09-07,75.2300033569336
2022-09-08,77.58000183105469
2022-09-09,78.73999786376953
2022-09-12,78.81999969482422
2022-09-13,76.11000061035156
2022-09-14,76.80000305175781
2022-09-15,76.20999908447266
2022-09-16,74.66000366210938
2022-09-19,75.95999908447266
2022-09-20,73.72000122070312
2022-09-21,71.16999816894531
2022-09-22,67.18000030517578
2022-09-23,65.22000122070312
2022-09-26,63.7400016784668
2022-09-27,64.08000183105469
2022-09-28,65.2300033569336
2022-09-29,62.45000076293945
2022-09-30,61.95000076293945
2022-10-03,64.0199966430664
2022-10-04,68.66999816894531
2022-10-05,68.19999694824219
