Date,FLUT
2023-08-07,193.52000427246094
2023-08-08,190.9499969482422
2023-08-09,185.8800048828125
2023-08-10,186.39999389648438
2023-08-11,183.1199951171875
2023-08-14,181.5399932861328
2023-08-15,178.6750030517578
2023-08-16,176.80999755859375
2023-08-17,172.25
2023-08-18,167.8300018310547
2023-08-21,172.4499969482422
2023-08-22,173.4199981689453
2023-08-23,176.9550018310547
2023-08-24,173.8990020751953
2023-08-25,178.0
2023-08-28,180.8699951171875
2023-08-29,180.19000244140625
2023-08-30,180.75
2023-08-31,184.0
2023-09-01,181.7949981689453
2023-09-05,178.2949981689453
2023-09-06,173.25
2023-09-07,176.07000732421875
2023-09-08,179.5
2023-09-11,178.2050018310547
2023-09-12,179.2100067138672
2023-09-13,176.4250030517578
2023-09-14,182.22000122070312
2023-09-15,185.41000366210938
2023-09-18,181.47999572753906
2023-09-19,180.4550018310547
2023-09-20,182.0
2023-09-21,174.77499389648438
2023-09-22,174.86000061035156
2023-09-25,164.5
2023-09-26,167.75
2023-09-27,164.63999938964844
2023-09-28,168.8000030517578
2023-09-29,160.77999877929688
2023-10-02,161.0
2023-10-03,161.4250030517578
2023-10-04,157.25
2023-10-05,160.6999969482422
2023-10-06,161.0
2023-10-09,155.8000030517578
2023-10-10,166.94200134277344
2023-10-11,168.0
2023-10-12,165.63499450683594
2023-10-13,160.2969970703125
2023-10-16,165.06300354003906
2023-10-17,165.0
2023-10-18,156.0500030517578
2023-10-19,154.8000030517578
2023-10-20,150.56500244140625
2023-10-23,158.5
2023-10-24,156.93600463867188
2023-10-25,156.0
2023-10-26,151.75
2023-10-27,155.00999450683594
2023-10-30,155.90499877929688
2023-10-31,155.60000610351562
2023-11-01,157.10000610351562
2023-11-02,166.2100067138672
2023-11-03,170.7449951171875
2023-11-06,170.0449981689453
2023-11-07,166.0449981689453
2023-11-08,168.88999938964844
2023-11-09,151.89999389648438
2023-11-10,148.56700134277344
2023-11-13,148.30299377441406
2023-11-14,158.14500427246094
2023-11-15,157.88800048828125
2023-11-16,153.50999450683594
2023-11-17,155.00999450683594
2023-11-20,157.22000122070312
2023-11-21,157.875
2023-11-22,165.30999755859375
2023-11-24,153.49000549316406
2023-11-27,151.75
2023-11-28,154.99000549316406
2023-11-29,159.6999969482422
2023-11-30,157.89999389648438
2023-12-01,156.0
2023-12-04,156.48500061035156
2023-12-05,156.88800048828125
2023-12-06,163.6199951171875
2023-12-07,162.24000549316406
2023-12-08,164.60000610351562
2023-12-11,166.00999450683594
2023-12-12,164.75
2023-12-13,165.0500030517578
2023-12-14,168.5469970703125
2023-12-15,170.0
2023-12-18,169.25
2023-12-19,177.0050048828125
2023-12-20,179.38600158691406
2023-12-21,179.0
2023-12-22,177.78500366210938
2023-12-26,180.0
2023-12-27,179.25
2023-12-28,174.9600067138672
2023-12-29,179.0
2024-01-02,174.27999877929688
2024-01-03,169.25
2024-01-04,170.74000549316406
2024-01-05,167.0500030517578
2024-01-08,171.2899932861328
2024-01-09,168.16299438476562
2024-01-10,162.84500122070312
2024-01-11,158.427001953125
2024-01-12,158.63400268554688
2024-01-16,166.75
2024-01-17,164.75
2024-01-18,192.4250030517578
2024-01-19,199.5850067138672
2024-01-22,198.24000549316406
2024-01-23,198.0
2024-01-24,203.0
2024-01-25,201.00999450683594
2024-01-26,205.0
2024-01-29,205.5
2024-01-30,206.75
2024-01-31,207.63999938964844
2024-02-01,209.5
2024-02-02,216.5
2024-02-05,212.0
2024-02-06,209.27000427246094
2024-02-07,207.27000427246094
2024-02-08,209.6999969482422
2024-02-09,216.85000610351562
2024-02-12,213.4499969482422
2024-02-13,204.0500030517578
2024-02-14,208.10000610351562
2024-02-15,214.3000030517578
2024-02-16,213.38999938964844
2024-02-20,206.5
2024-02-21,205.42999267578125
2024-02-22,210.97999572753906
2024-02-23,211.97999572753906
2024-02-26,210.89999389648438
2024-02-27,216.5
2024-02-28,215.14999389648438
2024-02-29,217.86000061035156
2024-03-01,216.0
2024-03-04,214.63999938964844
2024-03-05,213.99000549316406
2024-03-06,220.1199951171875
2024-03-07,221.32000732421875
2024-03-08,218.0
2024-03-11,218.5
2024-03-12,221.3000030517578
2024-03-13,225.6300048828125
2024-03-14,222.88999938964844
2024-03-15,216.07000732421875
2024-03-18,214.4499969482422
2024-03-19,215.6999969482422
2024-03-20,217.25
2024-03-21,218.0399932861328
2024-03-22,218.8699951171875
2024-03-25,217.0
2024-03-26,214.83999633789062
2024-03-27,202.2899932861328
2024-03-28,197.49000549316406
2024-04-01,196.3699951171875
2024-04-02,191.97000122070312
2024-04-03,199.17999267578125
2024-04-04,200.99000549316406
2024-04-05,201.3000030517578
2024-04-08,192.64999389648438
2024-04-09,199.1699981689453
2024-04-10,195.47000122070312
2024-04-11,191.77000427246094
2024-04-12,186.41000366210938
2024-04-15,184.00999450683594
2024-04-16,184.3300018310547
2024-04-17,181.3000030517578
2024-04-18,183.5399932861328
2024-04-19,183.5500030517578
2024-04-22,184.86000061035156
2024-04-23,189.88999938964844
2024-04-24,186.38999938964844
2024-04-25,187.3300018310547
2024-04-26,185.47000122070312
2024-04-29,187.4199981689453
2024-04-30,186.25999450683594
2024-05-01,189.75999450683594
2024-05-02,191.5800018310547
2024-05-03,196.3800048828125
2024-05-06,202.89999389648438
2024-05-07,202.88999938964844
2024-05-08,199.75999450683594
2024-05-09,204.63999938964844
2024-05-10,207.00999450683594
2024-05-13,204.1699981689453
2024-05-14,201.8000030517578
2024-05-15,211.72000122070312
2024-05-16,207.57000732421875
2024-05-17,206.5
2024-05-20,209.8000030517578
2024-05-21,209.69000244140625
2024-05-22,206.42999267578125
2024-05-23,199.8699951171875
2024-05-24,204.11000061035156
2024-05-28,188.3300018310547
2024-05-29,185.8000030517578
2024-05-30,187.89999389648438
2024-05-31,192.08999633789062
2024-06-03,189.13999938964844
2024-06-04,191.6999969482422
2024-06-05,186.50999450683594
2024-06-06,190.52999877929688
2024-06-07,191.5500030517578
2024-06-10,186.8300018310547
2024-06-11,183.14999389648438
2024-06-12,181.8300018310547
2024-06-13,178.5800018310547
2024-06-14,177.9600067138672
2024-06-17,188.80999755859375
2024-06-18,184.77000427246094
2024-06-20,190.39999389648438
2024-06-21,189.02999877929688
2024-06-24,187.30999755859375
2024-06-25,186.0500030517578
2024-06-26,181.00999450683594
2024-06-27,182.80999755859375
2024-06-28,182.36000061035156
2024-07-01,186.30999755859375
2024-07-02,190.3800048828125
2024-07-03,193.9199981689453
2024-07-05,195.16000366210938
2024-07-08,197.4499969482422
2024-07-09,198.92999267578125
2024-07-10,198.47999572753906
2024-07-11,203.47000122070312
2024-07-12,207.22999572753906
2024-07-15,207.2100067138672
2024-07-16,207.9499969482422
2024-07-17,203.52000427246094
2024-07-18,199.77999877929688
2024-07-19,200.9499969482422
2024-07-22,203.2899932861328
2024-07-23,203.0399932861328
2024-07-24,195.00999450683594
2024-07-25,195.1199951171875
2024-07-26,198.6300048828125
2024-07-29,193.5
2024-07-30,192.6300048828125
2024-07-31,197.39999389648438
2024-08-01,193.1300048828125
2024-08-02,187.58999633789062
2024-08-05,181.8300018310547
2024-08-06,181.22999572753906
2024-08-07,180.83999633789062
2024-08-08,191.4199981689453
2024-08-09,192.0
2024-08-12,188.3000030517578
2024-08-13,191.38999938964844
2024-08-14,206.8800048828125
2024-08-15,207.74000549316406
2024-08-16,208.0
2024-08-19,208.4600067138672
2024-08-20,204.85000610351562
2024-08-21,210.1300048828125
2024-08-22,209.35000610351562
2024-08-23,211.17999267578125
2024-08-26,208.66000366210938
2024-08-27,210.02000427246094
2024-08-28,206.88999938964844
2024-08-29,210.24000549316406
2024-08-30,212.41000366210938
2024-09-03,210.92999267578125
2024-09-04,212.0800018310547
2024-09-05,214.82000732421875
2024-09-06,213.6699981689453
2024-09-09,219.3000030517578
2024-09-10,219.42999267578125
2024-09-11,220.2100067138672
2024-09-12,219.5
2024-09-13,221.47000122070312
2024-09-16,224.33999633789062
2024-09-17,230.5500030517578
2024-09-18,229.0500030517578
2024-09-19,229.44000244140625
2024-09-20,231.86000061035156
2024-09-23,229.6199951171875
2024-09-24,228.1699981689453
2024-09-25,239.86000061035156
2024-09-26,244.02999877929688
2024-09-27,238.3300018310547
2024-09-30,237.27999877929688
2024-10-01,235.91000366210938
2024-10-02,232.66000366210938
2024-10-03,234.91000366210938
2024-10-04,237.52999877929688
2024-10-07,235.49000549316406
2024-10-08,236.16000366210938
2024-10-09,236.1300048828125
2024-10-10,240.63999938964844
2024-10-11,219.5
2024-10-14,230.05999755859375
2024-10-15,225.9600067138672
2024-10-16,227.99000549316406
2024-10-17,234.64999389648438
2024-10-18,232.3300018310547
2024-10-21,230.3800048828125
2024-10-22,231.3000030517578
2024-10-23,229.0
2024-10-24,228.16000366210938
2024-10-25,224.9199981689453
2024-10-28,226.0
2024-10-29,227.6199951171875
2024-10-30,236.8000030517578
2024-10-31,232.77000427246094
2024-11-01,231.16000366210938
2024-11-04,227.1300048828125
2024-11-05,229.14999389648438
2024-11-06,238.10000610351562
2024-11-07,237.97999572753906
2024-11-08,248.0399932861328
2024-11-11,251.00999450683594
2024-11-12,248.1699981689453
2024-11-13,265.5199890136719
2024-11-14,267.0
2024-11-15,265.45001220703125
2024-11-18,267.0
2024-11-19,263.3900146484375
2024-11-20,263.3699951171875
2024-11-21,266.7200012207031
