Date,FLUT
2022-02-28,141.36500549316406
2022-03-01,124.56500244140625
2022-03-02,122.63999938964844
2022-03-03,115.47000122070312
2022-03-04,105.70500183105469
2022-03-07,104.33999633789062
2022-03-08,108.1050033569336
2022-03-09,114.43499755859375
2022-03-10,112.44999694824219
2022-03-11,117.91000366210938
2022-03-14,114.04000091552734
2022-03-15,115.56800079345703
2022-03-16,118.01000213623047
2022-03-17,119.37000274658203
2022-03-18,122.66000366210938
2022-03-21,119.31800079345703
2022-03-22,122.0
2022-03-23,118.5
2022-03-24,112.3499984741211
2022-03-25,114.5199966430664
2022-03-28,114.0
2022-03-29,120.37999725341797
2022-03-30,114.95500183105469
2022-03-31,116.0
2022-04-01,118.61000061035156
2022-04-04,118.3499984741211
2022-04-05,117.5
2022-04-06,109.01000213623047
2022-04-07,108.66000366210938
2022-04-08,105.56999969482422
2022-04-11,109.375
2022-04-12,107.5
2022-04-13,106.41999816894531
2022-04-14,108.76000213623047
2022-04-18,111.43000030517578
2022-04-19,110.25
2022-04-20,110.625
2022-04-21,107.66000366210938
2022-04-22,108.5
2022-04-25,105.73999786376953
2022-04-26,100.01000213623047
2022-04-27,99.82499694824219
2022-04-28,98.5999984741211
2022-04-29,99.75
2022-05-02,100.25
2022-05-03,101.25
2022-05-04,114.12999725341797
2022-05-05,105.12999725341797
2022-05-06,104.5
2022-05-09,97.1050033569336
2022-05-10,100.9800033569336
2022-05-11,100.25
2022-05-12,100.7300033569336
2022-05-13,109.98999786376953
2022-05-16,111.6500015258789
2022-05-17,115.20999908447266
2022-05-18,113.95999908447266
2022-05-19,113.98999786376953
2022-05-20,112.31999969482422
2022-05-23,117.25
2022-05-24,112.0
2022-05-25,115.75
2022-05-26,115.69999694824219
2022-05-27,121.625
2022-05-31,122.0250015258789
2022-06-01,115.125
2022-06-02,111.98999786376953
2022-06-03,117.0
2022-06-06,111.0999984741211
2022-06-07,114.125
2022-06-08,117.0
2022-06-09,110.19999694824219
2022-06-10,109.75
2022-06-13,104.08000183105469
2022-06-14,100.51000213623047
2022-06-15,105.27799987792969
2022-06-16,102.12999725341797
2022-06-17,100.29000091552734
2022-06-21,104.65499877929688
2022-06-22,102.22799682617188
2022-06-23,102.83499908447266
2022-06-24,111.25
2022-06-27,104.54000091552734
2022-06-28,107.1500015258789
2022-06-29,100.91799926757812
2022-06-30,102.1500015258789
2022-07-01,99.6449966430664
2022-07-05,98.29000091552734
2022-07-06,102.0999984741211
2022-07-07,95.83000183105469
2022-07-08,98.69999694824219
2022-07-11,92.11299896240234
2022-07-12,89.8499984741211
2022-07-13,90.375
2022-07-14,90.05000305175781
2022-07-15,90.75
2022-07-18,91.23999786376953
2022-07-19,94.44999694824219
2022-07-20,97.43499755859375
2022-07-21,98.77999877929688
2022-07-22,101.7699966430664
2022-07-25,95.55000305175781
2022-07-26,94.0
2022-07-27,99.79499816894531
2022-07-28,98.1500015258789
2022-07-29,100.0999984741211
2022-08-01,99.26000213623047
2022-08-02,99.83100128173828
2022-08-03,100.01000213623047
2022-08-04,104.25
2022-08-05,107.05000305175781
2022-08-08,107.94499969482422
2022-08-09,105.0
2022-08-10,108.48999786376953
2022-08-11,115.0
2022-08-12,131.07000732421875
2022-08-15,130.52999877929688
2022-08-16,128.0
2022-08-17,126.5
2022-08-18,128.9969940185547
2022-08-19,128.125
2022-08-22,125.44499969482422
2022-08-23,122.80000305175781
2022-08-24,129.10000610351562
2022-08-25,129.80499267578125
2022-08-26,128.88999938964844
2022-08-29,130.5
2022-08-30,129.00999450683594
2022-08-31,128.02999877929688
2022-09-01,114.8499984741211
2022-09-02,120.06999969482422
2022-09-06,115.16000366210938
2022-09-07,117.29499816894531
2022-09-08,118.0
2022-09-09,121.31999969482422
2022-09-12,125.0999984741211
2022-09-13,124.5
2022-09-14,121.94999694824219
2022-09-15,121.94999694824219
2022-09-16,119.52999877929688
2022-09-19,115.0
2022-09-20,118.44000244140625
2022-09-21,111.98500061035156
2022-09-22,110.16500091552734
2022-09-23,106.0
2022-09-26,108.44000244140625
2022-09-27,105.25
2022-09-28,105.13999938964844
2022-09-29,109.55000305175781
2022-09-30,106.322998046875
2022-10-03,106.76000213623047
2022-10-04,116.26000213623047
2022-10-05,118.31999969482422
2022-10-06,116.99099731445312
2022-10-07,116.58999633789062
2022-10-10,112.5250015258789
2022-10-11,109.1500015258789
2022-10-12,112.91000366210938
2022-10-13,118.37000274658203
2022-10-14,113.30000305175781
2022-10-17,120.125
2022-10-18,124.5
2022-10-19,120.95999908447266
2022-10-20,124.75
2022-10-21,117.24400329589844
2022-10-24,123.52999877929688
2022-10-25,131.27999877929688
2022-10-26,130.5
2022-10-27,129.25
2022-10-28,131.27000427246094
2022-10-31,133.51300048828125
2022-11-01,135.25999450683594
2022-11-02,137.25
2022-11-03,125.69000244140625
2022-11-04,131.9199981689453
2022-11-07,137.0
2022-11-08,138.97999572753906
2022-11-09,133.50999450683594
2022-11-10,139.17999267578125
2022-11-11,134.0
2022-11-14,132.02999877929688
2022-11-15,135.11000061035156
2022-11-16,136.5
2022-11-17,132.25
2022-11-18,135.33999633789062
2022-11-21,137.0
2022-11-22,135.0
2022-11-23,143.19000244140625
2022-11-25,142.5
2022-11-28,142.75
2022-11-29,143.125
2022-11-30,148.5
2022-12-01,147.38999938964844
2022-12-02,147.4600067138672
2022-12-05,148.7100067138672
2022-12-06,143.7899932861328
2022-12-07,143.7050018310547
2022-12-08,145.25
2022-12-09,145.2100067138672
2022-12-12,147.55999755859375
2022-12-13,148.5
2022-12-14,147.50999450683594
2022-12-15,145.1999969482422
2022-12-16,139.73899841308594
2022-12-19,139.19000244140625
2022-12-20,137.63499450683594
2022-12-21,136.0
2022-12-22,138.0
2022-12-23,139.47500610351562
2022-12-27,139.69000244140625
2022-12-28,134.0
2022-12-29,138.5850067138672
2022-12-30,134.75
2023-01-03,138.72999572753906
2023-01-04,142.47999572753906
2023-01-05,137.50999450683594
2023-01-06,145.75
2023-01-09,149.6230010986328
2023-01-10,150.49000549316406
2023-01-11,151.10000610351562
2023-01-12,150.42799377441406
2023-01-13,151.97500610351562
2023-01-17,150.31500244140625
2023-01-18,152.86000061035156
2023-01-19,151.45199584960938
2023-01-20,152.25
2023-01-23,153.02000427246094
2023-01-24,163.0
2023-01-25,155.0
2023-01-26,157.375
2023-01-27,151.22999572753906
2023-01-30,155.42999267578125
2023-01-31,154.625
2023-02-01,151.00999450683594
2023-02-02,160.25
2023-02-03,161.4199981689453
2023-02-06,152.0
2023-02-07,154.8699951171875
2023-02-08,154.625
2023-02-09,151.5
2023-02-10,145.0
2023-02-13,152.47999572753906
2023-02-14,158.15499877929688
2023-02-15,158.72999572753906
2023-02-16,163.75
2023-02-17,165.39599609375
2023-02-21,168.74000549316406
2023-02-22,165.35000610351562
2023-02-23,165.75
2023-02-24,159.07000732421875
2023-02-27,161.06300354003906
2023-02-28,157.75
2023-03-01,162.0
2023-03-02,156.50999450683594
2023-03-03,159.47500610351562
2023-03-06,163.22000122070312
2023-03-07,169.3800048828125
2023-03-08,162.85000610351562
2023-03-09,163.5800018310547
2023-03-10,167.0
2023-03-13,166.75
2023-03-14,170.0
2023-03-15,162.09300231933594
2023-03-16,166.1959991455078
2023-03-17,167.0
2023-03-20,164.50999450683594
2023-03-21,171.89999389648438
2023-03-22,170.3300018310547
2023-03-23,175.9199981689453
2023-03-24,170.47999572753906
2023-03-27,171.89999389648438
2023-03-28,170.4499969482422
2023-03-29,177.35000610351562
2023-03-30,181.5
2023-03-31,181.60000610351562
2023-04-03,180.0
2023-04-04,181.156005859375
2023-04-05,178.5
2023-04-06,183.25
2023-04-10,181.4250030517578
2023-04-11,186.75
2023-04-12,186.2550048828125
2023-04-13,190.0
2023-04-14,182.07000732421875
2023-04-17,187.0
2023-04-18,192.5399932861328
2023-04-19,195.25
2023-04-20,195.25
2023-04-21,198.0
2023-04-24,195.44000244140625
2023-04-25,196.0
2023-04-26,199.25
2023-04-27,195.0
2023-04-28,198.5
2023-05-01,199.0
2023-05-02,195.4600067138672
2023-05-03,196.0
2023-05-04,192.33999633789062
2023-05-05,196.25799560546875
2023-05-08,198.25
2023-05-09,200.5
2023-05-10,199.2899932861328
2023-05-11,198.5850067138672
2023-05-12,199.4499969482422
2023-05-15,201.9199981689453
2023-05-16,200.5
2023-05-17,202.15499877929688
2023-05-18,200.5
2023-05-19,203.75
2023-05-22,208.0
2023-05-23,203.7899932861328
2023-05-24,194.44500732421875
2023-05-25,195.05499267578125
2023-05-26,198.2949981689453
2023-05-30,195.25
2023-05-31,195.3000030517578
2023-06-01,198.22500610351562
2023-06-02,199.67999267578125
2023-06-05,196.0
2023-06-06,195.0
2023-06-07,192.0
2023-06-08,191.49000549316406
2023-06-09,191.0800018310547
2023-06-12,191.6999969482422
2023-06-13,197.68600463867188
2023-06-14,195.82000732421875
2023-06-15,198.50599670410156
2023-06-16,203.2010040283203
2023-06-20,205.37399291992188
2023-06-21,204.81500244140625
2023-06-22,199.77499389648438
2023-06-23,193.14999389648438
2023-06-26,192.22999572753906
2023-06-27,197.63099670410156
2023-06-28,199.99000549316406
2023-06-29,194.98800659179688
2023-06-30,194.66000366210938
2023-07-03,194.0
2023-07-05,194.27000427246094
2023-07-06,185.5
2023-07-07,189.8679962158203
2023-07-10,192.55299377441406
2023-07-11,199.75
2023-07-12,204.0
2023-07-13,208.67999267578125
2023-07-14,205.3800048828125
2023-07-17,203.0
2023-07-18,203.34800720214844
2023-07-19,203.875
2023-07-20,196.6999969482422
2023-07-21,197.375
2023-07-24,197.27999877929688
2023-07-25,192.3000030517578
2023-07-26,192.0
2023-07-27,192.3300018310547
2023-07-28,197.031005859375
2023-07-31,199.35000610351562
2023-08-01,195.0
2023-08-02,187.89999389648438
2023-08-03,186.8000030517578
2023-08-04,192.0
