Date,SHW
2022-10-04,219.50999450683594
2022-10-05,217.3699951171875
2022-10-06,216.77000427246094
2022-10-07,205.60000610351562
2022-10-10,205.8000030517578
2022-10-11,204.50999450683594
2022-10-12,201.50999450683594
2022-10-13,205.67999267578125
2022-10-14,201.6999969482422
2022-10-17,209.1199951171875
2022-10-18,212.6300048828125
2022-10-19,207.24000549316406
2022-10-20,201.22000122070312
2022-10-21,207.82000732421875
2022-10-24,212.52999877929688
2022-10-25,220.1999969482422
2022-10-26,220.8800048828125
2022-10-27,221.85000610351562
2022-10-28,226.22999572753906
2022-10-31,225.02999877929688
2022-11-01,224.77999877929688
2022-11-02,215.72999572753906
2022-11-03,217.19000244140625
2022-11-04,216.22999572753906
2022-11-07,221.3699951171875
2022-11-08,225.4199981689453
2022-11-09,222.0
2022-11-10,239.0
2022-11-11,237.24000549316406
2022-11-14,234.0800018310547
2022-11-15,240.58999633789062
2022-11-16,240.80999755859375
2022-11-17,237.11000061035156
2022-11-18,240.0399932861328
2022-11-21,239.25999450683594
2022-11-22,243.4499969482422
2022-11-23,250.0
2022-11-25,249.52000427246094
2022-11-28,245.55999755859375
2022-11-29,241.57000732421875
2022-11-30,249.17999267578125
2022-12-01,251.61000061035156
2022-12-02,257.75
2022-12-05,253.58999633789062
2022-12-06,253.4600067138672
2022-12-07,251.1199951171875
2022-12-08,254.4499969482422
2022-12-09,252.8800048828125
2022-12-12,253.8800048828125
2022-12-13,258.8599853515625
2022-12-14,248.67999267578125
2022-12-15,244.19000244140625
2022-12-16,240.47000122070312
2022-12-19,238.11000061035156
2022-12-20,238.5800018310547
2022-12-21,242.2100067138672
2022-12-22,241.3000030517578
2022-12-23,242.6699981689453
2022-12-27,239.4199981689453
2022-12-28,237.47999572753906
2022-12-29,241.32000732421875
2022-12-30,237.3300018310547
2023-01-03,239.3699951171875
2023-01-04,244.17999267578125
2023-01-05,227.75
2023-01-06,235.8000030517578
2023-01-09,236.00999450683594
2023-01-10,234.10000610351562
2023-01-11,243.75999450683594
2023-01-12,243.74000549316406
2023-01-13,245.8800048828125
2023-01-17,247.8000030517578
2023-01-18,244.27000427246094
2023-01-19,234.33999633789062
2023-01-20,245.30999755859375
2023-01-23,246.0399932861328
2023-01-24,249.36000061035156
2023-01-25,247.08999633789062
2023-01-26,225.05999755859375
2023-01-27,228.5399932861328
2023-01-30,230.8800048828125
2023-01-31,236.58999633789062
2023-02-01,243.22000122070312
2023-02-02,245.35000610351562
2023-02-03,241.72999572753906
2023-02-06,243.02999877929688
2023-02-07,238.44000244140625
2023-02-08,235.50999450683594
2023-02-09,231.50999450683594
2023-02-10,230.49000549316406
2023-02-13,233.0800018310547
2023-02-14,231.9499969482422
2023-02-15,232.64999389648438
2023-02-16,227.1300048828125
2023-02-17,227.97999572753906
2023-02-21,223.22000122070312
2023-02-22,222.6300048828125
2023-02-23,223.0500030517578
2023-02-24,221.0800018310547
2023-02-27,221.94000244140625
2023-02-28,221.35000610351562
2023-03-01,219.00999450683594
2023-03-02,224.02000427246094
2023-03-03,228.33999633789062
2023-03-06,224.47000122070312
2023-03-07,220.5
2023-03-08,220.02999877929688
2023-03-09,217.19000244140625
2023-03-10,214.10000610351562
2023-03-13,213.60000610351562
2023-03-14,216.99000549316406
2023-03-15,216.5500030517578
2023-03-16,220.35000610351562
2023-03-17,217.32000732421875
2023-03-20,219.5500030517578
2023-03-21,220.8000030517578
2023-03-22,211.33999633789062
2023-03-23,209.05999755859375
2023-03-24,211.27999877929688
2023-03-27,213.92999267578125
2023-03-28,211.72000122070312
2023-03-29,215.32000732421875
2023-03-30,217.02000427246094
2023-03-31,224.77000427246094
2023-04-03,226.63999938964844
2023-04-04,223.24000549316406
2023-04-05,222.8300018310547
2023-04-06,223.97999572753906
2023-04-10,224.3800048828125
2023-04-11,226.27999877929688
2023-04-12,225.77999877929688
2023-04-13,227.4499969482422
2023-04-14,225.64999389648438
2023-04-17,230.6999969482422
2023-04-18,230.07000732421875
2023-04-19,233.58999633789062
2023-04-20,233.77000427246094
2023-04-21,233.63999938964844
2023-04-24,236.55999755859375
2023-04-25,234.7899932861328
2023-04-26,228.89999389648438
2023-04-27,232.69000244140625
2023-04-28,237.5399932861328
2023-05-01,231.94000244140625
2023-05-02,231.8800048828125
2023-05-03,231.52000427246094
2023-05-04,227.33999633789062
2023-05-05,230.83999633789062
2023-05-08,230.92999267578125
2023-05-09,229.35000610351562
2023-05-10,230.0
2023-05-11,230.17999267578125
2023-05-12,227.42999267578125
2023-05-15,226.60000610351562
2023-05-16,222.22000122070312
2023-05-17,227.6300048828125
2023-05-18,232.8699951171875
2023-05-19,232.77000427246094
2023-05-22,230.63999938964844
2023-05-23,227.0500030517578
2023-05-24,228.77999877929688
2023-05-25,226.50999450683594
2023-05-26,229.13999938964844
2023-05-30,228.44000244140625
2023-05-31,227.77999877929688
2023-06-01,234.88999938964844
2023-06-02,240.8300018310547
2023-06-05,239.72999572753906
2023-06-06,240.3000030517578
2023-06-07,240.75999450683594
2023-06-08,243.25
2023-06-09,240.75999450683594
2023-06-12,244.91000366210938
2023-06-13,247.19000244140625
2023-06-14,245.85000610351562
2023-06-15,249.47000122070312
2023-06-16,247.88999938964844
2023-06-20,248.3699951171875
2023-06-21,247.27999877929688
2023-06-22,246.27999877929688
2023-06-23,247.0399932861328
2023-06-26,251.7100067138672
2023-06-27,256.69000244140625
2023-06-28,256.0199890136719
2023-06-29,261.2900085449219
2023-06-30,265.5199890136719
2023-07-03,264.1300048828125
2023-07-05,258.7799987792969
2023-07-06,257.3699951171875
2023-07-07,255.4199981689453
2023-07-10,256.92999267578125
2023-07-11,261.3800048828125
2023-07-12,263.2099914550781
2023-07-13,266.29998779296875
2023-07-14,267.0400085449219
2023-07-17,267.8299865722656
2023-07-18,267.69000244140625
2023-07-19,268.010009765625
2023-07-20,266.3299865722656
2023-07-21,268.7300109863281
2023-07-24,268.0199890136719
2023-07-25,275.9599914550781
2023-07-26,280.8999938964844
2023-07-27,277.05999755859375
2023-07-28,280.1199951171875
2023-07-31,276.5
2023-08-01,280.20001220703125
2023-08-02,277.67999267578125
2023-08-03,273.2300109863281
2023-08-04,273.55999755859375
2023-08-07,274.32000732421875
2023-08-08,272.80999755859375
2023-08-09,271.510009765625
2023-08-10,272.8599853515625
2023-08-11,273.7200012207031
2023-08-14,276.6300048828125
2023-08-15,275.260009765625
2023-08-16,273.07000732421875
2023-08-17,268.0299987792969
2023-08-18,270.1499938964844
2023-08-21,270.3800048828125
2023-08-22,270.4100036621094
2023-08-23,272.04998779296875
2023-08-24,269.2300109863281
2023-08-25,264.6300048828125
2023-08-28,266.3599853515625
2023-08-29,270.4599914550781
2023-08-30,270.1199951171875
2023-08-31,271.7200012207031
2023-09-01,274.82000732421875
2023-09-05,269.5899963378906
2023-09-06,269.07000732421875
2023-09-07,271.1600036621094
2023-09-08,271.45001220703125
2023-09-11,273.6499938964844
2023-09-12,268.7300109863281
2023-09-13,268.4599914550781
2023-09-14,268.07000732421875
2023-09-15,261.6300048828125
2023-09-18,259.95001220703125
2023-09-19,261.4200134277344
2023-09-20,259.80999755859375
2023-09-21,254.3800048828125
2023-09-22,254.6699981689453
2023-09-25,256.2099914550781
2023-09-26,253.8699951171875
2023-09-27,250.6199951171875
2023-09-28,256.2099914550781
2023-09-29,255.0500030517578
2023-10-02,252.64999389648438
2023-10-03,248.77000427246094
2023-10-04,256.4599914550781
2023-10-05,253.72000122070312
2023-10-06,254.85000610351562
2023-10-09,251.82000732421875
2023-10-10,253.1999969482422
2023-10-11,255.5399932861328
2023-10-12,249.07000732421875
2023-10-13,246.94000244140625
2023-10-16,252.3699951171875
2023-10-17,252.83999633789062
2023-10-18,242.2899932861328
2023-10-19,238.88999938964844
2023-10-20,237.6999969482422
2023-10-23,238.63999938964844
2023-10-24,234.97999572753906
2023-10-25,238.61000061035156
2023-10-26,237.7100067138672
2023-10-27,236.02999877929688
2023-10-30,235.4199981689453
2023-10-31,238.2100067138672
2023-11-01,238.91000366210938
2023-11-02,245.32000732421875
2023-11-03,250.91000366210938
2023-11-06,250.5
2023-11-07,251.99000549316406
2023-11-08,256.0899963378906
2023-11-09,252.39999389648438
2023-11-10,255.75
2023-11-13,253.88999938964844
2023-11-14,266.3399963378906
2023-11-15,264.7900085449219
2023-11-16,269.29998779296875
2023-11-17,270.2799987792969
2023-11-20,273.0400085449219
2023-11-21,273.5400085449219
2023-11-22,274.6499938964844
2023-11-24,275.8299865722656
2023-11-27,275.3800048828125
2023-11-28,273.45001220703125
2023-11-29,273.7200012207031
2023-11-30,278.79998779296875
2023-12-01,282.3299865722656
2023-12-04,281.4599914550781
2023-12-05,283.0
2023-12-06,286.7099914550781
2023-12-07,291.5799865722656
2023-12-08,289.82000732421875
2023-12-11,291.6300048828125
2023-12-12,294.82000732421875
2023-12-13,303.3900146484375
2023-12-14,306.7699890136719
2023-12-15,309.7699890136719
2023-12-18,308.3699951171875
2023-12-19,307.2099914550781
2023-12-20,304.2099914550781
2023-12-21,306.92999267578125
2023-12-22,311.2699890136719
2023-12-26,312.6700134277344
2023-12-27,313.2699890136719
2023-12-28,312.8399963378906
2023-12-29,311.8999938964844
2024-01-02,304.9100036621094
2024-01-03,296.7699890136719
2024-01-04,295.7699890136719
2024-01-05,296.67999267578125
2024-01-08,299.4700012207031
2024-01-09,297.510009765625
2024-01-10,298.3999938964844
2024-01-11,297.4200134277344
2024-01-12,302.510009765625
2024-01-16,300.0799865722656
2024-01-17,300.8800048828125
2024-01-18,306.3699951171875
2024-01-19,304.0199890136719
2024-01-22,307.4800109863281
2024-01-23,305.4599914550781
2024-01-24,301.05999755859375
2024-01-25,303.9100036621094
2024-01-26,301.8500061035156
2024-01-29,308.0899963378906
2024-01-30,307.6300048828125
2024-01-31,304.3800048828125
2024-02-01,309.0799865722656
2024-02-02,309.989990234375
2024-02-05,304.489990234375
2024-02-06,307.8800048828125
2024-02-07,309.8599853515625
2024-02-08,312.1499938964844
2024-02-09,311.739990234375
2024-02-12,310.4200134277344
2024-02-13,307.2099914550781
2024-02-14,311.0299987792969
2024-02-15,312.510009765625
2024-02-16,309.0799865722656
2024-02-20,311.260009765625
2024-02-21,314.2900085449219
2024-02-22,320.6199951171875
2024-02-23,322.0299987792969
2024-02-26,322.510009765625
2024-02-27,327.7200012207031
2024-02-28,329.67999267578125
2024-02-29,332.0299987792969
2024-03-01,335.2300109863281
2024-03-04,337.1000061035156
2024-03-05,333.2799987792969
2024-03-06,336.489990234375
2024-03-07,344.6600036621094
2024-03-08,340.69000244140625
2024-03-11,340.3900146484375
2024-03-12,342.70001220703125
2024-03-13,336.80999755859375
2024-03-14,334.9200134277344
2024-03-15,334.6600036621094
2024-03-18,335.2699890136719
2024-03-19,336.5799865722656
2024-03-20,341.04998779296875
2024-03-21,347.2300109863281
2024-03-22,342.8699951171875
2024-03-25,342.0
2024-03-26,342.0
2024-03-27,346.8900146484375
2024-03-28,347.3299865722656
2024-04-01,338.1600036621094
2024-04-02,333.9599914550781
2024-04-03,334.2900085449219
2024-04-04,329.8599853515625
2024-04-05,331.8500061035156
2024-04-08,332.29998779296875
2024-04-09,334.54998779296875
2024-04-10,321.1600036621094
2024-04-11,319.9200134277344
2024-04-12,318.25
2024-04-15,313.9700012207031
2024-04-16,308.3800048828125
2024-04-17,310.1600036621094
2024-04-18,309.3800048828125
2024-04-19,305.9599914550781
2024-04-22,309.260009765625
2024-04-23,302.3599853515625
2024-04-24,303.7300109863281
2024-04-25,304.80999755859375
2024-04-26,306.45001220703125
2024-04-29,306.0899963378906
2024-04-30,299.6099853515625
2024-05-01,303.3399963378906
2024-05-02,304.4599914550781
2024-05-03,311.29998779296875
2024-05-06,314.989990234375
2024-05-07,318.75
2024-05-08,319.0
2024-05-09,320.45001220703125
2024-05-10,320.8599853515625
2024-05-13,315.8699951171875
2024-05-14,314.04998779296875
2024-05-15,316.3699951171875
2024-05-16,314.0199890136719
2024-05-17,312.3999938964844
2024-05-20,309.4200134277344
2024-05-21,309.9599914550781
2024-05-22,307.2200012207031
2024-05-23,303.0899963378906
2024-05-24,304.8399963378906
2024-05-28,301.7300109863281
2024-05-29,297.42999267578125
2024-05-30,302.04998779296875
2024-05-31,303.79998779296875
2024-06-03,302.0299987792969
2024-06-04,305.8399963378906
2024-06-05,308.2300109863281
2024-06-06,304.05999755859375
2024-06-07,291.95001220703125
2024-06-10,293.1099853515625
2024-06-11,296.0
2024-06-12,299.2900085449219
2024-06-13,300.45001220703125
2024-06-14,296.989990234375
2024-06-17,302.8500061035156
2024-06-18,300.19000244140625
2024-06-20,301.3500061035156
2024-06-21,301.260009765625
2024-06-24,300.54998779296875
2024-06-25,294.67999267578125
2024-06-26,296.8599853515625
2024-06-27,297.0
2024-06-28,298.42999267578125
2024-07-01,295.7900085449219
2024-07-02,294.6499938964844
2024-07-03,297.2200012207031
2024-07-05,295.70001220703125
2024-07-08,300.25
2024-07-09,298.9100036621094
2024-07-10,305.3699951171875
2024-07-11,313.9700012207031
2024-07-12,318.3699951171875
2024-07-15,318.4700012207031
2024-07-16,326.3999938964844
2024-07-17,325.79998779296875
2024-07-18,325.4599914550781
2024-07-19,321.8500061035156
2024-07-22,322.3500061035156
2024-07-23,344.5
2024-07-24,332.0199890136719
2024-07-25,342.739990234375
2024-07-26,349.2200012207031
2024-07-29,352.54998779296875
2024-07-30,351.8399963378906
2024-07-31,350.79998779296875
2024-08-01,350.3800048828125
2024-08-02,347.25
2024-08-05,339.0899963378906
2024-08-06,344.1199951171875
2024-08-07,339.7099914550781
2024-08-08,342.7099914550781
2024-08-09,345.6400146484375
2024-08-12,343.239990234375
2024-08-13,349.0799865722656
2024-08-14,352.1499938964844
2024-08-15,356.4700012207031
2024-08-16,354.3999938964844
2024-08-19,356.0
2024-08-20,355.3399963378906
2024-08-21,357.9700012207031
2024-08-22,357.9100036621094
2024-08-23,358.7300109863281
2024-08-26,360.69000244140625
2024-08-27,359.9800109863281
2024-08-28,361.70001220703125
2024-08-29,360.6099853515625
2024-08-30,369.3699951171875
2024-09-03,363.75
2024-09-04,362.70001220703125
2024-09-05,360.0799865722656
2024-09-06,360.8299865722656
2024-09-09,363.8999938964844
2024-09-10,371.8500061035156
2024-09-11,371.6000061035156
2024-09-12,373.9700012207031
2024-09-13,375.3999938964844
2024-09-16,379.05999755859375
2024-09-17,378.0
2024-09-18,375.30999755859375
2024-09-19,379.75
2024-09-20,378.5199890136719
2024-09-23,381.8699951171875
2024-09-24,381.55999755859375
2024-09-25,381.17999267578125
2024-09-26,383.92999267578125
2024-09-27,382.7300109863281
2024-09-30,381.6700134277344
2024-10-01,380.5799865722656
2024-10-02,378.1600036621094
2024-10-03,373.1000061035156
2024-10-04,371.29998779296875
2024-10-07,367.7799987792969
2024-10-08,373.3999938964844
2024-10-09,378.9599914550781
2024-10-10,376.45001220703125
2024-10-11,378.989990234375
2024-10-14,384.1600036621094
2024-10-15,388.54998779296875
2024-10-16,389.3900146484375
2024-10-17,389.0799865722656
2024-10-18,388.3599853515625
2024-10-21,381.75
2024-10-22,361.3800048828125
2024-10-23,362.7200012207031
2024-10-24,361.5899963378906
2024-10-25,359.0400085449219
2024-10-28,363.2699890136719
2024-10-29,361.6199951171875
2024-10-30,361.8900146484375
2024-10-31,358.7699890136719
2024-11-01,357.9700012207031
2024-11-04,374.3999938964844
2024-11-05,378.2099914550781
2024-11-06,380.7300109863281
2024-11-07,384.0
2024-11-08,386.6700134277344
2024-11-11,389.25
2024-11-12,383.6700134277344
2024-11-13,387.2900085449219
2024-11-14,388.4599914550781
2024-11-15,378.989990234375
2024-11-18,375.3500061035156
2024-11-19,373.5
2024-11-20,371.6600036621094
2024-11-21,383.32000732421875
