Date,TD
2023-03-22,56.790000915527344
2023-03-23,56.36000061035156
2023-03-24,56.54999923706055
2023-03-27,57.93000030517578
2023-03-28,58.7400016784668
2023-03-29,59.220001220703125
2023-03-30,59.43000030517578
2023-03-31,59.900001525878906
2023-04-03,61.61000061035156
2023-04-04,60.540000915527344
2023-04-05,58.97999954223633
2023-04-06,59.06999969482422
2023-04-10,59.279998779296875
2023-04-11,60.439998626708984
2023-04-12,59.88999938964844
2023-04-13,60.619998931884766
2023-04-14,60.83000183105469
2023-04-17,61.22999954223633
2023-04-18,62.18000030517578
2023-04-19,62.130001068115234
2023-04-20,61.959999084472656
2023-04-21,61.709999084472656
2023-04-24,61.119998931884766
2023-04-25,59.5099983215332
2023-04-26,59.5099983215332
2023-04-27,60.400001525878906
2023-04-28,60.630001068115234
2023-05-01,60.52000045776367
2023-05-02,59.52000045776367
2023-05-03,59.7599983215332
2023-05-04,60.33000183105469
2023-05-05,62.25
2023-05-08,61.529998779296875
2023-05-09,60.790000915527344
2023-05-10,61.400001525878906
2023-05-11,60.88999938964844
2023-05-12,60.75
2023-05-15,61.58000183105469
2023-05-16,60.45000076293945
2023-05-17,61.18000030517578
2023-05-18,60.93000030517578
2023-05-19,60.91999816894531
2023-05-22,61.119998931884766
2023-05-23,61.209999084472656
2023-05-24,59.68000030517578
2023-05-25,57.060001373291016
2023-05-26,57.5
2023-05-30,57.0
2023-05-31,56.599998474121094
2023-06-01,57.459999084472656
2023-06-02,58.77000045776367
2023-06-05,57.70000076293945
2023-06-06,58.150001525878906
2023-06-07,58.2400016784668
2023-06-08,59.16999816894531
2023-06-09,59.27000045776367
2023-06-12,58.9900016784668
2023-06-13,59.959999084472656
2023-06-14,59.959999084472656
2023-06-15,60.97999954223633
2023-06-16,61.15999984741211
2023-06-20,60.61000061035156
2023-06-21,60.599998474121094
2023-06-22,59.790000915527344
2023-06-23,59.130001068115234
2023-06-26,60.290000915527344
2023-06-27,60.7599983215332
2023-06-28,60.75
2023-06-29,61.5099983215332
2023-06-30,62.0099983215332
2023-07-03,62.790000915527344
2023-07-05,62.619998931884766
2023-07-06,60.93000030517578
2023-07-07,60.88999938964844
2023-07-10,61.040000915527344
2023-07-11,61.54999923706055
2023-07-12,62.2400016784668
2023-07-13,63.4900016784668
2023-07-14,63.43000030517578
2023-07-17,63.88999938964844
2023-07-18,64.55000305175781
2023-07-19,65.3499984741211
2023-07-20,65.12000274658203
2023-07-21,65.26000213623047
2023-07-24,65.55000305175781
2023-07-25,64.69999694824219
2023-07-26,65.12000274658203
2023-07-27,64.87000274658203
2023-07-28,65.02999877929688
2023-07-31,65.94000244140625
2023-08-01,65.27999877929688
2023-08-02,64.37999725341797
2023-08-03,64.36000061035156
2023-08-04,64.55000305175781
2023-08-07,64.79000091552734
2023-08-08,63.68000030517578
2023-08-09,63.5099983215332
2023-08-10,63.849998474121094
2023-08-11,64.12999725341797
2023-08-14,63.790000915527344
2023-08-15,62.43000030517578
2023-08-16,62.209999084472656
2023-08-17,61.9900016784668
2023-08-18,61.91999816894531
2023-08-21,61.68000030517578
2023-08-22,60.86000061035156
2023-08-23,61.529998779296875
2023-08-24,59.40999984741211
2023-08-25,59.08000183105469
2023-08-28,60.29999923706055
2023-08-29,61.38999938964844
2023-08-30,61.63999938964844
2023-08-31,61.0099983215332
2023-09-01,61.22999954223633
2023-09-05,60.63999938964844
2023-09-06,59.95000076293945
2023-09-07,59.029998779296875
2023-09-08,59.119998931884766
2023-09-11,60.29999923706055
2023-09-12,60.58000183105469
2023-09-13,61.06999969482422
2023-09-14,62.119998931884766
2023-09-15,62.11000061035156
2023-09-18,62.150001525878906
2023-09-19,61.689998626708984
2023-09-20,61.619998931884766
2023-09-21,60.68000030517578
2023-09-22,60.63999938964844
2023-09-25,61.22999954223633
2023-09-26,60.189998626708984
2023-09-27,60.16999816894531
2023-09-28,60.7400016784668
2023-09-29,60.2599983215332
2023-10-02,58.81999969482422
2023-10-03,58.099998474121094
2023-10-04,57.810001373291016
2023-10-05,57.939998626708984
2023-10-06,58.400001525878906
2023-10-09,58.380001068115234
2023-10-10,59.310001373291016
2023-10-11,59.880001068115234
2023-10-12,59.09000015258789
2023-10-13,58.81999969482422
2023-10-16,59.689998626708984
2023-10-17,59.939998626708984
2023-10-18,58.619998931884766
2023-10-19,58.2400016784668
2023-10-20,57.400001525878906
2023-10-23,57.369998931884766
2023-10-24,55.939998626708984
2023-10-25,55.77000045776367
2023-10-26,55.970001220703125
2023-10-27,54.900001525878906
2023-10-30,55.83000183105469
2023-10-31,55.84000015258789
2023-11-01,55.90999984741211
2023-11-02,58.08000183105469
2023-11-03,59.22999954223633
2023-11-06,59.38999938964844
2023-11-07,58.790000915527344
2023-11-08,58.689998626708984
2023-11-09,58.970001220703125
2023-11-10,59.400001525878906
2023-11-13,59.849998474121094
2023-11-14,61.04999923706055
2023-11-15,61.290000915527344
2023-11-16,60.900001525878906
2023-11-17,61.81999969482422
2023-11-20,62.0099983215332
2023-11-21,61.4900016784668
2023-11-22,60.91999816894531
2023-11-24,61.4900016784668
2023-11-27,61.0
2023-11-28,60.88999938964844
2023-11-29,61.29999923706055
2023-11-30,60.9900016784668
2023-12-01,60.70000076293945
2023-12-04,60.72999954223633
2023-12-05,60.33000183105469
2023-12-06,60.4900016784668
2023-12-07,59.349998474121094
2023-12-08,59.619998931884766
2023-12-11,60.25
2023-12-12,59.630001068115234
2023-12-13,61.189998626708984
2023-12-14,62.91999816894531
2023-12-15,62.400001525878906
2023-12-18,61.970001220703125
2023-12-19,63.45000076293945
2023-12-20,62.36000061035156
2023-12-21,63.79999923706055
2023-12-22,64.18000030517578
2023-12-26,64.76000213623047
2023-12-27,64.80000305175781
2023-12-28,64.44000244140625
2023-12-29,64.62000274658203
2024-01-02,64.2699966430664
2024-01-03,63.599998474121094
2024-01-04,64.0999984741211
2024-01-05,64.41999816894531
2024-01-08,65.05000305175781
2024-01-09,61.97999954223633
2024-01-10,61.22999954223633
2024-01-11,60.29999923706055
2024-01-12,60.04999923706055
2024-01-16,59.61000061035156
2024-01-17,59.11000061035156
2024-01-18,59.43000030517578
2024-01-19,60.41999816894531
2024-01-22,60.619998931884766
2024-01-23,60.54999923706055
2024-01-24,60.79999923706055
2024-01-25,61.25
2024-01-26,61.150001525878906
2024-01-29,61.75
2024-01-30,61.75
2024-01-31,60.72999954223633
2024-02-01,60.540000915527344
2024-02-02,60.2599983215332
2024-02-05,59.20000076293945
2024-02-06,59.81999969482422
2024-02-07,59.25
2024-02-08,59.08000183105469
2024-02-09,59.36000061035156
2024-02-12,59.400001525878906
2024-02-13,57.90999984741211
2024-02-14,58.65999984741211
2024-02-15,59.7599983215332
2024-02-16,59.939998626708984
2024-02-20,59.650001525878906
2024-02-21,59.470001220703125
2024-02-22,60.02000045776367
2024-02-23,60.439998626708984
2024-02-26,59.779998779296875
2024-02-27,59.650001525878906
2024-02-28,59.40999984741211
2024-02-29,60.0
2024-03-01,59.9900016784668
2024-03-04,59.08000183105469
2024-03-05,59.2400016784668
2024-03-06,60.400001525878906
2024-03-07,60.79999923706055
2024-03-08,60.33000183105469
2024-03-11,60.4900016784668
2024-03-12,60.41999816894531
2024-03-13,60.810001373291016
2024-03-14,60.04999923706055
2024-03-15,60.060001373291016
2024-03-18,59.2599983215332
2024-03-19,59.540000915527344
2024-03-20,60.130001068115234
2024-03-21,60.189998626708984
2024-03-22,59.709999084472656
2024-03-25,59.599998474121094
2024-03-26,59.630001068115234
2024-03-27,60.63999938964844
2024-03-28,60.380001068115234
2024-04-01,60.2400016784668
2024-04-02,59.380001068115234
2024-04-03,59.61000061035156
2024-04-04,59.81999969482422
2024-04-05,59.31999969482422
2024-04-08,58.77000045776367
2024-04-09,59.06999969482422
2024-04-10,57.58000183105469
2024-04-11,57.779998779296875
2024-04-12,56.83000183105469
2024-04-15,56.56999969482422
2024-04-16,56.130001068115234
2024-04-17,56.81999969482422
2024-04-18,57.25
2024-04-19,58.09000015258789
2024-04-22,58.560001373291016
2024-04-23,58.91999816894531
2024-04-24,58.66999816894531
2024-04-25,59.11000061035156
2024-04-26,59.380001068115234
2024-04-29,59.33000183105469
2024-04-30,59.31999969482422
2024-05-01,58.689998626708984
2024-05-02,58.08000183105469
2024-05-03,54.65999984741211
2024-05-06,54.970001220703125
2024-05-07,55.31999969482422
2024-05-08,56.0099983215332
2024-05-09,56.130001068115234
2024-05-10,56.619998931884766
2024-05-13,56.7599983215332
2024-05-14,56.720001220703125
2024-05-15,56.88999938964844
2024-05-16,56.880001068115234
2024-05-17,57.2400016784668
2024-05-20,56.810001373291016
2024-05-21,56.86000061035156
2024-05-22,56.099998474121094
2024-05-23,55.0099983215332
2024-05-24,56.560001373291016
2024-05-28,55.529998779296875
2024-05-29,54.65999984741211
2024-05-30,54.959999084472656
2024-05-31,55.91999816894531
2024-06-03,55.31999969482422
2024-06-04,55.630001068115234
2024-06-05,55.970001220703125
2024-06-06,56.04999923706055
2024-06-07,55.59000015258789
2024-06-10,55.209999084472656
2024-06-11,54.790000915527344
2024-06-12,55.16999816894531
2024-06-13,54.29999923706055
2024-06-14,54.2400016784668
2024-06-17,53.849998474121094
2024-06-18,54.220001220703125
2024-06-20,54.02000045776367
2024-06-21,54.02000045776367
2024-06-24,55.220001220703125
2024-06-25,54.70000076293945
2024-06-26,54.70000076293945
2024-06-27,54.869998931884766
2024-06-28,54.959999084472656
2024-07-01,54.540000915527344
2024-07-02,55.279998779296875
2024-07-03,55.70000076293945
2024-07-05,55.22999954223633
2024-07-08,55.63999938964844
2024-07-09,55.900001525878906
2024-07-10,55.81999969482422
2024-07-11,56.29999923706055
2024-07-12,56.75
2024-07-15,57.25
2024-07-16,58.40999984741211
2024-07-17,58.45000076293945
2024-07-18,58.09000015258789
2024-07-19,57.900001525878906
2024-07-22,58.209999084472656
2024-07-23,58.04999923706055
2024-07-24,57.470001220703125
2024-07-25,57.88999938964844
2024-07-26,58.209999084472656
2024-07-29,57.7599983215332
2024-07-30,59.040000915527344
2024-07-31,59.029998779296875
2024-08-01,58.09000015258789
2024-08-02,56.689998626708984
2024-08-05,55.810001373291016
2024-08-06,56.119998931884766
2024-08-07,55.880001068115234
2024-08-08,56.66999816894531
2024-08-09,57.040000915527344
2024-08-12,57.130001068115234
2024-08-13,57.790000915527344
2024-08-14,57.90999984741211
2024-08-15,58.52000045776367
2024-08-16,58.97999954223633
2024-08-19,59.41999816894531
2024-08-20,59.43000030517578
2024-08-21,59.7599983215332
2024-08-22,58.45000076293945
2024-08-23,59.349998474121094
2024-08-26,59.18000030517578
2024-08-27,59.689998626708984
2024-08-28,59.43000030517578
2024-08-29,59.45000076293945
2024-08-30,59.91999816894531
2024-09-03,59.150001525878906
2024-09-04,59.16999816894531
2024-09-05,60.52000045776367
2024-09-06,60.369998931884766
2024-09-09,61.470001220703125
2024-09-10,61.06999969482422
2024-09-11,61.720001220703125
2024-09-12,61.88999938964844
2024-09-13,62.20000076293945
2024-09-16,62.91999816894531
2024-09-17,62.88999938964844
2024-09-18,62.59000015258789
2024-09-19,64.41000366210938
2024-09-20,64.55999755859375
2024-09-23,63.880001068115234
2024-09-24,63.790000915527344
2024-09-25,62.900001525878906
2024-09-26,63.310001373291016
2024-09-27,63.36000061035156
2024-09-30,63.2599983215332
2024-10-01,63.540000915527344
2024-10-02,63.13999938964844
2024-10-03,63.27000045776367
2024-10-04,63.709999084472656
2024-10-07,63.79999923706055
2024-10-08,63.40999984741211
2024-10-09,63.5099983215332
2024-10-10,59.439998626708984
2024-10-11,57.0099983215332
2024-10-14,56.5099983215332
2024-10-15,56.31999969482422
2024-10-16,56.349998474121094
2024-10-17,56.41999816894531
2024-10-18,56.349998474121094
2024-10-21,56.66999816894531
2024-10-22,57.27000045776367
2024-10-23,56.72999954223633
2024-10-24,56.849998474121094
2024-10-25,56.34000015258789
2024-10-28,56.279998779296875
2024-10-29,55.47999954223633
2024-10-30,55.650001525878906
2024-10-31,55.27000045776367
2024-11-01,54.9900016784668
2024-11-04,55.029998779296875
2024-11-05,55.68000030517578
2024-11-06,56.540000915527344
2024-11-07,56.790000915527344
2024-11-08,56.65999984741211
2024-11-11,56.93000030517578
2024-11-12,56.13999938964844
2024-11-13,56.08000183105469
2024-11-14,56.619998931884766
2024-11-15,55.93000030517578
2024-11-18,56.27000045776367
2024-11-19,55.83000183105469
2024-11-20,55.939998626708984
2024-11-21,55.900001525878906
