Date,TD
2022-02-28,80.69000244140625
2022-03-01,77.5999984741211
2022-03-02,80.31999969482422
2022-03-03,77.48999786376953
2022-03-04,77.44999694824219
2022-03-07,75.83000183105469
2022-03-08,74.69000244140625
2022-03-09,76.8499984741211
2022-03-10,76.95999908447266
2022-03-11,76.95999908447266
2022-03-14,77.19000244140625
2022-03-15,78.26000213623047
2022-03-16,79.69999694824219
2022-03-17,80.97000122070312
2022-03-18,80.91999816894531
2022-03-21,81.66000366210938
2022-03-22,81.88999938964844
2022-03-23,80.41999816894531
2022-03-24,80.58999633789062
2022-03-25,81.70999908447266
2022-03-28,81.47000122070312
2022-03-29,81.2699966430664
2022-03-30,81.2699966430664
2022-03-31,79.41999816894531
2022-04-01,79.5
2022-04-04,80.4800033569336
2022-04-05,80.22000122070312
2022-04-06,79.12000274658203
2022-04-07,76.62000274658203
2022-04-08,76.95999908447266
2022-04-11,76.51000213623047
2022-04-12,74.8499984741211
2022-04-13,74.69000244140625
2022-04-14,74.5
2022-04-18,74.23999786376953
2022-04-19,74.87999725341797
2022-04-20,76.1500015258789
2022-04-21,75.25
2022-04-22,73.31999969482422
2022-04-25,73.12999725341797
2022-04-26,71.33000183105469
2022-04-27,70.72000122070312
2022-04-28,73.16000366210938
2022-04-29,72.23999786376953
2022-05-02,72.01000213623047
2022-05-03,73.04000091552734
2022-05-04,74.02999877929688
2022-05-05,72.77999877929688
2022-05-06,72.20999908447266
2022-05-09,71.0999984741211
2022-05-10,70.6500015258789
2022-05-11,71.27999877929688
2022-05-12,70.54000091552734
2022-05-13,71.12999725341797
2022-05-16,71.72000122070312
2022-05-17,73.2699966430664
2022-05-18,71.76000213623047
2022-05-19,71.6500015258789
2022-05-20,71.7699966430664
2022-05-23,73.0
2022-05-24,72.19000244140625
2022-05-25,73.26000213623047
2022-05-26,74.62999725341797
2022-05-27,75.61000061035156
2022-05-31,76.2699966430664
2022-06-01,75.87000274658203
2022-06-02,77.04000091552734
2022-06-03,75.94000244140625
2022-06-06,76.25
2022-06-07,76.47000122070312
2022-06-08,75.5199966430664
2022-06-09,73.45999908447266
2022-06-10,71.70999908447266
2022-06-13,70.05000305175781
2022-06-14,68.9800033569336
2022-06-15,69.13999938964844
2022-06-16,66.61000061035156
2022-06-17,66.3499984741211
2022-06-21,67.70999908447266
2022-06-22,67.08999633789062
2022-06-23,64.69000244140625
2022-06-24,64.95999908447266
2022-06-27,65.83000183105469
2022-06-28,65.80999755859375
2022-06-29,65.76000213623047
2022-06-30,65.58000183105469
2022-07-01,66.22000122070312
2022-07-05,64.23999786376953
2022-07-06,63.77000045776367
2022-07-07,63.52000045776367
2022-07-08,64.19999694824219
2022-07-11,62.970001220703125
2022-07-12,62.08000183105469
2022-07-13,61.560001373291016
2022-07-14,59.68000030517578
2022-07-15,60.529998779296875
2022-07-18,61.380001068115234
2022-07-19,63.68000030517578
2022-07-20,63.810001373291016
2022-07-21,63.869998931884766
2022-07-22,63.529998779296875
2022-07-25,64.23999786376953
2022-07-26,63.16999816894531
2022-07-27,64.30999755859375
2022-07-28,64.05000305175781
2022-07-29,64.97000122070312
2022-08-01,64.5199966430664
2022-08-02,64.3499984741211
2022-08-03,65.33000183105469
2022-08-04,64.56999969482422
2022-08-05,64.4800033569336
2022-08-08,64.7699966430664
2022-08-09,64.25
2022-08-10,66.30000305175781
2022-08-11,66.80000305175781
2022-08-12,67.70999908447266
2022-08-15,67.5199966430664
2022-08-16,68.93000030517578
2022-08-17,68.4000015258789
2022-08-18,68.41000366210938
2022-08-19,67.30000305175781
2022-08-22,65.75
2022-08-23,66.22000122070312
2022-08-24,65.8499984741211
2022-08-25,66.61000061035156
2022-08-26,66.5999984741211
2022-08-29,66.19999694824219
2022-08-30,65.23999786376953
2022-08-31,64.33999633789062
2022-09-01,64.27999877929688
2022-09-02,65.06999969482422
2022-09-06,63.970001220703125
2022-09-07,64.93000030517578
2022-09-08,65.8499984741211
2022-09-09,67.58000183105469
2022-09-12,68.56999969482422
2022-09-13,66.16999816894531
2022-09-14,66.54000091552734
2022-09-15,66.51000213623047
2022-09-16,66.20999908447266
2022-09-19,66.66999816894531
2022-09-20,65.69999694824219
2022-09-21,63.970001220703125
2022-09-22,63.880001068115234
2022-09-23,62.08000183105469
2022-09-26,61.84000015258789
2022-09-27,61.459999084472656
2022-09-28,62.689998626708984
2022-09-29,61.970001220703125
2022-09-30,61.33000183105469
2022-10-03,63.369998931884766
2022-10-04,65.11000061035156
2022-10-05,64.26000213623047
2022-10-06,60.68000030517578
2022-10-07,59.81999969482422
2022-10-10,59.08000183105469
2022-10-11,58.59000015258789
2022-10-12,58.529998779296875
2022-10-13,61.290000915527344
2022-10-14,61.130001068115234
2022-10-17,62.220001220703125
2022-10-18,63.060001373291016
2022-10-19,62.2400016784668
2022-10-20,61.630001068115234
2022-10-21,63.20000076293945
2022-10-24,63.09000015258789
2022-10-25,64.13999938964844
2022-10-26,64.2300033569336
2022-10-27,64.37000274658203
2022-10-28,64.44999694824219
2022-10-31,63.9900016784668
2022-11-01,64.37000274658203
2022-11-02,63.5099983215332
2022-11-03,63.130001068115234
2022-11-04,65.26000213623047
2022-11-07,65.4800033569336
2022-11-08,65.86000061035156
2022-11-09,64.70999908447266
2022-11-10,66.97000122070312
2022-11-11,66.66000366210938
2022-11-14,65.98999786376953
2022-11-15,66.05000305175781
2022-11-16,66.12000274658203
2022-11-17,66.58999633789062
2022-11-18,66.79000091552734
2022-11-21,66.73999786376953
2022-11-22,67.80999755859375
2022-11-23,68.11000061035156
2022-11-25,68.05999755859375
2022-11-28,66.61000061035156
2022-11-29,65.94999694824219
2022-11-30,66.73999786376953
2022-12-01,68.37000274658203
2022-12-02,68.58999633789062
2022-12-05,67.16000366210938
2022-12-06,66.02999877929688
2022-12-07,65.37999725341797
2022-12-08,66.19999694824219
2022-12-09,66.3499984741211
2022-12-12,66.91999816894531
2022-12-13,65.4000015258789
2022-12-14,64.56999969482422
2022-12-15,63.61000061035156
2022-12-16,63.25
2022-12-19,63.41999816894531
2022-12-20,64.31999969482422
2022-12-21,64.76000213623047
2022-12-22,64.4000015258789
2022-12-23,64.9800033569336
2022-12-27,65.37000274658203
2022-12-28,64.31999969482422
2022-12-29,65.38999938964844
2022-12-30,64.76000213623047
2023-01-03,64.1500015258789
2023-01-04,65.86000061035156
2023-01-05,63.61000061035156
2023-01-06,64.23999786376953
2023-01-09,64.26000213623047
2023-01-10,64.05000305175781
2023-01-11,64.38999938964844
2023-01-12,66.0
2023-01-13,66.3499984741211
2023-01-17,67.18000030517578
2023-01-18,65.94999694824219
2023-01-19,65.75
2023-01-20,66.6500015258789
2023-01-23,67.04000091552734
2023-01-24,67.19999694824219
2023-01-25,67.31999969482422
2023-01-26,68.12000274658203
2023-01-27,68.66999816894531
2023-01-30,67.69999694824219
2023-01-31,69.22000122070312
2023-02-01,68.83999633789062
2023-02-02,69.05000305175781
2023-02-03,68.94999694824219
2023-02-06,68.20999908447266
2023-02-07,69.26000213623047
2023-02-08,69.04000091552734
2023-02-09,68.81999969482422
2023-02-10,69.69000244140625
2023-02-13,70.12999725341797
2023-02-14,69.83999633789062
2023-02-15,69.4800033569336
2023-02-16,68.86000061035156
2023-02-17,68.91000366210938
2023-02-21,67.95999908447266
2023-02-22,67.37000274658203
2023-02-23,66.77999877929688
2023-02-24,66.95999908447266
2023-02-27,66.69000244140625
2023-02-28,66.55000305175781
2023-03-01,66.62000274658203
2023-03-02,65.06999969482422
2023-03-03,65.48999786376953
2023-03-06,65.19999694824219
2023-03-07,63.459999084472656
2023-03-08,63.16999816894531
2023-03-09,61.88999938964844
2023-03-10,60.54999923706055
2023-03-13,58.959999084472656
2023-03-14,59.25
2023-03-15,57.709999084472656
2023-03-16,57.83000183105469
2023-03-17,56.720001220703125
2023-03-20,56.91999816894531
2023-03-21,57.209999084472656
