Date,RKT
2022-02-28,12.90999984741211
2022-03-01,13.380000114440918
2022-03-02,13.800000190734863
2022-03-03,13.979999542236328
2022-03-04,14.220000267028809
2022-03-07,12.300000190734863
2022-03-08,11.680000305175781
2022-03-09,11.850000381469727
2022-03-10,11.40999984741211
2022-03-11,11.039999961853027
2022-03-14,10.350000381469727
2022-03-15,10.25
2022-03-16,10.40999984741211
2022-03-17,10.550000190734863
2022-03-18,10.989999771118164
2022-03-21,10.510000228881836
2022-03-22,10.75
2022-03-23,10.760000228881836
2022-03-24,10.890000343322754
2022-03-25,10.399999618530273
2022-03-28,10.869999885559082
2022-03-29,11.229999542236328
2022-03-30,11.140000343322754
2022-03-31,11.119999885559082
2022-04-01,11.039999961853027
2022-04-04,11.539999961853027
2022-04-05,10.890000343322754
2022-04-06,10.0600004196167
2022-04-07,9.890000343322754
2022-04-08,9.699999809265137
2022-04-11,9.84000015258789
2022-04-12,9.550000190734863
2022-04-13,9.600000381469727
2022-04-14,9.390000343322754
2022-04-18,9.210000038146973
2022-04-19,9.25
2022-04-20,9.289999961853027
2022-04-21,9.239999771118164
2022-04-22,8.670000076293945
2022-04-25,9.390000343322754
2022-04-26,8.90999984741211
2022-04-27,8.6899995803833
2022-04-28,8.970000267028809
2022-04-29,8.850000381469727
2022-05-02,9.010000228881836
2022-05-03,9.279999732971191
2022-05-04,9.649999618530273
2022-05-05,8.760000228881836
2022-05-06,8.579999923706055
2022-05-09,8.399999618530273
2022-05-10,7.809999942779541
2022-05-11,7.400000095367432
2022-05-12,7.929999828338623
2022-05-13,8.109999656677246
2022-05-16,8.279999732971191
2022-05-17,8.760000228881836
2022-05-18,8.539999961853027
2022-05-19,8.989999771118164
2022-05-20,8.899999618530273
2022-05-23,8.729999542236328
2022-05-24,8.75
2022-05-25,8.989999771118164
2022-05-26,9.199999809265137
2022-05-27,9.470000267028809
2022-05-31,9.069999694824219
2022-06-01,8.779999732971191
2022-06-02,8.989999771118164
2022-06-03,8.529999732971191
2022-06-06,8.460000038146973
2022-06-07,8.6899995803833
2022-06-08,8.600000381469727
2022-06-09,8.350000381469727
2022-06-10,7.900000095367432
2022-06-13,7.179999828338623
2022-06-14,7.0
2022-06-15,6.980000019073486
2022-06-16,6.53000020980835
2022-06-17,6.369999885559082
2022-06-21,6.78000020980835
2022-06-22,6.960000038146973
2022-06-23,7.409999847412109
2022-06-24,7.730000019073486
2022-06-27,7.659999847412109
2022-06-28,7.389999866485596
2022-06-29,7.230000019073486
2022-06-30,7.360000133514404
2022-07-01,7.610000133514404
2022-07-05,8.050000190734863
2022-07-06,8.40999984741211
2022-07-07,8.75
2022-07-08,8.5600004196167
2022-07-11,8.59000015258789
2022-07-12,8.75
2022-07-13,8.819999694824219
2022-07-14,8.5
2022-07-15,8.989999771118164
2022-07-18,8.920000076293945
2022-07-19,9.300000190734863
2022-07-20,9.40999984741211
2022-07-21,9.640000343322754
2022-07-22,9.430000305175781
2022-07-25,9.5600004196167
2022-07-26,9.15999984741211
2022-07-27,9.470000267028809
2022-07-28,9.579999923706055
2022-07-29,9.520000457763672
2022-08-01,9.890000343322754
2022-08-02,9.949999809265137
2022-08-03,10.25
2022-08-04,10.289999961853027
2022-08-05,9.949999809265137
2022-08-08,9.420000076293945
2022-08-09,9.630000114440918
2022-08-10,10.380000114440918
2022-08-11,10.489999771118164
2022-08-12,10.800000190734863
2022-08-15,10.649999618530273
2022-08-16,11.220000267028809
2022-08-17,10.869999885559082
2022-08-18,10.449999809265137
2022-08-19,9.729999542236328
2022-08-22,9.270000457763672
2022-08-23,9.359999656677246
2022-08-24,9.109999656677246
2022-08-25,9.449999809265137
2022-08-26,8.4399995803833
2022-08-29,8.300000190734863
2022-08-30,8.010000228881836
2022-08-31,7.900000095367432
2022-09-01,7.619999885559082
2022-09-02,7.619999885559082
2022-09-06,7.269999980926514
2022-09-07,7.539999961853027
2022-09-08,7.679999828338623
2022-09-09,8.039999961853027
2022-09-12,8.09000015258789
2022-09-13,7.730000019073486
2022-09-14,7.53000020980835
2022-09-15,7.510000228881836
2022-09-16,7.599999904632568
2022-09-19,7.639999866485596
2022-09-20,7.360000133514404
2022-09-21,7.309999942779541
2022-09-22,7.130000114440918
2022-09-23,7.0
2022-09-26,6.71999979019165
2022-09-27,6.559999942779541
2022-09-28,6.710000038146973
2022-09-29,6.46999979019165
2022-09-30,6.320000171661377
2022-10-03,6.579999923706055
2022-10-04,7.179999828338623
2022-10-05,7.050000190734863
2022-10-06,6.989999771118164
2022-10-07,6.690000057220459
2022-10-10,6.739999771118164
2022-10-11,6.730000019073486
2022-10-12,6.730000019073486
2022-10-13,6.769999980926514
2022-10-14,6.670000076293945
