Date,PUK
2022-02-28,30.229999542236328
2022-03-01,28.360000610351562
2022-03-02,30.15999984741211
2022-03-03,29.889999389648438
2022-03-04,28.420000076293945
2022-03-07,26.469999313354492
2022-03-08,27.290000915527344
2022-03-09,29.479999542236328
2022-03-10,28.43000030517578
2022-03-11,27.600000381469727
2022-03-14,27.09000015258789
2022-03-15,26.610000610351562
2022-03-16,28.25
2022-03-17,28.670000076293945
2022-03-18,28.690000534057617
2022-03-21,28.729999542236328
2022-03-22,29.8700008392334
2022-03-23,28.850000381469727
2022-03-24,28.860000610351562
2022-03-25,28.59000015258789
2022-03-28,28.639999389648438
2022-03-29,30.139999389648438
2022-03-30,29.399999618530273
2022-03-31,29.579999923706055
2022-04-01,29.81999969482422
2022-04-04,29.979999542236328
2022-04-05,29.600000381469727
2022-04-06,29.200000762939453
2022-04-07,28.860000610351562
2022-04-08,28.90999984741211
2022-04-11,27.459999084472656
2022-04-12,27.579999923706055
2022-04-13,28.329999923706055
2022-04-14,28.0
2022-04-18,27.940000534057617
2022-04-19,28.059999465942383
2022-04-20,28.229999542236328
2022-04-21,27.920000076293945
2022-04-22,26.93000030517578
2022-04-25,26.100000381469727
2022-04-26,24.75
2022-04-27,24.959999084472656
2022-04-28,25.6299991607666
2022-04-29,25.100000381469727
2022-05-02,25.1299991607666
2022-05-03,25.34000015258789
2022-05-04,25.690000534057617
2022-05-05,23.860000610351562
2022-05-06,22.989999771118164
2022-05-09,22.010000228881836
2022-05-10,22.229999542236328
2022-05-11,22.780000686645508
2022-05-12,22.610000610351562
2022-05-13,23.8799991607666
2022-05-16,24.18000030517578
2022-05-17,25.709999084472656
2022-05-18,24.479999542236328
2022-05-19,24.809999465942383
2022-05-20,25.450000762939453
2022-05-23,25.75
2022-05-24,25.809999465942383
2022-05-25,25.079999923706055
2022-05-26,25.65999984741211
2022-05-27,26.270000457763672
2022-05-31,26.389999389648438
2022-06-01,25.739999771118164
2022-06-02,26.459999084472656
2022-06-03,25.899999618530273
2022-06-06,26.799999237060547
2022-06-07,26.690000534057617
2022-06-08,26.420000076293945
2022-06-09,25.65999984741211
2022-06-10,24.5
2022-06-13,23.8799991607666
2022-06-14,23.389999389648438
2022-06-15,24.5
2022-06-16,23.440000534057617
2022-06-17,23.56999969482422
2022-06-21,24.260000228881836
2022-06-22,23.200000762939453
2022-06-23,23.3700008392334
2022-06-24,24.700000762939453
2022-06-27,24.969999313354492
2022-06-28,25.530000686645508
2022-06-29,24.969999313354492
2022-06-30,25.110000610351562
2022-07-01,25.479999542236328
2022-07-05,23.649999618530273
2022-07-06,23.81999969482422
2022-07-07,24.920000076293945
2022-07-08,24.5
2022-07-11,24.1200008392334
2022-07-12,24.0
2022-07-13,23.809999465942383
2022-07-14,23.219999313354492
2022-07-15,23.6200008392334
2022-07-18,24.270000457763672
2022-07-19,25.110000610351562
2022-07-20,24.40999984741211
2022-07-21,24.469999313354492
2022-07-22,24.389999389648438
2022-07-25,24.3700008392334
2022-07-26,24.030000686645508
2022-07-27,24.459999084472656
2022-07-28,24.43000030517578
2022-07-29,24.93000030517578
2022-08-01,24.329999923706055
2022-08-02,23.600000381469727
2022-08-03,24.219999313354492
2022-08-04,24.139999389648438
2022-08-05,23.93000030517578
2022-08-08,24.639999389648438
2022-08-09,24.309999465942383
2022-08-10,24.690000534057617
2022-08-11,24.479999542236328
2022-08-12,24.6200008392334
2022-08-15,24.110000610351562
2022-08-16,24.030000686645508
2022-08-17,22.959999084472656
2022-08-18,23.280000686645508
2022-08-19,22.610000610351562
2022-08-22,22.440000534057617
2022-08-23,22.559999465942383
2022-08-24,21.989999771118164
2022-08-25,21.889999389648438
2022-08-26,21.239999771118164
2022-08-29,21.190000534057617
2022-08-30,21.229999542236328
2022-08-31,21.110000610351562
2022-09-01,20.649999618530273
2022-09-02,21.139999389648438
2022-09-06,21.389999389648438
2022-09-07,21.329999923706055
2022-09-08,21.610000610351562
2022-09-09,22.520000457763672
2022-09-12,23.010000228881836
2022-09-13,22.260000228881836
2022-09-14,22.010000228881836
2022-09-15,22.09000015258789
2022-09-16,22.149999618530273
2022-09-19,22.40999984741211
2022-09-20,21.950000762939453
2022-09-21,21.5
2022-09-22,21.34000015258789
2022-09-23,20.440000534057617
2022-09-26,20.31999969482422
2022-09-27,19.729999542236328
2022-09-28,19.75
2022-09-29,19.3700008392334
2022-09-30,19.920000076293945
2022-10-03,20.31999969482422
2022-10-04,22.229999542236328
2022-10-05,21.34000015258789
2022-10-06,21.25
2022-10-07,20.81999969482422
2022-10-10,20.850000381469727
2022-10-11,19.790000915527344
2022-10-12,19.360000610351562
2022-10-13,20.81999969482422
2022-10-14,19.68000030517578
2022-10-17,20.530000686645508
2022-10-18,20.760000228881836
2022-10-19,20.389999389648438
2022-10-20,20.25
2022-10-21,20.59000015258789
2022-10-24,18.389999389648438
2022-10-25,19.079999923706055
2022-10-26,19.079999923706055
2022-10-27,18.860000610351562
2022-10-28,18.860000610351562
2022-10-31,18.799999237060547
2022-11-01,19.450000762939453
2022-11-02,19.020000457763672
2022-11-03,18.760000228881836
2022-11-04,20.969999313354492
2022-11-07,20.809999465942383
2022-11-08,20.979999542236328
2022-11-09,20.3700008392334
2022-11-10,21.8700008392334
2022-11-11,23.860000610351562
2022-11-14,23.280000686645508
2022-11-15,23.600000381469727
2022-11-16,23.399999618530273
2022-11-17,23.81999969482422
2022-11-18,23.350000381469727
2022-11-21,22.739999771118164
2022-11-22,22.700000762939453
2022-11-23,22.93000030517578
2022-11-25,22.93000030517578
2022-11-28,22.3700008392334
2022-11-29,23.309999465942383
2022-11-30,23.8799991607666
2022-12-01,24.799999237060547
2022-12-02,25.34000015258789
2022-12-05,26.489999771118164
2022-12-06,26.260000228881836
2022-12-07,25.68000030517578
2022-12-08,25.93000030517578
2022-12-09,26.670000076293945
2022-12-12,26.309999465942383
2022-12-13,27.079999923706055
2022-12-14,26.8799991607666
2022-12-15,25.950000762939453
2022-12-16,25.760000228881836
2022-12-19,25.600000381469727
2022-12-20,25.809999465942383
2022-12-21,26.540000915527344
2022-12-22,26.510000228881836
2022-12-23,26.700000762939453
2022-12-27,27.170000076293945
2022-12-28,26.889999389648438
2022-12-29,27.489999771118164
2022-12-30,27.479999542236328
2023-01-03,28.149999618530273
2023-01-04,29.979999542236328
2023-01-05,29.079999923706055
2023-01-06,29.790000915527344
2023-01-09,30.309999465942383
2023-01-10,30.489999771118164
2023-01-11,30.56999969482422
2023-01-12,31.31999969482422
2023-01-13,31.75
2023-01-17,32.029998779296875
2023-01-18,32.0099983215332
2023-01-19,31.899999618530273
2023-01-20,32.56999969482422
2023-01-23,32.43000030517578
2023-01-24,32.41999816894531
2023-01-25,33.290000915527344
2023-01-26,34.34000015258789
2023-01-27,34.209999084472656
2023-01-30,33.0
2023-01-31,33.349998474121094
2023-02-01,33.779998779296875
2023-02-02,33.189998626708984
2023-02-03,32.59000015258789
2023-02-06,31.399999618530273
2023-02-07,31.75
2023-02-08,31.540000915527344
2023-02-09,31.309999465942383
2023-02-10,30.969999313354492
2023-02-13,31.56999969482422
2023-02-14,31.5
2023-02-15,31.649999618530273
2023-02-16,31.389999389648438
2023-02-17,31.549999237060547
2023-02-21,30.3700008392334
2023-02-22,30.010000228881836
2023-02-23,29.989999771118164
2023-02-24,29.389999389648438
2023-02-27,30.200000762939453
2023-02-28,30.6299991607666
2023-03-01,31.06999969482422
2023-03-02,30.610000610351562
2023-03-03,30.719999313354492
2023-03-06,30.329999923706055
2023-03-07,29.959999084472656
2023-03-08,30.110000610351562
2023-03-09,29.90999984741211
2023-03-10,28.959999084472656
2023-03-13,28.280000686645508
2023-03-14,28.670000076293945
2023-03-15,25.600000381469727
2023-03-16,25.610000610351562
2023-03-17,24.469999313354492
2023-03-20,24.81999969482422
2023-03-21,26.100000381469727
2023-03-22,25.889999389648438
2023-03-23,25.899999618530273
2023-03-24,25.280000686645508
2023-03-27,25.389999389648438
2023-03-28,25.690000534057617
2023-03-29,26.8799991607666
2023-03-30,27.450000762939453
2023-03-31,27.34000015258789
2023-04-03,27.65999984741211
2023-04-04,27.780000686645508
2023-04-05,27.65999984741211
2023-04-06,28.350000381469727
2023-04-10,28.18000030517578
2023-04-11,28.440000534057617
2023-04-12,28.670000076293945
2023-04-13,29.139999389648438
2023-04-14,29.079999923706055
2023-04-17,28.600000381469727
2023-04-18,29.170000076293945
2023-04-19,29.200000762939453
2023-04-20,28.739999771118164
2023-04-21,28.549999237060547
2023-04-24,28.639999389648438
2023-04-25,27.889999389648438
2023-04-26,27.709999084472656
2023-04-27,29.350000381469727
2023-04-28,30.649999618530273
2023-05-01,30.510000228881836
2023-05-02,30.139999389648438
2023-05-03,29.899999618530273
2023-05-04,29.290000915527344
2023-05-05,30.260000228881836
2023-05-08,30.309999465942383
2023-05-09,29.729999542236328
2023-05-10,29.809999465942383
2023-05-11,29.639999389648438
2023-05-12,28.790000915527344
2023-05-15,29.3700008392334
2023-05-16,28.389999389648438
2023-05-17,29.049999237060547
2023-05-18,29.139999389648438
2023-05-19,29.479999542236328
2023-05-22,29.540000915527344
2023-05-23,28.780000686645508
2023-05-24,27.3799991607666
2023-05-25,27.719999313354492
2023-05-26,27.950000762939453
2023-05-30,28.139999389648438
2023-05-31,26.43000030517578
2023-06-01,27.530000686645508
