Date,RBA
2022-02-28,52.380001068115234
2022-03-01,54.130001068115234
2022-03-02,56.2400016784668
2022-03-03,56.41999816894531
2022-03-04,57.150001525878906
2022-03-07,56.779998779296875
2022-03-08,56.279998779296875
2022-03-09,57.59000015258789
2022-03-10,57.75
2022-03-11,57.290000915527344
2022-03-14,56.93000030517578
2022-03-15,57.70000076293945
2022-03-16,58.63999938964844
2022-03-17,60.29999923706055
2022-03-18,60.16999816894531
2022-03-21,59.43000030517578
2022-03-22,59.189998626708984
2022-03-23,58.86000061035156
2022-03-24,58.790000915527344
2022-03-25,58.90999984741211
2022-03-28,59.130001068115234
2022-03-29,60.029998779296875
2022-03-30,59.38999938964844
2022-03-31,59.029998779296875
2022-04-01,59.220001220703125
2022-04-04,60.18000030517578
2022-04-05,59.90999984741211
2022-04-06,59.0
2022-04-07,58.439998626708984
2022-04-08,58.15999984741211
2022-04-11,57.84000015258789
2022-04-12,57.04999923706055
2022-04-13,57.060001373291016
2022-04-14,55.61000061035156
2022-04-18,54.869998931884766
2022-04-19,55.869998931884766
2022-04-20,57.279998779296875
2022-04-21,56.66999816894531
2022-04-22,55.459999084472656
2022-04-25,56.459999084472656
2022-04-26,54.720001220703125
2022-04-27,55.47999954223633
2022-04-28,56.369998931884766
2022-04-29,55.09000015258789
2022-05-02,53.18000030517578
2022-05-03,53.310001373291016
2022-05-04,54.209999084472656
2022-05-05,52.689998626708984
2022-05-06,52.31999969482422
2022-05-09,50.9900016784668
2022-05-10,57.099998474121094
2022-05-11,58.29999923706055
2022-05-12,58.90999984741211
2022-05-13,61.86000061035156
2022-05-16,62.09000015258789
2022-05-17,61.65999984741211
2022-05-18,60.689998626708984
2022-05-19,60.540000915527344
2022-05-20,60.02000045776367
2022-05-23,59.459999084472656
2022-05-24,59.279998779296875
2022-05-25,59.2400016784668
2022-05-26,59.4900016784668
2022-05-27,59.97999954223633
2022-05-31,60.189998626708984
2022-06-01,60.13999938964844
2022-06-02,61.54999923706055
2022-06-03,60.95000076293945
2022-06-06,61.380001068115234
2022-06-07,61.66999816894531
2022-06-08,60.34000015258789
2022-06-09,60.56999969482422
2022-06-10,59.75
2022-06-13,60.099998474121094
2022-06-14,60.61000061035156
2022-06-15,61.02000045776367
2022-06-16,58.970001220703125
2022-06-17,59.5
2022-06-21,60.36000061035156
2022-06-22,59.70000076293945
2022-06-23,60.4900016784668
2022-06-24,61.7599983215332
2022-06-27,62.47999954223633
2022-06-28,62.560001373291016
2022-06-29,63.61000061035156
2022-06-30,65.05999755859375
2022-07-01,67.48999786376953
2022-07-05,64.4800033569336
2022-07-06,65.70999908447266
2022-07-07,65.30999755859375
2022-07-08,65.79000091552734
2022-07-11,65.54000091552734
2022-07-12,66.31999969482422
2022-07-13,60.34000015258789
2022-07-14,66.79000091552734
2022-07-15,67.77999877929688
2022-07-18,67.2300033569336
2022-07-19,68.76000213623047
2022-07-20,67.22000122070312
2022-07-21,68.0199966430664
2022-07-22,69.22000122070312
2022-07-25,69.18000030517578
2022-07-26,69.02999877929688
2022-07-27,69.72000122070312
2022-07-28,70.66999816894531
2022-07-29,72.06999969482422
2022-08-01,72.0
2022-08-02,71.19000244140625
2022-08-03,71.79000091552734
2022-08-04,72.66000366210938
2022-08-05,67.6500015258789
2022-08-08,68.87000274658203
2022-08-09,69.87999725341797
2022-08-10,70.38999938964844
2022-08-11,69.93000030517578
2022-08-12,71.33000183105469
2022-08-15,71.08000183105469
2022-08-16,70.7699966430664
2022-08-17,70.73999786376953
2022-08-18,71.08999633789062
2022-08-19,70.4800033569336
2022-08-22,70.86000061035156
2022-08-23,70.87000274658203
2022-08-24,70.37000274658203
2022-08-25,70.7699966430664
2022-08-26,69.5
2022-08-29,69.83000183105469
2022-08-30,69.75
2022-08-31,69.33999633789062
2022-09-01,70.16999816894531
2022-09-02,70.19999694824219
2022-09-06,69.22000122070312
2022-09-07,69.76000213623047
2022-09-08,67.88999938964844
2022-09-09,68.45999908447266
2022-09-12,68.41999816894531
2022-09-13,66.5199966430664
2022-09-14,65.83000183105469
2022-09-15,65.45999908447266
2022-09-16,65.45999908447266
2022-09-19,65.66999816894531
2022-09-20,64.66000366210938
2022-09-21,64.11000061035156
2022-09-22,63.20000076293945
2022-09-23,62.70000076293945
2022-09-26,62.68000030517578
2022-09-27,63.45000076293945
2022-09-28,65.05000305175781
2022-09-29,63.970001220703125
2022-09-30,62.47999954223633
2022-10-03,63.11000061035156
2022-10-04,65.45999908447266
2022-10-05,63.470001220703125
2022-10-06,61.619998931884766
2022-10-07,60.43000030517578
2022-10-10,59.95000076293945
2022-10-11,60.40999984741211
2022-10-12,60.16999816894531
2022-10-13,61.13999938964844
2022-10-14,61.459999084472656
2022-10-17,63.599998474121094
2022-10-18,63.959999084472656
2022-10-19,63.54999923706055
2022-10-20,62.220001220703125
2022-10-21,63.040000915527344
2022-10-24,63.70000076293945
2022-10-25,64.19000244140625
2022-10-26,64.01000213623047
2022-10-27,63.72999954223633
2022-10-28,65.94000244140625
2022-10-31,65.33000183105469
2022-11-01,65.12999725341797
2022-11-02,61.81999969482422
2022-11-03,62.15999984741211
2022-11-04,62.31999969482422
2022-11-07,51.290000915527344
2022-11-08,50.439998626708984
2022-11-09,50.880001068115234
2022-11-10,53.31999969482422
2022-11-11,54.84000015258789
2022-11-14,55.9900016784668
2022-11-15,56.68000030517578
2022-11-16,55.9900016784668
2022-11-17,55.130001068115234
2022-11-18,54.90999984741211
2022-11-21,56.099998474121094
2022-11-22,54.47999954223633
2022-11-23,53.560001373291016
2022-11-25,54.43000030517578
2022-11-28,54.189998626708984
2022-11-29,53.279998779296875
2022-11-30,54.849998474121094
2022-12-01,54.2599983215332
2022-12-02,54.45000076293945
2022-12-05,55.119998931884766
2022-12-06,54.63999938964844
2022-12-07,55.45000076293945
2022-12-08,57.119998931884766
2022-12-09,56.560001373291016
2022-12-12,56.47999954223633
2022-12-13,56.86000061035156
2022-12-14,57.06999969482422
2022-12-15,55.34000015258789
2022-12-16,55.18000030517578
2022-12-19,54.59000015258789
2022-12-20,54.33000183105469
2022-12-21,55.7599983215332
2022-12-22,55.849998474121094
2022-12-23,56.130001068115234
2022-12-27,57.400001525878906
2022-12-28,57.529998779296875
2022-12-29,58.029998779296875
2022-12-30,57.83000183105469
2023-01-03,57.77000045776367
2023-01-04,58.060001373291016
2023-01-05,57.15999984741211
2023-01-06,58.650001525878906
2023-01-09,58.439998626708984
2023-01-10,59.25
2023-01-11,59.7599983215332
