Date,GSK
2022-02-28,41.86000061035156
2022-03-01,41.54999923706055
2022-03-02,42.029998779296875
2022-03-03,41.45000076293945
2022-03-04,40.18000030517578
2022-03-07,39.459999084472656
2022-03-08,39.97999954223633
2022-03-09,41.34000015258789
2022-03-10,40.83000183105469
2022-03-11,40.560001373291016
2022-03-14,40.77000045776367
2022-03-15,41.70000076293945
2022-03-16,42.099998474121094
2022-03-17,43.04999923706055
2022-03-18,43.02000045776367
2022-03-21,42.84000015258789
2022-03-22,43.22999954223633
2022-03-23,42.90999984741211
2022-03-24,43.29999923706055
2022-03-25,43.279998779296875
2022-03-28,43.369998931884766
2022-03-29,43.290000915527344
2022-03-30,43.70000076293945
2022-03-31,43.560001373291016
2022-04-01,43.88999938964844
2022-04-04,43.75
2022-04-05,44.56999969482422
2022-04-06,45.720001220703125
2022-04-07,46.22999954223633
2022-04-08,46.63999938964844
2022-04-11,46.47999954223633
2022-04-12,46.529998779296875
2022-04-13,46.849998474121094
2022-04-14,46.31999969482422
2022-04-18,46.20000076293945
2022-04-19,45.88999938964844
2022-04-20,45.84000015258789
2022-04-21,45.689998626708984
2022-04-22,44.869998931884766
2022-04-25,45.13999938964844
2022-04-26,44.38999938964844
2022-04-27,45.439998626708984
2022-04-28,45.7400016784668
2022-04-29,45.279998779296875
2022-05-02,44.720001220703125
2022-05-03,45.119998931884766
2022-05-04,45.15999984741211
2022-05-05,44.38999938964844
2022-05-06,44.09000015258789
2022-05-09,43.15999984741211
2022-05-10,43.41999816894531
2022-05-11,42.529998779296875
2022-05-12,42.470001220703125
2022-05-13,43.31999969482422
2022-05-16,44.369998931884766
2022-05-17,44.709999084472656
2022-05-18,43.630001068115234
2022-05-19,43.560001373291016
2022-05-20,44.52000045776367
2022-05-23,44.75
2022-05-24,45.0
2022-05-25,44.970001220703125
2022-05-26,44.41999816894531
2022-05-27,44.060001373291016
2022-05-31,43.900001525878906
2022-06-01,43.040000915527344
2022-06-02,43.38999938964844
2022-06-03,42.720001220703125
2022-06-06,42.810001373291016
2022-06-07,44.25
2022-06-08,44.20000076293945
2022-06-09,43.040000915527344
2022-06-10,43.79999923706055
2022-06-13,42.5
2022-06-14,41.2400016784668
2022-06-15,41.95000076293945
2022-06-16,41.63999938964844
2022-06-17,41.27000045776367
2022-06-21,41.77000045776367
2022-06-22,41.970001220703125
2022-06-23,42.75
2022-06-24,43.689998626708984
2022-06-27,43.70000076293945
2022-06-28,43.349998474121094
2022-06-29,43.77000045776367
2022-06-30,43.529998779296875
2022-07-01,43.75
2022-07-05,43.29999923706055
2022-07-06,43.11000061035156
2022-07-07,43.31999969482422
2022-07-08,42.34000015258789
2022-07-11,42.27000045776367
2022-07-12,41.439998626708984
2022-07-13,40.91999816894531
2022-07-14,40.220001220703125
2022-07-15,41.25
2022-07-18,40.40999984741211
2022-07-19,43.90999984741211
2022-07-20,41.599998474121094
2022-07-21,41.97999954223633
2022-07-22,42.290000915527344
2022-07-25,42.15999984741211
2022-07-26,42.52000045776367
2022-07-27,43.540000915527344
2022-07-28,42.93000030517578
2022-07-29,42.16999816894531
2022-08-01,41.630001068115234
2022-08-02,41.18000030517578
2022-08-03,40.81999969482422
2022-08-04,40.599998474121094
2022-08-05,40.56999969482422
2022-08-08,40.310001373291016
2022-08-09,40.029998779296875
2022-08-10,38.29999923706055
2022-08-11,35.72999954223633
2022-08-12,36.029998779296875
2022-08-15,34.95000076293945
2022-08-16,35.2599983215332
2022-08-17,34.70000076293945
2022-08-18,34.25
2022-08-19,34.060001373291016
2022-08-22,34.04999923706055
2022-08-23,33.72999954223633
2022-08-24,33.529998779296875
2022-08-25,33.72999954223633
2022-08-26,33.189998626708984
2022-08-29,33.11000061035156
2022-08-30,32.959999084472656
2022-08-31,32.47999954223633
2022-09-01,31.690000534057617
2022-09-02,31.850000381469727
2022-09-06,31.469999313354492
2022-09-07,31.489999771118164
2022-09-08,31.510000228881836
2022-09-09,31.889999389648438
2022-09-12,32.45000076293945
2022-09-13,31.6299991607666
2022-09-14,31.200000762939453
2022-09-15,31.020000457763672
2022-09-16,30.829999923706055
2022-09-19,30.780000686645508
2022-09-20,30.489999771118164
2022-09-21,29.770000457763672
2022-09-22,30.010000228881836
2022-09-23,29.360000610351562
2022-09-26,28.81999969482422
2022-09-27,28.65999984741211
2022-09-28,29.459999084472656
2022-09-29,29.360000610351562
2022-09-30,29.43000030517578
2022-10-03,30.25
2022-10-04,30.709999084472656
2022-10-05,30.40999984741211
2022-10-06,30.0
2022-10-07,30.110000610351562
2022-10-10,30.190000534057617
2022-10-11,30.43000030517578
2022-10-12,30.3700008392334
2022-10-13,30.649999618530273
2022-10-14,30.709999084472656
2022-10-17,31.299999237060547
2022-10-18,31.25
2022-10-19,31.309999465942383
2022-10-20,31.059999465942383
2022-10-21,31.8700008392334
2022-10-24,31.760000228881836
2022-10-25,32.2400016784668
2022-10-26,32.689998626708984
2022-10-27,32.720001220703125
2022-10-28,33.27000045776367
2022-10-31,33.16999816894531
2022-11-01,33.459999084472656
2022-11-02,33.119998931884766
2022-11-03,32.84000015258789
2022-11-04,32.9900016784668
2022-11-07,31.940000534057617
2022-11-08,32.220001220703125
2022-11-09,32.41999816894531
2022-11-10,33.470001220703125
2022-11-11,31.579999923706055
2022-11-14,32.540000915527344
2022-11-15,32.290000915527344
2022-11-16,32.90999984741211
2022-11-17,32.59000015258789
2022-11-18,32.88999938964844
2022-11-21,33.439998626708984
2022-11-22,33.849998474121094
2022-11-23,33.689998626708984
2022-11-25,33.9900016784668
2022-11-28,33.7599983215332
2022-11-29,34.36000061035156
2022-11-30,34.59000015258789
2022-12-01,35.029998779296875
2022-12-02,35.349998474121094
2022-12-05,35.15999984741211
2022-12-06,37.91999816894531
2022-12-07,36.880001068115234
2022-12-08,36.599998474121094
2022-12-09,35.970001220703125
2022-12-12,35.709999084472656
2022-12-13,36.150001525878906
2022-12-14,35.91999816894531
2022-12-15,35.630001068115234
2022-12-16,34.95000076293945
2022-12-19,34.869998931884766
2022-12-20,34.9900016784668
2022-12-21,35.29999923706055
2022-12-22,35.310001373291016
2022-12-23,35.220001220703125
2022-12-27,35.06999969482422
2022-12-28,34.779998779296875
2022-12-29,35.130001068115234
2022-12-30,35.13999938964844
2023-01-03,35.290000915527344
2023-01-04,35.029998779296875
2023-01-05,34.47999954223633
2023-01-06,34.91999816894531
2023-01-09,34.529998779296875
2023-01-10,34.7400016784668
2023-01-11,34.66999816894531
2023-01-12,35.150001525878906
2023-01-13,35.380001068115234
2023-01-17,35.560001373291016
2023-01-18,35.189998626708984
2023-01-19,35.61000061035156
2023-01-20,35.380001068115234
2023-01-23,35.36000061035156
2023-01-24,34.70000076293945
2023-01-25,35.16999816894531
2023-01-26,35.34000015258789
2023-01-27,35.29999923706055
2023-01-30,35.119998931884766
2023-01-31,35.2599983215332
2023-02-01,35.4900016784668
2023-02-02,35.130001068115234
2023-02-03,34.83000183105469
2023-02-06,35.34000015258789
2023-02-07,36.16999816894531
2023-02-08,36.31999969482422
2023-02-09,36.43000030517578
2023-02-10,35.84000015258789
2023-02-13,36.22999954223633
2023-02-14,36.060001373291016
2023-02-15,35.56999969482422
2023-02-16,35.13999938964844
2023-02-17,35.880001068115234
2023-02-21,36.0
2023-02-22,35.7400016784668
2023-02-23,35.2599983215332
2023-02-24,34.56999969482422
2023-02-27,34.81999969482422
2023-02-28,34.27000045776367
2023-03-01,34.2599983215332
2023-03-02,34.58000183105469
2023-03-03,34.65999984741211
2023-03-06,34.45000076293945
2023-03-07,34.029998779296875
2023-03-08,33.59000015258789
2023-03-09,33.5
2023-03-10,33.5
2023-03-13,33.52000045776367
2023-03-14,33.720001220703125
2023-03-15,33.58000183105469
2023-03-16,33.81999969482422
2023-03-17,34.06999969482422
2023-03-20,34.93000030517578
2023-03-21,35.04999923706055
2023-03-22,34.900001525878906
2023-03-23,35.220001220703125
2023-03-24,34.380001068115234
2023-03-27,35.040000915527344
2023-03-28,35.099998474121094
2023-03-29,35.060001373291016
2023-03-30,35.27000045776367
2023-03-31,35.58000183105469
2023-04-03,35.95000076293945
2023-04-04,36.54999923706055
2023-04-05,37.45000076293945
2023-04-06,38.0
2023-04-10,37.869998931884766
2023-04-11,37.349998474121094
2023-04-12,37.709999084472656
2023-04-13,38.31999969482422
2023-04-14,37.77000045776367
2023-04-17,37.38999938964844
2023-04-18,36.779998779296875
2023-04-19,36.93000030517578
2023-04-20,36.459999084472656
2023-04-21,36.709999084472656
2023-04-24,36.650001525878906
2023-04-25,36.90999984741211
2023-04-26,35.93000030517578
2023-04-27,36.0099983215332
2023-04-28,36.029998779296875
2023-05-01,36.20000076293945
2023-05-02,36.349998474121094
2023-05-03,36.84000015258789
2023-05-04,36.709999084472656
2023-05-05,36.97999954223633
2023-05-08,36.77000045776367
2023-05-09,36.45000076293945
2023-05-10,36.529998779296875
2023-05-11,36.279998779296875
2023-05-12,36.529998779296875
2023-05-15,36.779998779296875
2023-05-16,36.470001220703125
2023-05-17,36.13999938964844
2023-05-18,35.209999084472656
2023-05-19,35.61000061035156
2023-05-22,35.349998474121094
2023-05-23,35.41999816894531
2023-05-24,34.689998626708984
2023-05-25,34.11000061035156
2023-05-26,34.2400016784668
2023-05-30,33.86000061035156
2023-05-31,33.599998474121094
2023-06-01,33.79999923706055
2023-06-02,34.11000061035156
2023-06-05,34.279998779296875
2023-06-06,34.619998931884766
2023-06-07,34.36000061035156
2023-06-08,34.720001220703125
2023-06-09,34.7599983215332
2023-06-12,34.38999938964844
2023-06-13,34.63999938964844
2023-06-14,34.470001220703125
2023-06-15,35.27000045776367
2023-06-16,35.150001525878906
2023-06-20,34.619998931884766
2023-06-21,35.150001525878906
2023-06-22,34.68000030517578
2023-06-23,36.380001068115234
2023-06-26,36.27000045776367
2023-06-27,35.7599983215332
2023-06-28,35.529998779296875
2023-06-29,35.41999816894531
2023-06-30,35.63999938964844
2023-07-03,35.290000915527344
2023-07-05,34.72999954223633
2023-07-06,34.09000015258789
2023-07-07,33.810001373291016
2023-07-10,33.849998474121094
2023-07-11,34.119998931884766
2023-07-12,34.5
2023-07-13,34.79999923706055
2023-07-14,34.529998779296875
2023-07-17,34.5099983215332
2023-07-18,34.79999923706055
2023-07-19,35.189998626708984
2023-07-20,35.70000076293945
2023-07-21,35.75
2023-07-24,35.72999954223633
2023-07-25,35.70000076293945
2023-07-26,35.869998931884766
2023-07-27,35.869998931884766
2023-07-28,35.439998626708984
2023-07-31,35.56999969482422
2023-08-01,34.93000030517578
2023-08-02,34.630001068115234
2023-08-03,34.16999816894531
2023-08-04,34.380001068115234
2023-08-07,34.63999938964844
2023-08-08,34.97999954223633
2023-08-09,35.18000030517578
2023-08-10,35.08000183105469
2023-08-11,35.33000183105469
2023-08-14,35.439998626708984
2023-08-15,35.2599983215332
2023-08-16,35.04999923706055
2023-08-17,34.86000061035156
2023-08-18,34.470001220703125
2023-08-21,34.54999923706055
2023-08-22,34.619998931884766
2023-08-23,34.95000076293945
2023-08-24,34.470001220703125
2023-08-25,34.77000045776367
2023-08-28,35.11000061035156
2023-08-29,35.5099983215332
2023-08-30,35.4900016784668
2023-08-31,35.130001068115234
2023-09-01,35.029998779296875
2023-09-05,34.560001373291016
2023-09-06,34.40999984741211
2023-09-07,34.63999938964844
2023-09-08,36.54999923706055
2023-09-11,37.02000045776367
2023-09-12,36.86000061035156
2023-09-13,36.7599983215332
2023-09-14,37.38999938964844
2023-09-15,37.43000030517578
2023-09-18,37.349998474121094
2023-09-19,37.47999954223633
2023-09-20,38.06999969482422
2023-09-21,37.619998931884766
2023-09-22,37.43000030517578
2023-09-25,37.709999084472656
2023-09-26,37.279998779296875
2023-09-27,37.040000915527344
2023-09-28,36.34000015258789
2023-09-29,36.25
2023-10-02,36.09000015258789
2023-10-03,35.88999938964844
2023-10-04,36.08000183105469
2023-10-05,36.15999984741211
2023-10-06,36.650001525878906
2023-10-09,37.099998474121094
2023-10-10,37.34000015258789
2023-10-11,37.560001373291016
2023-10-12,37.0099983215332
2023-10-13,36.68000030517578
2023-10-16,36.58000183105469
2023-10-17,36.66999816894531
2023-10-18,36.290000915527344
2023-10-19,35.38999938964844
2023-10-20,35.58000183105469
2023-10-23,35.79999923706055
2023-10-24,35.97999954223633
2023-10-25,36.04999923706055
2023-10-26,35.68000030517578
2023-10-27,34.560001373291016
2023-10-30,35.27000045776367
2023-10-31,35.70000076293945
2023-11-01,34.58000183105469
2023-11-02,34.16999816894531
2023-11-03,34.439998626708984
2023-11-06,34.790000915527344
2023-11-07,34.97999954223633
2023-11-08,35.060001373291016
2023-11-09,34.459999084472656
2023-11-10,34.40999984741211
2023-11-13,34.61000061035156
2023-11-14,34.47999954223633
2023-11-15,34.470001220703125
2023-11-16,34.439998626708984
2023-11-17,35.20000076293945
2023-11-20,35.11000061035156
2023-11-21,35.380001068115234
2023-11-22,35.20000076293945
2023-11-24,35.810001373291016
