Date,PRU
2022-02-28,111.66000366210938
2022-03-01,105.77999877929688
2022-03-02,109.37000274658203
2022-03-03,109.54000091552734
2022-03-04,106.43000030517578
2022-03-07,102.05000305175781
2022-03-08,103.69999694824219
2022-03-09,106.88999938964844
2022-03-10,106.1500015258789
2022-03-11,106.05000305175781
2022-03-14,109.26000213623047
2022-03-15,109.79000091552734
2022-03-16,113.95999908447266
2022-03-17,115.4000015258789
2022-03-18,115.2300033569336
2022-03-21,116.08999633789062
2022-03-22,119.0
2022-03-23,116.94000244140625
2022-03-24,119.16000366210938
2022-03-25,120.86000061035156
2022-03-28,120.05999755859375
2022-03-29,120.86000061035156
2022-03-30,120.30000305175781
2022-03-31,118.16999816894531
2022-04-01,118.4000015258789
2022-04-04,116.37999725341797
2022-04-05,116.8499984741211
2022-04-06,116.7300033569336
2022-04-07,114.6500015258789
2022-04-08,116.70999908447266
2022-04-11,116.5
2022-04-12,115.55000305175781
2022-04-13,116.30000305175781
2022-04-14,117.23999786376953
2022-04-18,118.5
2022-04-19,119.41999816894531
2022-04-20,121.05999755859375
2022-04-21,119.86000061035156
2022-04-22,115.83000183105469
2022-04-25,113.98999786376953
2022-04-26,110.38999938964844
2022-04-27,110.79000091552734
2022-04-28,112.12000274658203
2022-04-29,108.51000213623047
2022-05-02,108.41000366210938
2022-05-03,109.7300033569336
2022-05-04,111.56999969482422
2022-05-05,107.73999786376953
2022-05-06,106.68000030517578
2022-05-09,105.11000061035156
2022-05-10,104.25
2022-05-11,103.05000305175781
2022-05-12,100.16000366210938
2022-05-13,101.19000244140625
2022-05-16,101.02999877929688
2022-05-17,103.95999908447266
2022-05-18,101.58999633789062
2022-05-19,99.58000183105469
2022-05-20,98.69999694824219
2022-05-23,101.4000015258789
2022-05-24,100.88999938964844
2022-05-25,102.16000366210938
2022-05-26,104.55999755859375
2022-05-27,106.2699966430664
2022-05-31,106.25
2022-06-01,105.31999969482422
2022-06-02,105.75
2022-06-03,103.95999908447266
2022-06-06,105.33000183105469
2022-06-07,106.20999908447266
2022-06-08,105.08999633789062
2022-06-09,102.56999969482422
2022-06-10,98.38999938964844
2022-06-13,94.25
2022-06-14,94.13999938964844
2022-06-15,94.8499984741211
2022-06-16,91.33000183105469
2022-06-17,91.44000244140625
2022-06-21,93.9000015258789
2022-06-22,93.16999816894531
2022-06-23,92.48999786376953
2022-06-24,97.41000366210938
2022-06-27,96.94999694824219
2022-06-28,97.68000030517578
2022-06-29,96.33000183105469
2022-06-30,95.68000030517578
2022-07-01,97.41999816894531
2022-07-05,95.33000183105469
2022-07-06,94.81999969482422
2022-07-07,96.5999984741211
2022-07-08,96.30999755859375
2022-07-11,96.0999984741211
2022-07-12,96.0199966430664
2022-07-13,93.30000305175781
2022-07-14,90.44000244140625
2022-07-15,92.33000183105469
2022-07-18,92.66000366210938
2022-07-19,95.16999816894531
2022-07-20,95.81999969482422
2022-07-21,96.06999969482422
2022-07-22,95.51000213623047
2022-07-25,96.87000274658203
2022-07-26,96.05000305175781
2022-07-27,97.63999938964844
2022-07-28,98.0999984741211
2022-07-29,99.98999786376953
2022-08-01,99.6500015258789
2022-08-02,97.98999786376953
2022-08-03,96.80999755859375
2022-08-04,95.94999694824219
2022-08-05,96.51000213623047
2022-08-08,97.30000305175781
2022-08-09,98.58000183105469
2022-08-10,101.6500015258789
2022-08-11,102.98999786376953
2022-08-12,105.48999786376953
2022-08-15,104.81999969482422
2022-08-16,105.18000030517578
2022-08-17,104.56999969482422
2022-08-18,105.41999816894531
2022-08-19,103.4000015258789
2022-08-22,99.11000061035156
2022-08-23,99.33000183105469
2022-08-24,99.5
2022-08-25,101.37999725341797
2022-08-26,98.5199966430664
2022-08-29,97.9800033569336
2022-08-30,97.02999877929688
2022-08-31,95.75
2022-09-01,94.97000122070312
2022-09-02,94.88999938964844
2022-09-06,94.18000030517578
2022-09-07,95.77999877929688
2022-09-08,96.94999694824219
2022-09-09,98.4800033569336
2022-09-12,99.76000213623047
2022-09-13,95.79000091552734
2022-09-14,94.08000183105469
2022-09-15,92.54000091552734
2022-09-16,91.91999816894531
2022-09-19,94.43000030517578
2022-09-20,93.0199966430664
2022-09-21,91.87000274658203
2022-09-22,90.9800033569336
2022-09-23,88.68000030517578
2022-09-26,87.33999633789062
2022-09-27,87.18000030517578
2022-09-28,88.31999969482422
2022-09-29,86.30000305175781
2022-09-30,85.77999877929688
2022-10-03,89.19000244140625
2022-10-04,94.23999786376953
2022-10-05,93.75
2022-10-06,92.94999694824219
2022-10-07,91.08000183105469
2022-10-10,91.1500015258789
2022-10-11,90.83999633789062
2022-10-12,90.19000244140625
2022-10-13,95.0999984741211
2022-10-14,94.66999816894531
2022-10-17,95.88999938964844
2022-10-18,97.33999633789062
2022-10-19,96.41999816894531
2022-10-20,95.19999694824219
2022-10-21,98.29000091552734
2022-10-24,100.12000274658203
2022-10-25,101.4000015258789
2022-10-26,101.13999938964844
2022-10-27,101.81999969482422
2022-10-28,105.2699966430664
2022-10-31,105.19000244140625
2022-11-01,106.0
2022-11-02,105.29000091552734
2022-11-03,101.83000183105469
2022-11-04,105.05999755859375
2022-11-07,103.20999908447266
2022-11-08,103.30000305175781
2022-11-09,102.41999816894531
2022-11-10,107.72000122070312
2022-11-11,110.20999908447266
2022-11-14,108.2300033569336
2022-11-15,107.91000366210938
2022-11-16,107.73999786376953
2022-11-17,106.79000091552734
2022-11-18,107.33000183105469
2022-11-21,106.9800033569336
2022-11-22,108.55999755859375
2022-11-23,107.05999755859375
2022-11-25,107.7699966430664
2022-11-28,105.55000305175781
2022-11-29,106.58999633789062
2022-11-30,108.02999877929688
2022-12-01,107.7300033569336
2022-12-02,107.68000030517578
2022-12-05,104.73999786376953
2022-12-06,103.29000091552734
2022-12-07,102.62999725341797
2022-12-08,101.5999984741211
2022-12-09,101.37000274658203
2022-12-12,102.55999755859375
2022-12-13,103.22000122070312
2022-12-14,102.06999969482422
2022-12-15,99.75
2022-12-16,97.87000274658203
2022-12-19,97.12000274658203
2022-12-20,98.25
2022-12-21,100.36000061035156
2022-12-22,98.66000366210938
2022-12-23,99.55999755859375
2022-12-27,99.3499984741211
2022-12-28,98.37000274658203
2022-12-29,99.87999725341797
2022-12-30,99.45999908447266
2023-01-03,99.4800033569336
2023-01-04,101.18000030517578
2023-01-05,99.44000244140625
2023-01-06,101.01000213623047
2023-01-09,98.26000213623047
2023-01-10,99.3499984741211
2023-01-11,100.0
2023-01-12,99.5999984741211
2023-01-13,101.0
2023-01-17,101.08000183105469
2023-01-18,98.56999969482422
2023-01-19,96.94000244140625
2023-01-20,98.62999725341797
2023-01-23,99.98999786376953
2023-01-24,100.87999725341797
2023-01-25,101.52999877929688
2023-01-26,102.83000183105469
2023-01-27,103.5
2023-01-30,103.25
2023-01-31,104.94000244140625
2023-02-01,104.26000213623047
2023-02-02,102.81999969482422
2023-02-03,101.86000061035156
2023-02-06,102.0999984741211
2023-02-07,102.80000305175781
2023-02-08,104.33999633789062
2023-02-09,102.97000122070312
2023-02-10,103.02999877929688
2023-02-13,104.43000030517578
2023-02-14,103.2699966430664
2023-02-15,103.95999908447266
2023-02-16,103.11000061035156
2023-02-17,101.52999877929688
2023-02-21,98.0999984741211
2023-02-22,98.3499984741211
2023-02-23,98.5199966430664
2023-02-24,99.04000091552734
2023-02-27,99.02999877929688
2023-02-28,100.0
2023-03-01,99.94999694824219
2023-03-02,98.01000213623047
2023-03-03,99.08000183105469
2023-03-06,98.55999755859375
2023-03-07,95.95999908447266
2023-03-08,94.7300033569336
2023-03-09,90.69999694824219
2023-03-10,88.5199966430664
2023-03-13,82.18000030517578
2023-03-14,83.66999816894531
2023-03-15,80.16000366210938
2023-03-16,82.19000244140625
2023-03-17,78.0199966430664
2023-03-20,80.30999755859375
2023-03-21,82.44999694824219
2023-03-22,78.68000030517578
2023-03-23,77.2300033569336
2023-03-24,77.58000183105469
2023-03-27,79.4000015258789
2023-03-28,79.4000015258789
2023-03-29,81.19000244140625
2023-03-30,81.75
2023-03-31,82.73999786376953
2023-04-03,82.43000030517578
2023-04-04,82.23999786376953
2023-04-05,82.83999633789062
2023-04-06,83.36000061035156
2023-04-10,84.1500015258789
2023-04-11,85.41000366210938
2023-04-12,84.83999633789062
2023-04-13,84.87000274658203
2023-04-14,85.58000183105469
2023-04-17,87.08000183105469
2023-04-18,87.0
2023-04-19,87.8499984741211
2023-04-20,86.44000244140625
2023-04-21,85.70999908447266
2023-04-24,85.87000274658203
2023-04-25,83.87999725341797
2023-04-26,83.69999694824219
2023-04-27,85.58999633789062
2023-04-28,87.0
2023-05-01,86.30999755859375
2023-05-02,83.54000091552734
2023-05-03,81.36000061035156
2023-05-04,79.11000061035156
2023-05-05,82.05000305175781
2023-05-08,82.56999969482422
2023-05-09,81.5
2023-05-10,80.3499984741211
2023-05-11,80.51000213623047
2023-05-12,78.94000244140625
2023-05-15,79.4000015258789
2023-05-16,78.04000091552734
2023-05-17,81.08000183105469
2023-05-18,82.38999938964844
2023-05-19,82.04000091552734
2023-05-22,82.0
2023-05-23,81.79000091552734
2023-05-24,79.5199966430664
2023-05-25,80.06999969482422
2023-05-26,80.13999938964844
2023-05-30,81.18000030517578
2023-05-31,78.69000244140625
2023-06-01,80.12999725341797
2023-06-02,83.04000091552734
2023-06-05,83.05999755859375
2023-06-06,83.93000030517578
2023-06-07,85.76000213623047
2023-06-08,84.83999633789062
2023-06-09,84.55000305175781
2023-06-12,84.61000061035156
2023-06-13,86.48999786376953
2023-06-14,85.54000091552734
2023-06-15,86.76000213623047
2023-06-16,87.02999877929688
2023-06-20,85.05000305175781
2023-06-21,85.38999938964844
2023-06-22,84.66000366210938
2023-06-23,83.88999938964844
2023-06-26,85.2300033569336
2023-06-27,86.66000366210938
2023-06-28,86.29000091552734
2023-06-29,87.83999633789062
2023-06-30,88.22000122070312
2023-07-03,89.1500015258789
2023-07-05,88.77999877929688
2023-07-06,88.66000366210938
2023-07-07,89.8499984741211
2023-07-10,89.41999816894531
2023-07-11,91.87999725341797
2023-07-12,91.91000366210938
2023-07-13,92.80999755859375
2023-07-14,91.55000305175781
2023-07-17,92.5
2023-07-18,93.69000244140625
2023-07-19,94.30000305175781
2023-07-20,95.0199966430664
2023-07-21,94.7699966430664
2023-07-24,96.5199966430664
2023-07-25,95.38999938964844
2023-07-26,96.83000183105469
2023-07-27,96.37999725341797
2023-07-28,96.27999877929688
2023-07-31,96.48999786376953
2023-08-01,96.33999633789062
2023-08-02,95.30999755859375
2023-08-03,96.79000091552734
2023-08-04,96.51000213623047
2023-08-07,98.12999725341797
2023-08-08,97.30999755859375
2023-08-09,95.06999969482422
2023-08-10,94.62000274658203
2023-08-11,95.20999908447266
2023-08-14,95.13999938964844
2023-08-15,93.29000091552734
2023-08-16,93.18000030517578
2023-08-17,92.91999816894531
2023-08-18,92.80000305175781
2023-08-21,91.20999908447266
2023-08-22,90.22000122070312
2023-08-23,91.43000030517578
2023-08-24,93.41999816894531
2023-08-25,93.73999786376953
2023-08-28,93.66000366210938
2023-08-29,94.43000030517578
2023-08-30,94.44000244140625
2023-08-31,94.66999816894531
2023-09-01,96.08999633789062
2023-09-05,94.44999694824219
2023-09-06,94.31999969482422
2023-09-07,94.27999877929688
2023-09-08,95.08999633789062
2023-09-11,95.26000213623047
2023-09-12,96.5999984741211
2023-09-13,96.58000183105469
2023-09-14,99.13999938964844
2023-09-15,98.69000244140625
2023-09-18,98.91000366210938
2023-09-19,98.91999816894531
2023-09-20,98.93000030517578
2023-09-21,96.97000122070312
