Date,RIO
2022-02-28,78.58000183105469
2022-03-01,80.02999877929688
2022-03-02,83.54000091552734
2022-03-03,84.0
2022-03-04,81.87999725341797
2022-03-07,79.54000091552734
2022-03-08,77.52999877929688
2022-03-09,77.72000122070312
2022-03-10,74.8499984741211
2022-03-11,72.72000122070312
2022-03-14,69.37000274658203
2022-03-15,69.08000183105469
2022-03-16,72.72000122070312
2022-03-17,74.83999633789062
2022-03-18,75.43000030517578
2022-03-21,77.69000244140625
2022-03-22,76.47000122070312
2022-03-23,77.87999725341797
2022-03-24,78.30000305175781
2022-03-25,79.5199966430664
2022-03-28,78.52999877929688
2022-03-29,78.37999725341797
2022-03-30,80.5
2022-03-31,80.4000015258789
2022-04-01,82.68000030517578
2022-04-04,81.37999725341797
2022-04-05,80.48999786376953
2022-04-06,80.56999969482422
2022-04-07,80.8499984741211
2022-04-08,80.27999877929688
2022-04-11,79.73999786376953
2022-04-12,80.48999786376953
2022-04-13,81.94000244140625
2022-04-14,81.87000274658203
2022-04-18,82.4000015258789
2022-04-19,80.69999694824219
2022-04-20,78.58000183105469
2022-04-21,74.80999755859375
2022-04-22,72.66999816894531
2022-04-25,70.83999633789062
2022-04-26,68.73999786376953
2022-04-27,71.9000015258789
2022-04-28,71.51000213623047
2022-04-29,71.12000274658203
2022-05-02,70.94999694824219
2022-05-03,71.12000274658203
2022-05-04,71.80999755859375
2022-05-05,68.97000122070312
2022-05-06,68.06999969482422
2022-05-09,64.97000122070312
2022-05-10,65.0999984741211
2022-05-11,65.41999816894531
2022-05-12,64.41999816894531
2022-05-13,65.80999755859375
2022-05-16,66.56999969482422
2022-05-17,68.95999908447266
2022-05-18,66.66999816894531
2022-05-19,67.93000030517578
2022-05-20,69.54000091552734
2022-05-23,70.7300033569336
2022-05-24,71.2699966430664
2022-05-25,71.88999938964844
2022-05-26,72.12999725341797
2022-05-27,73.19000244140625
2022-05-31,73.44000244140625
2022-06-01,73.2300033569336
2022-06-02,75.81999969482422
2022-06-03,74.86000061035156
2022-06-06,75.91000366210938
2022-06-07,78.4000015258789
2022-06-08,76.48999786376953
2022-06-09,74.41000366210938
2022-06-10,71.69000244140625
2022-06-13,68.80999755859375
2022-06-14,67.41999816894531
2022-06-15,69.5199966430664
2022-06-16,68.04000091552734
2022-06-17,64.54000091552734
2022-06-21,65.4000015258789
2022-06-22,62.709999084472656
2022-06-23,60.810001373291016
2022-06-24,62.720001220703125
2022-06-27,63.02000045776367
2022-06-28,63.2599983215332
2022-06-29,62.93000030517578
2022-06-30,61.0
2022-07-01,59.83000183105469
2022-07-05,57.279998779296875
2022-07-06,57.2599983215332
2022-07-07,59.4900016784668
2022-07-08,59.11000061035156
2022-07-11,57.810001373291016
2022-07-12,57.220001220703125
2022-07-13,58.099998474121094
2022-07-14,54.68000030517578
2022-07-15,55.40999984741211
2022-07-18,56.63999938964844
2022-07-19,57.45000076293945
2022-07-20,57.29999923706055
2022-07-21,57.529998779296875
2022-07-22,57.5
2022-07-25,59.66999816894531
2022-07-26,59.11000061035156
2022-07-27,59.41999816894531
2022-07-28,59.880001068115234
2022-07-29,61.029998779296875
2022-08-01,60.25
2022-08-02,59.29999923706055
2022-08-03,59.18000030517578
2022-08-04,59.31999969482422
2022-08-05,60.689998626708984
2022-08-08,60.79999923706055
2022-08-09,61.34000015258789
2022-08-10,61.709999084472656
2022-08-11,59.97999954223633
2022-08-12,60.20000076293945
2022-08-15,58.5099983215332
2022-08-16,60.97999954223633
2022-08-17,59.65999984741211
2022-08-18,60.4900016784668
2022-08-19,58.83000183105469
2022-08-22,58.93000030517578
2022-08-23,61.099998474121094
2022-08-24,59.119998931884766
2022-08-25,60.16999816894531
2022-08-26,59.709999084472656
2022-08-29,59.2400016784668
2022-08-30,56.77000045776367
2022-08-31,56.290000915527344
2022-09-01,54.34000015258789
2022-09-02,54.4900016784668
2022-09-06,54.880001068115234
2022-09-07,54.33000183105469
2022-09-08,55.34000015258789
2022-09-09,57.93000030517578
2022-09-12,58.84000015258789
2022-09-13,56.68000030517578
2022-09-14,56.20000076293945
2022-09-15,55.349998474121094
2022-09-16,55.16999816894531
2022-09-19,56.310001373291016
2022-09-20,55.11000061035156
2022-09-21,53.220001220703125
2022-09-22,55.349998474121094
2022-09-23,52.15999984741211
2022-09-26,51.220001220703125
2022-09-27,52.380001068115234
2022-09-28,53.869998931884766
2022-09-29,55.18000030517578
2022-09-30,55.060001373291016
2022-10-03,57.0
2022-10-04,59.25
2022-10-05,58.7400016784668
2022-10-06,57.16999816894531
2022-10-07,57.29999923706055
2022-10-10,57.459999084472656
