Date,CNI
2022-02-28,123.98999786376953
2022-03-01,119.11000061035156
2022-03-02,125.01000213623047
2022-03-03,124.69000244140625
2022-03-04,126.91999816894531
2022-03-07,126.31999969482422
2022-03-08,122.81999969482422
2022-03-09,124.12000274658203
2022-03-10,127.69999694824219
2022-03-11,126.29000091552734
2022-03-14,123.5
2022-03-15,123.58000183105469
2022-03-16,127.33999633789062
2022-03-17,127.70999908447266
2022-03-18,130.61000061035156
2022-03-21,132.02000427246094
2022-03-22,133.33999633789062
2022-03-23,133.42999267578125
2022-03-24,134.27999877929688
2022-03-25,136.1699981689453
2022-03-28,135.72000122070312
2022-03-29,136.05999755859375
2022-03-30,136.6300048828125
2022-03-31,134.13999938964844
2022-04-01,127.80999755859375
2022-04-04,130.1199951171875
2022-04-05,128.8699951171875
2022-04-06,127.44000244140625
2022-04-07,127.04000091552734
2022-04-08,124.37000274658203
2022-04-11,124.12999725341797
2022-04-12,122.86000061035156
2022-04-13,125.75
2022-04-14,127.19000244140625
2022-04-18,126.30999755859375
2022-04-19,127.30999755859375
2022-04-20,128.74000549316406
2022-04-21,127.45999908447266
2022-04-22,123.38999938964844
2022-04-25,124.33999633789062
2022-04-26,122.45999908447266
2022-04-27,121.19000244140625
2022-04-28,121.16000366210938
2022-04-29,117.62000274658203
2022-05-02,117.5
2022-05-03,118.1500015258789
2022-05-04,122.7699966430664
2022-05-05,118.3499984741211
2022-05-06,116.33999633789062
2022-05-09,110.93000030517578
2022-05-10,109.94999694824219
2022-05-11,111.23999786376953
2022-05-12,111.27999877929688
2022-05-13,110.62000274658203
2022-05-16,112.66000366210938
2022-05-17,115.16999816894531
2022-05-18,112.69999694824219
2022-05-19,110.91000366210938
2022-05-20,111.62000274658203
2022-05-23,112.86000061035156
2022-05-24,110.44000244140625
2022-05-25,110.08999633789062
2022-05-26,112.52999877929688
2022-05-27,114.05999755859375
2022-05-31,113.77999877929688
2022-06-01,114.08999633789062
2022-06-02,118.20999908447266
2022-06-03,117.2699966430664
2022-06-06,117.7300033569336
2022-06-07,116.63999938964844
2022-06-08,114.87000274658203
2022-06-09,112.70999908447266
2022-06-10,109.95999908447266
2022-06-13,107.76000213623047
2022-06-14,108.44999694824219
2022-06-15,110.31999969482422
2022-06-16,108.2699966430664
2022-06-17,108.11000061035156
2022-06-21,109.25
2022-06-22,109.91999816894531
2022-06-23,109.5
2022-06-24,113.7699966430664
2022-06-27,113.41999816894531
2022-06-28,111.01000213623047
2022-06-29,112.55000305175781
2022-06-30,112.47000122070312
2022-07-01,113.19000244140625
2022-07-05,113.30999755859375
2022-07-06,113.63999938964844
2022-07-07,113.27999877929688
2022-07-08,112.75
2022-07-11,111.66999816894531
2022-07-12,110.69000244140625
2022-07-13,110.91999816894531
2022-07-14,110.81999969482422
2022-07-15,111.66000366210938
2022-07-18,112.43000030517578
2022-07-19,115.43000030517578
2022-07-20,114.75
2022-07-21,116.04000091552734
2022-07-22,115.55999755859375
2022-07-25,117.27999877929688
2022-07-26,116.79000091552734
2022-07-27,122.45999908447266
2022-07-28,124.29000091552734
2022-07-29,126.68000030517578
2022-08-01,125.48999786376953
2022-08-02,124.9800033569336
2022-08-03,125.04000091552734
2022-08-04,126.25
2022-08-05,127.05999755859375
2022-08-08,127.29000091552734
2022-08-09,126.19000244140625
2022-08-10,128.75999450683594
2022-08-11,126.98999786376953
2022-08-12,128.1999969482422
2022-08-15,127.31999969482422
2022-08-16,128.47000122070312
2022-08-17,128.0399932861328
2022-08-18,127.41999816894531
2022-08-19,126.72000122070312
2022-08-22,124.80999755859375
2022-08-23,124.54000091552734
2022-08-24,124.98999786376953
2022-08-25,126.20999908447266
2022-08-26,123.47000122070312
2022-08-29,122.83000183105469
2022-08-30,119.05999755859375
2022-08-31,118.91000366210938
2022-09-01,117.33999633789062
2022-09-02,117.0
2022-09-06,116.44999694824219
2022-09-07,118.62000274658203
2022-09-08,119.37000274658203
2022-09-09,122.01000213623047
2022-09-12,123.94999694824219
2022-09-13,120.48999786376953
2022-09-14,119.88999938964844
2022-09-15,118.52999877929688
2022-09-16,116.48999786376953
2022-09-19,117.87000274658203
2022-09-20,116.83000183105469
2022-09-21,114.44999694824219
2022-09-22,113.80999755859375
2022-09-23,111.0999984741211
2022-09-26,109.3499984741211
2022-09-27,108.69000244140625
2022-09-28,111.77999877929688
2022-09-29,109.98999786376953
2022-09-30,107.98999786376953
2022-10-03,112.81999969482422
2022-10-04,115.69000244140625
2022-10-05,113.73999786376953
2022-10-06,112.23999786376953
2022-10-07,109.77999877929688
2022-10-10,108.83999633789062
2022-10-11,107.93000030517578
2022-10-12,106.94999694824219
2022-10-13,109.81999969482422
2022-10-14,107.02999877929688
2022-10-17,111.1500015258789
2022-10-18,113.5
2022-10-19,112.91000366210938
2022-10-20,109.68000030517578
2022-10-21,112.81999969482422
2022-10-24,113.43000030517578
2022-10-25,115.5
2022-10-26,119.37000274658203
2022-10-27,117.98999786376953
2022-10-28,119.08999633789062
2022-10-31,118.44000244140625
2022-11-01,117.94000244140625
2022-11-02,116.05999755859375
2022-11-03,115.73999786376953
2022-11-04,119.23999786376953
2022-11-07,120.1500015258789
2022-11-08,121.51000213623047
2022-11-09,119.19000244140625
2022-11-10,123.3499984741211
2022-11-11,122.19000244140625
2022-11-14,121.30999755859375
2022-11-15,121.38999938964844
2022-11-16,122.7699966430664
2022-11-17,123.61000061035156
2022-11-18,124.41999816894531
2022-11-21,124.18000030517578
2022-11-22,125.36000061035156
2022-11-23,126.37000274658203
2022-11-25,127.66999816894531
2022-11-28,126.0199966430664
2022-11-29,125.22000122070312
2022-11-30,128.42999267578125
2022-12-01,128.4600067138672
2022-12-02,127.83000183105469
2022-12-05,126.69999694824219
2022-12-06,125.5
2022-12-07,124.79000091552734
2022-12-08,125.9800033569336
2022-12-09,124.55999755859375
2022-12-12,127.04000091552734
2022-12-13,127.20999908447266
2022-12-14,125.83000183105469
2022-12-15,123.16999816894531
2022-12-16,121.5999984741211
2022-12-19,119.8499984741211
2022-12-20,119.58999633789062
2022-12-21,121.33999633789062
2022-12-22,119.62999725341797
2022-12-23,120.44000244140625
2022-12-27,121.54000091552734
2022-12-28,119.29000091552734
2022-12-29,120.43000030517578
2022-12-30,118.87999725341797
2023-01-03,119.16999816894531
2023-01-04,120.9800033569336
2023-01-05,118.1500015258789
2023-01-06,122.31999969482422
2023-01-09,123.08000183105469
2023-01-10,121.52999877929688
2023-01-11,122.45999908447266
2023-01-12,123.12999725341797
2023-01-13,123.69000244140625
2023-01-17,124.45999908447266
2023-01-18,122.86000061035156
2023-01-19,121.62000274658203
2023-01-20,123.30999755859375
2023-01-23,123.63999938964844
2023-01-24,124.0199966430664
2023-01-25,118.18000030517578
2023-01-26,118.5199966430664
2023-01-27,118.29000091552734
2023-01-30,117.4000015258789
2023-01-31,119.08999633789062
2023-02-01,119.41999816894531
2023-02-02,119.69000244140625
2023-02-03,119.86000061035156
2023-02-06,118.36000061035156
2023-02-07,118.12000274658203
2023-02-08,117.4000015258789
2023-02-09,116.70999908447266
2023-02-10,119.8499984741211
2023-02-13,120.77999877929688
2023-02-14,119.55999755859375
2023-02-15,118.55999755859375
2023-02-16,117.44000244140625
2023-02-17,116.75
2023-02-21,116.25
2023-02-22,115.31999969482422
2023-02-23,116.08000183105469
2023-02-24,115.23999786376953
2023-02-27,115.93000030517578
2023-02-28,113.88999938964844
2023-03-01,115.62999725341797
2023-03-02,117.91999816894531
2023-03-03,119.30999755859375
2023-03-06,118.02999877929688
2023-03-07,116.30000305175781
2023-03-08,117.56999969482422
2023-03-09,116.0999984741211
2023-03-10,115.45999908447266
2023-03-13,116.19999694824219
2023-03-14,116.16999816894531
2023-03-15,115.19000244140625
2023-03-16,118.48999786376953
2023-03-17,115.23999786376953
2023-03-20,115.33000183105469
2023-03-21,114.83999633789062
2023-03-22,113.87000274658203
2023-03-23,112.63999938964844
2023-03-24,113.68000030517578
2023-03-27,114.5999984741211
2023-03-28,114.94000244140625
2023-03-29,115.31999969482422
2023-03-30,116.30000305175781
2023-03-31,117.97000122070312
2023-04-03,119.20999908447266
2023-04-04,120.29000091552734
2023-04-05,117.06999969482422
2023-04-06,118.5199966430664
2023-04-10,117.8499984741211
2023-04-11,118.87999725341797
2023-04-12,120.76000213623047
2023-04-13,121.43000030517578
2023-04-14,122.37999725341797
2023-04-17,122.41000366210938
2023-04-18,122.6500015258789
2023-04-19,122.45999908447266
2023-04-20,122.6500015258789
2023-04-21,123.02999877929688
2023-04-24,124.4000015258789
2023-04-25,118.52999877929688
2023-04-26,116.66999816894531
2023-04-27,118.33000183105469
2023-04-28,119.2699966430664
2023-05-01,119.83000183105469
2023-05-02,118.37000274658203
2023-05-03,117.9800033569336
2023-05-04,118.6500015258789
2023-05-05,121.81999969482422
2023-05-08,120.88999938964844
2023-05-09,120.30000305175781
2023-05-10,121.36000061035156
2023-05-11,119.9800033569336
2023-05-12,120.56999969482422
2023-05-15,121.44000244140625
2023-05-16,119.9000015258789
2023-05-17,119.16000366210938
2023-05-18,119.26000213623047
2023-05-19,119.5
2023-05-22,117.76000213623047
2023-05-23,115.5199966430664
2023-05-24,113.20999908447266
2023-05-25,113.70999908447266
2023-05-26,113.97000122070312
2023-05-30,114.31999969482422
2023-05-31,112.7300033569336
2023-06-01,115.05999755859375
2023-06-02,117.69000244140625
2023-06-05,116.86000061035156
2023-06-06,115.05000305175781
2023-06-07,116.75
2023-06-08,115.12000274658203
2023-06-09,114.19000244140625
2023-06-12,113.93000030517578
2023-06-13,115.0999984741211
2023-06-14,116.61000061035156
2023-06-15,117.95999908447266
2023-06-16,118.94999694824219
2023-06-20,117.4000015258789
2023-06-21,118.75
2023-06-22,119.94999694824219
2023-06-23,117.76000213623047
2023-06-26,118.79000091552734
2023-06-27,119.55000305175781
2023-06-28,119.06999969482422
2023-06-29,119.79000091552734
2023-06-30,121.06999969482422
2023-07-03,121.55999755859375
2023-07-05,119.81999969482422
2023-07-06,117.19999694824219
2023-07-07,115.58000183105469
2023-07-10,115.87000274658203
2023-07-11,115.61000061035156
2023-07-12,117.0199966430664
2023-07-13,118.61000061035156
2023-07-14,118.33000183105469
2023-07-17,117.55999755859375
2023-07-18,117.45999908447266
2023-07-19,118.0
2023-07-20,117.66000366210938
2023-07-21,118.55000305175781
2023-07-24,118.94999694824219
2023-07-25,118.66999816894531
2023-07-26,118.66999816894531
2023-07-27,118.33999633789062
2023-07-28,120.80000305175781
2023-07-31,121.2300033569336
2023-08-01,119.48999786376953
2023-08-02,116.80000305175781
2023-08-03,117.2300033569336
2023-08-04,116.87999725341797
2023-08-07,118.2699966430664
2023-08-08,117.05999755859375
2023-08-09,117.86000061035156
2023-08-10,116.44000244140625
2023-08-11,116.93000030517578
2023-08-14,116.16000366210938
2023-08-15,113.93000030517578
2023-08-16,113.61000061035156
2023-08-17,113.22000122070312
2023-08-18,113.61000061035156
2023-08-21,112.58999633789062
2023-08-22,112.04000091552734
2023-08-23,113.0
2023-08-24,111.69000244140625
2023-08-25,112.4800033569336
2023-08-28,112.2300033569336
2023-08-29,112.94000244140625
2023-08-30,114.0199966430664
2023-08-31,112.61000061035156
2023-09-01,113.16999816894531
2023-09-05,111.33999633789062
2023-09-06,109.43000030517578
2023-09-07,107.66000366210938
2023-09-08,107.83999633789062
2023-09-11,109.19999694824219
2023-09-12,109.33000183105469
2023-09-13,111.23999786376953
2023-09-14,115.45999908447266
2023-09-15,116.4000015258789
2023-09-18,115.72000122070312
2023-09-19,113.58000183105469
2023-09-20,113.26000213623047
2023-09-21,110.16000366210938
2023-09-22,110.12999725341797
2023-09-25,111.51000213623047
2023-09-26,110.55999755859375
2023-09-27,108.61000061035156
2023-09-28,109.6500015258789
2023-09-29,108.33000183105469
2023-10-02,106.4000015258789
2023-10-03,106.08000183105469
2023-10-04,106.44999694824219
2023-10-05,106.62000274658203
2023-10-06,107.12000274658203
2023-10-09,108.45999908447266
2023-10-10,108.76000213623047
2023-10-11,109.16000366210938
2023-10-12,107.7699966430664
2023-10-13,107.73999786376953
2023-10-16,109.37999725341797
2023-10-17,108.94000244140625
2023-10-18,105.37999725341797
2023-10-19,105.08000183105469
2023-10-20,106.44999694824219
2023-10-23,105.68000030517578
2023-10-24,105.66999816894531
2023-10-25,106.23999786376953
2023-10-26,104.58999633789062
2023-10-27,104.52999877929688
2023-10-30,105.9800033569336
2023-10-31,105.77999877929688
2023-11-01,106.69999694824219
2023-11-02,108.91000366210938
2023-11-03,110.9800033569336
2023-11-06,110.58000183105469
2023-11-07,109.98999786376953
2023-11-08,110.23999786376953
2023-11-09,110.3499984741211
2023-11-10,111.69999694824219
2023-11-13,112.54000091552734
2023-11-14,114.63999938964844
2023-11-15,114.19999694824219
2023-11-16,114.08999633789062
2023-11-17,115.31999969482422
2023-11-20,114.6500015258789
2023-11-21,114.45999908447266
2023-11-22,113.80999755859375
2023-11-24,115.31999969482422
2023-11-27,111.95999908447266
2023-11-28,112.9000015258789
