Date,CNI
2023-11-29,114.41000366210938
2023-11-30,115.94999694824219
2023-12-01,118.72000122070312
2023-12-04,118.68000030517578
2023-12-05,117.20999908447266
2023-12-06,117.80999755859375
2023-12-07,118.37999725341797
2023-12-08,117.77999877929688
2023-12-11,118.98999786376953
2023-12-12,119.06999969482422
2023-12-13,119.95999908447266
2023-12-14,120.87999725341797
2023-12-15,120.38999938964844
2023-12-18,120.9000015258789
2023-12-19,122.95999908447266
2023-12-20,122.19999694824219
2023-12-21,123.61000061035156
2023-12-22,124.95999908447266
2023-12-26,125.55000305175781
2023-12-27,125.83000183105469
2023-12-28,125.0999984741211
2023-12-29,125.62999725341797
2024-01-02,125.44000244140625
2024-01-03,125.05999755859375
2024-01-04,125.80999755859375
2024-01-05,125.87999725341797
2024-01-08,125.25
2024-01-09,123.69000244140625
2024-01-10,124.3499984741211
2024-01-11,124.51000213623047
2024-01-12,126.20999908447266
2024-01-16,125.08999633789062
2024-01-17,122.76000213623047
2024-01-18,124.7300033569336
2024-01-19,126.1500015258789
2024-01-22,124.73999786376953
2024-01-23,125.79000091552734
2024-01-24,123.01000213623047
2024-01-25,123.66000366210938
2024-01-26,123.94000244140625
2024-01-29,124.12000274658203
2024-01-30,125.0199966430664
2024-01-31,124.04000091552734
2024-02-01,126.91999816894531
2024-02-02,126.69999694824219
2024-02-05,126.3499984741211
2024-02-06,128.27000427246094
2024-02-07,129.1300048828125
2024-02-08,128.19000244140625
2024-02-09,128.57000732421875
2024-02-12,128.3800048828125
2024-02-13,125.52999877929688
2024-02-14,128.86000061035156
2024-02-15,129.91000366210938
2024-02-16,129.85000610351562
2024-02-20,128.00999450683594
2024-02-21,129.07000732421875
2024-02-22,131.42999267578125
2024-02-23,131.61000061035156
2024-02-26,131.61000061035156
2024-02-27,131.33999633789062
2024-02-28,129.75
2024-02-29,129.69000244140625
2024-03-01,130.30999755859375
2024-03-04,129.66000366210938
2024-03-05,129.58999633789062
2024-03-06,126.94999694824219
2024-03-07,129.0500030517578
2024-03-08,128.72000122070312
2024-03-11,128.77000427246094
2024-03-12,129.9600067138672
2024-03-13,130.36000061035156
2024-03-14,128.17999267578125
2024-03-15,128.6199951171875
2024-03-18,130.0800018310547
2024-03-19,129.0500030517578
2024-03-20,131.8800048828125
2024-03-21,132.8300018310547
2024-03-22,131.8300018310547
2024-03-25,129.77999877929688
2024-03-26,130.1699981689453
2024-03-27,131.64999389648438
2024-03-28,131.7100067138672
2024-04-01,131.52000427246094
2024-04-02,130.27999877929688
2024-04-03,130.57000732421875
2024-04-04,129.0
2024-04-05,129.74000549316406
2024-04-08,130.5
2024-04-09,130.99000549316406
2024-04-10,131.25999450683594
2024-04-11,129.42999267578125
2024-04-12,128.4499969482422
2024-04-15,128.7899932861328
2024-04-16,127.27999877929688
2024-04-17,127.02999877929688
2024-04-18,127.16000366210938
2024-04-19,127.6500015258789
2024-04-22,129.32000732421875
2024-04-23,129.39999389648438
2024-04-24,122.86000061035156
2024-04-25,124.77999877929688
2024-04-26,125.2300033569336
2024-04-29,124.05000305175781
2024-04-30,121.44000244140625
2024-05-01,121.01000213623047
2024-05-02,121.95999908447266
2024-05-03,123.54000091552734
2024-05-06,126.19000244140625
2024-05-07,125.27999877929688
2024-05-08,125.8499984741211
2024-05-09,127.25
2024-05-10,127.41999816894531
2024-05-13,126.61000061035156
2024-05-14,126.41999816894531
2024-05-15,125.38999938964844
2024-05-16,126.56999969482422
2024-05-17,127.33999633789062
2024-05-20,128.2100067138672
2024-05-21,126.69000244140625
2024-05-22,127.5199966430664
2024-05-23,126.3499984741211
2024-05-24,126.91000366210938
2024-05-28,124.08000183105469
2024-05-29,123.16999816894531
2024-05-30,124.06999969482422
2024-05-31,127.33000183105469
2024-06-03,125.91000366210938
2024-06-04,125.41000366210938
2024-06-05,126.05000305175781
2024-06-06,126.63999938964844
2024-06-07,124.12000274658203
2024-06-10,124.30999755859375
2024-06-11,123.16999816894531
2024-06-12,123.16000366210938
2024-06-13,121.69999694824219
2024-06-14,121.83999633789062
2024-06-17,120.7300033569336
2024-06-18,118.44999694824219
2024-06-20,118.0
2024-06-21,116.7699966430664
2024-06-24,118.30999755859375
2024-06-25,117.87999725341797
2024-06-26,118.23999786376953
2024-06-27,117.98999786376953
2024-06-28,118.12999725341797
2024-07-01,116.69000244140625
2024-07-02,117.58000183105469
2024-07-03,119.08999633789062
2024-07-05,117.91999816894531
2024-07-08,116.69999694824219
2024-07-09,115.56999969482422
2024-07-10,118.55999755859375
2024-07-11,119.41000366210938
2024-07-12,120.22000122070312
2024-07-15,121.58000183105469
2024-07-16,123.6500015258789
2024-07-17,123.04000091552734
2024-07-18,121.11000061035156
2024-07-19,120.66999816894531
2024-07-22,122.19000244140625
2024-07-23,119.9800033569336
2024-07-24,115.80000305175781
2024-07-25,113.41999816894531
2024-07-26,115.44999694824219
2024-07-29,114.7699966430664
2024-07-30,115.18000030517578
2024-07-31,115.75
2024-08-01,113.25
2024-08-02,112.3499984741211
2024-08-05,111.0999984741211
2024-08-06,111.68000030517578
2024-08-07,110.0999984741211
2024-08-08,111.26000213623047
2024-08-09,110.83000183105469
2024-08-12,110.68000030517578
2024-08-13,110.91999816894531
2024-08-14,111.13999938964844
2024-08-15,113.08999633789062
2024-08-16,112.91999816894531
2024-08-19,113.7300033569336
2024-08-20,113.81999969482422
2024-08-21,114.18000030517578
2024-08-22,114.69999694824219
2024-08-23,117.55999755859375
2024-08-26,118.0999984741211
2024-08-27,118.2300033569336
2024-08-28,117.27999877929688
2024-08-29,116.94999694824219
2024-08-30,117.81999969482422
2024-09-03,117.91000366210938
2024-09-04,118.54000091552734
2024-09-05,117.33999633789062
2024-09-06,115.37000274658203
2024-09-09,117.19999694824219
2024-09-10,115.77999877929688
2024-09-11,116.5199966430664
2024-09-12,119.37000274658203
2024-09-13,118.7699966430664
2024-09-16,120.63999938964844
2024-09-17,119.04000091552734
2024-09-18,117.0
2024-09-19,118.97000122070312
2024-09-20,117.06999969482422
2024-09-23,117.0999984741211
2024-09-24,117.91000366210938
2024-09-25,115.7300033569336
2024-09-26,116.7699966430664
2024-09-27,116.43000030517578
2024-09-30,117.1500015258789
2024-10-01,117.12000274658203
2024-10-02,115.94999694824219
2024-10-03,114.22000122070312
2024-10-04,113.54000091552734
2024-10-07,113.08000183105469
2024-10-08,113.44000244140625
2024-10-09,113.94999694824219
2024-10-10,115.0999984741211
2024-10-11,115.83999633789062
2024-10-14,115.5199966430664
2024-10-15,115.66000366210938
2024-10-16,115.87999725341797
2024-10-17,114.44000244140625
2024-10-18,113.62000274658203
2024-10-21,112.26000213623047
2024-10-22,112.23999786376953
2024-10-23,111.98999786376953
2024-10-24,110.81999969482422
2024-10-25,110.97000122070312
2024-10-28,111.20999908447266
2024-10-29,110.29000091552734
2024-10-30,109.80999755859375
2024-10-31,107.91999816894531
2024-11-01,108.20999908447266
2024-11-04,108.0
2024-11-05,109.01000213623047
2024-11-06,112.31999969482422
2024-11-07,113.33999633789062
2024-11-08,110.80000305175781
2024-11-11,111.63999938964844
2024-11-12,111.56999969482422
2024-11-13,111.38999938964844
2024-11-14,110.05000305175781
2024-11-15,108.9000015258789
2024-11-18,108.52999877929688
2024-11-19,106.70999908447266
2024-11-20,106.83999633789062
2024-11-21,109.19999694824219
