Date,HLN
2022-07-25,7.300000190734863
2022-07-26,7.349999904632568
2022-07-27,7.320000171661377
2022-07-28,7.0
2022-07-29,7.03000020980835
2022-08-01,7.369999885559082
2022-08-02,7.400000095367432
2022-08-03,7.300000190734863
2022-08-04,7.309999942779541
2022-08-05,7.46999979019165
2022-08-08,7.489999771118164
2022-08-09,7.110000133514404
2022-08-10,6.510000228881836
2022-08-11,6.289999961853027
2022-08-12,6.670000076293945
2022-08-15,6.349999904632568
2022-08-16,6.349999904632568
2022-08-17,6.119999885559082
2022-08-18,6.110000133514404
2022-08-19,5.980000019073486
2022-08-22,6.21999979019165
2022-08-23,6.380000114440918
2022-08-24,6.309999942779541
2022-08-25,6.320000171661377
2022-08-26,6.230000019073486
2022-08-29,6.070000171661377
2022-08-30,6.079999923706055
2022-08-31,5.980000019073486
2022-09-01,5.800000190734863
2022-09-02,5.630000114440918
2022-09-06,5.800000190734863
2022-09-07,5.849999904632568
2022-09-08,6.03000020980835
2022-09-09,6.0
2022-09-12,6.179999828338623
2022-09-13,6.010000228881836
2022-09-14,6.130000114440918
2022-09-15,6.0
2022-09-16,5.880000114440918
2022-09-19,5.909999847412109
2022-09-20,5.989999771118164
2022-09-21,5.900000095367432
2022-09-22,6.070000171661377
2022-09-23,5.929999828338623
2022-09-26,6.070000171661377
2022-09-27,5.849999904632568
2022-09-28,5.980000019073486
2022-09-29,6.110000133514404
2022-09-30,6.090000152587891
2022-10-03,6.139999866485596
2022-10-04,6.239999771118164
2022-10-05,6.329999923706055
2022-10-06,6.28000020980835
2022-10-07,6.090000152587891
2022-10-10,5.960000038146973
2022-10-11,6.039999961853027
2022-10-12,5.96999979019165
2022-10-13,6.090000152587891
2022-10-14,6.039999961853027
2022-10-17,6.059999942779541
2022-10-18,6.090000152587891
2022-10-19,5.980000019073486
2022-10-20,6.019999980926514
2022-10-21,6.099999904632568
2022-10-24,6.179999828338623
2022-10-25,6.179999828338623
2022-10-26,6.170000076293945
2022-10-27,6.130000114440918
2022-10-28,6.25
2022-10-31,6.119999885559082
2022-11-01,6.139999866485596
2022-11-02,6.039999961853027
2022-11-03,6.110000133514404
2022-11-04,6.260000228881836
2022-11-07,6.420000076293945
2022-11-08,6.329999923706055
2022-11-09,6.420000076293945
2022-11-10,6.519999980926514
2022-11-11,6.5
2022-11-14,6.610000133514404
2022-11-15,6.690000057220459
2022-11-16,6.800000190734863
2022-11-17,6.849999904632568
2022-11-18,6.820000171661377
2022-11-21,6.840000152587891
2022-11-22,6.889999866485596
2022-11-23,6.940000057220459
2022-11-25,6.980000019073486
2022-11-28,6.909999847412109
2022-11-29,6.760000228881836
2022-11-30,6.889999866485596
2022-12-01,7.079999923706055
2022-12-02,7.150000095367432
2022-12-05,7.150000095367432
2022-12-06,7.699999809265137
2022-12-07,7.309999942779541
2022-12-08,7.670000076293945
2022-12-09,7.71999979019165
2022-12-12,7.78000020980835
2022-12-13,7.869999885559082
2022-12-14,7.849999904632568
2022-12-15,7.739999771118164
2022-12-16,7.579999923706055
2022-12-19,7.630000114440918
2022-12-20,7.679999828338623
2022-12-21,7.78000020980835
2022-12-22,7.900000095367432
2022-12-23,8.0
2022-12-27,7.949999809265137
2022-12-28,7.909999847412109
2022-12-29,8.0600004196167
2022-12-30,8.0
2023-01-03,7.929999828338623
2023-01-04,7.840000152587891
2023-01-05,7.570000171661377
2023-01-06,7.789999961853027
2023-01-09,7.840000152587891
2023-01-10,7.75
2023-01-11,7.71999979019165
2023-01-12,7.849999904632568
2023-01-13,7.989999771118164
2023-01-17,8.149999618530273
2023-01-18,7.909999847412109
2023-01-19,7.880000114440918
2023-01-20,8.020000457763672
2023-01-23,7.880000114440918
2023-01-24,7.860000133514404
2023-01-25,7.909999847412109
2023-01-26,7.980000019073486
2023-01-27,8.029999732971191
2023-01-30,8.0
2023-01-31,8.100000381469727
2023-02-01,7.960000038146973
2023-02-02,7.949999809265137
2023-02-03,8.079999923706055
2023-02-06,8.119999885559082
2023-02-07,8.180000305175781
2023-02-08,8.119999885559082
2023-02-09,8.09000015258789
2023-02-10,8.020000457763672
2023-02-13,8.170000076293945
2023-02-14,8.109999656677246
2023-02-15,8.100000381469727
2023-02-16,8.050000190734863
2023-02-17,8.270000457763672
2023-02-21,8.220000267028809
2023-02-22,8.140000343322754
2023-02-23,8.079999923706055
2023-02-24,7.949999809265137
2023-02-27,7.920000076293945
2023-02-28,7.880000114440918
2023-03-01,7.920000076293945
