Date,GPN
2022-07-06,113.3499984741211
2022-07-07,113.63999938964844
2022-07-08,113.27999877929688
2022-07-11,111.54000091552734
2022-07-12,112.11000061035156
2022-07-13,112.7300033569336
2022-07-14,111.33000183105469
2022-07-15,114.80000305175781
2022-07-18,113.23999786376953
2022-07-19,118.2699966430664
2022-07-20,119.87000274658203
2022-07-21,120.2699966430664
2022-07-22,118.70999908447266
2022-07-25,118.47000122070312
2022-07-26,119.81999969482422
2022-07-27,120.31999969482422
2022-07-28,122.51000213623047
2022-07-29,122.31999969482422
2022-08-01,127.9800033569336
2022-08-02,126.44999694824219
2022-08-03,130.14999389648438
2022-08-04,128.60000610351562
2022-08-05,128.0
2022-08-08,129.3300018310547
2022-08-09,130.3800048828125
2022-08-10,132.60000610351562
2022-08-11,133.5500030517578
2022-08-12,135.44000244140625
2022-08-15,136.22999572753906
2022-08-16,136.14999389648438
2022-08-17,133.67999267578125
2022-08-18,134.24000549316406
2022-08-19,132.80999755859375
2022-08-22,129.9600067138672
2022-08-23,128.74000549316406
2022-08-24,128.0
2022-08-25,129.8699951171875
2022-08-26,125.12999725341797
2022-08-29,124.81999969482422
2022-08-30,124.69999694824219
2022-08-31,124.2300033569336
2022-09-01,124.8499984741211
2022-09-02,124.05000305175781
2022-09-06,126.33000183105469
2022-09-07,129.74000549316406
2022-09-08,131.72999572753906
2022-09-09,132.6300048828125
2022-09-12,136.4600067138672
2022-09-13,132.1699981689453
2022-09-14,132.4600067138672
2022-09-15,131.42999267578125
2022-09-16,130.67999267578125
2022-09-19,126.97000122070312
2022-09-20,124.16000366210938
2022-09-21,120.7300033569336
2022-09-22,116.08999633789062
2022-09-23,115.04000091552734
2022-09-26,111.80999755859375
2022-09-27,107.98999786376953
2022-09-28,110.7300033569336
2022-09-29,109.54000091552734
2022-09-30,108.05000305175781
2022-10-03,110.73999786376953
2022-10-04,116.1500015258789
2022-10-05,117.20999908447266
2022-10-06,113.30000305175781
2022-10-07,112.23999786376953
2022-10-10,109.75
2022-10-11,107.80999755859375
2022-10-12,107.18000030517578
2022-10-13,109.98999786376953
2022-10-14,110.05999755859375
2022-10-17,112.88999938964844
2022-10-18,113.66999816894531
2022-10-19,112.66999816894531
2022-10-20,112.77999877929688
2022-10-21,114.25
2022-10-24,115.66000366210938
2022-10-25,118.18000030517578
2022-10-26,120.61000061035156
2022-10-27,121.87000274658203
2022-10-28,125.30999755859375
2022-10-31,114.26000213623047
2022-11-01,113.66999816894531
2022-11-02,107.58000183105469
2022-11-03,94.33999633789062
2022-11-04,97.44999694824219
2022-11-07,99.13999938964844
2022-11-08,99.94000244140625
2022-11-09,96.83000183105469
2022-11-10,102.88999938964844
2022-11-11,104.37999725341797
2022-11-14,103.2300033569336
2022-11-15,102.27999877929688
2022-11-16,99.31999969482422
2022-11-17,97.66000366210938
2022-11-18,98.01000213623047
2022-11-21,96.11000061035156
2022-11-22,99.18000030517578
2022-11-23,100.16999816894531
2022-11-25,101.69999694824219
2022-11-28,99.7699966430664
2022-11-29,99.83000183105469
2022-11-30,103.77999877929688
2022-12-01,103.52999877929688
2022-12-02,103.08000183105469
2022-12-05,101.43000030517578
2022-12-06,97.6500015258789
2022-12-07,98.83999633789062
2022-12-08,98.93000030517578
2022-12-09,97.81999969482422
2022-12-12,99.63999938964844
2022-12-13,99.44999694824219
2022-12-14,97.7300033569336
2022-12-15,94.93000030517578
2022-12-16,94.77999877929688
2022-12-19,93.12999725341797
2022-12-20,94.0
2022-12-21,95.79000091552734
2022-12-22,94.55000305175781
2022-12-23,96.72000122070312
2022-12-27,97.68000030517578
2022-12-28,96.37000274658203
2022-12-29,99.19999694824219
2022-12-30,99.31999969482422
2023-01-03,100.19999694824219
2023-01-04,103.4800033569336
2023-01-05,101.9800033569336
2023-01-06,105.16999816894531
2023-01-09,106.45999908447266
2023-01-10,105.30999755859375
2023-01-11,105.5999984741211
2023-01-12,108.3499984741211
2023-01-13,107.66000366210938
2023-01-17,111.45999908447266
2023-01-18,109.20999908447266
2023-01-19,108.63999938964844
2023-01-20,111.94000244140625
2023-01-23,113.43000030517578
2023-01-24,112.29000091552734
2023-01-25,111.68000030517578
2023-01-26,112.5199966430664
2023-01-27,112.70999908447266
2023-01-30,110.29000091552734
2023-01-31,112.72000122070312
2023-02-01,115.4800033569336
2023-02-02,116.1500015258789
2023-02-03,113.05999755859375
2023-02-06,111.16999816894531
2023-02-07,114.2699966430664
2023-02-08,111.62999725341797
2023-02-09,111.63999938964844
2023-02-10,117.87999725341797
2023-02-13,114.77999877929688
2023-02-14,116.18000030517578
2023-02-15,117.95999908447266
2023-02-16,117.3499984741211
2023-02-17,116.30999755859375
2023-02-21,113.12000274658203
2023-02-22,113.94000244140625
2023-02-23,113.75
2023-02-24,112.20999908447266
2023-02-27,113.54000091552734
2023-02-28,112.19999694824219
2023-03-01,111.68000030517578
2023-03-02,110.72000122070312
2023-03-03,112.80000305175781
2023-03-06,112.61000061035156
2023-03-07,108.81999969482422
2023-03-08,108.91000366210938
2023-03-09,105.20999908447266
2023-03-10,100.0
2023-03-13,95.9800033569336
2023-03-14,101.19999694824219
2023-03-15,99.4800033569336
2023-03-16,100.91999816894531
2023-03-17,98.55000305175781
2023-03-20,99.83000183105469
2023-03-21,102.44999694824219
2023-03-22,98.91999816894531
2023-03-23,98.44000244140625
2023-03-24,98.43000030517578
2023-03-27,99.1500015258789
2023-03-28,99.58000183105469
2023-03-29,103.33000183105469
2023-03-30,103.19000244140625
2023-03-31,105.23999786376953
2023-04-03,105.25
2023-04-04,103.30999755859375
2023-04-05,103.93000030517578
2023-04-06,105.0999984741211
2023-04-10,104.80000305175781
2023-04-11,105.86000061035156
2023-04-12,105.20999908447266
2023-04-13,106.95999908447266
2023-04-14,107.55999755859375
2023-04-17,109.75
2023-04-18,109.08999633789062
2023-04-19,109.98999786376953
2023-04-20,109.0999984741211
2023-04-21,108.88999938964844
2023-04-24,108.23999786376953
2023-04-25,105.72000122070312
2023-04-26,104.58999633789062
2023-04-27,109.6500015258789
2023-04-28,112.70999908447266
2023-05-01,103.0
2023-05-02,100.72000122070312
2023-05-03,103.80000305175781
2023-05-04,101.4800033569336
2023-05-05,104.77999877929688
2023-05-08,104.68000030517578
2023-05-09,106.72000122070312
2023-05-10,103.76000213623047
2023-05-11,103.52999877929688
2023-05-12,102.5999984741211
2023-05-15,103.05000305175781
2023-05-16,100.51000213623047
2023-05-17,103.77999877929688
2023-05-18,104.06999969482422
2023-05-19,101.95999908447266
2023-05-22,103.66000366210938
2023-05-23,101.80000305175781
2023-05-24,98.98999786376953
2023-05-25,99.51000213623047
2023-05-26,99.97000122070312
2023-05-30,99.12999725341797
2023-05-31,97.69000244140625
2023-06-01,98.83999633789062
2023-06-02,100.38999938964844
2023-06-05,98.0999984741211
2023-06-06,100.81999969482422
2023-06-07,101.91000366210938
2023-06-08,100.87000274658203
2023-06-09,100.08999633789062
2023-06-12,100.69999694824219
2023-06-13,100.61000061035156
2023-06-14,101.16000366210938
2023-06-15,101.94999694824219
2023-06-16,100.68000030517578
2023-06-20,101.04000091552734
2023-06-21,99.66000366210938
2023-06-22,99.62000274658203
2023-06-23,98.83999633789062
2023-06-26,96.5199966430664
2023-06-27,95.9000015258789
2023-06-28,97.04000091552734
2023-06-29,96.97000122070312
2023-06-30,98.5199966430664
2023-07-03,102.16000366210938
2023-07-05,104.76000213623047
2023-07-06,105.26000213623047
2023-07-07,105.8499984741211
2023-07-10,106.23999786376953
2023-07-11,108.33000183105469
2023-07-12,108.87999725341797
2023-07-13,112.33000183105469
2023-07-14,111.95999908447266
2023-07-17,112.30000305175781
2023-07-18,113.66000366210938
2023-07-19,112.87000274658203
2023-07-20,112.08000183105469
2023-07-21,110.48999786376953
2023-07-24,112.5
2023-07-25,111.55999755859375
2023-07-26,111.33000183105469
2023-07-27,107.91999816894531
2023-07-28,108.88999938964844
2023-07-31,110.25
2023-08-01,120.75
2023-08-02,121.95999908447266
2023-08-03,121.6500015258789
2023-08-04,122.6500015258789
2023-08-07,122.58999633789062
2023-08-08,124.37000274658203
2023-08-09,124.04000091552734
2023-08-10,127.72000122070312
2023-08-11,126.83999633789062
2023-08-14,125.77999877929688
2023-08-15,123.55999755859375
2023-08-16,123.63999938964844
2023-08-17,124.9800033569336
2023-08-18,124.05999755859375
2023-08-21,123.63999938964844
2023-08-22,123.44999694824219
2023-08-23,123.2699966430664
2023-08-24,121.2300033569336
2023-08-25,121.70999908447266
2023-08-28,125.29000091552734
2023-08-29,124.8499984741211
2023-08-30,127.1500015258789
2023-08-31,126.69000244140625
2023-09-01,129.32000732421875
2023-09-05,126.5
2023-09-06,127.3499984741211
2023-09-07,126.63999938964844
2023-09-08,125.91000366210938
2023-09-11,125.11000061035156
2023-09-12,125.11000061035156
2023-09-13,125.80999755859375
2023-09-14,125.68000030517578
2023-09-15,124.33999633789062
2023-09-18,123.30000305175781
2023-09-19,122.94000244140625
2023-09-20,122.69000244140625
2023-09-21,119.7300033569336
2023-09-22,119.16000366210938
2023-09-25,119.55999755859375
2023-09-26,117.4000015258789
2023-09-27,115.25
2023-09-28,116.0999984741211
2023-09-29,115.38999938964844
2023-10-02,115.91000366210938
2023-10-03,111.86000061035156
2023-10-04,112.94000244140625
2023-10-05,114.12000274658203
2023-10-06,114.70999908447266
2023-10-09,113.80000305175781
2023-10-10,115.22000122070312
2023-10-11,115.18000030517578
2023-10-12,114.02999877929688
2023-10-13,113.04000091552734
2023-10-16,115.20999908447266
2023-10-17,116.19000244140625
2023-10-18,115.05000305175781
2023-10-19,112.41000366210938
2023-10-20,111.12999725341797
2023-10-23,108.77999877929688
2023-10-24,111.5
2023-10-25,105.61000061035156
2023-10-26,104.37000274658203
2023-10-27,102.77999877929688
2023-10-30,103.80000305175781
2023-10-31,106.22000122070312
2023-11-01,109.0199966430664
2023-11-02,112.0
2023-11-03,113.76000213623047
2023-11-06,111.02999877929688
2023-11-07,109.80000305175781
2023-11-08,109.87000274658203
2023-11-09,107.23999786376953
2023-11-10,109.18000030517578
2023-11-13,108.69999694824219
2023-11-14,111.8499984741211
2023-11-15,114.45999908447266
2023-11-16,111.80999755859375
2023-11-17,112.05000305175781
2023-11-20,113.37000274658203
2023-11-21,112.05000305175781
2023-11-22,112.37999725341797
2023-11-24,112.62999725341797
2023-11-27,113.69999694824219
2023-11-28,115.5
2023-11-29,116.36000061035156
2023-11-30,116.44000244140625
2023-12-01,119.79000091552734
2023-12-04,119.80999755859375
2023-12-05,117.83999633789062
2023-12-06,119.44999694824219
2023-12-07,119.87000274658203
2023-12-08,120.16000366210938
2023-12-11,122.72000122070312
2023-12-12,123.41999816894531
2023-12-13,129.25999450683594
2023-12-14,125.69000244140625
2023-12-15,128.17999267578125
2023-12-18,127.37999725341797
2023-12-19,128.4199981689453
2023-12-20,124.45999908447266
2023-12-21,126.37000274658203
2023-12-22,126.88999938964844
2023-12-26,126.30999755859375
2023-12-27,127.4000015258789
2023-12-28,127.94000244140625
2023-12-29,127.0
2024-01-02,127.16999816894531
2024-01-03,125.51000213623047
2024-01-04,125.83000183105469
2024-01-05,127.38999938964844
2024-01-08,133.07000732421875
2024-01-09,131.33999633789062
2024-01-10,133.27000427246094
2024-01-11,131.99000549316406
2024-01-12,130.27000427246094
2024-01-16,128.89999389648438
2024-01-17,128.0399932861328
2024-01-18,127.41999816894531
2024-01-19,129.4600067138672
2024-01-22,132.67999267578125
2024-01-23,131.8300018310547
2024-01-24,130.00999450683594
2024-01-25,131.3800048828125
2024-01-26,133.89999389648438
2024-01-29,135.3800048828125
2024-01-30,135.94000244140625
2024-01-31,133.22999572753906
2024-02-01,135.30999755859375
2024-02-02,136.5
2024-02-05,136.08999633789062
2024-02-06,135.86000061035156
2024-02-07,137.00999450683594
2024-02-08,136.6300048828125
2024-02-09,136.0
2024-02-12,137.75
2024-02-13,136.07000732421875
2024-02-14,138.97999572753906
2024-02-15,137.82000732421875
2024-02-16,134.19000244140625
2024-02-20,130.8000030517578
2024-02-21,132.4600067138672
2024-02-22,132.4499969482422
2024-02-23,133.10000610351562
2024-02-26,133.3300018310547
2024-02-27,133.22999572753906
2024-02-28,130.05999755859375
2024-02-29,129.6999969482422
2024-03-01,130.08999633789062
2024-03-04,128.5500030517578
2024-03-05,128.8300018310547
2024-03-06,128.25999450683594
2024-03-07,129.07000732421875
2024-03-08,129.6300048828125
2024-03-11,130.25999450683594
2024-03-12,133.11000061035156
2024-03-13,134.0
2024-03-14,132.0
2024-03-15,129.8800048828125
2024-03-18,130.5500030517578
2024-03-19,131.30999755859375
2024-03-20,133.08999633789062
2024-03-21,134.58999633789062
2024-03-22,132.1300048828125
2024-03-25,132.66000366210938
2024-03-26,134.19000244140625
2024-03-27,131.77000427246094
2024-03-28,133.66000366210938
2024-04-01,130.14999389648438
2024-04-02,128.36000061035156
2024-04-03,127.0999984741211
2024-04-04,126.0
2024-04-05,125.91999816894531
2024-04-08,128.05999755859375
2024-04-09,128.16000366210938
2024-04-10,125.01000213623047
2024-04-11,124.54000091552734
2024-04-12,123.73999786376953
2024-04-15,123.16999816894531
2024-04-16,123.43000030517578
2024-04-17,122.94999694824219
2024-04-18,122.18000030517578
2024-04-19,122.0999984741211
2024-04-22,124.2300033569336
2024-04-23,126.87000274658203
2024-04-24,127.47000122070312
2024-04-25,124.62999725341797
2024-04-26,124.56999969482422
2024-04-29,124.68000030517578
2024-04-30,122.7699966430664
2024-05-01,109.05999755859375
2024-05-02,110.54000091552734
2024-05-03,111.37000274658203
2024-05-06,111.08999633789062
2024-05-07,110.8499984741211
2024-05-08,111.05999755859375
2024-05-09,111.56999969482422
2024-05-10,109.2300033569336
2024-05-13,109.37999725341797
2024-05-14,110.19000244140625
2024-05-15,108.81999969482422
2024-05-16,109.2699966430664
2024-05-17,109.16000366210938
2024-05-20,107.37999725341797
2024-05-21,107.36000061035156
2024-05-22,106.2699966430664
2024-05-23,103.23999786376953
2024-05-24,102.76000213623047
2024-05-28,101.47000122070312
2024-05-29,100.48999786376953
2024-05-30,100.56999969482422
2024-05-31,101.8499984741211
2024-06-03,99.08000183105469
2024-06-04,97.54000091552734
2024-06-05,98.51000213623047
2024-06-06,97.76000213623047
2024-06-07,97.70999908447266
2024-06-10,97.33000183105469
2024-06-11,96.68000030517578
2024-06-12,95.44000244140625
2024-06-13,93.63999938964844
2024-06-14,94.16999816894531
2024-06-17,93.88999938964844
2024-06-18,92.20999908447266
2024-06-20,94.37000274658203
2024-06-21,95.02999877929688
2024-06-24,97.04000091552734
2024-06-25,95.6500015258789
2024-06-26,95.16000366210938
2024-06-27,94.81999969482422
2024-06-28,96.69999694824219
2024-07-01,95.68000030517578
2024-07-02,97.08999633789062
2024-07-03,96.58999633789062
2024-07-05,96.22000122070312
2024-07-08,95.5199966430664
2024-07-09,95.79000091552734
2024-07-10,94.81999969482422
2024-07-11,96.83999633789062
2024-07-12,97.44999694824219
2024-07-15,99.5
2024-07-16,103.11000061035156
2024-07-17,103.5199966430664
2024-07-18,101.16000366210938
2024-07-19,100.63999938964844
2024-07-22,100.3499984741211
2024-07-23,99.91000366210938
2024-07-24,98.37999725341797
2024-07-25,98.73999786376953
2024-07-26,101.19000244140625
2024-07-29,101.56999969482422
2024-07-30,101.81999969482422
2024-07-31,101.63999938964844
2024-08-01,98.12000274658203
2024-08-02,95.62000274658203
2024-08-05,92.66000366210938
2024-08-06,93.0199966430664
2024-08-07,99.45999908447266
2024-08-08,104.05999755859375
2024-08-09,102.05999755859375
2024-08-12,100.43000030517578
2024-08-13,103.76000213623047
2024-08-14,105.08000183105469
2024-08-15,108.77999877929688
2024-08-16,108.83000183105469
2024-08-19,109.9000015258789
2024-08-20,108.6500015258789
2024-08-21,109.3499984741211
2024-08-22,109.2300033569336
2024-08-23,110.48999786376953
2024-08-26,110.4000015258789
2024-08-27,109.9800033569336
2024-08-28,108.4000015258789
2024-08-29,110.87999725341797
2024-08-30,111.01000213623047
2024-09-03,109.58999633789062
2024-09-04,110.04000091552734
2024-09-05,108.95999908447266
2024-09-06,107.94999694824219
2024-09-09,110.0
2024-09-10,109.36000061035156
2024-09-11,109.33000183105469
2024-09-12,109.3499984741211
2024-09-13,110.44000244140625
2024-09-16,111.05000305175781
2024-09-17,112.06999969482422
2024-09-18,111.26000213623047
2024-09-19,112.97000122070312
2024-09-20,110.69000244140625
2024-09-23,110.9800033569336
2024-09-24,103.80999755859375
2024-09-25,97.05999755859375
2024-09-26,97.66999816894531
2024-09-27,101.0199966430664
2024-09-30,102.41999816894531
2024-10-01,100.41999816894531
2024-10-02,97.66000366210938
2024-10-03,98.19000244140625
2024-10-04,98.6500015258789
2024-10-07,97.56999969482422
2024-10-08,98.81999969482422
2024-10-09,100.41999816894531
2024-10-10,98.87999725341797
2024-10-11,100.61000061035156
2024-10-14,102.62999725341797
2024-10-15,102.8499984741211
2024-10-16,101.73999786376953
2024-10-17,101.62000274658203
2024-10-18,102.30999755859375
2024-10-21,99.9800033569336
2024-10-22,99.30999755859375
2024-10-23,99.87999725341797
2024-10-24,99.52999877929688
2024-10-25,99.12999725341797
2024-10-28,101.76000213623047
2024-10-29,99.05000305175781
2024-10-30,103.33000183105469
2024-10-31,103.70999908447266
2024-11-01,104.44000244140625
2024-11-04,105.1500015258789
2024-11-05,107.37000274658203
2024-11-06,115.04000091552734
2024-11-07,111.91999816894531
2024-11-08,110.87999725341797
2024-11-11,115.41000366210938
2024-11-12,116.36000061035156
2024-11-13,116.06999969482422
2024-11-14,116.20999908447266
2024-11-15,116.0
2024-11-18,116.05999755859375
2024-11-19,114.72000122070312
2024-11-20,114.83000183105469
2024-11-21,116.33000183105469
