Date,CRM
2022-06-17,163.25999450683594
2022-06-21,166.8300018310547
2022-06-22,167.4499969482422
2022-06-23,173.0500030517578
2022-06-24,185.9199981689453
2022-06-27,181.30999755859375
2022-06-28,171.4600067138672
2022-06-29,170.61000061035156
2022-06-30,165.0399932861328
2022-07-01,168.1999969482422
2022-07-05,172.1999969482422
2022-07-06,172.72999572753906
2022-07-07,176.63999938964844
2022-07-08,175.5
2022-07-11,174.36000061035156
2022-07-12,166.3300018310547
2022-07-13,163.49000549316406
2022-07-14,161.0399932861328
2022-07-15,167.3800048828125
2022-07-18,167.88999938964844
2022-07-19,173.80999755859375
2022-07-20,182.4499969482422
2022-07-21,185.35000610351562
2022-07-22,182.47000122070312
2022-07-25,177.2899932861328
2022-07-26,170.4600067138672
2022-07-27,180.3000030517578
2022-07-28,181.2899932861328
2022-07-29,184.02000427246094
2022-08-01,182.97999572753906
2022-08-02,183.7899932861328
2022-08-03,189.64999389648438
2022-08-04,191.27000427246094
2022-08-05,190.1699981689453
2022-08-08,189.75
2022-08-09,182.24000549316406
2022-08-10,188.61000061035156
2022-08-11,186.72999572753906
2022-08-12,189.88999938964844
2022-08-15,191.05999755859375
2022-08-16,189.58999633789062
2022-08-17,187.9600067138672
2022-08-18,187.92999267578125
2022-08-19,183.77000427246094
2022-08-22,176.97999572753906
2022-08-23,176.0
2022-08-24,180.00999450683594
2022-08-25,173.91000366210938
2022-08-26,165.22999572753906
2022-08-29,160.2100067138672
2022-08-30,159.6699981689453
2022-08-31,156.1199951171875
2022-09-01,153.52999877929688
2022-09-02,153.69000244140625
2022-09-06,151.72000122070312
2022-09-07,153.27999877929688
2022-09-08,156.89999389648438
2022-09-09,162.58999633789062
2022-09-12,165.6300048828125
2022-09-13,158.10000610351562
2022-09-14,160.27999877929688
2022-09-15,154.77999877929688
2022-09-16,151.50999450683594
2022-09-19,152.8300018310547
2022-09-20,149.8000030517578
2022-09-21,147.6300048828125
2022-09-22,150.14999389648438
2022-09-23,147.00999450683594
2022-09-26,146.32000732421875
2022-09-27,148.88999938964844
2022-09-28,150.1699981689453
2022-09-29,146.80999755859375
2022-09-30,143.83999633789062
2022-10-03,147.89999389648438
2022-10-04,155.72999572753906
2022-10-05,156.22999572753906
2022-10-06,155.4600067138672
2022-10-07,150.2899932861328
2022-10-10,145.63999938964844
2022-10-11,142.57000732421875
2022-10-12,142.2899932861328
2022-10-13,145.44000244140625
2022-10-14,142.22000122070312
2022-10-17,147.17999267578125
2022-10-18,153.52999877929688
2022-10-19,153.6699981689453
2022-10-20,157.5
2022-10-21,160.1699981689453
2022-10-24,160.64999389648438
2022-10-25,165.27000427246094
2022-10-26,159.91000366210938
2022-10-27,159.75
2022-10-28,163.02000427246094
2022-10-31,162.58999633789062
2022-11-01,159.82000732421875
2022-11-02,150.00999450683594
2022-11-03,146.3300018310547
2022-11-04,139.77000427246094
2022-11-07,144.58999633789062
2022-11-08,147.10000610351562
2022-11-09,142.05999755859375
2022-11-10,156.3000030517578
2022-11-11,157.72999572753906
2022-11-14,158.66000366210938
2022-11-15,162.07000732421875
2022-11-16,155.1199951171875
2022-11-17,149.69000244140625
2022-11-18,148.0399932861328
2022-11-21,144.85000610351562
2022-11-22,149.25
2022-11-23,152.24000549316406
2022-11-25,153.35000610351562
2022-11-28,153.69000244140625
2022-11-29,151.67999267578125
2022-11-30,160.25
2022-12-01,147.0
2022-12-02,144.55999755859375
2022-12-05,133.92999267578125
2022-12-06,133.27000427246094
2022-12-07,130.47999572753906
2022-12-08,130.1300048828125
2022-12-09,131.11000061035156
2022-12-12,133.11000061035156
2022-12-13,135.6199951171875
2022-12-14,134.75
2022-12-15,130.44000244140625
2022-12-16,128.27000427246094
2022-12-19,129.00999450683594
2022-12-20,128.4499969482422
2022-12-21,130.3000030517578
2022-12-22,129.19000244140625
2022-12-23,129.44000244140625
2022-12-27,130.66000366210938
2022-12-28,128.47000122070312
2022-12-29,132.5399932861328
2022-12-30,132.58999633789062
2023-01-03,134.77999877929688
2023-01-04,139.58999633789062
2023-01-05,136.33999633789062
2023-01-06,140.50999450683594
2023-01-09,147.10000610351562
2023-01-10,147.44000244140625
2023-01-11,144.89999389648438
2023-01-12,149.60000610351562
2023-01-13,149.50999450683594
2023-01-17,148.47000122070312
2023-01-18,145.4499969482422
2023-01-19,146.41000366210938
2023-01-20,151.25
2023-01-23,155.8699951171875
2023-01-24,154.86000061035156
2023-01-25,156.1699981689453
2023-01-26,165.08999633789062
2023-01-27,164.52000427246094
2023-01-30,164.75
2023-01-31,167.97000122070312
2023-02-01,171.82000732421875
2023-02-02,174.63999938964844
2023-02-03,171.0399932861328
2023-02-06,169.0500030517578
2023-02-07,171.27999877929688
2023-02-08,169.6300048828125
2023-02-09,173.66000366210938
2023-02-10,167.02999877929688
2023-02-13,171.0800018310547
2023-02-14,169.9600067138672
2023-02-15,171.10000610351562
2023-02-16,168.11000061035156
2023-02-17,165.1699981689453
2023-02-21,161.6199951171875
2023-02-22,163.36000061035156
2023-02-23,164.1199951171875
2023-02-24,162.1999969482422
2023-02-27,163.13999938964844
2023-02-28,163.61000061035156
2023-03-01,167.35000610351562
2023-03-02,186.58999633789062
2023-03-03,186.42999267578125
2023-03-06,183.8000030517578
2023-03-07,183.32000732421875
2023-03-08,182.9499969482422
2023-03-09,178.72000122070312
2023-03-10,173.17999267578125
2023-03-13,175.50999450683594
2023-03-14,182.88999938964844
2023-03-15,182.91000366210938
2023-03-16,187.3000030517578
2023-03-17,184.85000610351562
2023-03-20,185.25
2023-03-21,188.67999267578125
2023-03-22,186.50999450683594
2023-03-23,187.44000244140625
2023-03-24,190.05999755859375
2023-03-27,191.25999450683594
2023-03-28,192.3000030517578
2023-03-29,196.63999938964844
2023-03-30,196.60000610351562
2023-03-31,199.77999877929688
2023-04-03,196.49000549316406
2023-04-04,197.1999969482422
2023-04-05,195.30999755859375
2023-04-06,192.5500030517578
2023-04-10,191.49000549316406
2023-04-11,188.88999938964844
2023-04-12,190.32000732421875
2023-04-13,194.02000427246094
2023-04-14,194.64999389648438
2023-04-17,197.0800018310547
2023-04-18,198.5
2023-04-19,198.9199981689453
2023-04-20,197.50999450683594
2023-04-21,199.02999877929688
2023-04-24,194.9199981689453
2023-04-25,190.6699981689453
2023-04-26,191.52000427246094
2023-04-27,195.94000244140625
2023-04-28,198.3699951171875
2023-05-01,197.7899932861328
2023-05-02,193.83999633789062
2023-05-03,192.61000061035156
2023-05-04,192.3800048828125
2023-05-05,197.58999633789062
2023-05-08,197.89999389648438
2023-05-09,201.17999267578125
2023-05-10,204.85000610351562
2023-05-11,203.47000122070312
2023-05-12,201.80999755859375
2023-05-15,203.3300018310547
2023-05-16,204.55999755859375
2023-05-17,209.3800048828125
2023-05-18,213.32000732421875
2023-05-19,210.36000061035156
2023-05-22,210.25999450683594
2023-05-23,206.63999938964844
2023-05-24,209.05999755859375
2023-05-25,209.91000366210938
2023-05-26,215.44000244140625
2023-05-30,218.8699951171875
2023-05-31,223.3800048828125
2023-06-01,212.89999389648438
2023-06-02,213.02999877929688
2023-06-05,209.86000061035156
2023-06-06,212.85000610351562
2023-06-07,205.72999572753906
2023-06-08,209.52999877929688
2023-06-09,215.30999755859375
2023-06-12,213.69000244140625
2023-06-13,208.97999572753906
2023-06-14,209.39999389648438
2023-06-15,211.9199981689453
2023-06-16,211.75999450683594
2023-06-20,216.97000122070312
2023-06-21,209.58999633789062
2023-06-22,213.2899932861328
2023-06-23,210.08999633789062
2023-06-26,207.36000061035156
2023-06-27,208.82000732421875
2023-06-28,212.1699981689453
2023-06-29,210.42999267578125
2023-06-30,211.25999450683594
2023-07-03,211.64999389648438
2023-07-05,213.82000732421875
2023-07-06,210.13999938964844
2023-07-07,209.58999633789062
2023-07-10,212.80999755859375
2023-07-11,221.1699981689453
2023-07-12,227.27999877929688
2023-07-13,230.3699951171875
2023-07-14,229.3300018310547
2023-07-17,228.0
2023-07-18,227.6300048828125
2023-07-19,234.3699951171875
2023-07-20,228.16000366210938
2023-07-21,228.05999755859375
2023-07-24,225.66000366210938
2023-07-25,226.02999877929688
2023-07-26,225.5800018310547
2023-07-27,225.14999389648438
2023-07-28,225.60000610351562
2023-07-31,225.00999450683594
2023-08-01,224.27000427246094
2023-08-02,220.5
2023-08-03,215.55999755859375
2023-08-04,214.58999633789062
2023-08-07,216.05999755859375
2023-08-08,211.5800018310547
2023-08-09,205.86000061035156
2023-08-10,208.25
2023-08-11,208.6999969482422
2023-08-14,212.05999755859375
2023-08-15,208.77999877929688
2023-08-16,206.99000549316406
2023-08-17,203.83999633789062
2023-08-18,204.8300018310547
2023-08-21,209.02999877929688
2023-08-22,206.75999450683594
2023-08-23,209.1300048828125
2023-08-24,205.50999450683594
2023-08-25,209.47000122070312
2023-08-28,211.72000122070312
2023-08-29,211.9600067138672
2023-08-30,215.0399932861328
2023-08-31,221.4600067138672
2023-09-01,221.52999877929688
2023-09-05,218.69000244140625
2023-09-06,221.6199951171875
2023-09-07,222.52999877929688
2023-09-08,224.75999450683594
2023-09-11,225.30999755859375
2023-09-12,221.66000366210938
2023-09-13,218.8000030517578
2023-09-14,218.77999877929688
2023-09-15,214.61000061035156
2023-09-18,215.0
2023-09-19,215.6999969482422
2023-09-20,213.02999877929688
2023-09-21,208.61000061035156
2023-09-22,206.42999267578125
2023-09-25,206.33999633789062
2023-09-26,202.49000549316406
2023-09-27,202.72999572753906
2023-09-28,203.1999969482422
2023-09-29,202.77999877929688
2023-10-02,203.7100067138672
2023-10-03,199.8300018310547
2023-10-04,201.8699951171875
2023-10-05,202.00999450683594
2023-10-06,207.36000061035156
2023-10-09,207.22000122070312
2023-10-10,206.8800048828125
2023-10-11,206.85000610351562
2023-10-12,205.67999267578125
2023-10-13,204.58999633789062
2023-10-16,208.52999877929688
2023-10-17,209.83999633789062
2023-10-18,204.8300018310547
2023-10-19,208.32000732421875
2023-10-20,203.72999572753906
2023-10-23,202.0
2023-10-24,204.22000122070312
2023-10-25,197.05999755859375
2023-10-26,196.25
2023-10-27,196.57000732421875
2023-10-30,199.27000427246094
2023-10-31,200.8300018310547
2023-11-01,203.91000366210938
2023-11-02,208.11000061035156
2023-11-03,207.47000122070312
2023-11-06,207.4199981689453
2023-11-07,211.83999633789062
2023-11-08,211.47000122070312
2023-11-09,210.00999450683594
2023-11-10,213.6300048828125
2023-11-13,215.27999877929688
2023-11-14,221.17999267578125
2023-11-15,219.4199981689453
2023-11-16,221.4499969482422
2023-11-17,221.22000122070312
2023-11-20,225.1300048828125
2023-11-21,224.32000732421875
2023-11-22,223.83999633789062
2023-11-24,224.3800048828125
2023-11-27,224.7899932861328
2023-11-28,224.9199981689453
2023-11-29,230.35000610351562
2023-11-30,251.89999389648438
2023-12-01,260.0
2023-12-04,250.66000366210938
2023-12-05,251.02000427246094
2023-12-06,249.1300048828125
2023-12-07,248.85000610351562
2023-12-08,250.80999755859375
2023-12-11,252.10000610351562
2023-12-12,256.45001220703125
2023-12-13,257.32000732421875
2023-12-14,257.2099914550781
2023-12-15,261.6000061035156
2023-12-18,263.5899963378906
2023-12-19,264.3399963378906
2023-12-20,260.25
2023-12-21,267.25
2023-12-22,266.3399963378906
2023-12-26,266.2200012207031
2023-12-27,266.7200012207031
2023-12-28,265.5799865722656
2023-12-29,263.1400146484375
2024-01-02,256.1300048828125
2024-01-03,251.83999633789062
2024-01-04,251.24000549316406
2024-01-05,251.1199951171875
2024-01-08,260.8699951171875
2024-01-09,261.3399963378906
2024-01-10,264.1300048828125
2024-01-11,271.3800048828125
2024-01-12,271.92999267578125
2024-01-16,269.19000244140625
2024-01-17,271.44000244140625
2024-01-18,274.4599914550781
2024-01-19,280.8800048828125
2024-01-22,280.29998779296875
2024-01-23,276.7699890136719
2024-01-24,276.8800048828125
2024-01-25,279.0299987792969
2024-01-26,279.94000244140625
2024-01-29,287.8599853515625
2024-01-30,287.7300109863281
2024-01-31,281.0899963378906
2024-02-01,283.79998779296875
2024-02-02,285.6600036621094
2024-02-05,288.1099853515625
2024-02-06,285.8299865722656
2024-02-07,288.8399963378906
2024-02-08,291.95001220703125
2024-02-09,291.29998779296875
2024-02-12,287.32000732421875
2024-02-13,281.1499938964844
2024-02-14,289.1499938964844
2024-02-15,291.94000244140625
2024-02-16,289.7200012207031
2024-02-20,286.3900146484375
2024-02-21,283.54998779296875
2024-02-22,293.6499938964844
2024-02-23,292.79998779296875
2024-02-26,300.3900146484375
2024-02-27,299.5
2024-02-28,299.7699890136719
2024-02-29,308.82000732421875
2024-03-01,316.8800048828125
2024-03-04,314.6400146484375
2024-03-05,298.75
2024-03-06,303.7699890136719
2024-03-07,302.4200134277344
2024-03-08,305.2799987792969
2024-03-11,306.0
2024-03-12,306.6199951171875
2024-03-13,304.67999267578125
2024-03-14,303.32000732421875
2024-03-15,294.3299865722656
2024-03-18,300.510009765625
2024-03-19,301.45001220703125
2024-03-20,306.0799865722656
2024-03-21,308.3900146484375
2024-03-22,307.7699890136719
2024-03-25,306.05999755859375
2024-03-26,305.8299865722656
2024-03-27,301.3800048828125
2024-03-28,301.17999267578125
2024-04-01,302.260009765625
2024-04-02,304.0
2024-04-03,304.739990234375
2024-04-04,294.1400146484375
2024-04-05,301.9100036621094
2024-04-08,301.7300109863281
2024-04-09,302.3699951171875
2024-04-10,299.6199951171875
2024-04-11,299.1499938964844
2024-04-12,294.32000732421875
2024-04-15,272.8999938964844
2024-04-16,277.4100036621094
2024-04-17,276.32000732421875
2024-04-18,271.9200134277344
2024-04-19,270.3699951171875
2024-04-22,273.80999755859375
2024-04-23,276.67999267578125
2024-04-24,276.19000244140625
2024-04-25,273.1400146484375
2024-04-26,274.2900085449219
2024-04-29,275.739990234375
2024-04-30,268.94000244140625
2024-05-01,268.69000244140625
2024-05-02,272.1300048828125
2024-05-03,273.6600036621094
2024-05-06,275.6300048828125
2024-05-07,277.17999267578125
2024-05-08,278.9700012207031
2024-05-09,275.1700134277344
2024-05-10,276.6700134277344
2024-05-13,277.5199890136719
2024-05-14,276.79998779296875
2024-05-15,287.5400085449219
2024-05-16,284.67999267578125
2024-05-17,285.6099853515625
2024-05-20,287.07000732421875
2024-05-21,283.760009765625
2024-05-22,283.82000732421875
2024-05-23,278.57000732421875
2024-05-24,272.2900085449219
2024-05-28,269.8299865722656
2024-05-29,271.6199951171875
2024-05-30,218.00999450683594
2024-05-31,234.44000244140625
2024-06-03,236.6199951171875
2024-06-04,234.86000061035156
2024-06-05,236.52999877929688
2024-06-06,242.75999450683594
2024-06-07,241.85000610351562
2024-06-10,241.83999633789062
2024-06-11,240.99000549316406
2024-06-12,235.8000030517578
2024-06-13,229.02999877929688
2024-06-14,231.94000244140625
2024-06-17,230.47999572753906
2024-06-18,231.80999755859375
2024-06-20,241.8000030517578
2024-06-21,245.05999755859375
2024-06-24,239.94000244140625
2024-06-25,241.75999450683594
2024-06-26,243.14999389648438
2024-06-27,252.85000610351562
2024-06-28,257.1000061035156
2024-07-01,256.2099914550781
2024-07-02,256.19000244140625
2024-07-03,260.95001220703125
2024-07-05,263.19000244140625
2024-07-08,257.3699951171875
2024-07-09,252.42999267578125
2024-07-10,252.58999633789062
2024-07-11,251.1199951171875
2024-07-12,253.97000122070312
2024-07-15,252.86000061035156
2024-07-16,256.0299987792969
2024-07-17,251.22000122070312
2024-07-18,247.35000610351562
2024-07-19,247.6300048828125
2024-07-22,254.0800018310547
2024-07-23,256.05999755859375
2024-07-24,249.77999877929688
2024-07-25,256.5199890136719
2024-07-26,262.7099914550781
2024-07-29,258.5899963378906
2024-07-30,257.92999267578125
2024-07-31,258.79998779296875
2024-08-01,253.05999755859375
2024-08-02,243.97000122070312
2024-08-05,239.00999450683594
2024-08-06,238.4199981689453
2024-08-07,240.0399932861328
2024-08-08,249.1199951171875
2024-08-09,252.52999877929688
2024-08-12,251.30999755859375
2024-08-13,254.60000610351562
2024-08-14,255.32000732421875
2024-08-15,262.7900085449219
2024-08-16,262.9100036621094
2024-08-19,265.3800048828125
2024-08-20,261.8399963378906
2024-08-21,261.0899963378906
2024-08-22,258.5899963378906
2024-08-23,264.0
2024-08-26,265.2799987792969
2024-08-27,264.20001220703125
2024-08-28,258.8999938964844
2024-08-29,257.010009765625
2024-08-30,252.89999389648438
2024-09-03,248.05999755859375
2024-09-04,247.67999267578125
2024-09-05,246.1199951171875
2024-09-06,243.97000122070312
2024-09-09,245.75999450683594
2024-09-10,246.16000366210938
2024-09-11,249.57000732421875
2024-09-12,253.3699951171875
2024-09-13,254.57000732421875
2024-09-16,256.9100036621094
2024-09-17,255.19000244140625
2024-09-18,252.42999267578125
2024-09-19,265.989990234375
2024-09-20,266.79998779296875
2024-09-23,264.2099914550781
2024-09-24,270.44000244140625
2024-09-25,274.0899963378906
2024-09-26,275.760009765625
2024-09-27,276.6400146484375
2024-09-30,273.7099914550781
2024-10-01,270.8699951171875
2024-10-02,279.4800109863281
2024-10-03,280.9100036621094
2024-10-04,287.75
2024-10-07,284.57000732421875
2024-10-08,291.57000732421875
2024-10-09,287.9200134277344
2024-10-10,290.1700134277344
2024-10-11,288.1000061035156
2024-10-14,291.6400146484375
2024-10-15,288.3500061035156
2024-10-16,290.8599853515625
2024-10-17,291.1099853515625
2024-10-18,292.94000244140625
2024-10-21,291.2900085449219
2024-10-22,288.3299865722656
2024-10-23,284.42999267578125
2024-10-24,286.760009765625
2024-10-25,290.4599914550781
2024-10-28,293.7699890136719
2024-10-29,298.8900146484375
2024-10-30,296.3999938964844
2024-10-31,291.3699951171875
2024-11-01,294.7200012207031
2024-11-04,298.010009765625
2024-11-05,297.489990234375
2024-11-06,306.8999938964844
2024-11-07,310.7799987792969
2024-11-08,321.95001220703125
2024-11-11,341.7300109863281
2024-11-12,341.1499938964844
2024-11-13,341.7200012207031
2024-11-14,331.6499938964844
2024-11-15,325.260009765625
2024-11-18,322.25
2024-11-19,323.42999267578125
2024-11-20,325.70001220703125
2024-11-21,335.7799987792969
