Date,ET
2022-02-28,10.140000343322754
2022-03-01,10.420000076293945
2022-03-02,10.489999771118164
2022-03-03,10.369999885559082
2022-03-04,10.430000305175781
2022-03-07,10.34000015258789
2022-03-08,10.420000076293945
2022-03-09,10.180000305175781
2022-03-10,10.3100004196167
2022-03-11,10.100000381469727
2022-03-14,9.819999694824219
2022-03-15,9.75
2022-03-16,9.84000015258789
2022-03-17,9.899999618530273
2022-03-18,9.789999961853027
2022-03-21,9.899999618530273
2022-03-22,10.199999809265137
2022-03-23,10.09000015258789
2022-03-24,10.25
2022-03-25,10.569999694824219
2022-03-28,10.880000114440918
2022-03-29,11.050000190734863
2022-03-30,11.529999732971191
2022-03-31,11.1899995803833
2022-04-01,11.520000457763672
2022-04-04,11.449999809265137
2022-04-05,11.1899995803833
2022-04-06,11.09000015258789
2022-04-07,11.039999961853027
2022-04-08,11.229999542236328
2022-04-11,11.050000190734863
2022-04-12,11.359999656677246
2022-04-13,11.5600004196167
2022-04-14,11.529999732971191
2022-04-18,11.619999885559082
2022-04-19,11.720000267028809
2022-04-20,11.890000343322754
2022-04-21,11.649999618530273
2022-04-22,11.279999732971191
2022-04-25,11.109999656677246
2022-04-26,11.270000457763672
2022-04-27,11.25
2022-04-28,11.399999618530273
2022-04-29,11.079999923706055
2022-05-02,11.279999732971191
2022-05-03,11.739999771118164
2022-05-04,12.079999923706055
2022-05-05,11.880000114440918
2022-05-06,11.630000114440918
2022-05-09,10.829999923706055
2022-05-10,10.6899995803833
2022-05-11,10.729999542236328
2022-05-12,10.65999984741211
2022-05-13,11.050000190734863
2022-05-16,11.34000015258789
2022-05-17,11.729999542236328
2022-05-18,11.229999542236328
2022-05-19,11.0600004196167
2022-05-20,11.109999656677246
2022-05-23,11.270000457763672
2022-05-24,11.170000076293945
2022-05-25,11.4399995803833
2022-05-26,11.569999694824219
2022-05-27,11.649999618530273
2022-05-31,11.65999984741211
2022-06-01,11.9399995803833
2022-06-02,12.010000228881836
2022-06-03,11.850000381469727
2022-06-06,11.859999656677246
2022-06-07,12.3100004196167
2022-06-08,12.260000228881836
2022-06-09,12.039999961853027
2022-06-10,11.640000343322754
2022-06-13,11.0600004196167
2022-06-14,10.819999694824219
2022-06-15,10.720000267028809
2022-06-16,10.130000114440918
2022-06-17,9.829999923706055
2022-06-21,10.380000114440918
2022-06-22,10.0
2022-06-23,9.789999961853027
2022-06-24,10.100000381469727
2022-06-27,10.140000343322754
2022-06-28,10.34000015258789
2022-06-29,10.180000305175781
2022-06-30,9.979999542236328
2022-07-01,10.020000457763672
2022-07-05,9.880000114440918
2022-07-06,9.539999961853027
2022-07-07,9.869999885559082
2022-07-08,9.949999809265137
2022-07-11,9.729999542236328
2022-07-12,9.680000305175781
2022-07-13,9.859999656677246
2022-07-14,9.65999984741211
2022-07-15,9.819999694824219
2022-07-18,10.09000015258789
2022-07-19,10.430000305175781
2022-07-20,10.470000267028809
2022-07-21,10.359999656677246
2022-07-22,10.25
2022-07-25,10.600000381469727
2022-07-26,10.649999618530273
2022-07-27,10.949999809265137
2022-07-28,11.180000305175781
2022-07-29,11.3100004196167
2022-08-01,11.319999694824219
2022-08-02,11.270000457763672
2022-08-03,11.25
2022-08-04,11.109999656677246
2022-08-05,10.819999694824219
2022-08-08,10.890000343322754
2022-08-09,10.970000267028809
2022-08-10,11.270000457763672
2022-08-11,11.489999771118164
2022-08-12,11.670000076293945
2022-08-15,11.579999923706055
2022-08-16,11.800000190734863
2022-08-17,11.619999885559082
2022-08-18,11.930000305175781
2022-08-19,11.8100004196167
2022-08-22,11.819999694824219
2022-08-23,12.180000305175781
2022-08-24,12.289999961853027
2022-08-25,12.359999656677246
2022-08-26,12.140000343322754
2022-08-29,12.300000190734863
2022-08-30,11.8100004196167
2022-08-31,11.710000038146973
2022-09-01,11.729999542236328
2022-09-02,11.75
2022-09-06,11.539999961853027
2022-09-07,11.470000267028809
2022-09-08,11.579999923706055
2022-09-09,11.90999984741211
2022-09-12,12.119999885559082
2022-09-13,11.680000305175781
2022-09-14,12.010000228881836
2022-09-15,12.029999732971191
2022-09-16,11.8100004196167
2022-09-19,11.899999618530273
2022-09-20,11.930000305175781
2022-09-21,11.859999656677246
2022-09-22,11.319999694824219
2022-09-23,10.539999961853027
2022-09-26,10.220000267028809
2022-09-27,10.489999771118164
2022-09-28,11.109999656677246
2022-09-29,10.970000267028809
2022-09-30,11.029999732971191
2022-10-03,11.34000015258789
2022-10-04,11.729999542236328
2022-10-05,11.850000381469727
2022-10-06,11.550000190734863
2022-10-07,11.539999961853027
2022-10-10,11.34000015258789
2022-10-11,11.529999732971191
2022-10-12,11.5
2022-10-13,11.710000038146973
2022-10-14,11.470000267028809
2022-10-17,11.699999809265137
2022-10-18,11.789999961853027
2022-10-19,11.880000114440918
2022-10-20,11.890000343322754
2022-10-21,12.09000015258789
2022-10-24,12.069999694824219
2022-10-25,12.039999961853027
2022-10-26,12.279999732971191
2022-10-27,12.4399995803833
2022-10-28,12.529999732971191
2022-10-31,12.770000457763672
