Date,FIS
2022-02-28,95.2300033569336
2022-03-01,93.66999816894531
2022-03-02,95.25
2022-03-03,92.66999816894531
2022-03-04,90.47000122070312
2022-03-07,87.11000061035156
2022-03-08,86.25
2022-03-09,91.9800033569336
2022-03-10,90.41000366210938
2022-03-11,89.33999633789062
2022-03-14,89.05999755859375
2022-03-15,92.5999984741211
2022-03-16,95.37999725341797
2022-03-17,95.19999694824219
2022-03-18,95.81999969482422
2022-03-21,94.97000122070312
2022-03-22,96.93000030517578
2022-03-23,95.43000030517578
2022-03-24,96.41000366210938
2022-03-25,97.44999694824219
2022-03-28,97.6500015258789
2022-03-29,101.98999786376953
2022-03-30,101.0199966430664
2022-03-31,100.41999816894531
2022-04-01,103.37000274658203
2022-04-04,103.26000213623047
2022-04-05,103.55999755859375
2022-04-06,101.55999755859375
2022-04-07,101.52999877929688
2022-04-08,102.02999877929688
2022-04-11,101.91999816894531
2022-04-12,101.94000244140625
2022-04-13,101.5
2022-04-14,102.44999694824219
2022-04-18,102.4800033569336
2022-04-19,104.88999938964844
2022-04-20,103.0
2022-04-21,103.0
2022-04-22,99.97000122070312
2022-04-25,99.22000122070312
2022-04-26,95.2699966430664
2022-04-27,98.83999633789062
2022-04-28,103.79000091552734
2022-04-29,99.1500015258789
2022-05-02,97.5
2022-05-03,99.62999725341797
2022-05-04,104.30000305175781
2022-05-05,100.5999984741211
2022-05-06,98.2699966430664
2022-05-09,94.54000091552734
2022-05-10,94.73999786376953
2022-05-11,93.44999694824219
2022-05-12,93.94999694824219
2022-05-13,96.5
2022-05-16,96.30000305175781
2022-05-17,98.30000305175781
2022-05-18,96.7300033569336
2022-05-19,97.16999816894531
2022-05-20,99.68000030517578
2022-05-23,101.70999908447266
2022-05-24,100.51000213623047
2022-05-25,101.38999938964844
2022-05-26,104.19999694824219
2022-05-27,105.16000366210938
2022-05-31,104.5
2022-06-01,103.22000122070312
2022-06-02,106.19000244140625
2022-06-03,103.81999969482422
2022-06-06,105.30000305175781
2022-06-07,104.56999969482422
2022-06-08,103.76000213623047
2022-06-09,99.73999786376953
2022-06-10,97.80000305175781
2022-06-13,94.95999908447266
2022-06-14,95.25
2022-06-15,95.47000122070312
2022-06-16,90.69999694824219
2022-06-17,91.83999633789062
2022-06-21,92.97000122070312
2022-06-22,92.06999969482422
2022-06-23,92.93000030517578
2022-06-24,98.62999725341797
2022-06-27,96.73999786376953
2022-06-28,94.2699966430664
2022-06-29,94.56999969482422
2022-06-30,91.66999816894531
2022-07-01,93.58000183105469
2022-07-05,95.0
2022-07-06,94.81999969482422
2022-07-07,93.86000061035156
2022-07-08,94.37999725341797
2022-07-11,93.97000122070312
2022-07-12,93.98999786376953
2022-07-13,93.58000183105469
2022-07-14,92.16999816894531
2022-07-15,95.22000122070312
2022-07-18,94.16000366210938
2022-07-19,97.0999984741211
2022-07-20,97.36000061035156
2022-07-21,98.91000366210938
2022-07-22,99.0199966430664
2022-07-25,98.05999755859375
2022-07-26,97.08999633789062
2022-07-27,98.43000030517578
2022-07-28,100.93000030517578
2022-07-29,102.16000366210938
2022-08-01,103.29000091552734
2022-08-02,102.19000244140625
2022-08-03,104.12999725341797
2022-08-04,96.56999969482422
2022-08-05,97.37000274658203
2022-08-08,98.08000183105469
2022-08-09,98.01000213623047
2022-08-10,99.87999725341797
2022-08-11,100.51000213623047
2022-08-12,102.12000274658203
2022-08-15,102.79000091552734
2022-08-16,103.51000213623047
2022-08-17,101.5999984741211
2022-08-18,100.30000305175781
2022-08-19,100.0999984741211
2022-08-22,97.47000122070312
2022-08-23,95.55999755859375
2022-08-24,95.02999877929688
2022-08-25,96.16999816894531
2022-08-26,93.08999633789062
2022-08-29,93.08000183105469
2022-08-30,92.80999755859375
2022-08-31,91.37000274658203
2022-09-01,90.62999725341797
2022-09-02,89.97000122070312
2022-09-06,89.4000015258789
2022-09-07,90.9000015258789
2022-09-08,89.79000091552734
2022-09-09,91.4800033569336
2022-09-12,93.05000305175781
2022-09-13,89.29000091552734
2022-09-14,87.05999755859375
2022-09-15,85.69000244140625
2022-09-16,84.26000213623047
2022-09-19,82.38999938964844
2022-09-20,81.7300033569336
2022-09-21,80.44999694824219
2022-09-22,80.51000213623047
2022-09-23,80.29000091552734
2022-09-26,77.58999633789062
2022-09-27,76.80000305175781
2022-09-28,77.30000305175781
2022-09-29,76.56999969482422
2022-09-30,75.56999969482422
2022-10-03,76.33999633789062
2022-10-04,79.54000091552734
2022-10-05,79.5999984741211
2022-10-06,77.6500015258789
2022-10-07,77.0999984741211
2022-10-10,75.7300033569336
2022-10-11,74.27999877929688
2022-10-12,73.77999877929688
2022-10-13,76.0
2022-10-14,76.13999938964844
2022-10-17,77.02999877929688
2022-10-18,78.08999633789062
2022-10-19,76.7300033569336
2022-10-20,76.55000305175781
2022-10-21,77.83000183105469
2022-10-24,78.0
2022-10-25,79.94999694824219
2022-10-26,82.13999938964844
2022-10-27,83.08000183105469
2022-10-28,84.9000015258789
2022-10-31,82.98999786376953
2022-11-01,83.04000091552734
2022-11-02,79.47000122070312
2022-11-03,57.18000030517578
2022-11-04,60.16999816894531
2022-11-07,61.849998474121094
2022-11-08,62.66999816894531
2022-11-09,61.720001220703125
2022-11-10,64.0
2022-11-11,65.4000015258789
2022-11-14,64.5199966430664
2022-11-15,63.869998931884766
2022-11-16,61.91999816894531
2022-11-17,61.060001373291016
2022-11-18,61.40999984741211
2022-11-21,61.560001373291016
2022-11-22,65.19000244140625
2022-11-23,65.93000030517578
2022-11-25,65.9800033569336
2022-11-28,65.52999877929688
2022-11-29,67.52999877929688
2022-11-30,72.58000183105469
2022-12-01,73.18000030517578
2022-12-02,74.05999755859375
2022-12-05,72.87000274658203
2022-12-06,69.7300033569336
2022-12-07,69.2300033569336
2022-12-08,69.79000091552734
2022-12-09,70.2699966430664
2022-12-12,71.22000122070312
2022-12-13,73.0
2022-12-14,72.41000366210938
2022-12-15,69.79000091552734
2022-12-16,69.22000122070312
2022-12-19,67.3499984741211
2022-12-20,67.69000244140625
2022-12-21,66.81999969482422
2022-12-22,66.58000183105469
2022-12-23,66.91999816894531
2022-12-27,67.2699966430664
2022-12-28,66.55000305175781
2022-12-29,67.9000015258789
2022-12-30,67.8499984741211
2023-01-03,68.54000091552734
2023-01-04,69.2699966430664
2023-01-05,68.19000244140625
2023-01-06,69.30000305175781
2023-01-09,70.0
2023-01-10,69.0
2023-01-11,69.47000122070312
2023-01-12,69.27999877929688
2023-01-13,69.75
2023-01-17,71.41000366210938
2023-01-18,69.63999938964844
2023-01-19,71.02999877929688
2023-01-20,73.91999816894531
2023-01-23,74.4800033569336
