Date,TAK
2022-02-28,15.199999809265137
2022-03-01,15.0600004196167
2022-03-02,15.100000381469727
2022-03-03,15.029999732971191
2022-03-04,15.050000190734863
2022-03-07,14.819999694824219
2022-03-08,14.329999923706055
2022-03-09,14.399999618530273
2022-03-10,14.5
2022-03-11,14.430000305175781
2022-03-14,14.430000305175781
2022-03-15,14.489999771118164
2022-03-16,15.020000457763672
2022-03-17,15.010000228881836
2022-03-18,15.100000381469727
2022-03-21,15.119999885559082
2022-03-22,14.970000267028809
2022-03-23,14.979999542236328
2022-03-24,14.960000038146973
2022-03-25,14.930000305175781
2022-03-28,14.520000457763672
2022-03-29,14.850000381469727
2022-03-30,14.430000305175781
2022-03-31,14.319999694824219
2022-04-01,14.510000228881836
2022-04-04,14.75
2022-04-05,14.649999618530273
2022-04-06,14.670000076293945
2022-04-07,14.90999984741211
2022-04-08,15.029999732971191
2022-04-11,14.8100004196167
2022-04-12,14.760000228881836
2022-04-13,15.0
2022-04-14,14.90999984741211
2022-04-18,14.699999809265137
2022-04-19,14.5
2022-04-20,14.680000305175781
2022-04-21,14.550000190734863
2022-04-22,14.390000343322754
2022-04-25,14.569999694824219
2022-04-26,14.329999923706055
2022-04-27,14.430000305175781
2022-04-28,14.59000015258789
2022-04-29,14.539999961853027
2022-05-02,14.489999771118164
2022-05-03,14.5600004196167
2022-05-04,14.760000228881836
2022-05-05,14.460000038146973
2022-05-06,14.640000343322754
2022-05-09,14.329999923706055
2022-05-10,14.520000457763672
2022-05-11,13.930000305175781
2022-05-12,14.260000228881836
2022-05-13,14.350000381469727
2022-05-16,14.279999732971191
2022-05-17,14.3100004196167
2022-05-18,14.15999984741211
2022-05-19,14.579999923706055
2022-05-20,14.720000267028809
2022-05-23,14.979999542236328
2022-05-24,14.9399995803833
2022-05-25,14.90999984741211
2022-05-26,14.84000015258789
2022-05-27,14.770000457763672
2022-05-31,14.40999984741211
2022-06-01,14.180000305175781
2022-06-02,13.9399995803833
2022-06-03,13.8100004196167
2022-06-06,13.819999694824219
2022-06-07,13.770000457763672
2022-06-08,13.5600004196167
2022-06-09,13.529999732971191
2022-06-10,13.390000343322754
2022-06-13,13.170000076293945
2022-06-14,13.239999771118164
2022-06-15,13.289999961853027
2022-06-16,13.329999923706055
2022-06-17,13.119999885559082
2022-06-21,13.359999656677246
2022-06-22,13.649999618530273
2022-06-23,13.729999542236328
2022-06-24,13.84000015258789
2022-06-27,14.0600004196167
2022-06-28,13.859999656677246
2022-06-29,13.850000381469727
2022-06-30,14.039999961853027
2022-07-01,14.09000015258789
2022-07-05,14.15999984741211
2022-07-06,14.279999732971191
2022-07-07,14.479999542236328
2022-07-08,14.399999618530273
2022-07-11,14.420000076293945
2022-07-12,14.40999984741211
2022-07-13,14.229999542236328
2022-07-14,14.140000343322754
2022-07-15,14.479999542236328
2022-07-18,14.40999984741211
2022-07-19,14.65999984741211
2022-07-20,14.479999542236328
2022-07-21,14.710000038146973
2022-07-22,14.609999656677246
2022-07-25,14.630000114440918
2022-07-26,14.550000190734863
2022-07-27,14.6899995803833
2022-07-28,14.8100004196167
2022-07-29,14.609999656677246
2022-08-01,14.319999694824219
2022-08-02,13.979999542236328
2022-08-03,13.890000343322754
2022-08-04,13.930000305175781
2022-08-05,13.84000015258789
2022-08-08,13.9399995803833
2022-08-09,13.819999694824219
2022-08-10,14.220000267028809
2022-08-11,14.119999885559082
2022-08-12,14.25
2022-08-15,14.239999771118164
2022-08-16,14.170000076293945
2022-08-17,14.199999809265137
2022-08-18,14.180000305175781
2022-08-19,13.899999618530273
2022-08-22,13.819999694824219
2022-08-23,13.920000076293945
2022-08-24,13.90999984741211
2022-08-25,14.020000457763672
2022-08-26,13.710000038146973
2022-08-29,13.770000457763672
2022-08-30,13.819999694824219
2022-08-31,13.75
2022-09-01,13.739999771118164
2022-09-02,13.579999923706055
2022-09-06,13.369999885559082
2022-09-07,13.3100004196167
2022-09-08,13.5
2022-09-09,13.720000267028809
2022-09-12,13.720000267028809
2022-09-13,13.359999656677246
2022-09-14,13.380000114440918
2022-09-15,13.40999984741211
2022-09-16,13.449999809265137
2022-09-19,13.399999618530273
2022-09-20,13.220000267028809
2022-09-21,12.989999771118164
2022-09-22,13.15999984741211
2022-09-23,13.0
2022-09-26,12.8100004196167
2022-09-27,12.800000190734863
2022-09-28,13.069999694824219
2022-09-29,12.970000267028809
2022-09-30,12.970000267028809
2022-10-03,13.050000190734863
2022-10-04,13.600000381469727
2022-10-05,13.449999809265137
2022-10-06,13.119999885559082
2022-10-07,13.140000343322754
2022-10-10,13.0
2022-10-11,12.8100004196167
2022-10-12,12.819999694824219
2022-10-13,12.880000114440918
2022-10-14,12.869999885559082
2022-10-17,12.729999542236328
2022-10-18,12.710000038146973
2022-10-19,12.420000076293945
