Date,ENB
2022-02-28,43.18000030517578
2022-03-01,43.380001068115234
2022-03-02,44.400001525878906
2022-03-03,44.41999816894531
2022-03-04,44.75
2022-03-07,44.2400016784668
2022-03-08,43.86000061035156
2022-03-09,44.099998474121094
2022-03-10,44.439998626708984
2022-03-11,44.459999084472656
2022-03-14,43.91999816894531
2022-03-15,44.060001373291016
2022-03-16,44.02000045776367
2022-03-17,44.75
2022-03-18,44.84000015258789
2022-03-21,45.25
2022-03-22,45.209999084472656
2022-03-23,45.060001373291016
2022-03-24,45.40999984741211
2022-03-25,46.36000061035156
2022-03-28,45.939998626708984
2022-03-29,46.130001068115234
2022-03-30,46.349998474121094
2022-03-31,46.09000015258789
2022-04-01,46.400001525878906
2022-04-04,46.630001068115234
2022-04-05,46.5099983215332
2022-04-06,46.540000915527344
2022-04-07,46.13999938964844
2022-04-08,46.709999084472656
2022-04-11,46.099998474121094
2022-04-12,46.130001068115234
2022-04-13,46.380001068115234
2022-04-14,46.220001220703125
2022-04-18,46.189998626708984
2022-04-19,46.41999816894531
2022-04-20,46.83000183105469
2022-04-21,46.310001373291016
2022-04-22,44.86000061035156
2022-04-25,44.150001525878906
2022-04-26,43.7599983215332
2022-04-27,43.81999969482422
2022-04-28,44.61000061035156
2022-04-29,43.63999938964844
2022-05-02,43.43000030517578
2022-05-03,43.86000061035156
2022-05-04,45.189998626708984
2022-05-05,44.58000183105469
2022-05-06,45.43000030517578
2022-05-09,43.380001068115234
2022-05-10,42.939998626708984
2022-05-11,43.130001068115234
2022-05-12,42.68000030517578
2022-05-13,43.790000915527344
2022-05-16,44.58000183105469
2022-05-17,44.88999938964844
2022-05-18,44.2400016784668
2022-05-19,44.439998626708984
2022-05-20,44.540000915527344
2022-05-23,44.90999984741211
2022-05-24,44.97999954223633
2022-05-25,45.099998474121094
2022-05-26,45.849998474121094
2022-05-27,46.20000076293945
2022-05-31,46.150001525878906
2022-06-01,45.95000076293945
2022-06-02,46.93000030517578
2022-06-03,46.810001373291016
2022-06-06,47.11000061035156
2022-06-07,47.529998779296875
2022-06-08,47.18000030517578
2022-06-09,46.16999816894531
2022-06-10,45.54999923706055
2022-06-13,44.0
2022-06-14,42.939998626708984
2022-06-15,42.68000030517578
2022-06-16,40.970001220703125
2022-06-17,40.4900016784668
2022-06-21,41.4900016784668
2022-06-22,41.25
2022-06-23,40.79999923706055
2022-06-24,41.779998779296875
2022-06-27,42.18000030517578
2022-06-28,42.540000915527344
2022-06-29,42.439998626708984
2022-06-30,42.2599983215332
2022-07-01,42.65999984741211
2022-07-05,41.439998626708984
2022-07-06,41.279998779296875
2022-07-07,42.0
2022-07-08,42.189998626708984
2022-07-11,42.099998474121094
2022-07-12,41.7400016784668
2022-07-13,41.63999938964844
2022-07-14,41.099998474121094
2022-07-15,41.59000015258789
2022-07-18,42.459999084472656
2022-07-19,43.150001525878906
2022-07-20,43.08000183105469
2022-07-21,42.959999084472656
2022-07-22,42.90999984741211
2022-07-25,44.0099983215332
2022-07-26,43.81999969482422
2022-07-27,44.599998474121094
2022-07-28,44.709999084472656
2022-07-29,44.93000030517578
2022-08-01,44.529998779296875
2022-08-02,43.9900016784668
2022-08-03,44.15999984741211
2022-08-04,43.25
2022-08-05,42.77000045776367
2022-08-08,43.40999984741211
2022-08-09,43.41999816894531
2022-08-10,43.880001068115234
2022-08-11,44.279998779296875
2022-08-12,43.5099983215332
2022-08-15,42.720001220703125
2022-08-16,43.189998626708984
2022-08-17,42.79999923706055
2022-08-18,43.33000183105469
2022-08-19,43.279998779296875
2022-08-22,42.970001220703125
2022-08-23,43.720001220703125
2022-08-24,44.11000061035156
2022-08-25,44.380001068115234
2022-08-26,43.56999969482422
2022-08-29,43.93000030517578
2022-08-30,42.63999938964844
2022-08-31,41.220001220703125
2022-09-01,41.0099983215332
2022-09-02,41.34000015258789
2022-09-06,40.83000183105469
2022-09-07,41.18000030517578
2022-09-08,41.130001068115234
2022-09-09,41.81999969482422
2022-09-12,42.93000030517578
2022-09-13,41.97999954223633
2022-09-14,42.20000076293945
2022-09-15,41.869998931884766
2022-09-16,40.9900016784668
2022-09-19,41.349998474121094
2022-09-20,40.709999084472656
2022-09-21,40.13999938964844
2022-09-22,40.06999969482422
2022-09-23,38.029998779296875
2022-09-26,37.209999084472656
2022-09-27,37.5099983215332
2022-09-28,38.47999954223633
2022-09-29,37.70000076293945
2022-09-30,37.099998474121094
2022-10-03,38.45000076293945
2022-10-04,39.41999816894531
2022-10-05,38.93000030517578
2022-10-06,37.189998626708984
2022-10-07,37.04999923706055
2022-10-10,36.40999984741211
2022-10-11,36.029998779296875
2022-10-12,35.619998931884766
2022-10-13,37.130001068115234
2022-10-14,35.97999954223633
2022-10-17,37.040000915527344
2022-10-18,37.34000015258789
2022-10-19,37.290000915527344
2022-10-20,37.16999816894531
2022-10-21,37.880001068115234
2022-10-24,37.689998626708984
2022-10-25,38.130001068115234
2022-10-26,38.630001068115234
2022-10-27,39.04999923706055
2022-10-28,39.04999923706055
2022-10-31,38.95000076293945
2022-11-01,38.91999816894531
2022-11-02,38.70000076293945
2022-11-03,39.0099983215332
2022-11-04,40.20000076293945
2022-11-07,39.93000030517578
2022-11-08,40.13999938964844
2022-11-09,39.27000045776367
2022-11-10,40.90999984741211
2022-11-11,41.81999969482422
2022-11-14,40.15999984741211
2022-11-15,40.369998931884766
2022-11-16,40.43000030517578
