Date,PKG
2023-01-05,129.8800048828125
2023-01-06,132.19000244140625
2023-01-09,132.47999572753906
2023-01-10,132.72999572753906
2023-01-11,133.5800018310547
2023-01-12,135.97000122070312
2023-01-13,135.39999389648438
2023-01-17,133.5
2023-01-18,130.91000366210938
2023-01-19,129.77000427246094
2023-01-20,132.47999572753906
2023-01-23,132.0500030517578
2023-01-24,130.02999877929688
2023-01-25,129.14999389648438
2023-01-26,138.6199951171875
2023-01-27,138.41000366210938
2023-01-30,138.69000244140625
2023-01-31,142.6999969482422
2023-02-01,142.14999389648438
2023-02-02,145.08999633789062
2023-02-03,144.4199981689453
2023-02-06,142.58999633789062
2023-02-07,143.3800048828125
2023-02-08,141.80999755859375
2023-02-09,140.10000610351562
2023-02-10,139.9199981689453
2023-02-13,142.0800018310547
2023-02-14,142.6300048828125
2023-02-15,142.60000610351562
2023-02-16,141.47999572753906
2023-02-17,141.00999450683594
2023-02-21,134.1699981689453
2023-02-22,134.72000122070312
2023-02-23,137.39999389648438
2023-02-24,137.8000030517578
2023-02-27,136.8699951171875
2023-02-28,136.72000122070312
2023-03-01,138.6999969482422
2023-03-02,141.00999450683594
2023-03-03,142.33999633789062
2023-03-06,137.75999450683594
2023-03-07,137.27000427246094
2023-03-08,138.07000732421875
2023-03-09,135.60000610351562
2023-03-10,132.4199981689453
2023-03-13,130.69000244140625
2023-03-14,131.35000610351562
2023-03-15,128.5
2023-03-16,129.1699981689453
2023-03-17,127.31999969482422
2023-03-20,133.5
2023-03-21,132.9600067138672
2023-03-22,130.72000122070312
2023-03-23,131.0800018310547
2023-03-24,133.14999389648438
2023-03-27,132.25
2023-03-28,134.52000427246094
2023-03-29,136.6699981689453
2023-03-30,137.5800018310547
2023-03-31,138.8300018310547
2023-04-03,140.3000030517578
2023-04-04,138.92999267578125
2023-04-05,140.38999938964844
2023-04-06,141.14999389648438
2023-04-10,140.9499969482422
2023-04-11,143.24000549316406
2023-04-12,142.19000244140625
2023-04-13,142.41000366210938
2023-04-14,141.16000366210938
2023-04-17,142.88999938964844
2023-04-18,142.8800048828125
2023-04-19,142.3699951171875
2023-04-20,143.33999633789062
2023-04-21,143.22999572753906
2023-04-24,144.91000366210938
2023-04-25,134.3800048828125
2023-04-26,132.08999633789062
2023-04-27,133.30999755859375
2023-04-28,135.25999450683594
2023-05-01,138.14999389648438
2023-05-02,133.5500030517578
2023-05-03,133.64999389648438
2023-05-04,133.0500030517578
2023-05-05,135.3699951171875
2023-05-08,136.02999877929688
2023-05-09,133.35000610351562
2023-05-10,133.27999877929688
2023-05-11,132.33999633789062
2023-05-12,132.4199981689453
2023-05-15,130.44000244140625
2023-05-16,127.0
2023-05-17,128.9600067138672
2023-05-18,129.22999572753906
2023-05-19,129.4499969482422
2023-05-22,129.07000732421875
2023-05-23,127.93000030517578
2023-05-24,127.41000366210938
2023-05-25,127.33000183105469
2023-05-26,127.19999694824219
2023-05-30,126.38999938964844
2023-05-31,124.02999877929688
2023-06-01,124.83000183105469
2023-06-02,128.0800018310547
2023-06-05,127.1500015258789
2023-06-06,129.57000732421875
2023-06-07,132.85000610351562
2023-06-08,130.82000732421875
2023-06-09,130.8000030517578
2023-06-12,130.83999633789062
2023-06-13,131.9600067138672
2023-06-14,131.36000061035156
2023-06-15,132.66000366210938
2023-06-16,132.4199981689453
2023-06-20,131.67999267578125
2023-06-21,131.66000366210938
2023-06-22,130.80999755859375
2023-06-23,128.82000732421875
2023-06-26,130.9199981689453
2023-06-27,131.66000366210938
2023-06-28,129.39999389648438
2023-06-29,131.86000061035156
2023-06-30,132.16000366210938
2023-07-03,132.61000061035156
2023-07-05,130.02999877929688
2023-07-06,130.14999389648438
2023-07-07,132.5
2023-07-10,131.92999267578125
2023-07-11,132.50999450683594
2023-07-12,133.44000244140625
2023-07-13,134.05999755859375
2023-07-14,134.2100067138672
2023-07-17,133.99000549316406
2023-07-18,135.41000366210938
2023-07-19,135.8699951171875
2023-07-20,135.97999572753906
2023-07-21,137.35000610351562
2023-07-24,138.6699981689453
2023-07-25,152.64999389648438
2023-07-26,150.5500030517578
2023-07-27,152.42999267578125
2023-07-28,152.82000732421875
2023-07-31,153.35000610351562
2023-08-01,153.10000610351562
2023-08-02,154.63999938964844
2023-08-03,155.22000122070312
2023-08-04,153.88999938964844
2023-08-07,153.0500030517578
2023-08-08,152.4499969482422
2023-08-09,152.19000244140625
2023-08-10,152.83999633789062
2023-08-11,152.02000427246094
2023-08-14,150.83999633789062
2023-08-15,147.7100067138672
2023-08-16,147.30999755859375
2023-08-17,146.6999969482422
2023-08-18,146.97999572753906
2023-08-21,145.24000549316406
2023-08-22,145.07000732421875
2023-08-23,145.39999389648438
2023-08-24,144.5800018310547
2023-08-25,146.0399932861328
2023-08-28,147.82000732421875
2023-08-29,149.05999755859375
2023-08-30,149.39999389648438
2023-08-31,149.10000610351562
2023-09-01,149.55999755859375
2023-09-05,145.52000427246094
2023-09-06,144.77999877929688
2023-09-07,144.75
2023-09-08,146.55999755859375
2023-09-11,146.25999450683594
2023-09-12,146.9600067138672
2023-09-13,147.55999755859375
2023-09-14,150.75
2023-09-15,149.75
2023-09-18,151.75
2023-09-19,150.89999389648438
2023-09-20,150.1199951171875
2023-09-21,149.80999755859375
2023-09-22,149.05999755859375
2023-09-25,150.85000610351562
2023-09-26,149.1199951171875
2023-09-27,151.88999938964844
2023-09-28,153.77999877929688
2023-09-29,153.5500030517578
2023-10-02,153.27999877929688
2023-10-03,151.6699981689453
2023-10-04,153.3300018310547
2023-10-05,152.5500030517578
2023-10-06,151.5399932861328
2023-10-09,153.72999572753906
2023-10-10,154.6300048828125
2023-10-11,154.30999755859375
2023-10-12,151.60000610351562
2023-10-13,151.3699951171875
2023-10-16,152.44000244140625
2023-10-17,152.8699951171875
2023-10-18,153.0500030517578
2023-10-19,149.5500030517578
2023-10-20,144.47999572753906
2023-10-23,144.5399932861328
2023-10-24,148.92999267578125
2023-10-25,148.8800048828125
2023-10-26,150.63999938964844
2023-10-27,150.17999267578125
2023-10-30,151.6999969482422
2023-10-31,153.0500030517578
2023-11-01,153.60000610351562
2023-11-02,155.4199981689453
2023-11-03,158.27000427246094
2023-11-06,157.27000427246094
2023-11-07,156.63999938964844
2023-11-08,156.1300048828125
2023-11-09,155.69000244140625
2023-11-10,155.6300048828125
2023-11-13,153.47000122070312
2023-11-14,157.8800048828125
2023-11-15,158.39999389648438
2023-11-16,155.49000549316406
2023-11-17,155.30999755859375
2023-11-20,153.0800018310547
2023-11-21,153.5
2023-11-22,154.2100067138672
2023-11-24,155.1300048828125
2023-11-27,158.6999969482422
2023-11-28,158.13999938964844
2023-11-29,161.85000610351562
2023-11-30,168.00999450683594
2023-12-01,169.7100067138672
2023-12-04,168.35000610351562
2023-12-05,165.2899932861328
2023-12-06,164.2100067138672
2023-12-07,164.32000732421875
2023-12-08,163.8800048828125
2023-12-11,165.1999969482422
2023-12-12,161.74000549316406
2023-12-13,165.77000427246094
2023-12-14,167.35000610351562
2023-12-15,164.75999450683594
2023-12-18,164.2100067138672
2023-12-19,164.42999267578125
2023-12-20,162.5399932861328
2023-12-21,163.24000549316406
2023-12-22,163.67999267578125
2023-12-26,163.99000549316406
2023-12-27,165.00999450683594
2023-12-28,163.3300018310547
2023-12-29,162.91000366210938
2024-01-02,163.88999938964844
2024-01-03,163.64999389648438
2024-01-04,165.6699981689453
2024-01-05,167.75
2024-01-08,168.6300048828125
2024-01-09,167.13999938964844
2024-01-10,165.9499969482422
2024-01-11,166.4600067138672
2024-01-12,166.16000366210938
2024-01-16,165.08999633789062
2024-01-17,164.27000427246094
2024-01-18,164.3000030517578
2024-01-19,164.3800048828125
2024-01-22,165.24000549316406
2024-01-23,166.49000549316406
2024-01-24,165.00999450683594
2024-01-25,171.67999267578125
2024-01-26,171.9600067138672
2024-01-29,169.6999969482422
2024-01-30,169.07000732421875
2024-01-31,165.8800048828125
2024-02-01,163.13999938964844
2024-02-02,161.3699951171875
2024-02-05,162.5800018310547
2024-02-06,163.02999877929688
2024-02-07,165.30999755859375
2024-02-08,166.8699951171875
2024-02-09,168.3300018310547
2024-02-12,168.2100067138672
2024-02-13,164.8300018310547
2024-02-14,165.39999389648438
2024-02-15,166.89999389648438
2024-02-16,167.97999572753906
2024-02-20,169.61000061035156
2024-02-21,171.5399932861328
2024-02-22,173.1999969482422
2024-02-23,175.41000366210938
2024-02-26,174.0800018310547
2024-02-27,174.77999877929688
2024-02-28,176.36000061035156
2024-02-29,181.19000244140625
2024-03-01,180.19000244140625
2024-03-04,185.42999267578125
2024-03-05,184.47999572753906
2024-03-06,183.33999633789062
2024-03-07,184.8300018310547
2024-03-08,186.0800018310547
2024-03-11,187.67999267578125
2024-03-12,186.72000122070312
2024-03-13,184.4199981689453
2024-03-14,183.00999450683594
2024-03-15,182.91000366210938
2024-03-18,180.97999572753906
2024-03-19,183.24000549316406
2024-03-20,184.22000122070312
2024-03-21,185.00999450683594
2024-03-22,184.72000122070312
2024-03-25,187.30999755859375
2024-03-26,186.8699951171875
2024-03-27,188.94000244140625
2024-03-28,189.77999877929688
2024-04-01,188.75
2024-04-02,187.5
2024-04-03,188.67999267578125
2024-04-04,187.66000366210938
2024-04-05,187.6699981689453
2024-04-08,190.7100067138672
2024-04-09,189.86000061035156
2024-04-10,187.82000732421875
2024-04-11,186.27999877929688
2024-04-12,182.1999969482422
2024-04-15,180.36000061035156
2024-04-16,179.5800018310547
2024-04-17,178.50999450683594
2024-04-18,178.25
2024-04-19,179.88999938964844
2024-04-22,179.2899932861328
2024-04-23,170.8800048828125
2024-04-24,173.9199981689453
2024-04-25,171.25
2024-04-26,172.85000610351562
2024-04-29,177.0500030517578
2024-04-30,172.97999572753906
2024-05-01,174.1999969482422
2024-05-02,175.33999633789062
2024-05-03,176.27000427246094
2024-05-06,176.14999389648438
2024-05-07,179.14999389648438
2024-05-08,178.5399932861328
2024-05-09,180.3800048828125
2024-05-10,179.39999389648438
2024-05-13,181.42999267578125
2024-05-14,181.63999938964844
2024-05-15,182.02999877929688
2024-05-16,182.39999389648438
2024-05-17,183.1300048828125
2024-05-20,181.55999755859375
2024-05-21,181.85000610351562
2024-05-22,181.3000030517578
2024-05-23,180.24000549316406
2024-05-24,183.77000427246094
2024-05-28,180.9199981689453
2024-05-29,179.16000366210938
2024-05-30,181.47999572753906
2024-05-31,183.49000549316406
2024-06-03,182.8699951171875
2024-06-04,182.02999877929688
2024-06-05,182.72000122070312
2024-06-06,183.08999633789062
2024-06-07,183.5800018310547
2024-06-10,184.41000366210938
2024-06-11,184.08999633789062
2024-06-12,184.80999755859375
2024-06-13,185.1199951171875
2024-06-14,182.67999267578125
2024-06-17,185.0399932861328
2024-06-18,185.8800048828125
2024-06-20,185.4499969482422
2024-06-21,183.3300018310547
2024-06-24,189.75999450683594
2024-06-25,187.41000366210938
2024-06-26,186.61000061035156
2024-06-27,183.19000244140625
2024-06-28,182.55999755859375
2024-07-01,180.05999755859375
2024-07-02,177.50999450683594
2024-07-03,179.5800018310547
2024-07-05,177.57000732421875
2024-07-08,179.5500030517578
2024-07-09,176.32000732421875
2024-07-10,179.6699981689453
2024-07-11,182.77000427246094
2024-07-12,185.44000244140625
2024-07-15,185.75999450683594
2024-07-16,190.97999572753906
2024-07-17,191.55999755859375
2024-07-18,192.55999755859375
2024-07-19,191.2100067138672
2024-07-22,193.44000244140625
2024-07-23,192.82000732421875
2024-07-24,193.27999877929688
2024-07-25,194.24000549316406
2024-07-26,199.0
2024-07-29,198.39999389648438
2024-07-30,197.74000549316406
2024-07-31,199.8699951171875
2024-08-01,198.0
2024-08-02,196.69000244140625
2024-08-05,191.67999267578125
2024-08-06,196.6699981689453
2024-08-07,193.4199981689453
2024-08-08,196.77000427246094
2024-08-09,194.07000732421875
2024-08-12,193.3300018310547
2024-08-13,194.3800048828125
2024-08-14,194.33999633789062
2024-08-15,195.77000427246094
2024-08-16,196.60000610351562
2024-08-19,197.00999450683594
2024-08-20,196.74000549316406
2024-08-21,201.08999633789062
2024-08-22,201.7899932861328
2024-08-23,203.80999755859375
2024-08-26,204.39999389648438
2024-08-27,204.91000366210938
2024-08-28,205.0800018310547
2024-08-29,206.64999389648438
2024-08-30,209.5399932861328
2024-09-03,206.0800018310547
2024-09-04,204.55999755859375
2024-09-05,203.97999572753906
2024-09-06,201.80999755859375
2024-09-09,204.52999877929688
2024-09-10,205.0399932861328
2024-09-11,204.72999572753906
2024-09-12,208.4199981689453
2024-09-13,210.27000427246094
2024-09-16,214.58999633789062
2024-09-17,213.1999969482422
2024-09-18,212.39999389648438
2024-09-19,215.66000366210938
2024-09-20,212.89999389648438
2024-09-23,214.5
2024-09-24,215.1199951171875
2024-09-25,214.3300018310547
2024-09-26,214.82000732421875
2024-09-27,215.6999969482422
2024-09-30,215.39999389648438
2024-10-01,215.2899932861328
2024-10-02,212.80999755859375
2024-10-03,211.97999572753906
2024-10-04,213.3699951171875
2024-10-07,213.35000610351562
2024-10-08,215.3300018310547
2024-10-09,216.25999450683594
2024-10-10,216.25999450683594
2024-10-11,217.9499969482422
2024-10-14,219.97999572753906
2024-10-15,220.8000030517578
2024-10-16,221.72999572753906
2024-10-17,220.39999389648438
2024-10-18,220.1199951171875
2024-10-21,219.10000610351562
2024-10-22,216.66000366210938
2024-10-23,228.64999389648438
2024-10-24,227.50999450683594
2024-10-25,225.86000061035156
2024-10-28,227.4499969482422
2024-10-29,226.05999755859375
2024-10-30,228.8000030517578
2024-10-31,228.94000244140625
2024-11-01,229.99000549316406
2024-11-04,230.1699981689453
2024-11-05,232.61000061035156
2024-11-06,241.58999633789062
2024-11-07,239.47999572753906
2024-11-08,240.58999633789062
2024-11-11,241.49000549316406
2024-11-12,239.80999755859375
2024-11-13,238.33999633789062
2024-11-14,235.60000610351562
2024-11-15,235.80999755859375
2024-11-18,238.11000061035156
2024-11-19,238.30999755859375
2024-11-20,244.10000610351562
2024-11-21,245.3000030517578
