Date,MCD
2022-12-09,272.0400085449219
2022-12-12,276.6199951171875
2022-12-13,274.2799987792969
2022-12-14,274.5299987792969
2022-12-15,271.7300109863281
2022-12-16,266.1199951171875
2022-12-19,265.8299865722656
2022-12-20,267.25
2022-12-21,268.1600036621094
2022-12-22,265.7699890136719
2022-12-23,267.57000732421875
2022-12-27,266.8399963378906
2022-12-28,265.1099853515625
2022-12-29,265.92999267578125
2022-12-30,263.5299987792969
2023-01-03,264.3299865722656
2023-01-04,264.3900146484375
2023-01-05,262.1600036621094
2023-01-06,269.4700012207031
2023-01-09,267.25
2023-01-10,268.9100036621094
2023-01-11,268.80999755859375
2023-01-12,266.69000244140625
2023-01-13,268.8900146484375
2023-01-17,274.1099853515625
2023-01-18,266.0400085449219
2023-01-19,263.5799865722656
2023-01-20,268.5799865722656
2023-01-23,269.2900085449219
2023-01-24,269.55999755859375
2023-01-25,273.0
2023-01-26,274.7200012207031
2023-01-27,272.4599914550781
2023-01-30,270.8900146484375
2023-01-31,267.3999938964844
2023-02-01,266.2699890136719
2023-02-02,263.2099914550781
2023-02-03,264.2300109863281
2023-02-06,267.9200134277344
2023-02-07,267.3399963378906
2023-02-08,262.82000732421875
2023-02-09,260.6600036621094
2023-02-10,262.4200134277344
2023-02-13,266.20001220703125
2023-02-14,266.6099853515625
2023-02-15,266.55999755859375
2023-02-16,265.8299865722656
2023-02-17,269.989990234375
2023-02-21,268.54998779296875
2023-02-22,268.6400146484375
2023-02-23,266.7799987792969
2023-02-24,263.67999267578125
2023-02-27,264.7799987792969
2023-02-28,263.9100036621094
2023-03-01,262.7200012207031
2023-03-02,267.57000732421875
2023-03-03,269.07000732421875
2023-03-06,270.6400146484375
2023-03-07,267.1300048828125
2023-03-08,265.3299865722656
2023-03-09,261.6300048828125
2023-03-10,262.0299987792969
2023-03-13,263.0799865722656
2023-03-14,265.8999938964844
2023-03-15,266.3399963378906
2023-03-16,270.57000732421875
2023-03-17,267.20001220703125
2023-03-20,270.739990234375
2023-03-21,270.2099914550781
2023-03-22,267.8699951171875
2023-03-23,269.6199951171875
2023-03-24,271.3299865722656
2023-03-27,273.8399963378906
2023-03-28,275.8500061035156
2023-03-29,277.44000244140625
2023-03-30,277.7900085449219
2023-03-31,279.6099853515625
2023-04-03,282.1400146484375
2023-04-04,282.2799987792969
2023-04-05,282.0199890136719
2023-04-06,282.8900146484375
2023-04-10,283.7799987792969
2023-04-11,284.4800109863281
2023-04-12,285.29998779296875
2023-04-13,289.07000732421875
2023-04-14,288.9800109863281
2023-04-17,289.30999755859375
2023-04-18,290.9100036621094
2023-04-19,291.2699890136719
2023-04-20,291.0
2023-04-21,292.05999755859375
2023-04-24,293.20001220703125
2023-04-25,291.510009765625
2023-04-26,289.760009765625
2023-04-27,294.7200012207031
2023-04-28,295.75
2023-05-01,297.5799865722656
2023-05-02,298.07000732421875
2023-05-03,295.2200012207031
2023-05-04,295.1600036621094
2023-05-05,296.6000061035156
2023-05-08,296.69000244140625
2023-05-09,296.6600036621094
2023-05-10,296.57000732421875
2023-05-11,294.7900085449219
2023-05-12,296.1400146484375
2023-05-15,295.8999938964844
2023-05-16,294.1499938964844
2023-05-17,293.4599914550781
2023-05-18,294.04998779296875
2023-05-19,295.54998779296875
2023-05-22,289.3500061035156
2023-05-23,286.3699951171875
2023-05-24,285.9200134277344
2023-05-25,285.5199890136719
2023-05-26,286.0400085449219
2023-05-30,284.9200134277344
2023-05-31,285.1099853515625
2023-06-01,287.8699951171875
2023-06-02,289.9100036621094
2023-06-05,288.42999267578125
2023-06-06,284.5400085449219
2023-06-07,281.8999938964844
2023-06-08,285.7799987792969
2023-06-09,286.7900085449219
2023-06-12,288.57000732421875
2023-06-13,288.54998779296875
2023-06-14,288.44000244140625
2023-06-15,292.6099853515625
2023-06-16,293.70001220703125
2023-06-20,293.0400085449219
2023-06-21,294.5199890136719
2023-06-22,293.29998779296875
2023-06-23,289.9100036621094
2023-06-26,289.0899963378906
2023-06-27,291.29998779296875
2023-06-28,291.739990234375
2023-06-29,294.4700012207031
2023-06-30,298.4100036621094
2023-07-03,294.8399963378906
2023-07-05,296.8999938964844
2023-07-06,294.9200134277344
2023-07-07,292.1000061035156
2023-07-10,294.489990234375
2023-07-11,294.739990234375
2023-07-12,295.6099853515625
2023-07-13,295.2200012207031
2023-07-14,294.94000244140625
2023-07-17,294.67999267578125
2023-07-18,293.82000732421875
2023-07-19,294.1300048828125
2023-07-20,297.1300048828125
2023-07-21,295.6099853515625
2023-07-24,295.30999755859375
2023-07-25,292.3599853515625
2023-07-26,291.75
2023-07-27,295.19000244140625
2023-07-28,294.0299987792969
2023-07-31,293.20001220703125
2023-08-01,291.07000732421875
2023-08-02,289.6199951171875
2023-08-03,291.0199890136719
2023-08-04,287.0199890136719
2023-08-07,291.3999938964844
2023-08-08,289.5799865722656
2023-08-09,288.2300109863281
2023-08-10,287.6000061035156
2023-08-11,288.6199951171875
2023-08-14,288.80999755859375
2023-08-15,288.29998779296875
2023-08-16,285.3999938964844
2023-08-17,281.8599853515625
2023-08-18,281.739990234375
2023-08-21,280.0400085449219
2023-08-22,280.30999755859375
2023-08-23,281.8699951171875
2023-08-24,282.3500061035156
2023-08-25,284.5799865722656
2023-08-28,283.67999267578125
2023-08-29,283.5899963378906
2023-08-30,284.239990234375
2023-08-31,281.1499938964844
2023-09-01,280.94000244140625
2023-09-05,279.1600036621094
2023-09-06,275.44000244140625
2023-09-07,278.3299865722656
2023-09-08,279.2200012207031
2023-09-11,279.760009765625
2023-09-12,280.7099914550781
2023-09-13,281.7699890136719
2023-09-14,284.760009765625
2023-09-15,278.2300109863281
2023-09-18,277.7200012207031
2023-09-19,278.1300048828125
2023-09-20,277.20001220703125
2023-09-21,271.2200012207031
2023-09-22,272.2200012207031
2023-09-25,269.7799987792969
2023-09-26,267.7200012207031
2023-09-27,263.6400146484375
2023-09-28,265.5899963378906
2023-09-29,263.44000244140625
2023-10-02,257.75
2023-10-03,254.49000549316406
2023-10-04,255.80999755859375
2023-10-05,252.22999572753906
2023-10-06,248.22000122070312
2023-10-09,249.9199981689453
2023-10-10,251.52000427246094
2023-10-11,250.9199981689453
2023-10-12,246.19000244140625
2023-10-13,248.30999755859375
2023-10-16,249.94000244140625
2023-10-17,251.13999938964844
2023-10-18,256.0299987792969
2023-10-19,258.3800048828125
2023-10-20,258.1099853515625
2023-10-23,254.75
2023-10-24,257.2699890136719
2023-10-25,258.0299987792969
2023-10-26,255.8300018310547
2023-10-27,255.75999450683594
2023-10-30,260.1499938964844
2023-10-31,262.1700134277344
2023-11-01,261.9700012207031
2023-11-02,266.8500061035156
2023-11-03,267.8699951171875
2023-11-06,268.9100036621094
2023-11-07,268.6700134277344
2023-11-08,267.489990234375
2023-11-09,266.9100036621094
2023-11-10,267.7900085449219
2023-11-13,269.20001220703125
2023-11-14,271.489990234375
2023-11-15,270.3900146484375
2023-11-16,276.1199951171875
2023-11-17,275.75
2023-11-20,279.0299987792969
2023-11-21,280.4700012207031
2023-11-22,281.92999267578125
2023-11-24,282.5400085449219
2023-11-27,281.8399963378906
2023-11-28,282.0899963378906
2023-11-29,280.3800048828125
2023-11-30,281.8399963378906
2023-12-01,285.9599914550781
2023-12-04,286.1300048828125
2023-12-05,286.5400085449219
2023-12-06,286.8599853515625
2023-12-07,286.7900085449219
2023-12-08,285.5299987792969
2023-12-11,289.1499938964844
2023-12-12,291.4200134277344
2023-12-13,295.92999267578125
2023-12-14,290.0199890136719
2023-12-15,287.2699890136719
2023-12-18,290.2300109863281
2023-12-19,290.7300109863281
2023-12-20,288.989990234375
2023-12-21,291.3900146484375
2023-12-22,291.70001220703125
2023-12-26,292.8599853515625
2023-12-27,294.54998779296875
2023-12-28,295.8399963378906
2023-12-29,296.510009765625
2024-01-02,297.0400085449219
2024-01-03,294.3900146484375
2024-01-04,291.739990234375
2024-01-05,288.989990234375
2024-01-08,291.8999938964844
2024-01-09,290.8699951171875
2024-01-10,294.0899963378906
2024-01-11,294.1499938964844
2024-01-12,293.4700012207031
2024-01-16,291.0899963378906
2024-01-17,291.1600036621094
2024-01-18,294.3599853515625
2024-01-19,300.5299987792969
2024-01-22,298.4100036621094
2024-01-23,300.04998779296875
2024-01-24,300.44000244140625
2024-01-25,297.2099914550781
2024-01-26,292.260009765625
2024-01-29,292.30999755859375
2024-01-30,294.6499938964844
2024-01-31,292.7200012207031
2024-02-01,298.0799865722656
2024-02-02,297.04998779296875
2024-02-05,285.9700012207031
2024-02-06,284.6499938964844
2024-02-07,287.3299865722656
2024-02-08,291.92999267578125
2024-02-09,289.4700012207031
2024-02-12,289.44000244140625
2024-02-13,287.1099853515625
2024-02-14,288.1700134277344
2024-02-15,291.8599853515625
2024-02-16,292.0199890136719
2024-02-20,292.6499938964844
2024-02-21,293.9100036621094
2024-02-22,295.9200134277344
2024-02-23,297.75
2024-02-26,297.1199951171875
2024-02-27,293.760009765625
2024-02-28,295.19000244140625
2024-02-29,292.2799987792969
2024-03-01,290.7300109863281
2024-03-04,290.94000244140625
2024-03-05,292.5400085449219
2024-03-06,292.92999267578125
2024-03-07,291.1099853515625
2024-03-08,292.54998779296875
2024-03-11,294.82000732421875
2024-03-12,294.30999755859375
2024-03-13,282.8599853515625
2024-03-14,281.7300109863281
2024-03-15,279.1400146484375
2024-03-18,278.5799865722656
2024-03-19,282.8699951171875
2024-03-20,284.45001220703125
2024-03-21,283.5299987792969
2024-03-22,282.6300048828125
2024-03-25,278.6199951171875
2024-03-26,278.6199951171875
2024-03-27,282.0199890136719
2024-03-28,281.95001220703125
2024-04-01,280.2200012207031
2024-04-02,277.739990234375
2024-04-03,275.5400085449219
2024-04-04,270.0899963378906
2024-04-05,266.69000244140625
2024-04-08,267.55999755859375
2024-04-09,269.44000244140625
2024-04-10,268.6700134277344
2024-04-11,268.6199951171875
2024-04-12,267.3900146484375
2024-04-15,266.2300109863281
2024-04-16,265.42999267578125
2024-04-17,269.95001220703125
2024-04-18,270.9800109863281
2024-04-19,271.989990234375
2024-04-22,275.5799865722656
2024-04-23,276.8800048828125
2024-04-24,276.75
2024-04-25,275.6000061035156
2024-04-26,273.0899963378906
2024-04-29,273.54998779296875
2024-04-30,273.0400085449219
2024-05-01,274.42999267578125
2024-05-02,273.2799987792969
2024-05-03,270.32000732421875
2024-05-06,269.29998779296875
2024-05-07,267.5
2024-05-08,268.489990234375
2024-05-09,267.95001220703125
2024-05-10,275.0
2024-05-13,271.32000732421875
2024-05-14,270.6600036621094
2024-05-15,273.8699951171875
2024-05-16,273.510009765625
2024-05-17,272.3800048828125
2024-05-20,267.8699951171875
2024-05-21,265.8699951171875
2024-05-22,265.7699890136719
2024-05-23,257.92999267578125
2024-05-24,258.1099853515625
2024-05-28,253.5399932861328
2024-05-29,249.3699951171875
2024-05-30,252.07000732421875
2024-05-31,258.8900146484375
2024-06-03,259.75
2024-06-04,262.7200012207031
2024-06-05,259.989990234375
2024-06-06,260.7200012207031
2024-06-07,256.2099914550781
2024-06-10,253.80999755859375
2024-06-11,254.27999877929688
2024-06-12,254.47999572753906
2024-06-13,253.6999969482422
2024-06-14,253.5800018310547
2024-06-17,253.50999450683594
2024-06-18,250.7899932861328
2024-06-20,253.8000030517578
2024-06-21,259.3900146484375
2024-06-24,260.3800048828125
2024-06-25,257.3800048828125
2024-06-26,257.8299865722656
2024-06-27,258.1700134277344
2024-06-28,254.83999633789062
2024-07-01,249.99000549316406
2024-07-02,247.7899932861328
2024-07-03,250.0
2024-07-05,251.08999633789062
2024-07-08,247.85000610351562
2024-07-09,245.82000732421875
2024-07-10,250.49000549316406
2024-07-11,254.8000030517578
2024-07-12,253.89999389648438
2024-07-15,251.52999877929688
2024-07-16,257.2699890136719
2024-07-17,261.0
2024-07-18,259.5199890136719
2024-07-19,257.2799987792969
2024-07-22,259.5400085449219
2024-07-23,254.0500030517578
2024-07-24,253.3699951171875
2024-07-25,251.4600067138672
2024-07-26,252.0
2024-07-29,261.4200134277344
2024-07-30,266.44000244140625
2024-07-31,265.3999938964844
2024-08-01,268.75
2024-08-02,276.69000244140625
2024-08-05,268.45001220703125
2024-08-06,270.05999755859375
2024-08-07,269.3699951171875
2024-08-08,271.19000244140625
2024-08-09,267.9100036621094
2024-08-12,269.4599914550781
2024-08-13,270.30999755859375
2024-08-14,271.1499938964844
2024-08-15,274.8699951171875
2024-08-16,278.489990234375
2024-08-19,287.54998779296875
2024-08-20,285.6300048828125
2024-08-21,289.7099914550781
2024-08-22,289.2099914550781
2024-08-23,289.5199890136719
2024-08-26,288.67999267578125
2024-08-27,289.6400146484375
2024-08-28,287.04998779296875
2024-08-29,287.8599853515625
2024-08-30,288.6600036621094
2024-09-03,285.5199890136719
2024-09-04,288.0299987792969
2024-09-05,287.9700012207031
2024-09-06,289.510009765625
2024-09-09,291.2900085449219
2024-09-10,291.2699890136719
2024-09-11,290.2300109863281
2024-09-12,292.3500061035156
2024-09-13,296.5299987792969
2024-09-16,296.69000244140625
2024-09-17,293.75
2024-09-18,292.0299987792969
2024-09-19,293.8500061035156
2024-09-20,296.8299865722656
2024-09-23,299.05999755859375
2024-09-24,300.2699890136719
2024-09-25,300.4700012207031
2024-09-26,303.6499938964844
2024-09-27,303.69000244140625
2024-09-30,304.510009765625
2024-10-01,302.9800109863281
2024-10-02,303.760009765625
2024-10-03,303.45001220703125
2024-10-04,303.760009765625
2024-10-07,300.8500061035156
2024-10-08,301.8999938964844
2024-10-09,303.8299865722656
2024-10-10,304.0400085449219
2024-10-11,305.0400085449219
2024-10-14,309.8399963378906
2024-10-15,313.3399963378906
2024-10-16,312.9200134277344
2024-10-17,314.70001220703125
2024-10-18,316.55999755859375
2024-10-21,314.8900146484375
2024-10-22,314.69000244140625
2024-10-23,298.57000732421875
2024-10-24,301.5799865722656
2024-10-25,292.6099853515625
2024-10-28,296.7900085449219
2024-10-29,295.0
2024-10-30,291.5199890136719
2024-10-31,292.1099853515625
2024-11-01,295.2099914550781
2024-11-04,292.8500061035156
2024-11-05,297.32000732421875
2024-11-06,294.0
2024-11-07,294.6600036621094
2024-11-08,298.9700012207031
2024-11-11,301.5299987792969
2024-11-12,298.6499938964844
2024-11-13,297.3500061035156
2024-11-14,298.55999755859375
2024-11-15,292.6300048828125
2024-11-18,291.1000061035156
2024-11-19,290.7300109863281
2024-11-20,290.9100036621094
2024-11-21,288.4700012207031
