Date,WSO
2022-09-16,269.92999267578125
2022-09-19,273.5199890136719
2022-09-20,271.0
2022-09-21,265.6199951171875
2022-09-22,255.86000061035156
2022-09-23,252.92999267578125
2022-09-26,253.77000427246094
2022-09-27,257.0199890136719
2022-09-28,267.2699890136719
2022-09-29,256.0299987792969
2022-09-30,257.4599914550781
2022-10-03,265.4100036621094
2022-10-04,274.5400085449219
2022-10-05,274.1000061035156
2022-10-06,268.19000244140625
2022-10-07,258.4800109863281
2022-10-10,260.9800109863281
2022-10-11,264.2300109863281
2022-10-12,263.3399963378906
2022-10-13,256.7300109863281
2022-10-14,241.47000122070312
2022-10-17,250.72000122070312
2022-10-18,257.2799987792969
2022-10-19,246.3800048828125
2022-10-20,238.58999633789062
2022-10-21,248.3300018310547
2022-10-24,252.3800048828125
2022-10-25,260.19000244140625
2022-10-26,261.05999755859375
2022-10-27,262.6700134277344
2022-10-28,271.6199951171875
2022-10-31,270.9599914550781
2022-11-01,272.6000061035156
2022-11-02,266.8699951171875
2022-11-03,261.0799865722656
2022-11-04,261.9599914550781
2022-11-07,262.8699951171875
2022-11-08,262.55999755859375
2022-11-09,254.00999450683594
2022-11-10,281.510009765625
2022-11-11,277.8800048828125
2022-11-14,280.0899963378906
2022-11-15,283.2300109863281
2022-11-16,276.239990234375
2022-11-17,274.1700134277344
2022-11-18,275.29998779296875
2022-11-21,276.3599853515625
2022-11-22,279.3399963378906
2022-11-23,279.010009765625
2022-11-25,278.739990234375
2022-11-28,269.9599914550781
2022-11-29,269.29998779296875
2022-11-30,268.9800109863281
2022-12-01,269.94000244140625
2022-12-02,266.3999938964844
2022-12-05,257.05999755859375
2022-12-06,253.91000366210938
2022-12-07,256.6600036621094
2022-12-08,263.79998779296875
2022-12-09,262.9599914550781
2022-12-12,266.3299865722656
2022-12-13,268.6700134277344
2022-12-14,266.2300109863281
2022-12-15,258.19000244140625
2022-12-16,255.35000610351562
2022-12-19,251.32000732421875
2022-12-20,251.49000549316406
2022-12-21,254.67999267578125
2022-12-22,249.02999877929688
2022-12-23,252.1699981689453
2022-12-27,252.6699981689453
2022-12-28,247.0
2022-12-29,252.5500030517578
2022-12-30,249.39999389648438
2023-01-03,255.3800048828125
2023-01-04,260.5400085449219
2023-01-05,255.85000610351562
2023-01-06,262.30999755859375
2023-01-09,264.6600036621094
2023-01-10,271.70001220703125
2023-01-11,276.9700012207031
2023-01-12,274.8999938964844
2023-01-13,275.4599914550781
2023-01-17,273.3399963378906
2023-01-18,271.7300109863281
2023-01-19,262.2799987792969
2023-01-20,270.95001220703125
2023-01-23,274.0
2023-01-24,275.0
2023-01-25,272.45001220703125
2023-01-26,275.7200012207031
2023-01-27,282.2300109863281
2023-01-30,275.5
2023-01-31,287.3699951171875
2023-02-01,300.3699951171875
2023-02-02,316.6400146484375
2023-02-03,314.17999267578125
2023-02-06,305.1199951171875
2023-02-07,296.8699951171875
2023-02-08,294.4100036621094
2023-02-09,295.20001220703125
2023-02-10,294.42999267578125
2023-02-13,299.2900085449219
2023-02-14,301.5400085449219
2023-02-15,307.6199951171875
2023-02-16,324.1000061035156
2023-02-17,323.94000244140625
2023-02-21,306.29998779296875
2023-02-22,305.44000244140625
2023-02-23,304.9599914550781
2023-02-24,300.2200012207031
2023-02-27,304.989990234375
2023-02-28,304.7099914550781
2023-03-01,302.17999267578125
2023-03-02,308.45001220703125
2023-03-03,314.0299987792969
2023-03-06,309.510009765625
2023-03-07,304.8999938964844
2023-03-08,306.7300109863281
2023-03-09,302.1000061035156
2023-03-10,293.0400085449219
2023-03-13,294.1499938964844
2023-03-14,298.0
2023-03-15,300.45001220703125
2023-03-16,302.5199890136719
2023-03-17,295.79998779296875
2023-03-20,300.20001220703125
2023-03-21,303.5
2023-03-22,294.3500061035156
2023-03-23,294.989990234375
2023-03-24,299.6300048828125
2023-03-27,306.57000732421875
2023-03-28,312.8900146484375
2023-03-29,316.6000061035156
2023-03-30,315.25
2023-03-31,318.1600036621094
2023-04-03,320.20001220703125
2023-04-04,310.6499938964844
2023-04-05,307.30999755859375
2023-04-06,301.8399963378906
2023-04-10,306.7799987792969
2023-04-11,310.5799865722656
2023-04-12,313.510009765625
2023-04-13,315.75
2023-04-14,311.9700012207031
2023-04-17,311.9200134277344
2023-04-18,318.510009765625
2023-04-19,316.5799865722656
2023-04-20,342.92999267578125
2023-04-21,338.4200134277344
2023-04-24,338.6400146484375
2023-04-25,346.17999267578125
2023-04-26,337.4800109863281
2023-04-27,349.67999267578125
2023-04-28,346.3800048828125
2023-05-01,344.760009765625
2023-05-02,339.8800048828125
2023-05-03,338.7799987792969
2023-05-04,336.57000732421875
2023-05-05,336.7099914550781
2023-05-08,336.2699890136719
2023-05-09,336.6000061035156
2023-05-10,339.510009765625
2023-05-11,338.54998779296875
2023-05-12,337.1499938964844
2023-05-15,335.7699890136719
2023-05-16,333.25
2023-05-17,334.7900085449219
2023-05-18,340.4200134277344
2023-05-19,336.55999755859375
2023-05-22,327.6199951171875
2023-05-23,319.9200134277344
2023-05-24,321.8500061035156
2023-05-25,321.8299865722656
2023-05-26,325.6499938964844
2023-05-30,331.0400085449219
2023-05-31,324.3699951171875
2023-06-01,327.17999267578125
2023-06-02,340.760009765625
2023-06-05,339.6300048828125
2023-06-06,345.0199890136719
2023-06-07,348.44000244140625
2023-06-08,349.1700134277344
2023-06-09,351.8299865722656
2023-06-12,357.7300109863281
2023-06-13,363.17999267578125
2023-06-14,361.5
2023-06-15,367.19000244140625
2023-06-16,366.5799865722656
2023-06-20,358.4599914550781
2023-06-21,362.0199890136719
2023-06-22,361.8299865722656
2023-06-23,365.2699890136719
2023-06-26,363.04998779296875
2023-06-27,376.0400085449219
2023-06-28,376.6700134277344
2023-06-29,377.45001220703125
2023-06-30,381.4700012207031
2023-07-03,377.95001220703125
2023-07-05,378.0199890136719
2023-07-06,372.7699890136719
2023-07-07,370.3800048828125
2023-07-10,374.8299865722656
2023-07-11,368.7799987792969
2023-07-12,371.7099914550781
2023-07-13,368.8500061035156
2023-07-14,364.6499938964844
2023-07-17,371.0400085449219
2023-07-18,370.92999267578125
2023-07-19,369.3500061035156
2023-07-20,367.8800048828125
2023-07-21,366.2099914550781
2023-07-24,366.989990234375
2023-07-25,367.6499938964844
2023-07-26,372.989990234375
2023-07-27,369.3299865722656
2023-07-28,376.4100036621094
2023-07-31,378.19000244140625
2023-08-01,376.95001220703125
2023-08-02,359.5
2023-08-03,362.2200012207031
2023-08-04,359.7300109863281
2023-08-07,363.7900085449219
2023-08-08,360.5899963378906
2023-08-09,357.5299987792969
2023-08-10,355.44000244140625
2023-08-11,358.010009765625
2023-08-14,361.4599914550781
2023-08-15,360.70001220703125
2023-08-16,351.92999267578125
2023-08-17,341.0299987792969
2023-08-18,344.6300048828125
2023-08-21,349.6199951171875
2023-08-22,349.0799865722656
2023-08-23,350.80999755859375
2023-08-24,346.3699951171875
2023-08-25,349.6499938964844
2023-08-28,352.9200134277344
2023-08-29,361.54998779296875
2023-08-30,363.80999755859375
2023-08-31,364.54998779296875
2023-09-01,365.2300109863281
2023-09-05,351.44000244140625
2023-09-06,354.9200134277344
2023-09-07,353.0
2023-09-08,349.489990234375
2023-09-11,351.0199890136719
2023-09-12,345.6199951171875
2023-09-13,345.9200134277344
2023-09-14,355.9599914550781
2023-09-15,352.6600036621094
2023-09-18,358.6000061035156
2023-09-19,355.8500061035156
2023-09-20,356.57000732421875
2023-09-21,346.4700012207031
2023-09-22,356.3800048828125
2023-09-25,360.0199890136719
2023-09-26,355.7200012207031
2023-09-27,377.739990234375
2023-09-28,380.3699951171875
2023-09-29,377.7200012207031
2023-10-02,375.54998779296875
2023-10-03,370.1400146484375
2023-10-04,383.5199890136719
2023-10-05,384.8599853515625
2023-10-06,387.92999267578125
2023-10-09,396.20001220703125
2023-10-10,399.2300109863281
2023-10-11,402.7200012207031
2023-10-12,397.010009765625
2023-10-13,382.6700134277344
2023-10-16,382.3399963378906
2023-10-17,385.8699951171875
2023-10-18,368.1700134277344
2023-10-19,353.9700012207031
2023-10-20,347.6099853515625
2023-10-23,343.489990234375
2023-10-24,347.1400146484375
2023-10-25,340.510009765625
2023-10-26,342.70001220703125
2023-10-27,342.8999938964844
2023-10-30,346.2799987792969
2023-10-31,348.8900146484375
2023-11-01,358.1600036621094
2023-11-02,361.92999267578125
2023-11-03,368.07000732421875
2023-11-06,366.3699951171875
2023-11-07,371.6000061035156
2023-11-08,374.30999755859375
2023-11-09,370.94000244140625
2023-11-10,376.42999267578125
2023-11-13,374.760009765625
2023-11-14,389.7200012207031
2023-11-15,381.8800048828125
2023-11-16,383.4700012207031
2023-11-17,389.9800109863281
2023-11-20,390.2300109863281
2023-11-21,392.739990234375
2023-11-22,392.3999938964844
2023-11-24,395.2300109863281
2023-11-27,393.6499938964844
2023-11-28,378.760009765625
2023-11-29,380.45001220703125
2023-11-30,382.2300109863281
2023-12-01,396.25
2023-12-04,396.95001220703125
2023-12-05,395.07000732421875
2023-12-06,399.20001220703125
2023-12-07,403.0299987792969
2023-12-08,411.8500061035156
2023-12-11,413.5799865722656
2023-12-12,412.5799865722656
2023-12-13,408.2200012207031
2023-12-14,417.0
2023-12-15,421.1499938964844
2023-12-18,426.0299987792969
2023-12-19,423.29998779296875
2023-12-20,417.6499938964844
2023-12-21,425.3699951171875
2023-12-22,425.4700012207031
2023-12-26,427.739990234375
2023-12-27,428.3500061035156
2023-12-28,429.010009765625
2023-12-29,428.4700012207031
2024-01-02,419.55999755859375
2024-01-03,409.1700134277344
2024-01-04,412.70001220703125
2024-01-05,406.0
2024-01-08,405.0899963378906
2024-01-09,404.5899963378906
2024-01-10,411.2699890136719
2024-01-11,410.4700012207031
2024-01-12,407.6600036621094
2024-01-16,402.05999755859375
2024-01-17,392.5400085449219
2024-01-18,392.9800109863281
2024-01-19,400.20001220703125
2024-01-22,408.8299865722656
2024-01-23,397.2200012207031
2024-01-24,387.30999755859375
2024-01-25,388.3699951171875
2024-01-26,383.510009765625
2024-01-29,392.7900085449219
2024-01-30,396.3399963378906
2024-01-31,390.9800109863281
2024-02-01,394.8999938964844
2024-02-02,395.5
2024-02-05,392.7900085449219
2024-02-06,394.3699951171875
2024-02-07,402.7200012207031
2024-02-08,409.4100036621094
2024-02-09,415.5199890136719
2024-02-12,410.3999938964844
2024-02-13,384.1700134277344
2024-02-14,387.760009765625
2024-02-15,397.3699951171875
2024-02-16,381.4599914550781
2024-02-20,377.9100036621094
2024-02-21,379.8699951171875
2024-02-22,383.2699890136719
2024-02-23,384.9800109863281
2024-02-26,383.7099914550781
2024-02-27,389.1099853515625
2024-02-28,395.9700012207031
2024-02-29,394.1199951171875
2024-03-01,394.5400085449219
2024-03-04,397.4100036621094
2024-03-05,392.7300109863281
2024-03-06,394.25
2024-03-07,404.5400085449219
2024-03-08,401.0799865722656
2024-03-11,394.8999938964844
2024-03-12,400.3999938964844
2024-03-13,402.75
2024-03-14,397.1499938964844
2024-03-15,404.20001220703125
2024-03-18,410.0899963378906
2024-03-19,414.7300109863281
2024-03-20,423.1499938964844
2024-03-21,439.25
2024-03-22,439.5
2024-03-25,430.4800109863281
2024-03-26,424.25
2024-03-27,434.2799987792969
2024-03-28,431.9700012207031
2024-04-01,434.1700134277344
2024-04-02,427.3599853515625
2024-04-03,432.19000244140625
2024-04-04,432.2200012207031
2024-04-05,444.1400146484375
2024-04-08,444.57000732421875
2024-04-09,437.0899963378906
2024-04-10,423.3399963378906
2024-04-11,414.8500061035156
2024-04-12,417.7099914550781
2024-04-15,412.42999267578125
2024-04-16,413.3699951171875
2024-04-17,403.94000244140625
2024-04-18,401.92999267578125
2024-04-19,396.9200134277344
2024-04-22,406.5
2024-04-23,413.57000732421875
2024-04-24,440.6000061035156
2024-04-25,444.0
2024-04-26,443.2099914550781
2024-04-29,447.8500061035156
2024-04-30,447.7200012207031
2024-05-01,450.7099914550781
2024-05-02,456.0799865722656
2024-05-03,464.54998779296875
2024-05-06,472.3500061035156
2024-05-07,467.989990234375
2024-05-08,468.69000244140625
2024-05-09,472.05999755859375
2024-05-10,479.260009765625
2024-05-13,479.4599914550781
2024-05-14,484.45001220703125
2024-05-15,482.70001220703125
2024-05-16,470.5199890136719
2024-05-17,477.6199951171875
2024-05-20,482.80999755859375
2024-05-21,485.3999938964844
2024-05-22,483.19000244140625
2024-05-23,478.80999755859375
2024-05-24,489.5400085449219
2024-05-28,482.5899963378906
2024-05-29,470.70001220703125
2024-05-30,474.6499938964844
2024-05-31,474.8999938964844
2024-06-03,471.739990234375
2024-06-04,459.8999938964844
2024-06-05,462.489990234375
2024-06-06,459.3399963378906
2024-06-07,462.6300048828125
2024-06-10,463.1600036621094
2024-06-11,463.4200134277344
2024-06-12,483.5299987792969
2024-06-13,485.4100036621094
2024-06-14,477.989990234375
2024-06-17,486.4800109863281
2024-06-18,491.010009765625
2024-06-20,481.2900085449219
2024-06-21,472.1499938964844
2024-06-24,482.4700012207031
2024-06-25,472.9700012207031
2024-06-26,467.6600036621094
2024-06-27,461.80999755859375
2024-06-28,463.239990234375
2024-07-01,461.95001220703125
2024-07-02,475.8999938964844
2024-07-03,480.55999755859375
2024-07-05,481.3399963378906
2024-07-08,481.82000732421875
2024-07-09,476.8999938964844
2024-07-10,485.8999938964844
2024-07-11,489.6499938964844
2024-07-12,492.6000061035156
2024-07-15,501.5
2024-07-16,519.8900146484375
2024-07-17,502.4700012207031
2024-07-18,494.8699951171875
2024-07-19,494.3800048828125
2024-07-22,499.8900146484375
2024-07-23,504.1000061035156
2024-07-24,480.44000244140625
2024-07-25,490.6400146484375
2024-07-26,510.54998779296875
2024-07-29,503.6700134277344
2024-07-30,481.1400146484375
2024-07-31,489.489990234375
2024-08-01,471.1099853515625
2024-08-02,467.3900146484375
2024-08-05,461.2699890136719
2024-08-06,463.3399963378906
2024-08-07,464.2699890136719
2024-08-08,471.1199951171875
2024-08-09,471.30999755859375
2024-08-12,467.1000061035156
2024-08-13,475.25
2024-08-14,475.07000732421875
2024-08-15,477.69000244140625
2024-08-16,473.04998779296875
2024-08-19,476.3900146484375
2024-08-20,471.75
2024-08-21,481.3800048828125
2024-08-22,478.6199951171875
2024-08-23,485.70001220703125
2024-08-26,482.0199890136719
2024-08-27,472.010009765625
2024-08-28,472.510009765625
2024-08-29,466.67999267578125
2024-08-30,475.4200134277344
2024-09-03,456.239990234375
2024-09-04,453.7099914550781
2024-09-05,449.54998779296875
2024-09-06,448.6600036621094
2024-09-09,455.5799865722656
2024-09-10,455.1499938964844
2024-09-11,461.5899963378906
2024-09-12,470.9700012207031
2024-09-13,476.7099914550781
2024-09-16,487.3299865722656
2024-09-17,491.760009765625
2024-09-18,486.5400085449219
2024-09-19,500.25
2024-09-20,489.6099853515625
2024-09-23,496.760009765625
2024-09-24,494.6400146484375
2024-09-25,498.0199890136719
2024-09-26,500.67999267578125
2024-09-27,495.9800109863281
2024-09-30,491.8800048828125
2024-10-01,495.70001220703125
2024-10-02,492.04998779296875
2024-10-03,484.1000061035156
2024-10-04,480.69000244140625
2024-10-07,486.7099914550781
2024-10-08,495.3699951171875
2024-10-09,500.3599853515625
2024-10-10,484.2900085449219
2024-10-11,491.5799865722656
2024-10-14,497.0899963378906
2024-10-15,493.0
2024-10-16,494.6099853515625
2024-10-17,504.7200012207031
2024-10-18,502.7300109863281
2024-10-21,492.2200012207031
2024-10-22,484.7699890136719
2024-10-23,466.4200134277344
2024-10-24,478.260009765625
2024-10-25,475.8999938964844
2024-10-28,479.9100036621094
2024-10-29,473.4700012207031
2024-10-30,474.4200134277344
2024-10-31,473.010009765625
2024-11-01,474.0
2024-11-04,478.010009765625
2024-11-05,487.8999938964844
2024-11-06,516.8300170898438
2024-11-07,524.969970703125
2024-11-08,528.5
2024-11-11,536.8599853515625
2024-11-12,533.3599853515625
2024-11-13,543.0599975585938
2024-11-14,525.7899780273438
2024-11-15,520.739990234375
2024-11-18,527.1699829101562
2024-11-19,533.1400146484375
2024-11-20,533.4000244140625
2024-11-21,546.239990234375
