Date,ACN
2022-11-18,286.5
2022-11-21,287.0199890136719
2022-11-22,292.8900146484375
2022-11-23,294.5299987792969
2022-11-25,296.3999938964844
2022-11-28,290.6000061035156
2022-11-29,287.9800109863281
2022-11-30,300.92999267578125
2022-12-01,302.8299865722656
2022-12-02,300.1300048828125
2022-12-05,292.739990234375
2022-12-06,285.4100036621094
2022-12-07,286.69000244140625
2022-12-08,292.1499938964844
2022-12-09,288.4100036621094
2022-12-12,292.3399963378906
2022-12-13,295.3500061035156
2022-12-14,291.45001220703125
2022-12-15,281.1199951171875
2022-12-16,264.4800109863281
2022-12-19,255.39999389648438
2022-12-20,261.8999938964844
2022-12-21,268.9200134277344
2022-12-22,264.760009765625
2022-12-23,266.0899963378906
2022-12-27,265.30999755859375
2022-12-28,263.1199951171875
2022-12-29,268.3800048828125
2022-12-30,266.8399963378906
2023-01-03,270.260009765625
2023-01-04,269.3399963378906
2023-01-05,262.9800109863281
2023-01-06,269.2099914550781
2023-01-09,273.75
2023-01-10,274.92999267578125
2023-01-11,281.0799865722656
2023-01-12,283.8399963378906
2023-01-13,282.1400146484375
2023-01-17,284.8800048828125
2023-01-18,277.8999938964844
2023-01-19,272.8900146484375
2023-01-20,280.4700012207031
2023-01-23,279.3399963378906
2023-01-24,274.8699951171875
2023-01-25,273.1600036621094
2023-01-26,274.260009765625
2023-01-27,277.2699890136719
2023-01-30,274.32000732421875
2023-01-31,279.04998779296875
2023-02-01,283.6000061035156
2023-02-02,294.1000061035156
2023-02-03,289.2200012207031
2023-02-06,284.4800109863281
2023-02-07,287.82000732421875
2023-02-08,284.7099914550781
2023-02-09,285.1600036621094
2023-02-10,283.9599914550781
2023-02-13,288.3500061035156
2023-02-14,284.7699890136719
2023-02-15,287.6499938964844
2023-02-16,281.2200012207031
2023-02-17,277.04998779296875
2023-02-21,269.1499938964844
2023-02-22,269.6300048828125
2023-02-23,271.2300109863281
2023-02-24,266.5299987792969
2023-02-27,266.25
2023-02-28,265.54998779296875
2023-03-01,263.5899963378906
2023-03-02,265.260009765625
2023-03-03,269.20001220703125
2023-03-06,269.6300048828125
2023-03-07,264.20001220703125
2023-03-08,263.6600036621094
2023-03-09,259.760009765625
2023-03-10,252.9499969482422
2023-03-13,251.30999755859375
2023-03-14,252.47999572753906
2023-03-15,246.1699981689453
2023-03-16,252.9199981689453
2023-03-17,250.0
2023-03-20,252.5500030517578
2023-03-21,257.6199951171875
2023-03-22,253.27000427246094
2023-03-23,271.6600036621094
2023-03-24,272.0
2023-03-27,273.9599914550781
2023-03-28,275.0
2023-03-29,279.94000244140625
2023-03-30,282.6600036621094
2023-03-31,285.80999755859375
2023-04-03,285.8399963378906
2023-04-04,285.8399963378906
2023-04-05,281.3299865722656
2023-04-06,281.70001220703125
2023-04-10,281.67999267578125
2023-04-11,286.3299865722656
2023-04-12,283.760009765625
2023-04-13,285.2699890136719
2023-04-14,279.25
2023-04-17,279.9800109863281
2023-04-18,279.9599914550781
2023-04-19,279.8999938964844
2023-04-20,275.54998779296875
2023-04-21,276.3299865722656
2023-04-24,277.25
2023-04-25,270.70001220703125
2023-04-26,271.2099914550781
2023-04-27,275.45001220703125
2023-04-28,280.2900085449219
2023-05-01,279.4200134277344
2023-05-02,276.739990234375
2023-05-03,275.17999267578125
2023-05-04,266.5
2023-05-05,265.6499938964844
2023-05-08,264.82000732421875
2023-05-09,263.4800109863281
2023-05-10,268.8900146484375
2023-05-11,272.2699890136719
2023-05-12,277.19000244140625
2023-05-15,277.510009765625
2023-05-16,279.19000244140625
2023-05-17,284.6300048828125
2023-05-18,287.4800109863281
2023-05-19,289.9100036621094
2023-05-22,290.95001220703125
2023-05-23,288.1000061035156
2023-05-24,286.82000732421875
2023-05-25,291.760009765625
2023-05-26,303.6000061035156
2023-05-30,308.42999267578125
2023-05-31,305.9200134277344
2023-06-01,305.20001220703125
2023-06-02,311.3900146484375
2023-06-05,304.45001220703125
2023-06-06,308.0400085449219
2023-06-07,311.0299987792969
2023-06-08,307.3299865722656
2023-06-09,308.7200012207031
2023-06-12,311.4800109863281
2023-06-13,315.1600036621094
2023-06-14,315.04998779296875
2023-06-15,323.7699890136719
2023-06-16,319.5400085449219
2023-06-20,317.3999938964844
2023-06-21,313.20001220703125
2023-06-22,307.25
2023-06-23,298.42999267578125
2023-06-26,297.4100036621094
2023-06-27,300.80999755859375
2023-06-28,301.7200012207031
2023-06-29,308.3299865722656
2023-06-30,308.5799865722656
2023-07-03,310.9700012207031
2023-07-05,309.8999938964844
2023-07-06,307.9700012207031
2023-07-07,305.760009765625
2023-07-10,308.45001220703125
2023-07-11,309.7200012207031
2023-07-12,313.8800048828125
2023-07-13,315.2099914550781
2023-07-14,315.7699890136719
2023-07-17,319.7799987792969
2023-07-18,322.42999267578125
2023-07-19,318.79998779296875
2023-07-20,312.4700012207031
2023-07-21,314.79998779296875
2023-07-24,313.2900085449219
2023-07-25,317.5899963378906
2023-07-26,316.510009765625
2023-07-27,318.82000732421875
2023-07-28,315.54998779296875
2023-07-31,316.3500061035156
2023-08-01,320.9700012207031
2023-08-02,317.7799987792969
2023-08-03,317.1300048828125
2023-08-04,312.0
2023-08-07,315.8699951171875
2023-08-08,315.1499938964844
2023-08-09,311.5299987792969
2023-08-10,310.4100036621094
2023-08-11,309.04998779296875
2023-08-14,311.7099914550781
2023-08-15,307.3999938964844
2023-08-16,307.6400146484375
2023-08-17,305.6400146484375
2023-08-18,302.94000244140625
2023-08-21,306.510009765625
2023-08-22,308.8999938964844
2023-08-23,315.3399963378906
2023-08-24,314.1400146484375
2023-08-25,318.760009765625
2023-08-28,320.9100036621094
2023-08-29,323.45001220703125
2023-08-30,323.25
2023-08-31,323.7699890136719
2023-09-01,327.739990234375
2023-09-05,326.1600036621094
2023-09-06,326.29998779296875
2023-09-07,328.20001220703125
2023-09-08,325.4700012207031
2023-09-11,325.8699951171875
2023-09-12,314.8900146484375
2023-09-13,313.9100036621094
2023-09-14,316.5899963378906
2023-09-15,312.5299987792969
2023-09-18,315.8800048828125
2023-09-19,317.3299865722656
2023-09-20,316.79998779296875
2023-09-21,312.0
2023-09-22,316.0899963378906
2023-09-25,316.989990234375
2023-09-26,310.6099853515625
2023-09-27,314.3800048828125
2023-09-28,300.7699890136719
2023-09-29,307.1099853515625
2023-10-02,308.260009765625
2023-10-03,306.2300109863281
2023-10-04,309.3900146484375
2023-10-05,309.6600036621094
2023-10-06,312.19000244140625
2023-10-09,312.010009765625
2023-10-10,312.32000732421875
2023-10-11,312.5400085449219
2023-10-12,304.3599853515625
2023-10-13,301.8299865722656
2023-10-16,305.3399963378906
2023-10-17,308.25
2023-10-18,303.7699890136719
2023-10-19,302.94000244140625
2023-10-20,297.0
2023-10-23,294.94000244140625
2023-10-24,296.0899963378906
2023-10-25,292.67999267578125
2023-10-26,292.0400085449219
2023-10-27,290.0400085449219
2023-10-30,292.70001220703125
2023-10-31,297.0899963378906
2023-11-01,300.6400146484375
2023-11-02,308.1199951171875
2023-11-03,313.489990234375
2023-11-06,313.0899963378906
2023-11-07,315.19000244140625
2023-11-08,317.82000732421875
2023-11-09,314.2200012207031
2023-11-10,319.69000244140625
2023-11-13,315.6300048828125
2023-11-14,320.489990234375
2023-11-15,325.5
2023-11-16,327.32000732421875
2023-11-17,327.8299865722656
2023-11-20,330.8999938964844
2023-11-21,330.260009765625
2023-11-22,333.1300048828125
2023-11-24,334.0400085449219
2023-11-27,332.42999267578125
2023-11-28,332.55999755859375
2023-11-29,333.3399963378906
2023-11-30,333.1400146484375
2023-12-01,338.05999755859375
2023-12-04,336.42999267578125
2023-12-05,335.8299865722656
2023-12-06,335.4100036621094
2023-12-07,335.1000061035156
2023-12-08,337.2300109863281
2023-12-11,342.30999755859375
2023-12-12,343.2200012207031
2023-12-13,343.6400146484375
2023-12-14,342.7300109863281
2023-12-15,344.1499938964844
2023-12-18,341.8500061035156
2023-12-19,341.510009765625
2023-12-20,339.5
2023-12-21,348.75
2023-12-22,354.45001220703125
2023-12-26,353.42999267578125
2023-12-27,353.82000732421875
2023-12-28,351.5899963378906
2023-12-29,350.9100036621094
2024-01-02,346.9200134277344
2024-01-03,337.9200134277344
2024-01-04,337.0899963378906
2024-01-05,336.6199951171875
2024-01-08,340.3500061035156
2024-01-09,342.75
2024-01-10,345.3299865722656
2024-01-11,347.9700012207031
2024-01-12,356.3299865722656
2024-01-16,354.55999755859375
2024-01-17,353.6499938964844
2024-01-18,359.54998779296875
2024-01-19,363.8999938964844
2024-01-22,367.2099914550781
2024-01-23,369.8599853515625
2024-01-24,368.8999938964844
2024-01-25,371.94000244140625
2024-01-26,371.07000732421875
2024-01-29,373.3500061035156
2024-01-30,371.29998779296875
2024-01-31,363.8800048828125
2024-02-01,370.9100036621094
2024-02-02,372.95001220703125
2024-02-05,370.3399963378906
2024-02-06,364.70001220703125
2024-02-07,366.6499938964844
2024-02-08,368.4800109863281
2024-02-09,371.6700134277344
2024-02-12,367.42999267578125
2024-02-13,362.80999755859375
2024-02-14,370.9800109863281
2024-02-15,371.510009765625
2024-02-16,369.4800109863281
2024-02-20,362.95001220703125
2024-02-21,360.9100036621094
2024-02-22,371.30999755859375
2024-02-23,377.32000732421875
2024-02-26,377.4800109863281
2024-02-27,377.9100036621094
2024-02-28,378.0299987792969
2024-02-29,374.7799987792969
2024-03-01,380.989990234375
2024-03-04,383.7099914550781
2024-03-05,376.8800048828125
2024-03-06,380.8299865722656
2024-03-07,386.9100036621094
2024-03-08,378.1700134277344
2024-03-11,373.2200012207031
2024-03-12,380.4800109863281
2024-03-13,378.7200012207031
2024-03-14,378.2099914550781
2024-03-15,374.6000061035156
2024-03-18,372.6700134277344
2024-03-19,378.0799865722656
2024-03-20,380.44000244140625
2024-03-21,345.0299987792969
2024-03-22,337.5
2024-03-25,333.82000732421875
2024-03-26,336.3900146484375
2024-03-27,340.94000244140625
2024-03-28,346.6099853515625
2024-04-01,339.1700134277344
2024-04-02,336.4599914550781
2024-04-03,332.2799987792969
2024-04-04,330.4700012207031
2024-04-05,333.0
2024-04-08,331.79998779296875
2024-04-09,334.45001220703125
2024-04-10,324.3999938964844
2024-04-11,325.19000244140625
2024-04-12,315.3999938964844
2024-04-15,313.2699890136719
2024-04-16,313.94000244140625
2024-04-17,314.5400085449219
2024-04-18,316.0
2024-04-19,316.8800048828125
2024-04-22,317.4200134277344
2024-04-23,316.8299865722656
2024-04-24,313.5400085449219
2024-04-25,309.0
2024-04-26,308.010009765625
2024-04-29,303.1600036621094
2024-04-30,300.9100036621094
2024-05-01,298.6600036621094
2024-05-02,300.3399963378906
2024-05-03,303.7099914550781
2024-05-06,306.05999755859375
2024-05-07,310.6600036621094
2024-05-08,311.989990234375
2024-05-09,306.6099853515625
2024-05-10,306.3299865722656
2024-05-13,307.4100036621094
2024-05-14,306.95001220703125
2024-05-15,308.5199890136719
2024-05-16,308.0
2024-05-17,303.5899963378906
2024-05-20,305.70001220703125
2024-05-21,303.6400146484375
2024-05-22,307.1099853515625
2024-05-23,305.92999267578125
2024-05-24,300.989990234375
2024-05-28,297.7300109863281
2024-05-29,293.7699890136719
2024-05-30,284.79998779296875
2024-05-31,282.2900085449219
2024-06-03,281.760009765625
2024-06-04,288.05999755859375
2024-06-05,291.0199890136719
2024-06-06,291.739990234375
2024-06-07,288.3999938964844
2024-06-10,290.42999267578125
2024-06-11,294.2200012207031
2024-06-12,285.7300109863281
2024-06-13,282.32000732421875
2024-06-14,286.7099914550781
2024-06-17,285.5299987792969
2024-06-18,285.3500061035156
2024-06-20,306.1600036621094
2024-06-21,308.9800109863281
2024-06-24,307.2099914550781
2024-06-25,307.1700134277344
2024-06-26,304.6199951171875
2024-06-27,303.19000244140625
2024-06-28,303.4100036621094
2024-07-01,302.54998779296875
2024-07-02,303.8299865722656
2024-07-03,305.75
2024-07-05,299.1400146484375
2024-07-08,299.4700012207031
2024-07-09,298.05999755859375
2024-07-10,295.44000244140625
2024-07-11,297.989990234375
2024-07-12,310.6300048828125
2024-07-15,317.8699951171875
2024-07-16,325.0
2024-07-17,325.6000061035156
2024-07-18,328.1000061035156
2024-07-19,329.19000244140625
2024-07-22,331.510009765625
2024-07-23,330.3299865722656
2024-07-24,328.67999267578125
2024-07-25,330.1199951171875
2024-07-26,328.4599914550781
2024-07-29,326.20001220703125
2024-07-30,329.20001220703125
2024-07-31,330.6199951171875
2024-08-01,328.0799865722656
2024-08-02,323.1499938964844
2024-08-05,313.739990234375
2024-08-06,318.67999267578125
2024-08-07,318.0199890136719
2024-08-08,315.8800048828125
2024-08-09,315.8299865722656
2024-08-12,313.9599914550781
2024-08-13,319.3299865722656
2024-08-14,319.8299865722656
2024-08-15,325.1300048828125
2024-08-16,326.9200134277344
2024-08-19,329.44000244140625
2024-08-20,330.3699951171875
2024-08-21,333.6000061035156
2024-08-22,330.57000732421875
2024-08-23,333.2699890136719
2024-08-26,336.7799987792969
2024-08-27,340.3800048828125
2024-08-28,337.3900146484375
2024-08-29,340.2099914550781
2024-08-30,341.95001220703125
2024-09-03,341.8800048828125
2024-09-04,343.989990234375
2024-09-05,340.92999267578125
2024-09-06,339.8399963378906
2024-09-09,341.80999755859375
2024-09-10,347.70001220703125
2024-09-11,350.30999755859375
2024-09-12,349.8900146484375
2024-09-13,349.5799865722656
2024-09-16,354.1199951171875
2024-09-17,337.0400085449219
2024-09-18,336.17999267578125
2024-09-19,335.239990234375
2024-09-20,336.2200012207031
2024-09-23,339.2099914550781
2024-09-24,339.6199951171875
2024-09-25,337.04998779296875
2024-09-26,355.80999755859375
2024-09-27,349.70001220703125
2024-09-30,353.4800109863281
2024-10-01,351.9800109863281
2024-10-02,356.2900085449219
2024-10-03,361.239990234375
2024-10-04,362.239990234375
2024-10-07,356.79998779296875
2024-10-08,360.3800048828125
2024-10-09,365.0799865722656
2024-10-10,361.07000732421875
2024-10-11,360.739990234375
2024-10-14,364.6000061035156
2024-10-15,368.6600036621094
2024-10-16,372.260009765625
2024-10-17,375.1499938964844
2024-10-18,376.8599853515625
2024-10-21,376.0299987792969
2024-10-22,371.7900085449219
2024-10-23,370.6300048828125
2024-10-24,364.2300109863281
2024-10-25,360.79998779296875
2024-10-28,361.32000732421875
2024-10-29,363.0400085449219
2024-10-30,346.57000732421875
2024-10-31,344.82000732421875
2024-11-01,345.6700134277344
2024-11-04,343.8999938964844
2024-11-05,345.489990234375
2024-11-06,356.1300048828125
2024-11-07,360.7099914550781
2024-11-08,355.5299987792969
2024-11-11,357.29998779296875
2024-11-12,360.6099853515625
2024-11-13,370.2200012207031
2024-11-14,362.07000732421875
2024-11-15,353.57000732421875
2024-11-18,352.7900085449219
2024-11-19,353.95001220703125
2024-11-20,357.07000732421875
2024-11-21,361.04998779296875
