Date,HUBS
2023-01-09,286.6000061035156
2023-01-10,289.07000732421875
2023-01-11,301.4200134277344
2023-01-12,306.7900085449219
2023-01-13,315.70001220703125
2023-01-17,321.8699951171875
2023-01-18,318.4200134277344
2023-01-19,311.82000732421875
2023-01-20,329.94000244140625
2023-01-23,345.92999267578125
2023-01-24,346.9200134277344
2023-01-25,349.45001220703125
2023-01-26,357.8699951171875
2023-01-27,358.8399963378906
2023-01-30,348.989990234375
2023-01-31,347.010009765625
2023-02-01,368.6700134277344
2023-02-02,397.9599914550781
2023-02-03,365.760009765625
2023-02-06,359.92999267578125
2023-02-07,369.3999938964844
2023-02-08,362.1700134277344
2023-02-09,358.6499938964844
2023-02-10,345.45001220703125
2023-02-13,354.0299987792969
2023-02-14,363.9200134277344
2023-02-15,367.4700012207031
2023-02-16,361.92999267578125
2023-02-17,404.6499938964844
2023-02-21,386.0
2023-02-22,385.8699951171875
2023-02-23,393.0899963378906
2023-02-24,386.1300048828125
2023-02-27,388.5799865722656
2023-02-28,386.8599853515625
2023-03-01,383.1300048828125
2023-03-02,396.0799865722656
2023-03-03,408.4200134277344
2023-03-06,400.8599853515625
2023-03-07,402.739990234375
2023-03-08,403.44000244140625
2023-03-09,392.92999267578125
2023-03-10,369.70001220703125
2023-03-13,379.3999938964844
2023-03-14,392.8500061035156
2023-03-15,391.0799865722656
2023-03-16,399.1199951171875
2023-03-17,397.4800109863281
2023-03-20,389.75
2023-03-21,401.29998779296875
2023-03-22,387.2099914550781
2023-03-23,397.2099914550781
2023-03-24,395.7699890136719
2023-03-27,400.1600036621094
2023-03-28,403.239990234375
2023-03-29,411.67999267578125
2023-03-30,416.9700012207031
2023-03-31,428.75
2023-04-03,420.1000061035156
2023-04-04,419.3299865722656
2023-04-05,405.25
2023-04-06,407.57000732421875
2023-04-10,407.7099914550781
2023-04-11,408.8500061035156
2023-04-12,413.6600036621094
2023-04-13,423.0
2023-04-14,416.20001220703125
2023-04-17,417.07000732421875
2023-04-18,414.75
2023-04-19,419.2699890136719
2023-04-20,417.07000732421875
2023-04-21,423.8500061035156
2023-04-24,412.67999267578125
2023-04-25,401.8500061035156
2023-04-26,415.6300048828125
2023-04-27,429.0899963378906
2023-04-28,420.95001220703125
2023-05-01,420.8500061035156
2023-05-02,414.5799865722656
2023-05-03,417.989990234375
2023-05-04,448.8500061035156
2023-05-05,444.2099914550781
2023-05-08,444.8999938964844
2023-05-09,447.7300109863281
2023-05-10,459.7099914550781
2023-05-11,461.4700012207031
2023-05-12,462.1700134277344
2023-05-15,471.1400146484375
2023-05-16,474.4599914550781
2023-05-17,485.25
2023-05-18,482.7200012207031
2023-05-19,480.510009765625
2023-05-22,494.42999267578125
2023-05-23,481.17999267578125
2023-05-24,490.1199951171875
2023-05-25,488.739990234375
2023-05-26,496.2099914550781
2023-05-30,510.3800048828125
2023-05-31,517.989990234375
2023-06-01,517.7899780273438
2023-06-02,524.1400146484375
2023-06-05,528.5900268554688
2023-06-06,530.2899780273438
2023-06-07,503.29998779296875
2023-06-08,517.4000244140625
2023-06-09,516.9099731445312
2023-06-12,521.0700073242188
2023-06-13,512.6699829101562
2023-06-14,503.94000244140625
2023-06-15,520.02001953125
2023-06-16,519.3200073242188
2023-06-20,515.6400146484375
2023-06-21,507.7200012207031
2023-06-22,518.3499755859375
2023-06-23,512.2100219726562
2023-06-26,508.2900085449219
2023-06-27,515.7899780273438
2023-06-28,524.6799926757812
2023-06-29,516.4099731445312
2023-06-30,532.0900268554688
2023-07-03,526.27001953125
2023-07-05,520.8599853515625
2023-07-06,521.239990234375
2023-07-07,512.8599853515625
2023-07-10,529.9400024414062
2023-07-11,540.2100219726562
2023-07-12,543.030029296875
2023-07-13,550.9600219726562
2023-07-14,555.3599853515625
2023-07-17,557.3300170898438
2023-07-18,561.6699829101562
2023-07-19,568.6199951171875
2023-07-20,540.0999755859375
2023-07-21,544.3099975585938
2023-07-24,536.1199951171875
2023-07-25,551.1199951171875
2023-07-26,548.7899780273438
2023-07-27,548.3699951171875
2023-07-28,556.8599853515625
2023-07-31,580.5499877929688
2023-08-01,576.3599853515625
2023-08-02,553.22998046875
2023-08-03,490.0
2023-08-04,483.69000244140625
2023-08-07,494.1600036621094
2023-08-08,484.1099853515625
2023-08-09,488.07000732421875
2023-08-10,507.0299987792969
2023-08-11,507.7699890136719
2023-08-14,508.0799865722656
2023-08-15,508.55999755859375
2023-08-16,510.07000732421875
2023-08-17,491.8299865722656
2023-08-18,504.92999267578125
2023-08-21,503.0199890136719
2023-08-22,504.5400085449219
2023-08-23,514.219970703125
2023-08-24,503.17999267578125
2023-08-25,512.75
2023-08-28,511.5199890136719
2023-08-29,525.0999755859375
2023-08-30,530.7999877929688
2023-08-31,546.52001953125
2023-09-01,551.6099853515625
2023-09-05,550.4500122070312
2023-09-06,544.1400146484375
2023-09-07,550.5800170898438
2023-09-08,537.1900024414062
2023-09-11,542.4000244140625
2023-09-12,529.6699829101562
2023-09-13,519.4099731445312
2023-09-14,513.52001953125
2023-09-15,511.739990234375
2023-09-18,510.3399963378906
2023-09-19,512.4500122070312
2023-09-20,505.0199890136719
2023-09-21,480.3599853515625
2023-09-22,482.3900146484375
2023-09-25,483.239990234375
2023-09-26,468.239990234375
2023-09-27,483.3699951171875
2023-09-28,491.0
2023-09-29,492.5
2023-10-02,495.3999938964844
2023-10-03,465.94000244140625
2023-10-04,476.82000732421875
2023-10-05,464.94000244140625
2023-10-06,483.17999267578125
2023-10-09,487.9800109863281
2023-10-10,467.79998779296875
2023-10-11,455.45001220703125
2023-10-12,456.3900146484375
2023-10-13,456.2699890136719
2023-10-16,469.1600036621094
2023-10-17,468.739990234375
2023-10-18,445.3999938964844
2023-10-19,444.8299865722656
2023-10-20,429.07000732421875
2023-10-23,431.0199890136719
2023-10-24,433.5
2023-10-25,411.69000244140625
2023-10-26,410.92999267578125
2023-10-27,416.2699890136719
2023-10-30,415.6400146484375
2023-10-31,423.7699890136719
2023-11-01,421.1199951171875
2023-11-02,421.739990234375
2023-11-03,422.8900146484375
2023-11-06,420.5
2023-11-07,437.8900146484375
2023-11-08,442.1499938964844
2023-11-09,415.1199951171875
2023-11-10,428.9200134277344
2023-11-13,431.7300109863281
2023-11-14,455.29998779296875
2023-11-15,468.32000732421875
2023-11-16,465.6700134277344
2023-11-17,468.6199951171875
2023-11-20,475.4599914550781
2023-11-21,471.6000061035156
2023-11-22,467.69000244140625
2023-11-24,467.75
2023-11-27,465.4200134277344
2023-11-28,475.5899963378906
2023-11-29,496.5199890136719
2023-11-30,493.92999267578125
2023-12-01,516.969970703125
2023-12-04,506.989990234375
2023-12-05,503.0
2023-12-06,497.7900085449219
2023-12-07,492.0400085449219
2023-12-08,502.0400085449219
2023-12-11,501.70001220703125
2023-12-12,527.239990234375
2023-12-13,533.7899780273438
2023-12-14,553.3499755859375
2023-12-15,557.719970703125
2023-12-18,563.6699829101562
2023-12-19,567.3499755859375
2023-12-20,564.7100219726562
2023-12-21,578.3099975585938
2023-12-22,579.9000244140625
2023-12-26,584.5599975585938
2023-12-27,585.3599853515625
2023-12-28,589.0499877929688
2023-12-29,580.5399780273438
2024-01-02,547.8599853515625
2024-01-03,533.27001953125
2024-01-04,530.25
2024-01-05,537.8400268554688
2024-01-08,557.1699829101562
2024-01-09,564.2999877929688
2024-01-10,569.8900146484375
2024-01-11,570.3300170898438
2024-01-12,561.3499755859375
2024-01-16,565.6199951171875
2024-01-17,564.0900268554688
2024-01-18,573.9099731445312
2024-01-19,581.4000244140625
2024-01-22,590.25
2024-01-23,590.969970703125
2024-01-24,585.7000122070312
2024-01-25,585.72998046875
2024-01-26,588.739990234375
2024-01-29,609.9400024414062
2024-01-30,623.97998046875
2024-01-31,611.0
2024-02-01,612.969970703125
2024-02-02,612.3900146484375
2024-02-05,602.8499755859375
2024-02-06,605.9299926757812
2024-02-07,609.8499755859375
2024-02-08,628.6900024414062
2024-02-09,646.6300048828125
2024-02-12,617.0700073242188
2024-02-13,603.9099731445312
2024-02-14,629.6400146484375
2024-02-15,608.9600219726562
2024-02-16,613.5
2024-02-20,595.3400268554688
2024-02-21,589.22998046875
2024-02-22,600.3499755859375
2024-02-23,605.4099731445312
2024-02-26,606.9600219726562
2024-02-27,615.6099853515625
2024-02-28,612.6900024414062
2024-02-29,618.8099975585938
2024-03-01,633.7999877929688
2024-03-04,628.7100219726562
2024-03-05,605.8800048828125
2024-03-06,610.5900268554688
2024-03-07,612.97998046875
2024-03-08,604.489990234375
2024-03-11,612.5
2024-03-12,621.1599731445312
2024-03-13,625.0
2024-03-14,630.010009765625
2024-03-15,601.0999755859375
2024-03-18,599.8499755859375
2024-03-19,612.7100219726562
2024-03-20,625.6400146484375
2024-03-21,620.52001953125
2024-03-22,621.75
2024-03-25,629.8200073242188
2024-03-26,632.030029296875
2024-03-27,623.3300170898438
2024-03-28,626.5599975585938
2024-04-01,636.8499755859375
2024-04-02,609.969970703125
2024-04-03,626.7000122070312
2024-04-04,657.8499755859375
2024-04-05,670.0
2024-04-08,670.1500244140625
2024-04-09,659.1300048828125
2024-04-10,657.7100219726562
2024-04-11,682.02001953125
2024-04-12,663.3499755859375
2024-04-15,637.6300048828125
2024-04-16,633.8499755859375
2024-04-17,633.4500122070312
2024-04-18,649.5800170898438
2024-04-19,631.239990234375
2024-04-22,633.0399780273438
2024-04-23,651.780029296875
2024-04-24,651.739990234375
2024-04-25,636.0999755859375
2024-04-26,631.1300048828125
2024-04-29,636.1599731445312
2024-04-30,604.8699951171875
2024-05-01,606.0900268554688
2024-05-02,590.8900146484375
2024-05-03,600.27001953125
2024-05-06,617.219970703125
2024-05-07,615.4600219726562
2024-05-08,590.0499877929688
2024-05-09,587.1500244140625
2024-05-10,597.9500122070312
2024-05-13,597.7899780273438
2024-05-14,589.6500244140625
2024-05-15,614.1599731445312
2024-05-16,610.3599853515625
2024-05-17,615.3400268554688
2024-05-20,619.989990234375
2024-05-21,610.9500122070312
2024-05-22,612.8200073242188
2024-05-23,594.8599853515625
2024-05-24,590.1599731445312
2024-05-28,638.3900146484375
2024-05-29,648.22998046875
2024-05-30,606.260009765625
2024-05-31,611.0499877929688
2024-06-03,597.1500244140625
2024-06-04,608.9299926757812
2024-06-05,605.52001953125
2024-06-06,598.510009765625
2024-06-07,596.6500244140625
2024-06-10,595.9199829101562
2024-06-11,588.4600219726562
2024-06-12,591.3499755859375
2024-06-13,567.0
2024-06-14,584.7100219726562
2024-06-17,570.989990234375
2024-06-18,562.0
2024-06-20,557.25
2024-06-21,578.4299926757812
2024-06-24,573.5999755859375
2024-06-25,585.2100219726562
2024-06-26,568.52001953125
2024-06-27,586.010009765625
2024-06-28,589.7899780273438
2024-07-01,592.5800170898438
2024-07-02,584.1400146484375
2024-07-03,592.3099975585938
2024-07-05,587.25
2024-07-08,586.1599731445312
2024-07-09,560.2100219726562
2024-07-10,492.30999755859375
2024-07-11,489.7699890136719
2024-07-12,476.1300048828125
2024-07-15,471.8900146484375
2024-07-16,488.80999755859375
2024-07-17,480.3599853515625
2024-07-18,481.4100036621094
2024-07-19,479.82000732421875
2024-07-22,483.010009765625
2024-07-23,488.4700012207031
2024-07-24,473.3299865722656
2024-07-25,495.760009765625
2024-07-26,492.7200012207031
2024-07-29,498.70001220703125
2024-07-30,488.0199890136719
2024-07-31,497.0299987792969
2024-08-01,481.8699951171875
2024-08-02,465.6600036621094
2024-08-05,455.4599914550781
2024-08-06,450.0899963378906
2024-08-07,460.739990234375
2024-08-08,476.3500061035156
2024-08-09,472.6099853515625
2024-08-12,469.2900085449219
2024-08-13,484.6099853515625
2024-08-14,484.260009765625
2024-08-15,489.510009765625
2024-08-16,497.8699951171875
2024-08-19,497.260009765625
2024-08-20,487.4100036621094
2024-08-21,495.2900085449219
2024-08-22,496.8699951171875
2024-08-23,503.07000732421875
2024-08-26,499.1000061035156
2024-08-27,502.010009765625
2024-08-28,493.19000244140625
2024-08-29,500.04998779296875
2024-08-30,499.07000732421875
2024-09-03,495.760009765625
2024-09-04,494.2799987792969
2024-09-05,504.1700134277344
2024-09-06,496.4800109863281
2024-09-09,494.510009765625
2024-09-10,492.1400146484375
2024-09-11,497.82000732421875
2024-09-12,492.6000061035156
2024-09-13,491.1700134277344
2024-09-16,495.4100036621094
2024-09-17,492.29998779296875
2024-09-18,503.760009765625
2024-09-19,530.1099853515625
2024-09-20,526.8800048828125
2024-09-23,527.25
2024-09-24,532.1099853515625
2024-09-25,531.1900024414062
2024-09-26,534.8800048828125
2024-09-27,536.0
2024-09-30,531.5999755859375
2024-10-01,526.6599731445312
2024-10-02,514.5599975585938
2024-10-03,517.4199829101562
2024-10-04,535.0
2024-10-07,522.0900268554688
2024-10-08,532.3599853515625
2024-10-09,541.0700073242188
2024-10-10,553.489990234375
2024-10-11,559.4000244140625
2024-10-14,560.0900268554688
2024-10-15,548.2100219726562
2024-10-16,532.1300048828125
2024-10-17,533.3800048828125
2024-10-18,537.1400146484375
2024-10-21,532.9199829101562
2024-10-22,531.6199951171875
2024-10-23,531.9299926757812
2024-10-24,554.3099975585938
2024-10-25,565.6699829101562
2024-10-28,558.0800170898438
2024-10-29,563.2100219726562
2024-10-30,561.1099853515625
2024-10-31,554.7899780273438
2024-11-01,565.22998046875
2024-11-04,564.5499877929688
2024-11-05,578.280029296875
2024-11-06,597.7899780273438
2024-11-07,644.6099853515625
2024-11-08,656.5599975585938
2024-11-11,680.7899780273438
2024-11-12,701.3400268554688
2024-11-13,700.1599731445312
2024-11-14,696.2999877929688
2024-11-15,677.0700073242188
2024-11-18,668.3200073242188
2024-11-19,682.530029296875
2024-11-20,694.47998046875
2024-11-21,720.0
