Date,NI
2022-02-28,28.93000030517578
2022-03-01,28.649999618530273
2022-03-02,29.190000534057617
2022-03-03,29.670000076293945
2022-03-04,30.479999542236328
2022-03-07,30.110000610351562
2022-03-08,29.610000610351562
2022-03-09,29.649999618530273
2022-03-10,29.920000076293945
2022-03-11,29.790000915527344
2022-03-14,29.610000610351562
2022-03-15,29.850000381469727
2022-03-16,30.09000015258789
2022-03-17,30.139999389648438
2022-03-18,30.09000015258789
2022-03-21,30.360000610351562
2022-03-22,30.219999313354492
2022-03-23,30.25
2022-03-24,30.540000915527344
2022-03-25,31.139999389648438
2022-03-28,31.049999237060547
2022-03-29,31.43000030517578
2022-03-30,31.610000610351562
2022-03-31,31.799999237060547
2022-04-01,32.08000183105469
2022-04-04,31.719999313354492
2022-04-05,31.860000610351562
2022-04-06,32.459999084472656
2022-04-07,32.11000061035156
2022-04-08,32.04999923706055
2022-04-11,31.889999389648438
2022-04-12,32.11000061035156
2022-04-13,31.68000030517578
2022-04-14,31.75
2022-04-18,31.739999771118164
2022-04-19,31.770000457763672
2022-04-20,32.099998474121094
2022-04-21,31.389999389648438
2022-04-22,30.8700008392334
2022-04-25,30.579999923706055
2022-04-26,30.200000762939453
2022-04-27,30.110000610351562
2022-04-28,30.059999465942383
2022-04-29,29.1200008392334
2022-05-02,28.729999542236328
2022-05-03,28.959999084472656
2022-05-04,29.670000076293945
2022-05-05,29.309999465942383
2022-05-06,29.489999771118164
2022-05-09,29.440000534057617
2022-05-10,29.31999969482422
2022-05-11,29.670000076293945
2022-05-12,29.610000610351562
2022-05-13,30.31999969482422
2022-05-16,30.43000030517578
2022-05-17,30.75
2022-05-18,30.559999465942383
2022-05-19,30.309999465942383
2022-05-20,30.280000686645508
2022-05-23,30.75
2022-05-24,31.239999771118164
2022-05-25,31.440000534057617
2022-05-26,31.540000915527344
2022-05-27,31.760000228881836
2022-05-31,31.450000762939453
2022-06-01,31.34000015258789
2022-06-02,31.40999984741211
2022-06-03,31.420000076293945
2022-06-06,31.760000228881836
2022-06-07,31.770000457763672
2022-06-08,31.030000686645508
2022-06-09,30.229999542236328
2022-06-10,30.049999237060547
2022-06-13,28.540000915527344
2022-06-14,27.600000381469727
2022-06-15,27.719999313354492
2022-06-16,27.170000076293945
2022-06-17,26.65999984741211
2022-06-21,26.979999542236328
2022-06-22,27.389999389648438
2022-06-23,27.809999465942383
2022-06-24,28.6200008392334
2022-06-27,29.15999984741211
2022-06-28,29.350000381469727
2022-06-29,29.459999084472656
2022-06-30,29.489999771118164
2022-07-01,30.049999237060547
2022-07-05,28.549999237060547
2022-07-06,29.06999969482422
2022-07-07,28.5
2022-07-08,28.469999313354492
2022-07-11,28.799999237060547
2022-07-12,28.68000030517578
2022-07-13,28.610000610351562
2022-07-14,28.709999084472656
2022-07-15,28.780000686645508
2022-07-18,28.389999389648438
2022-07-19,28.5
2022-07-20,28.290000915527344
2022-07-21,28.09000015258789
2022-07-22,28.440000534057617
2022-07-25,29.030000686645508
2022-07-26,29.200000762939453
2022-07-27,29.309999465942383
2022-07-28,29.93000030517578
2022-07-29,30.399999618530273
2022-08-01,30.34000015258789
2022-08-02,30.100000381469727
2022-08-03,30.270000457763672
2022-08-04,29.850000381469727
2022-08-05,29.469999313354492
2022-08-08,29.899999618530273
2022-08-09,30.34000015258789
2022-08-10,30.43000030517578
2022-08-11,30.420000076293945
2022-08-12,31.139999389648438
2022-08-15,31.360000610351562
2022-08-16,31.579999923706055
2022-08-17,31.690000534057617
2022-08-18,31.709999084472656
2022-08-19,31.540000915527344
2022-08-22,31.209999084472656
2022-08-23,30.770000457763672
2022-08-24,30.940000534057617
2022-08-25,30.729999542236328
2022-08-26,30.18000030517578
2022-08-29,30.34000015258789
2022-08-30,29.739999771118164
2022-08-31,29.510000228881836
2022-09-01,29.729999542236328
2022-09-02,29.549999237060547
2022-09-06,29.520000457763672
2022-09-07,30.440000534057617
2022-09-08,30.239999771118164
2022-09-09,30.459999084472656
2022-09-12,30.579999923706055
2022-09-13,29.729999542236328
2022-09-14,29.860000610351562
2022-09-15,28.959999084472656
2022-09-16,28.829999923706055
2022-09-19,29.290000915527344
2022-09-20,28.860000610351562
2022-09-21,28.40999984741211
2022-09-22,28.6200008392334
2022-09-23,28.040000915527344
2022-09-26,27.3700008392334
2022-09-27,26.860000610351562
2022-09-28,27.219999313354492
2022-09-29,25.969999313354492
2022-09-30,25.190000534057617
2022-10-03,26.010000228881836
2022-10-04,26.899999618530273
2022-10-05,26.15999984741211
2022-10-06,25.100000381469727
2022-10-07,24.510000228881836
2022-10-10,24.520000457763672
2022-10-11,24.8700008392334
2022-10-12,24.190000534057617
2022-10-13,25.239999771118164
2022-10-14,24.489999771118164
2022-10-17,24.889999389648438
2022-10-18,25.270000457763672
2022-10-19,24.8799991607666
2022-10-20,24.149999618530273
2022-10-21,24.489999771118164
2022-10-24,24.670000076293945
2022-10-25,25.1299991607666
2022-10-26,25.170000076293945
2022-10-27,25.3700008392334
2022-10-28,25.889999389648438
2022-10-31,25.690000534057617
2022-11-01,25.829999923706055
2022-11-02,25.6200008392334
2022-11-03,25.65999984741211
2022-11-04,25.889999389648438
2022-11-07,24.3700008392334
2022-11-08,24.93000030517578
2022-11-09,24.889999389648438
2022-11-10,26.09000015258789
2022-11-11,25.809999465942383
2022-11-14,25.760000228881836
2022-11-15,25.68000030517578
2022-11-16,26.0
2022-11-17,25.559999465942383
2022-11-18,26.31999969482422
2022-11-21,26.549999237060547
2022-11-22,26.799999237060547
2022-11-23,27.18000030517578
2022-11-25,27.290000915527344
2022-11-28,27.219999313354492
2022-11-29,27.229999542236328
2022-11-30,27.940000534057617
2022-12-01,27.75
2022-12-02,27.56999969482422
2022-12-05,27.510000228881836
2022-12-06,27.84000015258789
2022-12-07,27.670000076293945
2022-12-08,27.770000457763672
2022-12-09,27.389999389648438
2022-12-12,28.079999923706055
2022-12-13,27.93000030517578
2022-12-14,27.81999969482422
2022-12-15,27.440000534057617
2022-12-16,27.190000534057617
2022-12-19,27.049999237060547
2022-12-20,27.06999969482422
2022-12-21,27.549999237060547
2022-12-22,27.420000076293945
2022-12-23,27.709999084472656
2022-12-27,27.799999237060547
2022-12-28,27.549999237060547
2022-12-29,27.84000015258789
2022-12-30,27.420000076293945
2023-01-03,27.440000534057617
2023-01-04,27.780000686645508
2023-01-05,27.1299991607666
2023-01-06,27.610000610351562
2023-01-09,27.8799991607666
2023-01-10,27.559999465942383
2023-01-11,27.93000030517578
2023-01-12,27.899999618530273
2023-01-13,27.790000915527344
2023-01-17,27.6200008392334
2023-01-18,27.040000915527344
2023-01-19,26.829999923706055
2023-01-20,27.209999084472656
2023-01-23,27.09000015258789
2023-01-24,27.31999969482422
2023-01-25,27.579999923706055
2023-01-26,27.540000915527344
2023-01-27,27.520000457763672
2023-01-30,27.549999237060547
2023-01-31,27.75
2023-02-01,27.860000610351562
2023-02-02,27.770000457763672
2023-02-03,27.309999465942383
2023-02-06,27.270000457763672
2023-02-07,27.229999542236328
2023-02-08,26.790000915527344
2023-02-09,26.329999923706055
2023-02-10,26.8799991607666
2023-02-13,27.139999389648438
2023-02-14,26.93000030517578
2023-02-15,27.0
2023-02-16,26.8799991607666
2023-02-17,27.139999389648438
2023-02-21,26.950000762939453
2023-02-22,27.610000610351562
2023-02-23,27.899999618530273
2023-02-24,27.81999969482422
2023-02-27,27.489999771118164
2023-02-28,27.43000030517578
2023-03-01,26.829999923706055
2023-03-02,27.270000457763672
2023-03-03,27.700000762939453
2023-03-06,27.559999465942383
2023-03-07,27.309999465942383
2023-03-08,27.700000762939453
2023-03-09,27.3799991607666
2023-03-10,26.709999084472656
2023-03-13,27.329999923706055
2023-03-14,27.760000228881836
2023-03-15,27.850000381469727
2023-03-16,27.959999084472656
2023-03-17,27.469999313354492
2023-03-20,27.81999969482422
2023-03-21,26.979999542236328
2023-03-22,26.3700008392334
2023-03-23,25.979999542236328
2023-03-24,26.75
2023-03-27,27.049999237060547
2023-03-28,27.219999313354492
2023-03-29,27.600000381469727
2023-03-30,27.84000015258789
2023-03-31,27.959999084472656
2023-04-03,27.760000228881836
2023-04-04,27.760000228881836
2023-04-05,28.690000534057617
2023-04-06,28.81999969482422
2023-04-10,28.690000534057617
2023-04-11,28.639999389648438
2023-04-12,28.65999984741211
2023-04-13,28.34000015258789
2023-04-14,27.850000381469727
2023-04-17,28.299999237060547
2023-04-18,28.190000534057617
2023-04-19,28.549999237060547
2023-04-20,28.59000015258789
2023-04-21,28.639999389648438
2023-04-24,28.530000686645508
2023-04-25,28.649999618530273
2023-04-26,28.290000915527344
2023-04-27,28.549999237060547
2023-04-28,28.459999084472656
2023-05-01,28.510000228881836
2023-05-02,27.90999984741211
2023-05-03,28.1200008392334
2023-05-04,28.3700008392334
2023-05-05,28.540000915527344
2023-05-08,28.450000762939453
2023-05-09,28.450000762939453
2023-05-10,28.889999389648438
2023-05-11,28.15999984741211
2023-05-12,28.489999771118164
2023-05-15,28.040000915527344
2023-05-16,27.540000915527344
2023-05-17,27.43000030517578
2023-05-18,27.360000610351562
2023-05-19,27.360000610351562
2023-05-22,27.389999389648438
2023-05-23,27.360000610351562
2023-05-24,27.25
2023-05-25,27.010000228881836
2023-05-26,26.850000381469727
2023-05-30,26.600000381469727
2023-05-31,26.889999389648438
2023-06-01,26.670000076293945
2023-06-02,26.760000228881836
2023-06-05,26.770000457763672
2023-06-06,26.959999084472656
2023-06-07,27.399999618530273
2023-06-08,27.329999923706055
2023-06-09,27.09000015258789
2023-06-12,27.1200008392334
2023-06-13,27.049999237060547
2023-06-14,27.15999984741211
2023-06-15,27.34000015258789
2023-06-16,27.3799991607666
2023-06-20,27.219999313354492
2023-06-21,27.5
2023-06-22,27.149999618530273
2023-06-23,26.719999313354492
2023-06-26,27.25
2023-06-27,27.440000534057617
2023-06-28,27.1299991607666
2023-06-29,27.170000076293945
2023-06-30,27.350000381469727
2023-07-03,27.420000076293945
2023-07-05,27.8799991607666
2023-07-06,27.729999542236328
2023-07-07,27.520000457763672
2023-07-10,27.209999084472656
2023-07-11,27.559999465942383
2023-07-12,28.06999969482422
2023-07-13,28.15999984741211
2023-07-14,27.940000534057617
2023-07-17,27.469999313354492
2023-07-18,27.290000915527344
2023-07-19,27.700000762939453
2023-07-20,28.020000457763672
2023-07-21,28.079999923706055
2023-07-24,28.049999237060547
2023-07-25,28.1200008392334
2023-07-26,28.43000030517578
2023-07-27,27.979999542236328
2023-07-28,27.75
2023-07-31,27.84000015258789
2023-08-01,27.479999542236328
2023-08-02,27.709999084472656
2023-08-03,26.950000762939453
2023-08-04,26.510000228881836
2023-08-07,26.670000076293945
2023-08-08,26.739999771118164
2023-08-09,26.979999542236328
2023-08-10,26.729999542236328
2023-08-11,26.829999923706055
2023-08-14,26.510000228881836
2023-08-15,26.09000015258789
2023-08-16,26.219999313354492
2023-08-17,26.200000762939453
2023-08-18,26.440000534057617
2023-08-21,26.34000015258789
2023-08-22,26.3700008392334
2023-08-23,26.520000457763672
2023-08-24,26.329999923706055
2023-08-25,26.579999923706055
2023-08-28,26.600000381469727
2023-08-29,26.75
2023-08-30,26.75
2023-08-31,26.760000228881836
2023-09-01,26.559999465942383
2023-09-05,26.190000534057617
2023-09-06,26.309999465942383
2023-09-07,26.809999465942383
2023-09-08,26.969999313354492
2023-09-11,27.079999923706055
2023-09-12,27.1299991607666
2023-09-13,27.40999984741211
2023-09-14,27.739999771118164
2023-09-15,27.670000076293945
2023-09-18,27.549999237060547
2023-09-19,27.549999237060547
2023-09-20,27.59000015258789
2023-09-21,27.059999465942383
2023-09-22,26.690000534057617
2023-09-25,26.700000762939453
2023-09-26,25.739999771118164
2023-09-27,25.18000030517578
2023-09-28,24.600000381469727
2023-09-29,24.68000030517578
2023-10-02,23.18000030517578
2023-10-03,23.959999084472656
2023-10-04,24.010000228881836
2023-10-05,23.829999923706055
2023-10-06,24.59000015258789
2023-10-09,25.139999389648438
2023-10-10,25.459999084472656
2023-10-11,26.049999237060547
2023-10-12,25.389999389648438
2023-10-13,25.780000686645508
2023-10-16,26.110000610351562
2023-10-17,26.1299991607666
2023-10-18,25.979999542236328
2023-10-19,25.6299991607666
2023-10-20,25.219999313354492
2023-10-23,24.68000030517578
2023-10-24,25.229999542236328
2023-10-25,25.309999465942383
2023-10-26,25.719999313354492
2023-10-27,25.149999618530273
2023-10-30,25.1200008392334
2023-10-31,25.15999984741211
2023-11-01,25.399999618530273
2023-11-02,25.780000686645508
2023-11-03,25.719999313354492
2023-11-06,25.290000915527344
2023-11-07,25.059999465942383
2023-11-08,24.979999542236328
2023-11-09,24.81999969482422
2023-11-10,25.0
2023-11-13,24.809999465942383
2023-11-14,25.969999313354492
2023-11-15,25.75
2023-11-16,25.770000457763672
2023-11-17,26.079999923706055
