Date,IBM
2023-01-05,141.11000061035156
2023-01-06,143.6999969482422
2023-01-09,143.5500030517578
2023-01-10,144.8000030517578
2023-01-11,145.25999450683594
2023-01-12,145.5500030517578
2023-01-13,145.88999938964844
2023-01-17,145.19000244140625
2023-01-18,140.41000366210938
2023-01-19,140.6199951171875
2023-01-20,141.1999969482422
2023-01-23,141.86000061035156
2023-01-24,141.49000549316406
2023-01-25,140.75999450683594
2023-01-26,134.4499969482422
2023-01-27,134.38999938964844
2023-01-30,135.3000030517578
2023-01-31,134.72999572753906
2023-02-01,135.08999633789062
2023-02-02,136.38999938964844
2023-02-03,136.94000244140625
2023-02-06,136.17999267578125
2023-02-07,135.83999633789062
2023-02-08,135.97999572753906
2023-02-09,133.75
2023-02-10,135.60000610351562
2023-02-13,137.35000610351562
2023-02-14,136.00999450683594
2023-02-15,136.39999389648438
2023-02-16,135.0
2023-02-17,135.02000427246094
2023-02-21,131.7100067138672
2023-02-22,130.97000122070312
2023-02-23,130.7899932861328
2023-02-24,130.57000732421875
2023-02-27,130.49000549316406
2023-02-28,129.3000030517578
2023-03-01,128.19000244140625
2023-03-02,128.92999267578125
2023-03-03,129.63999938964844
2023-03-06,130.19000244140625
2023-03-07,128.25
2023-03-08,128.0500030517578
2023-03-09,126.16000366210938
2023-03-10,125.44999694824219
2023-03-13,125.58000183105469
2023-03-14,124.6500015258789
2023-03-15,123.27999877929688
2023-03-16,124.69999694824219
2023-03-17,123.69000244140625
2023-03-20,125.94000244140625
2023-03-21,126.56999969482422
2023-03-22,124.05000305175781
2023-03-23,123.37000274658203
2023-03-24,125.29000091552734
2023-03-27,129.30999755859375
2023-03-28,129.33999633789062
2023-03-29,129.7100067138672
2023-03-30,129.22000122070312
2023-03-31,131.08999633789062
2023-04-03,132.05999755859375
2023-04-04,131.60000610351562
2023-04-05,132.13999938964844
2023-04-06,130.5
2023-04-10,131.02999877929688
2023-04-11,130.4199981689453
2023-04-12,128.5399932861328
2023-04-13,127.9000015258789
2023-04-14,128.13999938964844
2023-04-17,127.81999969482422
2023-04-18,127.77999877929688
2023-04-19,126.31999969482422
2023-04-20,126.36000061035156
2023-04-21,125.7300033569336
2023-04-24,125.4000015258789
2023-04-25,125.88999938964844
2023-04-26,125.8499984741211
2023-04-27,126.97000122070312
2023-04-28,126.41000366210938
2023-05-01,126.08999633789062
2023-05-02,125.16000366210938
2023-05-03,123.44999694824219
2023-05-04,122.56999969482422
2023-05-05,123.6500015258789
2023-05-08,123.4000015258789
2023-05-09,121.16999816894531
2023-05-10,122.0199966430664
2023-05-11,120.9000015258789
2023-05-12,122.83999633789062
2023-05-15,123.36000061035156
2023-05-16,123.45999908447266
2023-05-17,125.70999908447266
2023-05-18,126.1500015258789
2023-05-19,127.26000213623047
2023-05-22,127.5
2023-05-23,128.17999267578125
2023-05-24,125.68000030517578
2023-05-25,126.76000213623047
2023-05-26,128.88999938964844
2023-05-30,129.47999572753906
2023-05-31,128.58999633789062
2023-06-01,129.82000732421875
2023-06-02,132.4199981689453
2023-06-05,132.63999938964844
2023-06-06,132.69000244140625
2023-06-07,134.3800048828125
2023-06-08,134.41000366210938
2023-06-09,135.3000030517578
2023-06-12,136.4199981689453
2023-06-13,137.60000610351562
2023-06-14,137.1999969482422
2023-06-15,138.39999389648438
2023-06-16,137.47999572753906
2023-06-20,135.9600067138672
2023-06-21,133.69000244140625
2023-06-22,131.1699981689453
2023-06-23,129.42999267578125
2023-06-26,131.33999633789062
2023-06-27,132.33999633789062
2023-06-28,131.75999450683594
2023-06-29,134.05999755859375
2023-06-30,133.80999755859375
2023-07-03,133.6699981689453
2023-07-05,134.24000549316406
2023-07-06,132.16000366210938
2023-07-07,132.0800018310547
2023-07-10,132.89999389648438
2023-07-11,134.44000244140625
2023-07-12,132.83999633789062
2023-07-13,133.9199981689453
2023-07-14,133.39999389648438
2023-07-17,134.24000549316406
2023-07-18,135.36000061035156
2023-07-19,135.47999572753906
2023-07-20,138.3800048828125
2023-07-21,138.94000244140625
2023-07-24,139.5399932861328
2023-07-25,140.3300018310547
2023-07-26,141.07000732421875
2023-07-27,142.97000122070312
2023-07-28,143.4499969482422
2023-07-31,144.17999267578125
2023-08-01,143.3300018310547
2023-08-02,144.1699981689453
2023-08-03,144.4499969482422
2023-08-04,144.24000549316406
2023-08-07,146.17999267578125
2023-08-08,145.91000366210938
2023-08-09,142.49000549316406
2023-08-10,143.25
2023-08-11,143.1199951171875
2023-08-14,141.91000366210938
2023-08-15,141.8699951171875
2023-08-16,140.63999938964844
2023-08-17,140.66000366210938
2023-08-18,141.41000366210938
2023-08-21,142.27999877929688
2023-08-22,141.49000549316406
2023-08-23,143.41000366210938
2023-08-24,143.5500030517578
2023-08-25,145.35000610351562
2023-08-28,146.02000427246094
2023-08-29,146.4499969482422
2023-08-30,146.86000061035156
2023-08-31,146.8300018310547
2023-09-01,147.94000244140625
2023-09-05,148.1300048828125
2023-09-06,148.05999755859375
2023-09-07,147.52000427246094
2023-09-08,147.67999267578125
2023-09-11,148.3800048828125
2023-09-12,146.3000030517578
2023-09-13,146.5500030517578
2023-09-14,147.35000610351562
2023-09-15,145.99000549316406
2023-09-18,145.08999633789062
2023-09-19,146.52000427246094
2023-09-20,149.8300018310547
2023-09-21,147.3800048828125
2023-09-22,146.91000366210938
2023-09-25,146.47999572753906
2023-09-26,143.24000549316406
2023-09-27,143.1699981689453
2023-09-28,141.5800018310547
2023-09-29,140.3000030517578
2023-10-02,140.8000030517578
2023-10-03,140.38999938964844
2023-10-04,141.07000732421875
2023-10-05,141.52000427246094
2023-10-06,142.02999877929688
2023-10-09,142.1999969482422
2023-10-10,142.11000061035156
2023-10-11,143.22999572753906
2023-10-12,141.24000549316406
2023-10-13,138.4600067138672
2023-10-16,139.2100067138672
2023-10-17,140.32000732421875
2023-10-18,139.97000122070312
2023-10-19,138.00999450683594
2023-10-20,137.16000366210938
2023-10-23,136.3800048828125
2023-10-24,137.7899932861328
2023-10-25,137.0800018310547
2023-10-26,143.75999450683594
2023-10-27,142.52000427246094
2023-10-30,142.6300048828125
2023-10-31,144.63999938964844
2023-11-01,145.39999389648438
2023-11-02,147.00999450683594
2023-11-03,147.89999389648438
2023-11-06,148.97000122070312
2023-11-07,148.8300018310547
2023-11-08,148.02999877929688
2023-11-09,146.6199951171875
2023-11-10,149.02000427246094
2023-11-13,148.10000610351562
2023-11-14,150.41000366210938
2023-11-15,152.5800018310547
2023-11-16,153.05999755859375
2023-11-17,152.88999938964844
2023-11-20,154.35000610351562
2023-11-21,153.91000366210938
2023-11-22,155.1300048828125
2023-11-24,155.17999267578125
2023-11-27,155.57000732421875
2023-11-28,155.64999389648438
2023-11-29,156.41000366210938
2023-11-30,158.55999755859375
2023-12-01,160.5500030517578
2023-12-04,161.10000610351562
2023-12-05,161.38999938964844
2023-12-06,160.27999877929688
2023-12-07,160.22000122070312
2023-12-08,161.9600067138672
2023-12-11,163.50999450683594
2023-12-12,164.7100067138672
2023-12-13,163.6199951171875
2023-12-14,162.91000366210938
2023-12-15,162.22999572753906
2023-12-18,162.74000549316406
2023-12-19,161.55999755859375
2023-12-20,160.0500030517578
2023-12-21,160.77999877929688
2023-12-22,162.13999938964844
2023-12-26,163.2100067138672
2023-12-27,163.4600067138672
2023-12-28,163.75
2023-12-29,163.5500030517578
2024-01-02,161.5
2024-01-03,160.10000610351562
2024-01-04,160.86000061035156
2024-01-05,159.16000366210938
2024-01-08,161.13999938964844
2024-01-09,160.0800018310547
2024-01-10,161.22999572753906
2024-01-11,162.16000366210938
2024-01-12,165.8000030517578
2024-01-16,166.9600067138672
2024-01-17,166.0800018310547
2024-01-18,166.83999633789062
2024-01-19,171.47999572753906
2024-01-22,172.8300018310547
2024-01-23,173.94000244140625
2024-01-24,173.92999267578125
2024-01-25,190.42999267578125
2024-01-26,187.4199981689453
2024-01-29,187.13999938964844
2024-01-30,187.8699951171875
2024-01-31,183.66000366210938
2024-02-01,186.89999389648438
2024-02-02,185.7899932861328
2024-02-05,183.4199981689453
2024-02-06,183.41000366210938
2024-02-07,183.74000549316406
2024-02-08,184.36000061035156
2024-02-09,186.33999633789062
2024-02-12,186.16000366210938
2024-02-13,183.6999969482422
2024-02-14,183.57000732421875
2024-02-15,186.8699951171875
2024-02-16,187.63999938964844
2024-02-20,183.44000244140625
2024-02-21,179.6999969482422
2024-02-22,184.2100067138672
2024-02-23,185.72000122070312
2024-02-26,184.1300048828125
2024-02-27,184.8699951171875
2024-02-28,185.3000030517578
2024-02-29,185.02999877929688
2024-03-01,188.1999969482422
2024-03-04,193.05999755859375
2024-03-05,191.9499969482422
2024-03-06,196.16000366210938
2024-03-07,196.5399932861328
2024-03-08,195.9499969482422
2024-03-11,191.72999572753906
2024-03-12,197.77999877929688
2024-03-13,196.6999969482422
2024-03-14,193.42999267578125
2024-03-15,191.07000732421875
2024-03-18,191.69000244140625
2024-03-19,193.33999633789062
2024-03-20,193.9600067138672
2024-03-21,191.89999389648438
2024-03-22,190.83999633789062
2024-03-25,188.7899932861328
2024-03-26,188.5
2024-03-27,190.8000030517578
2024-03-28,190.9600067138672
2024-04-01,189.8300018310547
2024-04-02,188.8800048828125
2024-04-03,190.89999389648438
2024-04-04,187.94000244140625
2024-04-05,189.13999938964844
2024-04-08,189.82000732421875
2024-04-09,189.30999755859375
2024-04-10,186.0399932861328
2024-04-11,185.89999389648438
2024-04-12,182.27000427246094
2024-04-15,181.25
2024-04-16,183.75
2024-04-17,183.10000610351562
2024-04-18,181.47000122070312
2024-04-19,181.5800018310547
2024-04-22,181.89999389648438
2024-04-23,182.19000244140625
2024-04-24,184.10000610351562
2024-04-25,168.91000366210938
2024-04-26,167.1300048828125
2024-04-29,167.42999267578125
2024-04-30,166.1999969482422
2024-05-01,164.42999267578125
2024-05-02,164.69000244140625
2024-05-03,165.7100067138672
2024-05-06,168.61000061035156
2024-05-07,168.3800048828125
2024-05-08,169.89999389648438
2024-05-09,166.27000427246094
2024-05-10,167.14999389648438
2024-05-13,167.55999755859375
2024-05-14,167.36000061035156
2024-05-15,168.25999450683594
2024-05-16,168.97000122070312
2024-05-17,169.02999877929688
2024-05-20,169.9199981689453
2024-05-21,173.47000122070312
2024-05-22,173.69000244140625
2024-05-23,170.6699981689453
2024-05-24,170.88999938964844
2024-05-28,169.66000366210938
2024-05-29,167.0500030517578
2024-05-30,165.6300048828125
2024-05-31,166.85000610351562
2024-06-03,165.27999877929688
2024-06-04,165.80999755859375
2024-06-05,167.3800048828125
2024-06-06,168.1999969482422
2024-06-07,170.00999450683594
2024-06-10,170.3800048828125
2024-06-11,169.32000732421875
2024-06-12,169.0
2024-06-13,169.1199951171875
2024-06-14,169.2100067138672
2024-06-17,169.5
2024-06-18,170.5500030517578
2024-06-20,173.9199981689453
2024-06-21,172.4600067138672
2024-06-24,175.00999450683594
2024-06-25,172.60000610351562
2024-06-26,171.8699951171875
2024-06-27,170.85000610351562
2024-06-28,172.9499969482422
2024-07-01,175.10000610351562
2024-07-02,177.3000030517578
2024-07-03,175.72999572753906
2024-07-05,176.02000427246094
2024-07-08,177.63999938964844
2024-07-09,176.47999572753906
2024-07-10,177.83999633789062
2024-07-11,178.30999755859375
2024-07-12,182.8300018310547
2024-07-15,182.8800048828125
2024-07-16,185.80999755859375
2024-07-17,187.4499969482422
2024-07-18,185.22000122070312
2024-07-19,183.25
2024-07-22,184.14999389648438
2024-07-23,184.10000610351562
2024-07-24,184.02000427246094
2024-07-25,191.97999572753906
2024-07-26,191.75
2024-07-29,191.5
2024-07-30,191.0399932861328
2024-07-31,192.13999938964844
2024-08-01,189.66000366210938
2024-08-02,189.1199951171875
2024-08-05,183.30999755859375
2024-08-06,186.8000030517578
2024-08-07,186.8000030517578
2024-08-08,192.61000061035156
2024-08-09,191.4499969482422
2024-08-12,189.47999572753906
2024-08-13,190.99000549316406
2024-08-14,192.32000732421875
2024-08-15,193.9499969482422
2024-08-16,193.77999877929688
2024-08-19,194.72999572753906
2024-08-20,196.02999877929688
2024-08-21,197.2100067138672
2024-08-22,195.9600067138672
2024-08-23,196.10000610351562
2024-08-26,197.97999572753906
2024-08-27,198.72999572753906
2024-08-28,198.4600067138672
2024-08-29,198.89999389648438
2024-08-30,202.1300048828125
2024-09-03,201.27999877929688
2024-09-04,204.11000061035156
2024-09-05,202.58999633789062
2024-09-06,200.74000549316406
2024-09-09,203.52999877929688
2024-09-10,205.32000732421875
2024-09-11,209.88999938964844
2024-09-12,211.61000061035156
2024-09-13,214.7899932861328
2024-09-16,217.16000366210938
2024-09-17,214.1300048828125
2024-09-18,214.94000244140625
2024-09-19,213.88999938964844
2024-09-20,217.6999969482422
2024-09-23,220.5
2024-09-24,220.97000122070312
2024-09-25,221.22999572753906
2024-09-26,223.42999267578125
2024-09-27,220.83999633789062
2024-09-30,221.0800018310547
2024-10-01,219.35000610351562
2024-10-02,219.72999572753906
2024-10-03,222.72000122070312
2024-10-04,226.0
2024-10-07,227.1199951171875
2024-10-08,228.6199951171875
2024-10-09,234.3000030517578
2024-10-10,233.02000427246094
2024-10-11,233.25999450683594
2024-10-14,235.25999450683594
2024-10-15,232.9600067138672
2024-10-16,233.6699981689453
2024-10-17,232.8800048828125
2024-10-18,232.1999969482422
2024-10-21,231.75
2024-10-22,232.25
2024-10-23,232.75
2024-10-24,218.38999938964844
2024-10-25,214.6699981689453
2024-10-28,212.91000366210938
2024-10-29,210.42999267578125
2024-10-30,204.89999389648438
2024-10-31,206.72000122070312
2024-11-01,208.25
2024-11-04,206.32000732421875
2024-11-05,207.57000732421875
2024-11-06,213.60000610351562
2024-11-07,213.69000244140625
2024-11-08,213.72000122070312
2024-11-11,213.57000732421875
2024-11-12,210.86000061035156
2024-11-13,210.9199981689453
2024-11-14,208.99000549316406
2024-11-15,204.99000549316406
2024-11-18,208.08999633789062
2024-11-19,210.25
2024-11-20,214.60000610351562
2024-11-21,222.39999389648438
