Date,LNG
2023-01-06,142.8800048828125
2023-01-09,143.49000549316406
2023-01-10,146.50999450683594
2023-01-11,149.4600067138672
2023-01-12,153.47000122070312
2023-01-13,156.50999450683594
2023-01-17,149.8699951171875
2023-01-18,151.3699951171875
2023-01-19,150.58999633789062
2023-01-20,151.72999572753906
2023-01-23,154.91000366210938
2023-01-24,151.02000427246094
2023-01-25,148.83999633789062
2023-01-26,151.75999450683594
2023-01-27,150.25999450683594
2023-01-30,148.7100067138672
2023-01-31,152.7899932861328
2023-02-01,153.9600067138672
2023-02-02,149.27999877929688
2023-02-03,147.8300018310547
2023-02-06,148.35000610351562
2023-02-07,149.92999267578125
2023-02-08,148.74000549316406
2023-02-09,147.47999572753906
2023-02-10,151.97000122070312
2023-02-13,147.8000030517578
2023-02-14,148.7899932861328
2023-02-15,151.02999877929688
2023-02-16,148.8000030517578
2023-02-17,144.8699951171875
2023-02-21,143.8800048828125
2023-02-22,147.86000061035156
2023-02-23,161.82000732421875
2023-02-24,157.77000427246094
2023-02-27,158.5
2023-02-28,157.33999633789062
2023-03-01,160.7899932861328
2023-03-02,163.32000732421875
2023-03-03,164.3800048828125
2023-03-06,156.5500030517578
2023-03-07,155.7100067138672
2023-03-08,155.17999267578125
2023-03-09,153.14999389648438
2023-03-10,154.22999572753906
2023-03-13,153.9499969482422
2023-03-14,150.30999755859375
2023-03-15,144.08999633789062
2023-03-16,146.8800048828125
2023-03-17,143.8699951171875
2023-03-20,146.0
2023-03-21,148.9600067138672
2023-03-22,147.42999267578125
2023-03-23,146.64999389648438
2023-03-24,147.3300018310547
2023-03-27,148.6999969482422
2023-03-28,153.52000427246094
2023-03-29,155.49000549316406
2023-03-30,156.88999938964844
2023-03-31,157.60000610351562
2023-04-03,158.14999389648438
2023-04-04,153.5
2023-04-05,156.44000244140625
2023-04-06,153.14999389648438
2023-04-10,153.49000549316406
2023-04-11,152.3000030517578
2023-04-12,153.00999450683594
2023-04-13,152.47999572753906
2023-04-14,152.8000030517578
2023-04-17,150.16000366210938
2023-04-18,150.5
2023-04-19,150.8300018310547
2023-04-20,151.0800018310547
2023-04-21,150.41000366210938
2023-04-24,152.8000030517578
2023-04-25,149.52000427246094
2023-04-26,150.39999389648438
2023-04-27,151.61000061035156
2023-04-28,153.0
2023-05-01,153.0
2023-05-02,149.2899932861328
2023-05-03,143.52999877929688
2023-05-04,145.25999450683594
2023-05-05,148.19000244140625
2023-05-08,149.58999633789062
2023-05-09,149.5800018310547
2023-05-10,148.27000427246094
2023-05-11,147.0
2023-05-12,147.91000366210938
2023-05-15,149.8000030517578
2023-05-16,142.8699951171875
2023-05-17,142.3800048828125
2023-05-18,141.92999267578125
2023-05-19,141.17999267578125
2023-05-22,143.92999267578125
2023-05-23,145.60000610351562
2023-05-24,143.49000549316406
2023-05-25,141.33999633789062
2023-05-26,138.89999389648438
2023-05-30,137.75
2023-05-31,139.77000427246094
2023-06-01,142.22999572753906
2023-06-02,145.77000427246094
2023-06-05,143.38999938964844
2023-06-06,141.8000030517578
2023-06-07,145.24000549316406
2023-06-08,147.3300018310547
2023-06-09,147.13999938964844
2023-06-12,144.5500030517578
2023-06-13,145.36000061035156
2023-06-14,147.0
2023-06-15,147.17999267578125
2023-06-16,148.67999267578125
2023-06-20,148.92999267578125
2023-06-21,150.13999938964844
2023-06-22,149.5
2023-06-23,148.55999755859375
2023-06-26,147.42999267578125
2023-06-27,149.41000366210938
2023-06-28,150.0
2023-06-29,151.2100067138672
2023-06-30,152.36000061035156
2023-07-03,153.72000122070312
2023-07-05,151.83999633789062
2023-07-06,150.52000427246094
2023-07-07,152.19000244140625
2023-07-10,152.8300018310547
2023-07-11,158.3800048828125
2023-07-12,156.97999572753906
2023-07-13,157.35000610351562
2023-07-14,153.89999389648438
2023-07-17,154.99000549316406
2023-07-18,158.5
2023-07-19,157.3800048828125
2023-07-20,156.77000427246094
2023-07-21,158.17999267578125
2023-07-24,159.5500030517578
2023-07-25,161.07000732421875
2023-07-26,159.92999267578125
2023-07-27,158.7899932861328
2023-07-28,159.50999450683594
2023-07-31,161.86000061035156
2023-08-01,160.25
2023-08-02,159.13999938964844
2023-08-03,164.8300018310547
2023-08-04,163.25999450683594
2023-08-07,162.0800018310547
2023-08-08,163.17999267578125
2023-08-09,167.42999267578125
2023-08-10,166.89999389648438
2023-08-11,167.00999450683594
2023-08-14,164.58999633789062
2023-08-15,162.36000061035156
2023-08-16,160.19000244140625
2023-08-17,163.38999938964844
2023-08-18,163.89999389648438
2023-08-21,164.1300048828125
2023-08-22,166.8800048828125
2023-08-23,166.41000366210938
2023-08-24,160.97000122070312
2023-08-25,161.1999969482422
2023-08-28,162.5500030517578
2023-08-29,163.6999969482422
2023-08-30,164.97999572753906
2023-08-31,163.1999969482422
2023-09-01,167.33999633789062
2023-09-05,166.17999267578125
2023-09-06,161.75999450683594
2023-09-07,159.8699951171875
2023-09-08,162.67999267578125
2023-09-11,161.5500030517578
2023-09-12,164.08999633789062
2023-09-13,162.72000122070312
2023-09-14,165.55999755859375
2023-09-15,163.4600067138672
2023-09-18,163.35000610351562
2023-09-19,161.61000061035156
2023-09-20,161.47000122070312
2023-09-21,158.85000610351562
2023-09-22,159.9199981689453
2023-09-25,164.13999938964844
2023-09-26,162.00999450683594
2023-09-27,165.4600067138672
2023-09-28,168.94000244140625
2023-09-29,165.9600067138672
2023-10-02,162.52999877929688
2023-10-03,162.61000061035156
2023-10-04,158.9499969482422
2023-10-05,160.60000610351562
2023-10-06,163.35000610351562
2023-10-09,168.75999450683594
2023-10-10,171.0
2023-10-11,172.38999938964844
2023-10-12,174.22000122070312
2023-10-13,176.7100067138672
2023-10-16,173.97000122070312
2023-10-17,173.25
2023-10-18,175.63999938964844
2023-10-19,175.5399932861328
2023-10-20,171.8300018310547
2023-10-23,169.27999877929688
2023-10-24,168.0
2023-10-25,167.9499969482422
2023-10-26,167.85000610351562
2023-10-27,166.86000061035156
2023-10-30,166.85000610351562
2023-10-31,166.4199981689453
2023-11-01,168.6300048828125
2023-11-02,176.9199981689453
2023-11-03,173.58999633789062
2023-11-06,171.05999755859375
2023-11-07,168.94000244140625
2023-11-08,170.22000122070312
2023-11-09,170.6699981689453
2023-11-10,171.6199951171875
2023-11-13,170.9199981689453
2023-11-14,172.22000122070312
2023-11-15,171.7899932861328
2023-11-16,173.8300018310547
2023-11-17,173.5
2023-11-20,173.72000122070312
2023-11-21,176.0399932861328
2023-11-22,177.77999877929688
2023-11-24,179.2100067138672
2023-11-27,178.63999938964844
2023-11-28,179.41000366210938
2023-11-29,180.44000244140625
2023-11-30,182.14999389648438
2023-12-01,181.61000061035156
2023-12-04,174.1699981689453
2023-12-05,170.07000732421875
2023-12-06,172.75
2023-12-07,171.8300018310547
2023-12-08,176.2100067138672
2023-12-11,172.92999267578125
2023-12-12,170.82000732421875
2023-12-13,170.10000610351562
2023-12-14,171.5399932861328
2023-12-15,170.1999969482422
2023-12-18,173.72000122070312
2023-12-19,173.3800048828125
2023-12-20,171.0800018310547
2023-12-21,171.72000122070312
2023-12-22,172.5800018310547
2023-12-26,171.3300018310547
2023-12-27,171.36000061035156
2023-12-28,171.02000427246094
2023-12-29,170.7100067138672
2024-01-02,169.41000366210938
2024-01-03,169.36000061035156
2024-01-04,168.86000061035156
2024-01-05,167.57000732421875
2024-01-08,166.9499969482422
2024-01-09,167.33999633789062
2024-01-10,167.13999938964844
2024-01-11,164.66000366210938
2024-01-12,165.05999755859375
2024-01-16,163.8300018310547
2024-01-17,162.52999877929688
2024-01-18,162.39999389648438
2024-01-19,161.0500030517578
2024-01-22,162.3000030517578
2024-01-23,162.47000122070312
2024-01-24,165.3300018310547
2024-01-25,164.24000549316406
2024-01-26,167.72000122070312
2024-01-29,166.61000061035156
2024-01-30,166.5500030517578
2024-01-31,163.99000549316406
2024-02-01,163.0
2024-02-02,161.80999755859375
2024-02-05,159.85000610351562
2024-02-06,160.25999450683594
2024-02-07,160.0800018310547
2024-02-08,159.02000427246094
2024-02-09,157.99000549316406
2024-02-12,158.88999938964844
2024-02-13,157.47999572753906
2024-02-14,155.58999633789062
2024-02-15,158.9600067138672
2024-02-16,160.3699951171875
2024-02-20,161.10000610351562
2024-02-21,164.5399932861328
2024-02-22,157.67999267578125
2024-02-23,157.72999572753906
2024-02-26,154.99000549316406
2024-02-27,153.17999267578125
2024-02-28,152.88999938964844
2024-02-29,155.1999969482422
2024-03-01,156.17999267578125
2024-03-04,153.27000427246094
2024-03-05,153.50999450683594
2024-03-06,153.6999969482422
2024-03-07,154.2100067138672
2024-03-08,154.9499969482422
2024-03-11,156.42999267578125
2024-03-12,156.41000366210938
2024-03-13,156.8300018310547
2024-03-14,157.99000549316406
2024-03-15,161.2899932861328
2024-03-18,160.6699981689453
2024-03-19,161.5800018310547
2024-03-20,162.75
2024-03-21,159.67999267578125
2024-03-22,159.72000122070312
2024-03-25,160.07000732421875
2024-03-26,159.74000549316406
2024-03-27,161.13999938964844
2024-03-28,161.27999877929688
2024-04-01,159.3300018310547
2024-04-02,158.60000610351562
2024-04-03,158.2899932861328
2024-04-04,155.02999877929688
2024-04-05,156.75999450683594
2024-04-08,156.47999572753906
2024-04-09,157.0399932861328
2024-04-10,158.05999755859375
2024-04-11,158.85000610351562
2024-04-12,156.7899932861328
2024-04-15,154.42999267578125
2024-04-16,154.27000427246094
2024-04-17,156.80999755859375
2024-04-18,160.42999267578125
2024-04-19,161.97000122070312
2024-04-22,160.4600067138672
2024-04-23,158.89999389648438
2024-04-24,157.4199981689453
2024-04-25,159.36000061035156
2024-04-26,159.13999938964844
2024-04-29,161.6999969482422
2024-04-30,157.82000732421875
2024-05-01,157.02999877929688
2024-05-02,160.6300048828125
2024-05-03,157.5399932861328
2024-05-06,156.82000732421875
2024-05-07,156.30999755859375
2024-05-08,157.1300048828125
2024-05-09,157.77999877929688
2024-05-10,157.07000732421875
2024-05-13,154.74000549316406
2024-05-14,157.4199981689453
2024-05-15,156.1199951171875
2024-05-16,157.94000244140625
2024-05-17,160.16000366210938
2024-05-20,159.8000030517578
2024-05-21,159.85000610351562
2024-05-22,158.88999938964844
2024-05-23,157.11000061035156
2024-05-24,156.97999572753906
2024-05-28,156.17999267578125
2024-05-29,153.8699951171875
2024-05-30,155.47000122070312
2024-05-31,157.7899932861328
2024-06-03,160.61000061035156
2024-06-04,160.8699951171875
2024-06-05,160.0
2024-06-06,160.58999633789062
2024-06-07,159.58999633789062
2024-06-10,157.97000122070312
2024-06-11,157.3699951171875
2024-06-12,158.4600067138672
2024-06-13,159.22000122070312
2024-06-14,155.8800048828125
2024-06-17,155.08999633789062
2024-06-18,161.11000061035156
2024-06-20,163.92999267578125
2024-06-21,164.9199981689453
2024-06-24,165.9600067138672
2024-06-25,169.77999877929688
2024-06-26,171.07000732421875
2024-06-27,172.1999969482422
2024-06-28,174.8300018310547
2024-07-01,173.0800018310547
2024-07-02,174.4499969482422
2024-07-03,174.07000732421875
2024-07-05,174.17999267578125
2024-07-08,175.39999389648438
2024-07-09,175.97999572753906
2024-07-10,174.9199981689453
2024-07-11,176.41000366210938
2024-07-12,177.55999755859375
2024-07-15,177.66000366210938
2024-07-16,178.67999267578125
2024-07-17,181.57000732421875
2024-07-18,182.02999877929688
2024-07-19,181.92999267578125
2024-07-22,180.89999389648438
2024-07-23,176.8800048828125
2024-07-24,174.91000366210938
2024-07-25,176.35000610351562
2024-07-26,176.72000122070312
2024-07-29,177.67999267578125
2024-07-30,181.8800048828125
2024-07-31,182.63999938964844
2024-08-01,179.75999450683594
2024-08-02,176.5500030517578
2024-08-05,172.24000549316406
2024-08-06,176.47000122070312
2024-08-07,177.66000366210938
2024-08-08,180.3000030517578
2024-08-09,183.1699981689453
2024-08-12,183.25
2024-08-13,181.91000366210938
2024-08-14,184.1199951171875
2024-08-15,184.63999938964844
2024-08-16,184.97999572753906
2024-08-19,186.08999633789062
2024-08-20,183.07000732421875
2024-08-21,181.85000610351562
2024-08-22,181.91000366210938
2024-08-23,183.9600067138672
2024-08-26,184.32000732421875
2024-08-27,184.19000244140625
2024-08-28,182.52000427246094
2024-08-29,183.88999938964844
2024-08-30,185.25999450683594
2024-09-03,182.8800048828125
2024-09-04,181.0800018310547
2024-09-05,181.27999877929688
2024-09-06,180.63999938964844
2024-09-09,178.49000549316406
2024-09-10,177.77000427246094
2024-09-11,176.61000061035156
2024-09-12,177.2100067138672
2024-09-13,179.0500030517578
2024-09-16,182.5500030517578
2024-09-17,180.7899932861328
2024-09-18,180.10000610351562
2024-09-19,182.07000732421875
2024-09-20,180.66000366210938
2024-09-23,182.3300018310547
2024-09-24,180.6699981689453
2024-09-25,179.72999572753906
2024-09-26,178.27000427246094
2024-09-27,179.6300048828125
2024-09-30,179.83999633789062
2024-10-01,181.3000030517578
2024-10-02,184.50999450683594
2024-10-03,187.17999267578125
2024-10-04,188.44000244140625
2024-10-07,190.0399932861328
2024-10-08,187.94000244140625
2024-10-09,190.97999572753906
2024-10-10,191.7899932861328
2024-10-11,190.8300018310547
2024-10-14,188.77000427246094
2024-10-15,183.7899932861328
2024-10-16,182.5800018310547
2024-10-17,182.44000244140625
2024-10-18,182.19000244140625
2024-10-21,181.07000732421875
2024-10-22,182.38999938964844
2024-10-23,182.86000061035156
2024-10-24,186.3699951171875
2024-10-25,184.92999267578125
2024-10-28,183.5800018310547
2024-10-29,182.52999877929688
2024-10-30,181.9199981689453
2024-10-31,191.3800048828125
2024-11-01,187.5500030517578
2024-11-04,188.77000427246094
2024-11-05,192.5800018310547
2024-11-06,197.9199981689453
2024-11-07,201.99000549316406
2024-11-08,205.6699981689453
2024-11-11,214.8800048828125
2024-11-12,214.0800018310547
2024-11-13,210.0
2024-11-14,210.77999877929688
2024-11-15,212.3000030517578
2024-11-18,214.75
2024-11-19,220.0399932861328
2024-11-20,220.63999938964844
2024-11-21,224.99000549316406
