Date,SUI
2022-02-28,181.0
2022-03-01,178.49000549316406
2022-03-02,181.5
2022-03-03,182.5500030517578
2022-03-04,181.66000366210938
2022-03-07,177.0399932861328
2022-03-08,177.4199981689453
2022-03-09,178.97999572753906
2022-03-10,179.8300018310547
2022-03-11,176.44000244140625
2022-03-14,170.97000122070312
2022-03-15,172.57000732421875
2022-03-16,175.0800018310547
2022-03-17,178.77000427246094
2022-03-18,179.63999938964844
2022-03-21,176.74000549316406
2022-03-22,177.5399932861328
2022-03-23,173.36000061035156
2022-03-24,171.69000244140625
2022-03-25,173.83999633789062
2022-03-28,176.38999938964844
2022-03-29,181.6300048828125
2022-03-30,178.11000061035156
2022-03-31,175.2899932861328
2022-04-01,181.1699981689453
2022-04-04,178.58999633789062
2022-04-05,179.41000366210938
2022-04-06,182.60000610351562
2022-04-07,182.27000427246094
2022-04-08,182.52999877929688
2022-04-11,183.0
2022-04-12,182.85000610351562
2022-04-13,184.85000610351562
2022-04-14,185.5800018310547
2022-04-18,183.39999389648438
2022-04-19,188.19000244140625
2022-04-20,191.52999877929688
2022-04-21,190.58999633789062
2022-04-22,186.86000061035156
2022-04-25,189.0
2022-04-26,183.52999877929688
2022-04-27,181.2899932861328
2022-04-28,183.3300018310547
2022-04-29,175.57000732421875
2022-05-02,170.25999450683594
2022-05-03,169.80999755859375
2022-05-04,169.69000244140625
2022-05-05,166.61000061035156
2022-05-06,165.02000427246094
2022-05-09,157.77000427246094
2022-05-10,156.27999877929688
2022-05-11,156.8000030517578
2022-05-12,157.4499969482422
2022-05-13,162.92999267578125
2022-05-16,160.4499969482422
2022-05-17,160.6300048828125
2022-05-18,153.32000732421875
2022-05-19,154.1300048828125
2022-05-20,157.6999969482422
2022-05-23,158.4199981689453
2022-05-24,159.67999267578125
2022-05-25,161.11000061035156
2022-05-26,160.7100067138672
2022-05-27,166.1699981689453
2022-05-31,164.1300048828125
2022-06-01,164.5
2022-06-02,167.10000610351562
2022-06-03,165.77000427246094
2022-06-06,161.82000732421875
2022-06-07,165.02000427246094
2022-06-08,160.60000610351562
2022-06-09,158.02000427246094
2022-06-10,156.00999450683594
2022-06-13,150.91000366210938
2022-06-14,151.0399932861328
2022-06-15,153.7899932861328
2022-06-16,152.74000549316406
2022-06-17,153.27999877929688
2022-06-21,154.64999389648438
2022-06-22,155.8699951171875
2022-06-23,161.1699981689453
2022-06-24,162.8000030517578
2022-06-27,162.0
2022-06-28,162.25999450683594
2022-06-29,159.88999938964844
2022-06-30,159.36000061035156
2022-07-01,161.6699981689453
2022-07-05,161.11000061035156
2022-07-06,161.77000427246094
2022-07-07,161.75999450683594
2022-07-08,160.3800048828125
2022-07-11,160.55999755859375
2022-07-12,159.80999755859375
2022-07-13,160.47999572753906
2022-07-14,159.52999877929688
2022-07-15,160.52000427246094
2022-07-18,159.1699981689453
2022-07-19,157.57000732421875
2022-07-20,156.99000549316406
2022-07-21,160.36000061035156
2022-07-22,160.52000427246094
2022-07-25,160.17999267578125
2022-07-26,160.9199981689453
2022-07-27,159.57000732421875
2022-07-28,163.3800048828125
2022-07-29,163.9600067138672
2022-08-01,162.60000610351562
2022-08-02,161.8699951171875
2022-08-03,161.55999755859375
2022-08-04,162.57000732421875
2022-08-05,162.1699981689453
2022-08-08,164.00999450683594
2022-08-09,165.63999938964844
2022-08-10,169.0800018310547
2022-08-11,168.00999450683594
2022-08-12,171.69000244140625
2022-08-15,171.2899932861328
2022-08-16,171.10000610351562
2022-08-17,171.36000061035156
2022-08-18,169.22000122070312
2022-08-19,168.36000061035156
2022-08-22,164.55999755859375
2022-08-23,159.91000366210938
2022-08-24,159.8300018310547
2022-08-25,162.83999633789062
2022-08-26,160.02000427246094
2022-08-29,158.3300018310547
2022-08-30,155.49000549316406
2022-08-31,153.7100067138672
2022-09-01,153.57000732421875
2022-09-02,151.24000549316406
2022-09-06,154.72999572753906
2022-09-07,158.88999938964844
2022-09-08,159.3300018310547
2022-09-09,158.72999572753906
2022-09-12,160.44000244140625
2022-09-13,158.0
2022-09-14,155.99000549316406
2022-09-15,152.2100067138672
2022-09-16,152.42999267578125
2022-09-19,150.64999389648438
2022-09-20,147.2899932861328
2022-09-21,145.38999938964844
2022-09-22,145.13999938964844
2022-09-23,146.77999877929688
2022-09-26,139.92999267578125
2022-09-27,137.22000122070312
2022-09-28,139.64999389648438
2022-09-29,134.08999633789062
2022-09-30,135.3300018310547
2022-10-03,137.88999938964844
2022-10-04,140.77000427246094
2022-10-05,137.30999755859375
2022-10-06,132.0500030517578
2022-10-07,127.04000091552734
2022-10-10,125.11000061035156
2022-10-11,126.13999938964844
2022-10-12,123.22000122070312
2022-10-13,124.97000122070312
2022-10-14,120.27999877929688
2022-10-17,125.48999786376953
2022-10-18,125.5999984741211
2022-10-19,121.30000305175781
2022-10-20,120.69000244140625
2022-10-21,118.94999694824219
2022-10-24,118.37999725341797
2022-10-25,129.47000122070312
2022-10-26,132.42999267578125
2022-10-27,131.44000244140625
2022-10-28,133.39999389648438
2022-10-31,134.85000610351562
2022-11-01,134.3800048828125
2022-11-02,129.99000549316406
2022-11-03,128.22999572753906
2022-11-04,129.82000732421875
2022-11-07,130.7100067138672
2022-11-08,134.42999267578125
2022-11-09,133.4199981689453
2022-11-10,142.77000427246094
2022-11-11,144.47000122070312
2022-11-14,136.22999572753906
2022-11-15,139.00999450683594
2022-11-16,138.25999450683594
2022-11-17,139.0800018310547
2022-11-18,143.0
2022-11-21,144.0
2022-11-22,144.5
2022-11-23,145.0500030517578
2022-11-25,145.97000122070312
2022-11-28,140.00999450683594
2022-11-29,144.80999755859375
2022-11-30,146.89999389648438
2022-12-01,147.10000610351562
2022-12-02,146.0800018310547
2022-12-05,141.7899932861328
2022-12-06,141.2100067138672
2022-12-07,141.86000061035156
2022-12-08,143.0399932861328
2022-12-09,142.30999755859375
2022-12-12,143.66000366210938
2022-12-13,145.77000427246094
2022-12-14,145.27000427246094
2022-12-15,143.14999389648438
2022-12-16,142.36000061035156
2022-12-19,140.47000122070312
2022-12-20,138.85000610351562
2022-12-21,141.44000244140625
2022-12-22,141.8000030517578
2022-12-23,142.99000549316406
2022-12-27,143.6300048828125
2022-12-28,141.39999389648438
2022-12-29,144.8300018310547
2022-12-30,143.0
2023-01-03,139.9199981689453
2023-01-04,143.32000732421875
2023-01-05,139.9199981689453
2023-01-06,143.44000244140625
2023-01-09,143.77999877929688
2023-01-10,143.75
2023-01-11,148.57000732421875
2023-01-12,149.32000732421875
2023-01-13,148.91000366210938
2023-01-17,149.44000244140625
2023-01-18,147.63999938964844
2023-01-19,146.1999969482422
2023-01-20,147.8699951171875
2023-01-23,147.9499969482422
2023-01-24,150.1999969482422
2023-01-25,148.1199951171875
2023-01-26,149.0
2023-01-27,150.14999389648438
2023-01-30,147.63999938964844
2023-01-31,156.86000061035156
2023-02-01,157.99000549316406
2023-02-02,163.00999450683594
2023-02-03,160.35000610351562
2023-02-06,159.6300048828125
2023-02-07,160.58999633789062
2023-02-08,160.0
2023-02-09,158.02999877929688
2023-02-10,158.08999633789062
2023-02-13,157.91000366210938
2023-02-14,158.9199981689453
2023-02-15,158.77000427246094
2023-02-16,157.8800048828125
2023-02-17,158.0500030517578
2023-02-21,155.6999969482422
2023-02-22,153.8000030517578
2023-02-23,147.7899932861328
2023-02-24,146.5500030517578
2023-02-27,145.19000244140625
2023-02-28,143.13999938964844
2023-03-01,138.97000122070312
2023-03-02,141.8000030517578
2023-03-03,145.8000030517578
2023-03-06,145.75
2023-03-07,140.5
2023-03-08,141.19000244140625
2023-03-09,137.69000244140625
2023-03-10,134.00999450683594
2023-03-13,139.0
2023-03-14,138.63999938964844
2023-03-15,138.25999450683594
2023-03-16,135.69000244140625
2023-03-17,134.13999938964844
2023-03-20,135.8800048828125
2023-03-21,133.57000732421875
2023-03-22,129.4499969482422
2023-03-23,129.6999969482422
2023-03-24,133.35000610351562
2023-03-27,132.75999450683594
2023-03-28,133.4199981689453
2023-03-29,137.05999755859375
2023-03-30,139.3699951171875
2023-03-31,140.8800048828125
2023-04-03,139.1300048828125
2023-04-04,139.64999389648438
2023-04-05,139.30999755859375
2023-04-06,140.61000061035156
2023-04-10,140.41000366210938
2023-04-11,141.8000030517578
2023-04-12,139.8800048828125
2023-04-13,138.75999450683594
2023-04-14,136.55999755859375
2023-04-17,138.02000427246094
2023-04-18,138.00999450683594
2023-04-19,139.33999633789062
2023-04-20,138.99000549316406
2023-04-21,139.6199951171875
2023-04-24,138.6300048828125
2023-04-25,138.75999450683594
2023-04-26,137.11000061035156
2023-04-27,135.5
2023-04-28,138.92999267578125
2023-05-01,139.17999267578125
2023-05-02,134.52000427246094
2023-05-03,133.80999755859375
2023-05-04,133.86000061035156
2023-05-05,136.74000549316406
2023-05-08,135.64999389648438
2023-05-09,134.2100067138672
2023-05-10,136.14999389648438
2023-05-11,135.9499969482422
2023-05-12,134.69000244140625
2023-05-15,134.32000732421875
2023-05-16,130.86000061035156
2023-05-17,130.6199951171875
2023-05-18,127.8499984741211
2023-05-19,129.1300048828125
2023-05-22,130.6999969482422
