Date,SUI
2023-05-23,129.14999389648438
2023-05-24,126.98999786376953
2023-05-25,126.87000274658203
2023-05-26,128.25
2023-05-30,127.41999816894531
2023-05-31,126.62999725341797
2023-06-01,128.05999755859375
2023-06-02,132.57000732421875
2023-06-05,130.3000030517578
2023-06-06,132.35000610351562
2023-06-07,131.1699981689453
2023-06-08,131.22000122070312
2023-06-09,130.44000244140625
2023-06-12,132.22000122070312
2023-06-13,134.50999450683594
2023-06-14,133.77999877929688
2023-06-15,133.91000366210938
2023-06-16,134.8699951171875
2023-06-20,133.55999755859375
2023-06-21,132.02999877929688
2023-06-22,128.92999267578125
2023-06-23,125.12999725341797
2023-06-26,127.58000183105469
2023-06-27,129.61000061035156
2023-06-28,129.1999969482422
2023-06-29,128.57000732421875
2023-06-30,130.4600067138672
2023-07-03,131.88999938964844
2023-07-05,131.0399932861328
2023-07-06,132.17999267578125
2023-07-07,131.80999755859375
2023-07-10,131.83999633789062
2023-07-11,132.6300048828125
2023-07-12,135.67999267578125
2023-07-13,136.27999877929688
2023-07-14,135.57000732421875
2023-07-17,133.4600067138672
2023-07-18,131.36000061035156
2023-07-19,134.8699951171875
2023-07-20,138.16000366210938
2023-07-21,139.74000549316406
2023-07-24,140.25
2023-07-25,139.05999755859375
2023-07-26,141.1699981689453
2023-07-27,132.22999572753906
2023-07-28,131.5
2023-07-31,130.3000030517578
2023-08-01,129.9199981689453
2023-08-02,129.57000732421875
2023-08-03,129.67999267578125
2023-08-04,127.95999908447266
2023-08-07,129.25999450683594
2023-08-08,127.0
2023-08-09,127.23999786376953
2023-08-10,125.76000213623047
2023-08-11,125.37999725341797
2023-08-14,123.83000183105469
2023-08-15,122.2300033569336
2023-08-16,121.27999877929688
2023-08-17,120.44000244140625
2023-08-18,120.95999908447266
2023-08-21,119.5999984741211
2023-08-22,120.94000244140625
2023-08-23,123.91000366210938
2023-08-24,124.75
2023-08-25,123.95999908447266
2023-08-28,123.37000274658203
2023-08-29,123.41000366210938
2023-08-30,123.75
2023-08-31,122.41999816894531
2023-09-01,121.97000122070312
2023-09-05,120.81999969482422
2023-09-06,119.5199966430664
2023-09-07,119.0
2023-09-08,118.83000183105469
2023-09-11,120.77999877929688
2023-09-12,122.66999816894531
2023-09-13,122.66999816894531
2023-09-14,126.45999908447266
2023-09-15,125.73999786376953
2023-09-18,124.19000244140625
2023-09-19,124.12000274658203
2023-09-20,126.1500015258789
2023-09-21,124.08000183105469
2023-09-22,121.7699966430664
2023-09-25,123.2699966430664
2023-09-26,121.04000091552734
2023-09-27,118.80999755859375
2023-09-28,118.38999938964844
2023-09-29,118.33999633789062
2023-10-02,115.88999938964844
2023-10-03,113.5
2023-10-04,115.41000366210938
2023-10-05,115.69999694824219
2023-10-06,117.33000183105469
2023-10-09,117.2300033569336
2023-10-10,113.38999938964844
2023-10-11,108.9000015258789
2023-10-12,105.54000091552734
2023-10-13,104.8499984741211
2023-10-16,104.44000244140625
2023-10-17,105.87999725341797
2023-10-18,106.05999755859375
2023-10-19,105.6500015258789
2023-10-20,105.69999694824219
2023-10-23,104.23999786376953
2023-10-24,105.0999984741211
2023-10-25,102.97000122070312
2023-10-26,107.66999816894531
2023-10-27,108.04000091552734
2023-10-30,109.72000122070312
2023-10-31,111.23999786376953
2023-11-01,113.48999786376953
2023-11-02,116.45999908447266
2023-11-03,119.54000091552734
2023-11-06,118.8499984741211
2023-11-07,117.26000213623047
2023-11-08,117.05000305175781
2023-11-09,114.38999938964844
2023-11-10,114.72000122070312
2023-11-13,113.9000015258789
2023-11-14,120.52999877929688
2023-11-15,121.26000213623047
2023-11-16,122.95999908447266
2023-11-17,122.69999694824219
2023-11-20,123.62999725341797
2023-11-21,123.41999816894531
2023-11-22,123.98999786376953
2023-11-24,124.75
2023-11-27,125.5199966430664
2023-11-28,126.13999938964844
2023-11-29,128.0
2023-11-30,129.33999633789062
2023-12-01,132.6699981689453
2023-12-04,132.61000061035156
2023-12-05,131.3800048828125
2023-12-06,129.8300018310547
2023-12-07,129.38999938964844
2023-12-08,127.63999938964844
2023-12-11,128.75999450683594
2023-12-12,127.98999786376953
2023-12-13,132.0
2023-12-14,136.22000122070312
2023-12-15,134.10000610351562
2023-12-18,134.49000549316406
2023-12-19,134.6300048828125
2023-12-20,131.5
2023-12-21,132.69000244140625
2023-12-22,133.16000366210938
2023-12-26,133.42999267578125
2023-12-27,134.6699981689453
2023-12-28,135.1300048828125
2023-12-29,133.64999389648438
2024-01-02,135.52000427246094
2024-01-03,131.88999938964844
2024-01-04,132.5399932861328
2024-01-05,132.05999755859375
2024-01-08,134.47000122070312
2024-01-09,135.07000732421875
2024-01-10,135.9499969482422
2024-01-11,133.88999938964844
2024-01-12,134.69000244140625
2024-01-16,133.17999267578125
2024-01-17,130.92999267578125
2024-01-18,129.00999450683594
2024-01-19,129.19000244140625
2024-01-22,128.8000030517578
2024-01-23,128.66000366210938
2024-01-24,124.66999816894531
2024-01-25,124.86000061035156
2024-01-26,124.08000183105469
2024-01-29,126.2300033569336
2024-01-30,124.27999877929688
2024-01-31,125.3499984741211
2024-02-01,129.38999938964844
2024-02-02,127.13999938964844
2024-02-05,123.3499984741211
2024-02-06,124.9800033569336
2024-02-07,124.5
2024-02-08,124.9000015258789
2024-02-09,125.5
2024-02-12,125.91000366210938
2024-02-13,124.83000183105469
2024-02-14,126.86000061035156
2024-02-15,128.32000732421875
2024-02-16,130.0
2024-02-20,130.85000610351562
2024-02-21,133.05999755859375
2024-02-22,131.10000610351562
2024-02-23,131.38999938964844
2024-02-26,131.35000610351562
2024-02-27,130.74000549316406
2024-02-28,131.30999755859375
2024-02-29,133.75999450683594
2024-03-01,132.74000549316406
2024-03-04,132.1300048828125
2024-03-05,131.4600067138672
2024-03-06,131.4600067138672
2024-03-07,132.10000610351562
2024-03-08,133.55999755859375
2024-03-11,133.3000030517578
2024-03-12,133.89999389648438
2024-03-13,133.82000732421875
2024-03-14,131.10000610351562
2024-03-15,130.99000549316406
2024-03-18,130.39999389648438
2024-03-19,130.10000610351562
2024-03-20,131.27999877929688
2024-03-21,131.75999450683594
2024-03-22,128.58999633789062
2024-03-25,125.80000305175781
2024-03-26,125.18000030517578
2024-03-27,126.30000305175781
2024-03-28,128.5800018310547
2024-04-01,125.44000244140625
2024-04-02,123.30000305175781
2024-04-03,122.80000305175781
2024-04-04,122.91000366210938
2024-04-05,122.93000030517578
2024-04-08,126.08000183105469
2024-04-09,128.1999969482422
2024-04-10,123.7699966430664
2024-04-11,122.62000274658203
2024-04-12,120.68000030517578
2024-04-15,120.41999816894531
2024-04-16,118.47000122070312
2024-04-17,118.30000305175781
2024-04-18,117.95999908447266
2024-04-19,117.69000244140625
2024-04-22,118.29000091552734
2024-04-23,120.04000091552734
2024-04-24,120.30000305175781
2024-04-25,118.91999816894531
2024-04-26,119.08000183105469
2024-04-29,120.30999755859375
2024-04-30,111.31999969482422
2024-05-01,112.77999877929688
2024-05-02,116.63999938964844
2024-05-03,117.30000305175781
2024-05-06,115.66000366210938
2024-05-07,116.5
2024-05-08,116.72000122070312
2024-05-09,117.66000366210938
2024-05-10,117.5
2024-05-13,117.76000213623047
2024-05-14,117.44000244140625
2024-05-15,118.38999938964844
2024-05-16,120.79000091552734
2024-05-17,122.33000183105469
2024-05-20,122.2699966430664
2024-05-21,122.72000122070312
2024-05-22,122.41999816894531
2024-05-23,118.30000305175781
2024-05-24,117.1500015258789
2024-05-28,116.19000244140625
2024-05-29,115.38999938964844
2024-05-30,117.87000274658203
2024-05-31,117.98999786376953
2024-06-03,116.73999786376953
2024-06-04,118.37999725341797
2024-06-05,118.48999786376953
2024-06-06,118.73999786376953
2024-06-07,115.51000213623047
2024-06-10,114.2300033569336
2024-06-11,113.91000366210938
2024-06-12,116.44999694824219
2024-06-13,115.83999633789062
2024-06-14,116.63999938964844
2024-06-17,115.91000366210938
2024-06-18,116.05000305175781
2024-06-20,115.58999633789062
2024-06-21,117.5199966430664
2024-06-24,120.0999984741211
2024-06-25,119.02999877929688
2024-06-26,118.33000183105469
2024-06-27,120.05999755859375
2024-06-28,120.33999633789062
2024-07-01,118.76000213623047
2024-07-02,118.08000183105469
2024-07-03,117.7300033569336
2024-07-05,118.94999694824219
2024-07-08,117.45999908447266
2024-07-09,118.12000274658203
2024-07-10,118.62999725341797
2024-07-11,122.27999877929688
2024-07-12,123.5
2024-07-15,124.70999908447266
2024-07-16,126.7699966430664
2024-07-17,128.6999969482422
2024-07-18,126.13999938964844
2024-07-19,126.9000015258789
2024-07-22,126.2699966430664
2024-07-23,123.52999877929688
2024-07-24,122.38999938964844
2024-07-25,122.16000366210938
2024-07-26,124.91000366210938
2024-07-29,125.61000061035156
2024-07-30,127.23999786376953
2024-07-31,126.7300033569336
2024-08-01,133.1999969482422
2024-08-02,135.61000061035156
2024-08-05,130.19000244140625
2024-08-06,131.25999450683594
2024-08-07,128.88999938964844
2024-08-08,129.47000122070312
2024-08-09,130.47999572753906
2024-08-12,130.1300048828125
2024-08-13,130.2899932861328
2024-08-14,131.89999389648438
2024-08-15,130.52000427246094
2024-08-16,131.5
2024-08-19,132.11000061035156
2024-08-20,131.89999389648438
2024-08-21,132.25999450683594
2024-08-22,132.2899932861328
2024-08-23,133.00999450683594
2024-08-26,133.4499969482422
2024-08-27,132.8300018310547
2024-08-28,132.52000427246094
2024-08-29,132.92999267578125
2024-08-30,135.24000549316406
2024-09-03,135.52000427246094
2024-09-04,136.32000732421875
2024-09-05,137.4499969482422
2024-09-06,141.22000122070312
2024-09-09,140.0
2024-09-10,141.39999389648438
2024-09-11,141.72000122070312
2024-09-12,144.60000610351562
2024-09-13,147.5800018310547
2024-09-16,145.91000366210938
2024-09-17,144.74000549316406
2024-09-18,143.11000061035156
2024-09-19,144.6300048828125
2024-09-20,140.67999267578125
2024-09-23,140.22000122070312
2024-09-24,139.10000610351562
2024-09-25,137.47999572753906
2024-09-26,135.6199951171875
2024-09-27,135.97999572753906
2024-09-30,135.14999389648438
2024-10-01,133.74000549316406
2024-10-02,133.14999389648438
2024-10-03,131.07000732421875
2024-10-04,129.77000427246094
2024-10-07,127.5999984741211
2024-10-08,125.08000183105469
2024-10-09,126.69000244140625
2024-10-10,128.8800048828125
2024-10-11,129.8000030517578
2024-10-14,130.25
2024-10-15,133.7100067138672
2024-10-16,136.07000732421875
2024-10-17,137.5800018310547
2024-10-18,136.19000244140625
2024-10-21,133.9600067138672
2024-10-22,135.35000610351562
2024-10-23,139.0500030517578
2024-10-24,137.8699951171875
2024-10-25,133.88999938964844
2024-10-28,131.9499969482422
2024-10-29,131.25
2024-10-30,132.88999938964844
2024-10-31,132.67999267578125
2024-11-01,130.30999755859375
2024-11-04,130.27999877929688
2024-11-05,133.22000122070312
2024-11-06,131.75999450683594
2024-11-07,123.22000122070312
2024-11-08,125.31999969482422
2024-11-11,127.12000274658203
2024-11-12,124.16999816894531
2024-11-13,125.88999938964844
2024-11-14,124.08999633789062
2024-11-15,125.16000366210938
2024-11-18,125.2699966430664
2024-11-19,126.61000061035156
2024-11-20,126.26000213623047
2024-11-21,128.52000427246094
