Date,NKE
2022-02-28,136.5500030517578
2022-03-01,132.22000122070312
2022-03-02,135.67999267578125
2022-03-03,133.97000122070312
2022-03-04,131.17999267578125
2022-03-07,124.44000244140625
2022-03-08,121.20999908447266
2022-03-09,126.94999694824219
2022-03-10,126.02999877929688
2022-03-11,122.62999725341797
2022-03-14,117.56999969482422
2022-03-15,119.4000015258789
2022-03-16,125.19000244140625
2022-03-17,127.41000366210938
2022-03-18,131.24000549316406
2022-03-21,130.19000244140625
2022-03-22,133.08999633789062
2022-03-23,133.0
2022-03-24,132.0800018310547
2022-03-25,133.6999969482422
2022-03-28,134.80999755859375
2022-03-29,139.13999938964844
2022-03-30,138.5399932861328
2022-03-31,134.55999755859375
2022-04-01,133.52000427246094
2022-04-04,134.33999633789062
2022-04-05,132.3000030517578
2022-04-06,128.36000061035156
2022-04-07,129.3800048828125
2022-04-08,128.14999389648438
2022-04-11,124.9800033569336
2022-04-12,125.04000091552734
2022-04-13,127.48999786376953
2022-04-14,133.4600067138672
2022-04-18,131.6300048828125
2022-04-19,137.0500030517578
2022-04-20,135.8699951171875
2022-04-21,135.4600067138672
2022-04-22,129.07000732421875
2022-04-25,127.94000244140625
2022-04-26,120.5199966430664
2022-04-27,121.23999786376953
2022-04-28,127.05000305175781
2022-04-29,124.69999694824219
2022-05-02,126.08000183105469
2022-05-03,122.86000061035156
2022-05-04,126.05999755859375
2022-05-05,118.62999725341797
2022-05-06,114.48999786376953
2022-05-09,111.20999908447266
2022-05-10,109.48999786376953
2022-05-11,107.91999816894531
2022-05-12,107.9000015258789
2022-05-13,113.01000213623047
2022-05-16,112.5999984741211
2022-05-17,115.9000015258789
2022-05-18,109.37000274658203
2022-05-19,106.44000244140625
2022-05-20,108.0
2022-05-23,108.62999725341797
2022-05-24,107.29000091552734
2022-05-25,108.19999694824219
2022-05-26,112.94000244140625
2022-05-27,115.98999786376953
2022-05-31,118.8499984741211
2022-06-01,118.68000030517578
2022-06-02,123.41000366210938
2022-06-03,120.94999694824219
2022-06-06,120.2300033569336
2022-06-07,121.66999816894531
2022-06-08,122.4000015258789
2022-06-09,118.5999984741211
2022-06-10,114.7300033569336
2022-06-13,110.44000244140625
2022-06-14,110.72000122070312
2022-06-15,113.44000244140625
2022-06-16,107.12000274658203
2022-06-17,107.33999633789062
2022-06-21,108.68000030517578
2022-06-22,104.91999816894531
2022-06-23,108.0
2022-06-24,112.91000366210938
2022-06-27,110.5
2022-06-28,102.77999877929688
2022-06-29,103.25
2022-06-30,102.19999694824219
2022-07-01,101.18000030517578
2022-07-05,104.31999969482422
2022-07-06,104.2300033569336
2022-07-07,108.12999725341797
2022-07-08,107.93000030517578
2022-07-11,105.11000061035156
2022-07-12,103.76000213623047
2022-07-13,105.11000061035156
2022-07-14,103.22000122070312
2022-07-15,104.69999694824219
2022-07-18,103.94000244140625
2022-07-19,109.19000244140625
2022-07-20,111.11000061035156
2022-07-21,111.62000274658203
2022-07-22,109.12000274658203
2022-07-25,109.27999877929688
2022-07-26,105.19999694824219
2022-07-27,107.86000061035156
2022-07-28,112.2300033569336
2022-07-29,114.91999816894531
2022-08-01,114.30000305175781
2022-08-02,111.7699966430664
2022-08-03,114.27999877929688
2022-08-04,114.4800033569336
2022-08-05,113.87000274658203
2022-08-08,114.0
2022-08-09,110.11000061035156
2022-08-10,113.13999938964844
2022-08-11,114.0999984741211
2022-08-12,116.06999969482422
2022-08-15,116.31999969482422
2022-08-16,118.05999755859375
2022-08-17,117.04000091552734
2022-08-18,116.01000213623047
2022-08-19,113.16000366210938
2022-08-22,110.33999633789062
2022-08-23,110.68000030517578
2022-08-24,111.41000366210938
2022-08-25,113.22000122070312
2022-08-26,108.27999877929688
2022-08-29,107.87999725341797
2022-08-30,107.86000061035156
2022-08-31,106.44999694824219
2022-09-01,106.48999786376953
2022-09-02,105.73999786376953
2022-09-06,105.1500015258789
2022-09-07,108.4800033569336
2022-09-08,108.7300033569336
2022-09-09,110.97000122070312
2022-09-12,112.37999725341797
2022-09-13,105.72000122070312
2022-09-14,107.0
2022-09-15,105.5
2022-09-16,104.12000274658203
2022-09-19,107.20999908447266
2022-09-20,102.41999816894531
2022-09-21,99.79000091552734
2022-09-22,98.55000305175781
2022-09-23,97.0199966430664
2022-09-26,96.05999755859375
2022-09-27,96.29000091552734
2022-09-28,98.69999694824219
2022-09-29,95.33000183105469
2022-09-30,83.12000274658203
2022-10-03,85.4000015258789
2022-10-04,88.63999938964844
2022-10-05,91.0999984741211
2022-10-06,90.16999816894531
2022-10-07,87.16000366210938
2022-10-10,86.69000244140625
2022-10-11,87.98999786376953
2022-10-12,88.51000213623047
2022-10-13,89.55999755859375
2022-10-14,87.55000305175781
2022-10-17,89.97000122070312
2022-10-18,89.68000030517578
2022-10-19,88.56999969482422
2022-10-20,86.83000183105469
2022-10-21,88.5
2022-10-24,88.01000213623047
2022-10-25,91.72000122070312
2022-10-26,92.38999938964844
2022-10-27,90.54000091552734
2022-10-28,93.83000183105469
2022-10-31,92.68000030517578
2022-11-01,93.7699966430664
2022-11-02,90.30000305175781
2022-11-03,90.4000015258789
2022-11-04,95.79000091552734
2022-11-07,93.44000244140625
2022-11-08,93.75
2022-11-09,92.0999984741211
2022-11-10,99.48999786376953
2022-11-11,106.08999633789062
2022-11-14,104.38999938964844
2022-11-15,106.70999908447266
2022-11-16,105.2300033569336
2022-11-17,105.36000061035156
2022-11-18,105.41999816894531
2022-11-21,103.83000183105469
2022-11-22,105.97000122070312
2022-11-23,106.6500015258789
