Date,DGX
2022-02-28,131.27000427246094
2022-03-01,131.9199981689453
2022-03-02,134.75999450683594
2022-03-03,135.7899932861328
2022-03-04,137.64999389648438
2022-03-07,136.10000610351562
2022-03-08,134.3000030517578
2022-03-09,135.5800018310547
2022-03-10,135.97000122070312
2022-03-11,136.33999633789062
2022-03-14,138.11000061035156
2022-03-15,141.64999389648438
2022-03-16,143.2899932861328
2022-03-17,145.16000366210938
2022-03-18,145.05999755859375
2022-03-21,143.85000610351562
2022-03-22,143.77999877929688
2022-03-23,142.36000061035156
2022-03-24,141.99000549316406
2022-03-25,144.0800018310547
2022-03-28,144.89999389648438
2022-03-29,141.38999938964844
2022-03-30,138.9600067138672
2022-03-31,136.86000061035156
2022-04-01,136.3300018310547
2022-04-04,134.5399932861328
2022-04-05,133.6699981689453
2022-04-06,134.42999267578125
2022-04-07,137.92999267578125
2022-04-08,140.0
2022-04-11,137.38999938964844
2022-04-12,137.27000427246094
2022-04-13,137.0500030517578
2022-04-14,135.9199981689453
2022-04-18,133.24000549316406
2022-04-19,135.8800048828125
2022-04-20,138.4499969482422
2022-04-21,141.63999938964844
2022-04-22,137.19000244140625
2022-04-25,136.6199951171875
2022-04-26,134.72999572753906
2022-04-27,137.47999572753906
2022-04-28,135.8300018310547
2022-04-29,133.83999633789062
2022-05-02,132.4199981689453
2022-05-03,133.77999877929688
2022-05-04,139.0399932861328
2022-05-05,136.17999267578125
2022-05-06,136.3000030517578
2022-05-09,136.2100067138672
2022-05-10,134.08999633789062
2022-05-11,132.86000061035156
2022-05-12,136.08999633789062
2022-05-13,136.38999938964844
2022-05-16,135.38999938964844
2022-05-17,140.52000427246094
2022-05-18,139.1999969482422
2022-05-19,140.07000732421875
2022-05-20,141.02999877929688
2022-05-23,139.5399932861328
2022-05-24,140.08999633789062
2022-05-25,141.02999877929688
2022-05-26,141.64999389648438
2022-05-27,145.38999938964844
2022-05-31,141.02000427246094
2022-06-01,138.6199951171875
2022-06-02,138.64999389648438
2022-06-03,136.1999969482422
2022-06-06,135.83999633789062
2022-06-07,137.77000427246094
2022-06-08,135.5500030517578
2022-06-09,134.88999938964844
2022-06-10,131.25
2022-06-13,127.79000091552734
2022-06-14,127.06999969482422
2022-06-15,128.77999877929688
2022-06-16,127.9800033569336
2022-06-17,130.63999938964844
2022-06-21,131.92999267578125
2022-06-22,134.33999633789062
2022-06-23,137.4199981689453
2022-06-24,140.30999755859375
2022-06-27,138.55999755859375
2022-06-28,136.4600067138672
2022-06-29,137.61000061035156
2022-06-30,132.97999572753906
2022-07-01,136.67999267578125
2022-07-05,133.5800018310547
2022-07-06,135.94000244140625
2022-07-07,135.75999450683594
2022-07-08,135.74000549316406
2022-07-11,135.97000122070312
2022-07-12,134.08999633789062
2022-07-13,133.08999633789062
2022-07-14,133.22999572753906
2022-07-15,135.86000061035156
2022-07-18,133.64999389648438
2022-07-19,136.66000366210938
2022-07-20,134.83999633789062
2022-07-21,134.6300048828125
2022-07-22,131.02999877929688
2022-07-25,131.0500030517578
2022-07-26,133.1999969482422
2022-07-27,134.3000030517578
2022-07-28,135.17999267578125
2022-07-29,136.57000732421875
2022-08-01,136.6699981689453
2022-08-02,136.6999969482422
2022-08-03,137.92999267578125
2022-08-04,138.0399932861328
2022-08-05,139.3800048828125
2022-08-08,140.02000427246094
2022-08-09,139.2100067138672
2022-08-10,140.97999572753906
2022-08-11,140.57000732421875
2022-08-12,140.5500030517578
2022-08-15,141.10000610351562
2022-08-16,140.52999877929688
2022-08-17,137.83999633789062
2022-08-18,135.9600067138672
2022-08-19,135.47999572753906
2022-08-22,131.99000549316406
2022-08-23,130.0500030517578
2022-08-24,128.74000549316406
2022-08-25,130.60000610351562
2022-08-26,127.0999984741211
2022-08-29,126.62999725341797
2022-08-30,126.27999877929688
2022-08-31,125.30999755859375
2022-09-01,126.12000274658203
2022-09-02,125.12999725341797
2022-09-06,125.37000274658203
2022-09-07,127.44999694824219
2022-09-08,130.1999969482422
2022-09-09,130.0
2022-09-12,131.64999389648438
2022-09-13,125.91999816894531
2022-09-14,123.98999786376953
2022-09-15,124.27999877929688
2022-09-16,124.7300033569336
2022-09-19,125.58999633789062
2022-09-20,124.33999633789062
2022-09-21,121.7699966430664
2022-09-22,122.83999633789062
2022-09-23,122.3499984741211
2022-09-26,123.19999694824219
2022-09-27,122.30999755859375
2022-09-28,125.16999816894531
2022-09-29,124.62000274658203
2022-09-30,122.69000244140625
2022-10-03,125.44000244140625
2022-10-04,128.10000610351562
2022-10-05,127.76000213623047
2022-10-06,126.05999755859375
2022-10-07,123.30999755859375
2022-10-10,124.0199966430664
2022-10-11,124.36000061035156
2022-10-12,124.38999938964844
2022-10-13,125.70999908447266
2022-10-14,126.11000061035156
2022-10-17,127.93000030517578
2022-10-18,129.5800018310547
2022-10-19,126.66000366210938
2022-10-20,134.66000366210938
2022-10-21,136.75
2022-10-24,138.9600067138672
2022-10-25,144.0500030517578
2022-10-26,143.50999450683594
2022-10-27,142.64999389648438
2022-10-28,144.58999633789062
2022-10-31,143.64999389648438
2022-11-01,142.77999877929688
2022-11-02,140.47999572753906
2022-11-03,142.97999572753906
2022-11-04,143.6199951171875
2022-11-07,146.13999938964844
2022-11-08,145.8300018310547
2022-11-09,145.4199981689453
2022-11-10,152.47999572753906
2022-11-11,151.02999877929688
2022-11-14,150.3800048828125
2022-11-15,147.94000244140625
2022-11-16,149.27000427246094
2022-11-17,145.9600067138672
2022-11-18,146.4199981689453
2022-11-21,146.5
2022-11-22,146.6999969482422
2022-11-23,148.4600067138672
2022-11-25,149.05999755859375
2022-11-28,149.07000732421875
2022-11-29,149.00999450683594
2022-11-30,151.8300018310547
2022-12-01,152.61000061035156
2022-12-02,150.4600067138672
2022-12-05,148.9199981689453
2022-12-06,148.97000122070312
2022-12-07,149.0
2022-12-08,150.5
2022-12-09,148.85000610351562
2022-12-12,149.0
2022-12-13,149.75
2022-12-14,151.11000061035156
2022-12-15,149.22000122070312
2022-12-16,149.24000549316406
2022-12-19,151.4499969482422
2022-12-20,150.1999969482422
2022-12-21,155.3000030517578
2022-12-22,155.6300048828125
2022-12-23,156.30999755859375
2022-12-27,157.27999877929688
2022-12-28,156.50999450683594
2022-12-29,156.7899932861328
2022-12-30,156.44000244140625
2023-01-03,155.77000427246094
2023-01-04,154.5800018310547
2023-01-05,154.5
2023-01-06,155.63999938964844
2023-01-09,152.92999267578125
2023-01-10,152.5399932861328
2023-01-11,152.83999633789062
2023-01-12,148.1199951171875
2023-01-13,147.94000244140625
2023-01-17,147.5500030517578
2023-01-18,145.10000610351562
2023-01-19,145.3000030517578
2023-01-20,145.42999267578125
2023-01-23,147.00999450683594
2023-01-24,143.89999389648438
2023-01-25,144.91000366210938
2023-01-26,146.97000122070312
2023-01-27,145.6300048828125
2023-01-30,145.75999450683594
2023-01-31,148.47999572753906
2023-02-01,148.63999938964844
2023-02-02,145.47000122070312
2023-02-03,142.80999755859375
2023-02-06,145.38999938964844
2023-02-07,145.9199981689453
2023-02-08,146.27999877929688
2023-02-09,146.02000427246094
2023-02-10,144.8000030517578
2023-02-13,146.27000427246094
2023-02-14,144.58999633789062
2023-02-15,146.6199951171875
2023-02-16,146.66000366210938
2023-02-17,148.22000122070312
2023-02-21,143.5800018310547
2023-02-22,143.77999877929688
2023-02-23,142.44000244140625
2023-02-24,139.99000549316406
2023-02-27,138.66000366210938
2023-02-28,138.36000061035156
2023-03-01,139.0
2023-03-02,139.7100067138672
2023-03-03,140.8000030517578
2023-03-06,140.3300018310547
2023-03-07,137.72000122070312
2023-03-08,136.72999572753906
2023-03-09,134.88999938964844
2023-03-10,134.30999755859375
2023-03-13,133.05999755859375
2023-03-14,133.89999389648438
2023-03-15,132.85000610351562
2023-03-16,134.0
2023-03-17,131.52999877929688
2023-03-20,132.91000366210938
2023-03-21,135.91000366210938
2023-03-22,134.32000732421875
2023-03-23,135.38999938964844
2023-03-24,140.05999755859375
2023-03-27,139.42999267578125
2023-03-28,138.7899932861328
2023-03-29,138.47999572753906
2023-03-30,139.2899932861328
2023-03-31,141.47999572753906
2023-04-03,142.6699981689453
2023-04-04,141.1999969482422
2023-04-05,143.30999755859375
2023-04-06,142.8800048828125
2023-04-10,143.3800048828125
2023-04-11,143.8800048828125
2023-04-12,142.47000122070312
2023-04-13,142.6699981689453
2023-04-14,142.33999633789062
2023-04-17,143.08999633789062
2023-04-18,142.10000610351562
2023-04-19,143.5500030517578
2023-04-20,143.85000610351562
2023-04-21,145.17999267578125
2023-04-24,146.5500030517578
2023-04-25,146.5
2023-04-26,146.83999633789062
2023-04-27,141.00999450683594
2023-04-28,138.80999755859375
2023-05-01,139.47999572753906
2023-05-02,138.11000061035156
2023-05-03,136.57000732421875
2023-05-04,135.41000366210938
2023-05-05,136.50999450683594
2023-05-08,134.72999572753906
2023-05-09,133.64999389648438
2023-05-10,132.42999267578125
2023-05-11,130.8800048828125
2023-05-12,130.72999572753906
2023-05-15,132.39999389648438
2023-05-16,130.55999755859375
2023-05-17,132.14999389648438
2023-05-18,130.9199981689453
2023-05-19,131.49000549316406
2023-05-22,131.6199951171875
2023-05-23,131.08999633789062
2023-05-24,132.0399932861328
2023-05-25,132.69000244140625
2023-05-26,133.77000427246094
2023-05-30,133.8800048828125
2023-05-31,132.64999389648438
2023-06-01,134.0500030517578
2023-06-02,135.55999755859375
2023-06-05,134.22000122070312
2023-06-06,133.14999389648438
2023-06-07,134.89999389648438
2023-06-08,135.6699981689453
2023-06-09,134.5500030517578
2023-06-12,135.74000549316406
2023-06-13,136.7100067138672
2023-06-14,136.25
2023-06-15,137.1999969482422
2023-06-16,138.60000610351562
2023-06-20,138.0399932861328
2023-06-21,138.66000366210938
2023-06-22,138.7899932861328
2023-06-23,141.49000549316406
2023-06-26,141.38999938964844
2023-06-27,142.55999755859375
2023-06-28,141.9199981689453
2023-06-29,141.13999938964844
2023-06-30,140.55999755859375
2023-07-03,139.14999389648438
2023-07-05,138.1999969482422
2023-07-06,139.47000122070312
2023-07-07,139.0
2023-07-10,139.75999450683594
2023-07-11,140.2899932861328
2023-07-12,140.9499969482422
2023-07-13,140.77999877929688
2023-07-14,140.44000244140625
2023-07-17,139.91000366210938
2023-07-18,140.36000061035156
2023-07-19,143.10000610351562
2023-07-20,143.60000610351562
2023-07-21,144.3699951171875
2023-07-24,144.02000427246094
2023-07-25,144.9199981689453
2023-07-26,136.24000549316406
2023-07-27,134.36000061035156
2023-07-28,134.49000549316406
2023-07-31,135.2100067138672
2023-08-01,134.60000610351562
2023-08-02,134.75999450683594
2023-08-03,136.69000244140625
2023-08-04,135.64999389648438
2023-08-07,136.61000061035156
2023-08-08,134.9199981689453
2023-08-09,135.33999633789062
2023-08-10,134.1199951171875
2023-08-11,135.00999450683594
2023-08-14,135.16000366210938
2023-08-15,133.52999877929688
2023-08-16,132.36000061035156
2023-08-17,132.24000549316406
2023-08-18,133.5
2023-08-21,132.88999938964844
2023-08-22,132.3800048828125
2023-08-23,133.4199981689453
2023-08-24,133.22000122070312
2023-08-25,132.38999938964844
2023-08-28,132.44000244140625
2023-08-29,132.39999389648438
2023-08-30,134.67999267578125
2023-08-31,131.5
2023-09-01,130.52000427246094
2023-09-05,127.23999786376953
2023-09-06,127.13999938964844
2023-09-07,127.11000061035156
2023-09-08,127.0199966430664
2023-09-11,126.70999908447266
2023-09-12,127.2300033569336
2023-09-13,128.1300048828125
2023-09-14,127.3499984741211
2023-09-15,126.22000122070312
2023-09-18,125.79000091552734
2023-09-19,125.56999969482422
2023-09-20,125.01000213623047
2023-09-21,123.5199966430664
2023-09-22,123.4800033569336
2023-09-25,124.30000305175781
2023-09-26,124.58000183105469
2023-09-27,123.4000015258789
2023-09-28,123.3499984741211
2023-09-29,121.86000061035156
2023-10-02,120.91000366210938
2023-10-03,121.02999877929688
2023-10-04,122.58000183105469
2023-10-05,122.98999786376953
2023-10-06,124.2699966430664
2023-10-09,124.83000183105469
2023-10-10,123.7699966430664
2023-10-11,122.7300033569336
2023-10-12,120.62000274658203
2023-10-13,122.5
2023-10-16,122.80999755859375
2023-10-17,123.29000091552734
2023-10-18,122.79000091552734
2023-10-19,122.83000183105469
2023-10-20,123.7300033569336
2023-10-23,121.44999694824219
2023-10-24,123.58000183105469
2023-10-25,125.47000122070312
2023-10-26,131.25999450683594
2023-10-27,127.68000030517578
2023-10-30,129.41000366210938
2023-10-31,130.10000610351562
2023-11-01,132.52999877929688
2023-11-02,131.3300018310547
2023-11-03,133.91000366210938
2023-11-06,133.88999938964844
2023-11-07,132.8800048828125
2023-11-08,133.47000122070312
2023-11-09,131.63999938964844
2023-11-10,132.82000732421875
2023-11-13,132.35000610351562
2023-11-14,133.77999877929688
2023-11-15,135.4499969482422
2023-11-16,134.92999267578125
2023-11-17,134.88999938964844
2023-11-20,134.85000610351562
2023-11-21,134.32000732421875
2023-11-22,135.75
2023-11-24,135.5399932861328
2023-11-27,135.30999755859375
2023-11-28,135.72000122070312
2023-11-29,135.27000427246094
2023-11-30,137.22999572753906
