Date,DGX
2023-12-01,136.1699981689453
2023-12-04,137.49000549316406
2023-12-05,134.88999938964844
2023-12-06,134.9199981689453
2023-12-07,135.22000122070312
2023-12-08,135.91000366210938
2023-12-11,136.94000244140625
2023-12-12,139.41000366210938
2023-12-13,141.1199951171875
2023-12-14,137.25999450683594
2023-12-15,135.02999877929688
2023-12-18,135.82000732421875
2023-12-19,136.4499969482422
2023-12-20,134.77000427246094
2023-12-21,136.0399932861328
2023-12-22,136.74000549316406
2023-12-26,136.75999450683594
2023-12-27,137.5800018310547
2023-12-28,137.66000366210938
2023-12-29,137.8800048828125
2024-01-02,140.82000732421875
2024-01-03,139.67999267578125
2024-01-04,140.55999755859375
2024-01-05,141.97999572753906
2024-01-08,141.60000610351562
2024-01-09,142.11000061035156
2024-01-10,137.10000610351562
2024-01-11,135.77000427246094
2024-01-12,135.3000030517578
2024-01-16,133.85000610351562
2024-01-17,133.72000122070312
2024-01-18,134.22999572753906
2024-01-19,132.57000732421875
2024-01-22,130.7100067138672
2024-01-23,129.77999877929688
2024-01-24,127.76000213623047
2024-01-25,130.14999389648438
2024-01-26,130.44000244140625
2024-01-29,129.33999633789062
2024-01-30,128.8300018310547
2024-01-31,128.42999267578125
2024-02-01,127.16999816894531
2024-02-02,125.0
2024-02-05,123.77999877929688
2024-02-06,126.26000213623047
2024-02-07,127.41999816894531
2024-02-08,126.54000091552734
2024-02-09,126.73999786376953
2024-02-12,130.00999450683594
2024-02-13,127.86000061035156
2024-02-14,127.72000122070312
2024-02-15,125.7300033569336
2024-02-16,124.0
2024-02-20,123.80000305175781
2024-02-21,126.7300033569336
2024-02-22,125.33999633789062
2024-02-23,127.08000183105469
2024-02-26,126.19999694824219
2024-02-27,126.43000030517578
2024-02-28,125.66000366210938
2024-02-29,124.88999938964844
2024-03-01,124.68000030517578
2024-03-04,125.30999755859375
2024-03-05,124.51000213623047
2024-03-06,126.91999816894531
2024-03-07,127.38999938964844
2024-03-08,127.23999786376953
2024-03-11,129.42999267578125
2024-03-12,129.74000549316406
2024-03-13,129.41000366210938
2024-03-14,127.12000274658203
2024-03-15,128.27999877929688
2024-03-18,128.13999938964844
2024-03-19,129.05999755859375
2024-03-20,127.72000122070312
2024-03-21,128.8300018310547
2024-03-22,129.3000030517578
2024-03-25,129.27999877929688
2024-03-26,128.8699951171875
2024-03-27,131.05999755859375
2024-03-28,133.11000061035156
2024-04-01,134.77000427246094
2024-04-02,132.2899932861328
2024-04-03,132.38999938964844
2024-04-04,131.5
2024-04-05,130.6300048828125
2024-04-08,130.0399932861328
2024-04-09,132.75
2024-04-10,131.6199951171875
2024-04-11,130.02000427246094
2024-04-12,128.52999877929688
2024-04-15,128.63999938964844
2024-04-16,127.41999816894531
2024-04-17,126.9800033569336
2024-04-18,125.91000366210938
2024-04-19,128.44000244140625
2024-04-22,130.08999633789062
2024-04-23,136.6999969482422
2024-04-24,137.5500030517578
2024-04-25,135.4199981689453
2024-04-26,134.25999450683594
2024-04-29,139.5
2024-04-30,138.17999267578125
2024-05-01,137.5500030517578
2024-05-02,136.33999633789062
2024-05-03,137.3800048828125
2024-05-06,135.63999938964844
2024-05-07,136.94000244140625
2024-05-08,136.13999938964844
2024-05-09,138.16000366210938
2024-05-10,138.4199981689453
2024-05-13,140.77999877929688
2024-05-14,139.16000366210938
2024-05-15,140.77999877929688
2024-05-16,142.42999267578125
2024-05-17,144.33999633789062
2024-05-20,144.1699981689453
2024-05-21,143.33999633789062
2024-05-22,141.86000061035156
2024-05-23,140.0399932861328
2024-05-24,141.27999877929688
2024-05-28,138.91000366210938
2024-05-29,138.19000244140625
2024-05-30,139.3300018310547
2024-05-31,141.97000122070312
2024-06-03,141.11000061035156
2024-06-04,141.57000732421875
2024-06-05,142.69000244140625
2024-06-06,142.63999938964844
2024-06-07,142.33999633789062
2024-06-10,141.47000122070312
2024-06-11,140.75999450683594
2024-06-12,138.8300018310547
2024-06-13,138.52999877929688
2024-06-14,137.85000610351562
2024-06-17,137.02000427246094
2024-06-18,137.3000030517578
2024-06-20,138.1999969482422
2024-06-21,138.9600067138672
2024-06-24,140.22999572753906
2024-06-25,138.3000030517578
2024-06-26,138.60000610351562
2024-06-27,137.33999633789062
2024-06-28,136.8800048828125
2024-07-01,137.08999633789062
2024-07-02,136.63999938964844
2024-07-03,140.89999389648438
2024-07-05,140.4499969482422
2024-07-08,138.9199981689453
2024-07-09,138.36000061035156
2024-07-10,140.4499969482422
2024-07-11,143.5
2024-07-12,144.11000061035156
2024-07-15,144.58999633789062
2024-07-16,148.60000610351562
2024-07-17,148.47999572753906
2024-07-18,146.83999633789062
2024-07-19,146.00999450683594
2024-07-22,147.35000610351562
2024-07-23,140.9600067138672
2024-07-24,143.91000366210938
2024-07-25,144.25
2024-07-26,145.58999633789062
2024-07-29,142.13999938964844
2024-07-30,142.88999938964844
2024-07-31,142.3000030517578
2024-08-01,147.6699981689453
2024-08-02,150.0800018310547
2024-08-05,145.7899932861328
2024-08-06,146.88999938964844
2024-08-07,146.1300048828125
2024-08-08,150.05999755859375
2024-08-09,149.30999755859375
2024-08-12,150.4199981689453
2024-08-13,150.77000427246094
2024-08-14,149.85000610351562
2024-08-15,149.69000244140625
2024-08-16,151.3800048828125
2024-08-19,151.1199951171875
2024-08-20,150.91000366210938
2024-08-21,152.97000122070312
2024-08-22,152.83999633789062
2024-08-23,153.55999755859375
2024-08-26,153.89999389648438
2024-08-27,153.60000610351562
2024-08-28,154.8800048828125
2024-08-29,156.22999572753906
2024-08-30,156.97000122070312
2024-09-03,156.97000122070312
2024-09-04,155.38999938964844
2024-09-05,154.22999572753906
2024-09-06,152.92999267578125
2024-09-09,154.2899932861328
2024-09-10,152.86000061035156
2024-09-11,153.55999755859375
2024-09-12,154.75999450683594
2024-09-13,154.3800048828125
2024-09-16,156.36000061035156
2024-09-17,155.3800048828125
2024-09-18,155.47999572753906
2024-09-19,155.1199951171875
2024-09-20,152.99000549316406
2024-09-23,153.97999572753906
2024-09-24,153.0800018310547
2024-09-25,152.49000549316406
2024-09-26,154.4199981689453
2024-09-27,154.8000030517578
2024-09-30,155.25
2024-10-01,153.9499969482422
2024-10-02,154.86000061035156
2024-10-03,152.1300048828125
2024-10-04,150.7899932861328
2024-10-07,146.89999389648438
2024-10-08,148.77999877929688
2024-10-09,149.00999450683594
2024-10-10,147.80999755859375
2024-10-11,148.6699981689453
2024-10-14,149.0
2024-10-15,149.35000610351562
2024-10-16,148.92999267578125
2024-10-17,148.9600067138672
2024-10-18,149.64999389648438
2024-10-21,147.3699951171875
2024-10-22,157.47000122070312
2024-10-23,157.1199951171875
2024-10-24,157.99000549316406
2024-10-25,155.0399932861328
2024-10-28,155.9199981689453
2024-10-29,155.9600067138672
2024-10-30,155.92999267578125
2024-10-31,154.8300018310547
2024-11-01,155.2899932861328
2024-11-04,154.3300018310547
2024-11-05,154.10000610351562
2024-11-06,155.17999267578125
2024-11-07,156.1999969482422
2024-11-08,159.3699951171875
2024-11-11,160.1699981689453
2024-11-12,161.6999969482422
2024-11-13,160.5500030517578
2024-11-14,156.83999633789062
2024-11-15,160.44000244140625
2024-11-18,162.11000061035156
2024-11-19,161.16000366210938
2024-11-20,161.32000732421875
2024-11-21,163.88999938964844
