Date,PBA
2022-02-28,33.959999084472656
2022-03-01,34.560001373291016
2022-03-02,35.849998474121094
2022-03-03,35.93000030517578
2022-03-04,36.290000915527344
2022-03-07,36.72999954223633
2022-03-08,36.59000015258789
2022-03-09,36.15999984741211
2022-03-10,36.810001373291016
2022-03-11,36.7400016784668
2022-03-14,35.599998474121094
2022-03-15,35.56999969482422
2022-03-16,35.900001525878906
2022-03-17,36.209999084472656
2022-03-18,36.560001373291016
2022-03-21,37.04999923706055
2022-03-22,37.15999984741211
2022-03-23,37.56999969482422
2022-03-24,37.54999923706055
2022-03-25,38.04999923706055
2022-03-28,37.52000045776367
2022-03-29,37.349998474121094
2022-03-30,37.88999938964844
2022-03-31,37.599998474121094
2022-04-01,38.040000915527344
2022-04-04,38.18000030517578
2022-04-05,37.869998931884766
2022-04-06,38.13999938964844
2022-04-07,38.310001373291016
2022-04-08,38.7400016784668
2022-04-11,38.790000915527344
2022-04-12,39.0
2022-04-13,39.70000076293945
2022-04-14,39.720001220703125
2022-04-18,39.560001373291016
2022-04-19,39.83000183105469
2022-04-20,40.84000015258789
2022-04-21,39.83000183105469
2022-04-22,38.52000045776367
2022-04-25,37.68000030517578
2022-04-26,37.38999938964844
2022-04-27,37.560001373291016
2022-04-28,38.52000045776367
2022-04-29,37.849998474121094
2022-05-02,37.59000015258789
2022-05-03,38.060001373291016
2022-05-04,39.08000183105469
2022-05-05,38.18000030517578
2022-05-06,39.380001068115234
2022-05-09,37.79999923706055
2022-05-10,37.22999954223633
2022-05-11,37.5099983215332
2022-05-12,37.209999084472656
2022-05-13,38.16999816894531
2022-05-16,38.93000030517578
2022-05-17,39.54999923706055
2022-05-18,39.2599983215332
2022-05-19,39.290000915527344
2022-05-20,39.290000915527344
2022-05-23,39.65999984741211
2022-05-24,39.36000061035156
2022-05-25,39.61000061035156
2022-05-26,39.77000045776367
2022-05-27,40.31999969482422
2022-05-31,40.2400016784668
2022-06-01,40.90999984741211
2022-06-02,41.68000030517578
2022-06-03,41.470001220703125
2022-06-06,41.45000076293945
2022-06-07,42.369998931884766
2022-06-08,42.15999984741211
2022-06-09,41.27000045776367
2022-06-10,40.36000061035156
2022-06-13,39.0
2022-06-14,38.439998626708984
2022-06-15,37.75
2022-06-16,36.150001525878906
2022-06-17,34.790000915527344
2022-06-21,35.709999084472656
2022-06-22,34.72999954223633
2022-06-23,33.22999954223633
2022-06-24,34.31999969482422
2022-06-27,35.20000076293945
2022-06-28,35.900001525878906
2022-06-29,35.459999084472656
2022-06-30,35.349998474121094
2022-07-01,35.5099983215332
2022-07-05,34.31999969482422
2022-07-06,33.790000915527344
2022-07-07,35.380001068115234
2022-07-08,35.709999084472656
2022-07-11,35.41999816894531
2022-07-12,35.18000030517578
2022-07-13,35.290000915527344
2022-07-14,34.689998626708984
2022-07-15,34.95000076293945
2022-07-18,35.9900016784668
2022-07-19,36.529998779296875
2022-07-20,36.52000045776367
2022-07-21,36.47999954223633
2022-07-22,35.869998931884766
2022-07-25,37.029998779296875
2022-07-26,36.84000015258789
2022-07-27,37.15999984741211
2022-07-28,37.11000061035156
2022-07-29,38.18000030517578
2022-08-01,37.63999938964844
2022-08-02,37.439998626708984
2022-08-03,37.2400016784668
2022-08-04,36.400001525878906
2022-08-05,35.380001068115234
2022-08-08,36.099998474121094
2022-08-09,36.380001068115234
2022-08-10,37.099998474121094
2022-08-11,37.59000015258789
2022-08-12,37.58000183105469
2022-08-15,37.119998931884766
2022-08-16,37.31999969482422
2022-08-17,37.220001220703125
2022-08-18,37.68000030517578
2022-08-19,37.40999984741211
2022-08-22,37.02000045776367
2022-08-23,37.79999923706055
2022-08-24,37.959999084472656
2022-08-25,37.97999954223633
2022-08-26,37.02000045776367
2022-08-29,37.34000015258789
2022-08-30,36.02000045776367
2022-08-31,35.31999969482422
2022-09-01,35.22999954223633
2022-09-02,35.38999938964844
2022-09-06,34.619998931884766
2022-09-07,34.619998931884766
2022-09-08,34.75
2022-09-09,35.91999816894531
2022-09-12,36.63999938964844
2022-09-13,35.65999984741211
2022-09-14,36.150001525878906
2022-09-15,35.709999084472656
2022-09-16,34.869998931884766
2022-09-19,35.18000030517578
2022-09-20,34.720001220703125
2022-09-21,34.31999969482422
2022-09-22,33.5099983215332
2022-09-23,31.270000457763672
2022-09-26,30.329999923706055
2022-09-27,30.700000762939453
2022-09-28,31.469999313354492
2022-09-29,30.860000610351562
2022-09-30,30.3700008392334
2022-10-03,32.189998626708984
2022-10-04,32.90999984741211
2022-10-05,32.689998626708984
2022-10-06,31.600000381469727
2022-10-07,31.709999084472656
2022-10-10,30.920000076293945
2022-10-11,30.649999618530273
2022-10-12,30.219999313354492
2022-10-13,31.5
2022-10-14,30.469999313354492
2022-10-17,31.479999542236328
2022-10-18,31.6299991607666
2022-10-19,31.90999984741211
2022-10-20,31.75
2022-10-21,32.41999816894531
2022-10-24,31.760000228881836
2022-10-25,32.130001068115234
2022-10-26,32.5
2022-10-27,32.91999816894531
2022-10-28,32.58000183105469
2022-10-31,33.0099983215332
2022-11-01,32.689998626708984
2022-11-02,32.75
2022-11-03,32.93000030517578
2022-11-04,34.08000183105469
2022-11-07,34.029998779296875
2022-11-08,34.11000061035156
2022-11-09,33.029998779296875
2022-11-10,34.41999816894531
2022-11-11,35.060001373291016
2022-11-14,34.84000015258789
2022-11-15,35.18000030517578
2022-11-16,35.33000183105469
2022-11-17,35.11000061035156
2022-11-18,35.18000030517578
2022-11-21,34.79999923706055
2022-11-22,35.5099983215332
2022-11-23,35.34000015258789
2022-11-25,35.400001525878906
2022-11-28,35.220001220703125
2022-11-29,35.54999923706055
2022-11-30,36.47999954223633
2022-12-01,36.54999923706055
2022-12-02,35.95000076293945
2022-12-05,35.18000030517578
2022-12-06,34.349998474121094
2022-12-07,34.310001373291016
2022-12-08,34.380001068115234
2022-12-09,33.58000183105469
2022-12-12,34.34000015258789
2022-12-13,34.869998931884766
2022-12-14,34.36000061035156
2022-12-15,33.310001373291016
2022-12-16,32.72999954223633
2022-12-19,32.5
2022-12-20,33.099998474121094
2022-12-21,33.86000061035156
2022-12-22,33.08000183105469
2022-12-23,33.849998474121094
2022-12-27,34.22999954223633
2022-12-28,33.560001373291016
