Date,RJF
2023-01-06,110.18000030517578
2023-01-09,110.66999816894531
2023-01-10,110.97000122070312
2023-01-11,111.80000305175781
2023-01-12,113.83000183105469
2023-01-13,115.55000305175781
2023-01-17,117.01000213623047
2023-01-18,114.41999816894531
2023-01-19,112.44000244140625
2023-01-20,113.68000030517578
2023-01-23,116.20999908447266
2023-01-24,117.0
2023-01-25,118.11000061035156
2023-01-26,113.37999725341797
2023-01-27,111.7699966430664
2023-01-30,111.75
2023-01-31,112.7699966430664
2023-02-01,112.0999984741211
2023-02-02,108.83000183105469
2023-02-03,111.87000274658203
2023-02-06,112.2699966430664
2023-02-07,113.91999816894531
2023-02-08,113.36000061035156
2023-02-09,110.98999786376953
2023-02-10,111.31999969482422
2023-02-13,113.41999816894531
2023-02-14,114.23999786376953
2023-02-15,113.87000274658203
2023-02-16,114.0199966430664
2023-02-17,112.16999816894531
2023-02-21,110.30999755859375
2023-02-22,109.5199966430664
2023-02-23,107.25
2023-02-24,107.7699966430664
2023-02-27,107.62999725341797
2023-02-28,108.45999908447266
2023-03-01,106.81999969482422
2023-03-02,106.5999984741211
2023-03-03,107.94000244140625
2023-03-06,107.05999755859375
2023-03-07,105.52999877929688
2023-03-08,106.52999877929688
2023-03-09,100.12000274658203
2023-03-10,94.8499984741211
2023-03-13,89.30999755859375
2023-03-14,92.31999969482422
2023-03-15,87.16000366210938
2023-03-16,89.45999908447266
2023-03-17,88.0199966430664
2023-03-20,91.87999725341797
2023-03-21,95.12999725341797
2023-03-22,91.73999786376953
2023-03-23,91.30999755859375
2023-03-24,89.08999633789062
2023-03-27,92.62000274658203
2023-03-28,91.73999786376953
2023-03-29,93.37000274658203
2023-03-30,92.19000244140625
2023-03-31,93.2699966430664
2023-04-03,92.0999984741211
2023-04-04,90.16000366210938
2023-04-05,89.77999877929688
2023-04-06,89.3499984741211
2023-04-10,91.26000213623047
2023-04-11,92.62999725341797
2023-04-12,92.08000183105469
2023-04-13,92.86000061035156
2023-04-14,93.58999633789062
2023-04-17,95.87000274658203
2023-04-18,96.81999969482422
2023-04-19,96.88999938964844
2023-04-20,96.18000030517578
2023-04-21,95.76000213623047
2023-04-24,95.52999877929688
2023-04-25,91.37000274658203
2023-04-26,92.19999694824219
2023-04-27,89.38999938964844
2023-04-28,90.52999877929688
2023-05-01,89.76000213623047
2023-05-02,86.55000305175781
2023-05-03,84.33999633789062
2023-05-04,83.45999908447266
2023-05-05,86.19999694824219
2023-05-08,86.13999938964844
2023-05-09,86.3499984741211
2023-05-10,85.5999984741211
2023-05-11,85.04000091552734
2023-05-12,84.41000366210938
2023-05-15,86.62000274658203
2023-05-16,85.7300033569336
2023-05-17,87.31999969482422
2023-05-18,89.08000183105469
2023-05-19,90.2300033569336
2023-05-22,90.62999725341797
2023-05-23,90.31999969482422
2023-05-24,89.4800033569336
2023-05-25,92.47000122070312
2023-05-26,93.16000366210938
2023-05-30,94.05999755859375
2023-05-31,90.3499984741211
2023-06-01,91.13999938964844
2023-06-02,94.3499984741211
2023-06-05,93.9000015258789
2023-06-06,94.88999938964844
2023-06-07,96.87000274658203
2023-06-08,95.47000122070312
2023-06-09,95.68000030517578
2023-06-12,94.7699966430664
2023-06-13,97.31999969482422
2023-06-14,98.26000213623047
2023-06-15,100.16999816894531
2023-06-16,100.08999633789062
2023-06-20,98.87999725341797
2023-06-21,99.8499984741211
2023-06-22,98.29000091552734
2023-06-23,97.19000244140625
2023-06-26,97.91999816894531
2023-06-27,100.55999755859375
2023-06-28,101.9800033569336
2023-06-29,103.66000366210938
2023-06-30,103.7699966430664
2023-07-03,103.95999908447266
2023-07-05,103.13999938964844
2023-07-06,102.95999908447266
2023-07-07,104.33000183105469
2023-07-10,103.98999786376953
2023-07-11,105.16000366210938
2023-07-12,104.83000183105469
2023-07-13,105.91999816894531
2023-07-14,105.12000274658203
2023-07-17,106.62000274658203
2023-07-18,109.80000305175781
2023-07-19,109.58999633789062
2023-07-20,110.94000244140625
2023-07-21,109.47000122070312
2023-07-24,109.6500015258789
2023-07-25,110.08999633789062
2023-07-26,110.75
2023-07-27,108.4800033569336
2023-07-28,109.18000030517578
2023-07-31,110.06999969482422
2023-08-01,109.48999786376953
2023-08-02,108.55999755859375
2023-08-03,109.6500015258789
2023-08-04,107.83999633789062
2023-08-07,108.94000244140625
2023-08-08,108.30999755859375
2023-08-09,106.4000015258789
2023-08-10,106.54000091552734
2023-08-11,107.45999908447266
2023-08-14,107.12000274658203
2023-08-15,105.05999755859375
2023-08-16,104.36000061035156
2023-08-17,104.38999938964844
2023-08-18,105.0999984741211
2023-08-21,104.83999633789062
2023-08-22,102.43000030517578
2023-08-23,102.72000122070312
2023-08-24,101.95999908447266
2023-08-25,102.2699966430664
2023-08-28,103.2300033569336
2023-08-29,104.33999633789062
2023-08-30,104.98999786376953
2023-08-31,104.58999633789062
2023-09-01,106.41000366210938
2023-09-05,106.27999877929688
2023-09-06,105.13999938964844
2023-09-07,103.95999908447266
2023-09-08,106.33000183105469
2023-09-11,106.83000183105469
2023-09-12,107.88999938964844
2023-09-13,106.19999694824219
2023-09-14,108.66000366210938
2023-09-15,107.66999816894531
2023-09-18,107.16000366210938
2023-09-19,106.45999908447266
2023-09-20,106.51000213623047
2023-09-21,102.4000015258789
2023-09-22,101.20999908447266
2023-09-25,101.87000274658203
2023-09-26,99.75
2023-09-27,99.55000305175781
2023-09-28,100.83999633789062
2023-09-29,100.43000030517578
2023-10-02,98.08999633789062
2023-10-03,96.19000244140625
2023-10-04,97.38999938964844
2023-10-05,98.27999877929688
2023-10-06,99.2699966430664
2023-10-09,99.48999786376953
2023-10-10,100.33000183105469
2023-10-11,100.1500015258789
2023-10-12,98.66999816894531
2023-10-13,98.98999786376953
2023-10-16,101.47000122070312
2023-10-17,103.58999633789062
2023-10-18,98.80999755859375
2023-10-19,96.8499984741211
2023-10-20,95.55999755859375
2023-10-23,94.20999908447266
2023-10-24,94.66999816894531
2023-10-25,91.83000183105469
2023-10-26,96.4000015258789
2023-10-27,94.52999877929688
2023-10-30,95.48999786376953
2023-10-31,95.44000244140625
2023-11-01,96.01000213623047
2023-11-02,99.41000366210938
2023-11-03,101.26000213623047
2023-11-06,100.29000091552734
2023-11-07,99.86000061035156
2023-11-08,99.37999725341797
2023-11-09,99.0999984741211
2023-11-10,100.5
2023-11-13,100.55999755859375
2023-11-14,103.22000122070312
2023-11-15,104.01000213623047
2023-11-16,103.20999908447266
2023-11-17,104.31999969482422
2023-11-20,103.9000015258789
2023-11-21,104.2699966430664
2023-11-22,104.9000015258789
2023-11-24,105.47000122070312
2023-11-27,105.30000305175781
2023-11-28,102.7300033569336
2023-11-29,103.75
2023-11-30,105.1500015258789
2023-12-01,107.91999816894531
2023-12-04,106.91000366210938
2023-12-05,105.18000030517578
2023-12-06,105.08000183105469
2023-12-07,105.37000274658203
2023-12-08,107.05000305175781
2023-12-11,108.04000091552734
2023-12-12,109.62000274658203
2023-12-13,107.75
2023-12-14,110.87999725341797
2023-12-15,110.0199966430664
2023-12-18,111.4000015258789
2023-12-19,113.66999816894531
2023-12-20,112.0999984741211
2023-12-21,111.01000213623047
2023-12-22,111.70999908447266
2023-12-26,112.61000061035156
2023-12-27,113.16999816894531
2023-12-28,112.7300033569336
2023-12-29,111.5
2024-01-02,112.30000305175781
2024-01-03,109.45999908447266
2024-01-04,110.16999816894531
2024-01-05,112.04000091552734
2024-01-08,112.45999908447266
2024-01-09,110.7300033569336
2024-01-10,110.94000244140625
2024-01-11,110.52999877929688
2024-01-12,109.12999725341797
2024-01-16,109.30999755859375
2024-01-17,109.19999694824219
2024-01-18,109.73999786376953
2024-01-19,111.5199966430664
2024-01-22,113.5199966430664
2024-01-23,113.41999816894531
2024-01-24,112.52999877929688
2024-01-25,113.8499984741211
2024-01-26,113.22000122070312
2024-01-29,112.2699966430664
2024-01-30,113.48999786376953
2024-01-31,110.18000030517578
2024-02-01,110.48999786376953
2024-02-02,112.43000030517578
2024-02-05,112.41999816894531
2024-02-06,111.3499984741211
2024-02-07,111.04000091552734
2024-02-08,112.0999984741211
2024-02-09,114.87999725341797
2024-02-12,117.02999877929688
2024-02-13,114.91000366210938
2024-02-14,116.69000244140625
2024-02-15,118.44000244140625
2024-02-16,118.48999786376953
2024-02-20,116.44999694824219
2024-02-21,116.83000183105469
2024-02-22,118.45999908447266
2024-02-23,118.58000183105469
2024-02-26,118.6500015258789
2024-02-27,119.70999908447266
2024-02-28,120.43000030517578
2024-02-29,120.31999969482422
2024-03-01,120.06999969482422
2024-03-04,120.87000274658203
2024-03-05,121.48999786376953
2024-03-06,121.18000030517578
2024-03-07,120.93000030517578
2024-03-08,120.19999694824219
2024-03-11,118.81999969482422
2024-03-12,118.94000244140625
2024-03-13,120.0
2024-03-14,120.0
2024-03-15,120.76000213623047
2024-03-18,120.95999908447266
2024-03-19,122.19000244140625
2024-03-20,122.69999694824219
2024-03-21,126.0999984741211
2024-03-22,125.58999633789062
2024-03-25,126.45999908447266
2024-03-26,125.4000015258789
2024-03-27,127.4000015258789
2024-03-28,128.4199981689453
2024-04-01,128.52000427246094
2024-04-02,128.7100067138672
2024-04-03,129.61000061035156
2024-04-04,127.41000366210938
2024-04-05,128.2899932861328
2024-04-08,129.99000549316406
2024-04-09,128.07000732421875
2024-04-10,127.12999725341797
2024-04-11,124.5
2024-04-12,122.55000305175781
2024-04-15,122.5199966430664
2024-04-16,121.87000274658203
2024-04-17,121.94000244140625
2024-04-18,121.95999908447266
2024-04-19,123.5999984741211
2024-04-22,125.4800033569336
2024-04-23,127.13999938964844
2024-04-24,127.54000091552734
2024-04-25,121.94999694824219
2024-04-26,121.86000061035156
2024-04-29,123.19000244140625
2024-04-30,122.0
2024-05-01,122.55000305175781
2024-05-02,123.97000122070312
2024-05-03,124.41999816894531
2024-05-06,125.58000183105469
2024-05-07,125.2699966430664
2024-05-08,125.4000015258789
2024-05-09,125.16000366210938
2024-05-10,125.69999694824219
2024-05-13,125.69999694824219
2024-05-14,126.95999908447266
2024-05-15,127.30000305175781
2024-05-16,125.5999984741211
2024-05-17,126.41999816894531
2024-05-20,125.12999725341797
2024-05-21,124.79000091552734
2024-05-22,123.5999984741211
2024-05-23,123.38999938964844
2024-05-24,125.86000061035156
2024-05-28,123.54000091552734
2024-05-29,121.70999908447266
2024-05-30,121.88999938964844
2024-05-31,122.75
2024-06-03,120.93000030517578
2024-06-04,118.97000122070312
2024-06-05,120.80999755859375
2024-06-06,120.2300033569336
2024-06-07,120.02999877929688
2024-06-10,119.55000305175781
2024-06-11,117.2699966430664
2024-06-12,118.80999755859375
2024-06-13,117.2300033569336
2024-06-14,115.66999816894531
2024-06-17,117.95999908447266
2024-06-18,118.95999908447266
2024-06-20,119.05999755859375
2024-06-21,120.69000244140625
2024-06-24,122.37999725341797
2024-06-25,121.69000244140625
2024-06-26,121.5199966430664
2024-06-27,121.58999633789062
2024-06-28,123.61000061035156
2024-07-01,123.19999694824219
2024-07-02,122.08000183105469
2024-07-03,120.7300033569336
2024-07-05,119.51000213623047
2024-07-08,117.47000122070312
2024-07-09,118.66999816894531
2024-07-10,119.79000091552734
2024-07-11,120.69999694824219
2024-07-12,121.05999755859375
2024-07-15,121.11000061035156
2024-07-16,113.51000213623047
2024-07-17,113.36000061035156
2024-07-18,111.0999984741211
2024-07-19,108.62000274658203
2024-07-22,109.9800033569336
2024-07-23,111.80999755859375
2024-07-24,112.22000122070312
2024-07-25,118.01000213623047
2024-07-26,116.68000030517578
2024-07-29,115.47000122070312
2024-07-30,115.51000213623047
2024-07-31,116.0
2024-08-01,112.16999816894531
2024-08-02,109.0
2024-08-05,106.38999938964844
2024-08-06,107.8499984741211
2024-08-07,107.27999877929688
2024-08-08,108.91000366210938
2024-08-09,110.18000030517578
2024-08-12,110.12000274658203
2024-08-13,111.79000091552734
2024-08-14,114.91000366210938
2024-08-15,115.2699966430664
2024-08-16,115.94999694824219
2024-08-19,115.93000030517578
2024-08-20,115.58000183105469
2024-08-21,115.79000091552734
2024-08-22,116.20999908447266
2024-08-23,116.79000091552734
2024-08-26,118.44999694824219
2024-08-27,117.68000030517578
2024-08-28,117.8499984741211
2024-08-29,118.37000274658203
2024-08-30,119.56999969482422
2024-09-03,119.27999877929688
2024-09-04,119.1500015258789
2024-09-05,117.58000183105469
2024-09-06,115.19999694824219
2024-09-09,116.8499984741211
2024-09-10,116.30999755859375
2024-09-11,115.94999694824219
2024-09-12,116.9800033569336
2024-09-13,117.88999938964844
2024-09-16,119.7300033569336
2024-09-17,120.68000030517578
2024-09-18,121.12000274658203
2024-09-19,124.11000061035156
2024-09-20,124.30999755859375
2024-09-23,124.68000030517578
2024-09-24,124.16000366210938
2024-09-25,125.0999984741211
2024-09-26,122.5199966430664
2024-09-27,122.45999908447266
2024-09-30,122.45999908447266
2024-10-01,123.0
2024-10-02,123.83999633789062
2024-10-03,124.69999694824219
2024-10-04,127.12999725341797
2024-10-07,125.37000274658203
2024-10-08,124.9000015258789
2024-10-09,128.27999877929688
2024-10-10,126.73999786376953
2024-10-11,129.9499969482422
2024-10-14,130.16000366210938
2024-10-15,133.13999938964844
2024-10-16,136.1300048828125
2024-10-17,138.14999389648438
2024-10-18,138.50999450683594
2024-10-21,137.5
2024-10-22,136.17999267578125
2024-10-23,137.36000061035156
2024-10-24,147.39999389648438
2024-10-25,144.91000366210938
2024-10-28,148.16000366210938
2024-10-29,149.02000427246094
2024-10-30,149.0500030517578
2024-10-31,148.22000122070312
2024-11-01,144.2899932861328
2024-11-04,145.35000610351562
2024-11-05,146.4499969482422
2024-11-06,160.7899932861328
2024-11-07,156.42999267578125
2024-11-08,158.72999572753906
2024-11-11,162.7100067138672
2024-11-12,162.27000427246094
2024-11-13,160.63999938964844
2024-11-14,160.14999389648438
2024-11-15,160.67999267578125
2024-11-18,163.4199981689453
2024-11-19,162.6199951171875
2024-11-20,162.17999267578125
2024-11-21,163.77999877929688
