Date,CAVA
2024-04-29,70.58999633789062
2024-04-30,71.94000244140625
2024-05-01,67.44999694824219
2024-05-02,68.19999694824219
2024-05-03,72.16999816894531
2024-05-06,74.30999755859375
2024-05-07,74.23999786376953
2024-05-08,74.16000366210938
2024-05-09,75.37999725341797
2024-05-10,79.06999969482422
2024-05-13,76.38999938964844
2024-05-14,78.51000213623047
2024-05-15,78.62999725341797
2024-05-16,77.31999969482422
2024-05-17,77.27999877929688
2024-05-20,80.47000122070312
2024-05-21,78.22000122070312
2024-05-22,78.73999786376953
2024-05-23,77.5999984741211
2024-05-24,82.93000030517578
2024-05-28,82.4000015258789
2024-05-29,88.16000366210938
2024-05-30,93.1500015258789
2024-05-31,92.55000305175781
2024-06-03,88.0
2024-06-04,88.33999633789062
2024-06-05,92.04000091552734
2024-06-06,85.04000091552734
2024-06-07,85.04000091552734
2024-06-10,88.7699966430664
2024-06-11,89.9000015258789
2024-06-12,91.5199966430664
2024-06-13,92.5199966430664
2024-06-14,89.93000030517578
2024-06-17,93.94000244140625
2024-06-18,95.38999938964844
2024-06-20,92.2300033569336
2024-06-21,92.44000244140625
2024-06-24,90.9000015258789
2024-06-25,93.11000061035156
2024-06-26,91.79000091552734
2024-06-27,91.56999969482422
2024-06-28,92.75
2024-07-01,95.2699966430664
2024-07-02,94.58999633789062
2024-07-03,94.91999816894531
2024-07-05,94.98999786376953
2024-07-08,94.73999786376953
2024-07-09,90.23999786376953
2024-07-10,85.30000305175781
2024-07-11,85.19000244140625
2024-07-12,84.25
2024-07-15,86.62999725341797
2024-07-16,87.5
2024-07-17,81.4800033569336
2024-07-18,79.98999786376953
2024-07-19,79.98999786376953
2024-07-22,80.30999755859375
2024-07-23,82.58999633789062
2024-07-24,77.91999816894531
2024-07-25,78.2300033569336
2024-07-26,79.83999633789062
2024-07-29,82.47000122070312
2024-07-30,81.44000244140625
2024-07-31,84.22000122070312
2024-08-01,84.4800033569336
2024-08-02,81.23999786376953
2024-08-05,79.87999725341797
2024-08-06,82.66999816894531
2024-08-07,82.6500015258789
2024-08-08,83.9800033569336
2024-08-09,90.29000091552734
2024-08-12,89.91000366210938
2024-08-13,94.44999694824219
2024-08-14,95.76000213623047
2024-08-15,97.23999786376953
2024-08-16,98.95999908447266
2024-08-19,100.19999694824219
2024-08-20,98.20999908447266
2024-08-21,102.87000274658203
2024-08-22,101.9800033569336
2024-08-23,122.0
2024-08-26,125.80000305175781
2024-08-27,118.0999984741211
2024-08-28,118.44000244140625
2024-08-29,110.87000274658203
2024-08-30,114.04000091552734
2024-09-03,111.91999816894531
2024-09-04,113.97000122070312
2024-09-05,116.70999908447266
2024-09-06,116.12999725341797
2024-09-09,120.08999633789062
2024-09-10,119.7300033569336
2024-09-11,121.25
2024-09-12,125.47000122070312
2024-09-13,122.51000213623047
2024-09-16,122.8499984741211
2024-09-17,122.47000122070312
2024-09-18,124.30000305175781
2024-09-19,125.22000122070312
2024-09-20,128.7899932861328
2024-09-23,128.27000427246094
2024-09-24,127.44000244140625
2024-09-25,126.83999633789062
2024-09-26,127.12000274658203
2024-09-27,123.76000213623047
2024-09-30,123.8499984741211
2024-10-01,122.43000030517578
2024-10-02,122.91999816894531
2024-10-03,124.93000030517578
2024-10-04,126.5999984741211
2024-10-07,126.0
2024-10-08,131.99000549316406
2024-10-09,131.86000061035156
2024-10-10,130.24000549316406
2024-10-11,133.64999389648438
2024-10-14,134.75
2024-10-15,133.91000366210938
2024-10-16,134.16000366210938
2024-10-17,134.2899932861328
2024-10-18,135.33999633789062
2024-10-21,136.32000732421875
2024-10-22,136.27000427246094
2024-10-23,136.55999755859375
2024-10-24,138.64999389648438
2024-10-25,136.08999633789062
2024-10-28,138.47000122070312
2024-10-29,138.0
2024-10-30,133.82000732421875
2024-10-31,133.55999755859375
2024-11-01,131.52999877929688
2024-11-04,132.1199951171875
2024-11-05,132.52000427246094
2024-11-06,139.0
2024-11-07,141.3800048828125
2024-11-08,147.1999969482422
2024-11-11,147.8000030517578
2024-11-12,145.02999877929688
2024-11-13,147.3000030517578
2024-11-14,138.33999633789062
2024-11-15,141.3800048828125
2024-11-18,137.24000549316406
2024-11-19,141.25
2024-11-20,139.69000244140625
2024-11-21,144.8000030517578
