Date,RDDT
2024-03-22,46.0
2024-03-25,59.79999923706055
2024-03-26,65.11000061035156
2024-03-27,57.75
2024-03-28,49.31999969482422
2024-04-01,45.970001220703125
2024-04-02,50.45000076293945
2024-04-03,46.9900016784668
2024-04-04,45.779998779296875
2024-04-05,47.560001373291016
2024-04-08,46.150001525878906
2024-04-09,45.0
2024-04-10,42.09000015258789
2024-04-11,44.529998779296875
2024-04-12,42.27000045776367
2024-04-15,40.0
2024-04-16,41.13999938964844
2024-04-17,39.16999816894531
2024-04-18,41.720001220703125
2024-04-19,40.880001068115234
2024-04-22,42.040000915527344
2024-04-23,42.81999969482422
2024-04-24,43.150001525878906
2024-04-25,42.45000076293945
2024-04-26,45.43000030517578
2024-04-29,46.279998779296875
2024-04-30,44.439998626708984
2024-05-01,45.880001068115234
2024-05-02,47.70000076293945
2024-05-03,46.63999938964844
2024-05-06,48.27000045776367
2024-05-07,49.400001525878906
2024-05-08,51.400001525878906
2024-05-09,50.11000061035156
2024-05-10,53.529998779296875
2024-05-13,58.189998626708984
2024-05-14,62.34000015258789
2024-05-15,59.630001068115234
2024-05-16,56.380001068115234
2024-05-17,62.040000915527344
2024-05-20,61.220001220703125
2024-05-21,59.310001373291016
2024-05-22,56.689998626708984
2024-05-23,54.15999984741211
2024-05-24,54.720001220703125
2024-05-28,58.4900016784668
2024-05-29,57.63999938964844
2024-05-30,56.29999923706055
2024-05-31,54.2400016784668
2024-06-03,55.79999923706055
2024-06-04,54.5
2024-06-05,60.06999969482422
2024-06-06,63.459999084472656
2024-06-07,59.79999923706055
2024-06-10,59.630001068115234
2024-06-11,61.54999923706055
2024-06-12,65.93000030517578
2024-06-13,63.959999084472656
2024-06-14,60.939998626708984
2024-06-17,60.349998474121094
2024-06-18,60.209999084472656
2024-06-20,57.41999816894531
2024-06-21,57.29999923706055
2024-06-24,56.47999954223633
2024-06-25,61.380001068115234
2024-06-26,63.61000061035156
2024-06-27,63.58000183105469
2024-06-28,63.88999938964844
2024-07-01,66.58999633789062
2024-07-02,73.51000213623047
2024-07-03,73.62000274658203
2024-07-05,72.97000122070312
2024-07-08,72.80999755859375
2024-07-09,70.58999633789062
2024-07-10,69.4000015258789
2024-07-11,70.29000091552734
2024-07-12,73.8499984741211
2024-07-15,72.9800033569336
2024-07-16,70.44000244140625
2024-07-17,65.20999908447266
2024-07-18,65.91999816894531
2024-07-19,64.69999694824219
2024-07-22,68.12999725341797
2024-07-23,67.83999633789062
2024-07-24,62.95000076293945
2024-07-25,62.060001373291016
2024-07-26,62.36000061035156
2024-07-29,59.97999954223633
2024-07-30,58.439998626708984
2024-07-31,60.849998474121094
2024-08-01,59.380001068115234
2024-08-02,57.58000183105469
2024-08-05,56.810001373291016
2024-08-06,54.36000061035156
2024-08-07,50.689998626708984
2024-08-08,54.939998626708984
2024-08-09,52.90999984741211
2024-08-12,52.5099983215332
2024-08-13,54.52000045776367
2024-08-14,54.95000076293945
2024-08-15,55.54999923706055
2024-08-16,54.91999816894531
2024-08-19,54.36000061035156
2024-08-20,55.02000045776367
2024-08-21,56.88999938964844
2024-08-22,56.43000030517578
2024-08-23,59.209999084472656
2024-08-26,58.2599983215332
2024-08-27,59.0
2024-08-28,56.13999938964844
2024-08-29,58.75
2024-08-30,60.029998779296875
2024-09-03,57.529998779296875
2024-09-04,57.0
2024-09-05,58.709999084472656
2024-09-06,56.849998474121094
2024-09-09,57.459999084472656
2024-09-10,56.869998931884766
2024-09-11,59.869998931884766
2024-09-12,59.630001068115234
2024-09-13,59.09000015258789
2024-09-16,59.150001525878906
2024-09-17,61.88999938964844
2024-09-18,63.65999984741211
2024-09-19,64.55999755859375
2024-09-20,66.16999816894531
2024-09-23,65.0
2024-09-24,66.95999908447266
2024-09-25,67.87999725341797
2024-09-26,66.5199966430664
2024-09-27,67.08000183105469
2024-09-30,65.91999816894531
2024-10-01,65.97000122070312
2024-10-02,67.77999877929688
2024-10-03,67.47000122070312
2024-10-04,72.37999725341797
2024-10-07,70.44000244140625
2024-10-08,70.7699966430664
2024-10-09,71.0
2024-10-10,69.9000015258789
2024-10-11,73.25
2024-10-14,74.87000274658203
2024-10-15,75.16999816894531
2024-10-16,77.26000213623047
2024-10-17,76.29000091552734
2024-10-18,80.9000015258789
2024-10-21,78.55000305175781
2024-10-22,77.29000091552734
2024-10-23,77.68000030517578
2024-10-24,78.5999984741211
2024-10-25,81.36000061035156
2024-10-28,79.68000030517578
2024-10-29,81.73999786376953
2024-10-30,116.05000305175781
2024-10-31,119.30000305175781
2024-11-01,112.9800033569336
2024-11-04,109.02999877929688
2024-11-05,122.56999969482422
2024-11-06,121.08000183105469
2024-11-07,131.44000244140625
2024-11-08,134.8000030517578
2024-11-11,129.22999572753906
2024-11-12,127.75
2024-11-13,132.05999755859375
2024-11-14,131.8800048828125
2024-11-15,124.77999877929688
2024-11-18,129.4199981689453
2024-11-19,137.16000366210938
2024-11-20,136.27000427246094
2024-11-21,158.02000427246094
