Date,FDS
2022-02-28,406.0899963378906
2022-03-01,411.8599853515625
2022-03-02,418.0
2022-03-03,411.6499938964844
2022-03-04,413.04998779296875
2022-03-07,412.8399963378906
2022-03-08,407.1700134277344
2022-03-09,414.9599914550781
2022-03-10,407.0
2022-03-11,407.7900085449219
2022-03-14,408.2699890136719
2022-03-15,416.4200134277344
2022-03-16,419.25
2022-03-17,427.1400146484375
2022-03-18,439.1499938964844
2022-03-21,437.5199890136719
2022-03-22,435.80999755859375
2022-03-23,426.8900146484375
2022-03-24,419.3900146484375
2022-03-25,414.17999267578125
2022-03-28,431.3399963378906
2022-03-29,437.3500061035156
2022-03-30,439.8999938964844
2022-03-31,434.1499938964844
2022-04-01,429.1199951171875
2022-04-04,433.1700134277344
2022-04-05,440.7900085449219
2022-04-06,442.6300048828125
2022-04-07,444.57000732421875
2022-04-08,441.82000732421875
2022-04-11,432.1400146484375
2022-04-12,425.6000061035156
2022-04-13,427.3699951171875
2022-04-14,420.57000732421875
2022-04-18,422.2300109863281
2022-04-19,434.489990234375
2022-04-20,443.3999938964844
2022-04-21,438.4100036621094
2022-04-22,427.2300109863281
2022-04-25,429.0400085449219
2022-04-26,416.8699951171875
2022-04-27,416.5199890136719
2022-04-28,419.3699951171875
2022-04-29,403.489990234375
2022-05-02,394.80999755859375
2022-05-03,399.2099914550781
2022-05-04,399.3500061035156
2022-05-05,382.6499938964844
2022-05-06,378.1700134277344
2022-05-09,363.8399963378906
2022-05-10,367.1199951171875
2022-05-11,365.7900085449219
2022-05-12,366.4200134277344
2022-05-13,371.80999755859375
2022-05-16,372.45001220703125
2022-05-17,374.1600036621094
2022-05-18,356.1000061035156
2022-05-19,360.4200134277344
2022-05-20,364.57000732421875
2022-05-23,372.2300109863281
2022-05-24,370.79998779296875
2022-05-25,370.6400146484375
2022-05-26,378.8500061035156
2022-05-27,388.010009765625
2022-05-31,381.7799987792969
2022-06-01,374.5899963378906
2022-06-02,384.510009765625
2022-06-03,379.32000732421875
2022-06-06,377.82000732421875
2022-06-07,381.5899963378906
2022-06-08,376.4599914550781
2022-06-09,369.6000061035156
2022-06-10,362.94000244140625
2022-06-13,352.760009765625
2022-06-14,350.7200012207031
2022-06-15,355.8699951171875
2022-06-16,348.7099914550781
2022-06-17,349.3299865722656
2022-06-21,358.7699890136719
2022-06-22,359.94000244140625
2022-06-23,388.760009765625
2022-06-24,392.5199890136719
2022-06-27,391.1499938964844
2022-06-28,376.0
2022-06-29,383.1000061035156
2022-06-30,384.57000732421875
2022-07-01,394.20001220703125
2022-07-05,395.80999755859375
2022-07-06,401.8500061035156
2022-07-07,401.8500061035156
2022-07-08,401.6300048828125
2022-07-11,403.8900146484375
2022-07-12,393.29998779296875
2022-07-13,392.8699951171875
2022-07-14,396.4599914550781
2022-07-15,399.9800109863281
2022-07-18,390.8500061035156
2022-07-19,399.6700134277344
2022-07-20,401.0400085449219
2022-07-21,411.04998779296875
2022-07-22,408.0299987792969
2022-07-25,406.2300109863281
2022-07-26,405.239990234375
2022-07-27,408.80999755859375
2022-07-28,421.1499938964844
2022-07-29,429.67999267578125
2022-08-01,422.79998779296875
2022-08-02,420.9200134277344
2022-08-03,422.4700012207031
2022-08-04,424.7799987792969
2022-08-05,423.30999755859375
2022-08-08,423.54998779296875
2022-08-09,423.75
2022-08-10,434.8999938964844
2022-08-11,433.1499938964844
2022-08-12,441.07000732421875
2022-08-15,446.5899963378906
2022-08-16,447.69000244140625
2022-08-17,452.8500061035156
2022-08-18,454.2300109863281
2022-08-19,446.3699951171875
2022-08-22,443.7099914550781
2022-08-23,439.0
2022-08-24,441.92999267578125
2022-08-25,452.3800048828125
2022-08-26,445.1199951171875
2022-08-29,441.3500061035156
2022-08-30,437.6300048828125
2022-08-31,433.3399963378906
2022-09-01,440.05999755859375
2022-09-02,430.44000244140625
2022-09-06,436.3900146484375
2022-09-07,444.7699890136719
2022-09-08,448.8399963378906
2022-09-09,453.3800048828125
2022-09-12,457.0799865722656
2022-09-13,446.8699951171875
2022-09-14,448.8599853515625
2022-09-15,446.6700134277344
2022-09-16,446.0199890136719
2022-09-19,446.4599914550781
2022-09-20,441.6400146484375
2022-09-21,430.45001220703125
2022-09-22,394.75
2022-09-23,392.6700134277344
2022-09-26,388.4200134277344
2022-09-27,391.1300048828125
2022-09-28,393.05999755859375
2022-09-29,396.8599853515625
2022-09-30,400.1099853515625
2022-10-03,408.1199951171875
2022-10-04,422.30999755859375
2022-10-05,423.79998779296875
2022-10-06,419.25
2022-10-07,413.69000244140625
2022-10-10,412.7799987792969
2022-10-11,414.7099914550781
2022-10-12,401.6600036621094
2022-10-13,409.05999755859375
2022-10-14,394.5799865722656
2022-10-17,407.0
2022-10-18,409.2900085449219
2022-10-19,406.1000061035156
2022-10-20,399.5299987792969
2022-10-21,407.0899963378906
2022-10-24,410.1700134277344
2022-10-25,419.260009765625
2022-10-26,417.6499938964844
2022-10-27,423.42999267578125
2022-10-28,430.3999938964844
2022-10-31,425.489990234375
2022-11-01,426.25
2022-11-02,415.260009765625
2022-11-03,412.5199890136719
2022-11-04,408.45001220703125
2022-11-07,414.2099914550781
2022-11-08,422.760009765625
2022-11-09,418.17999267578125
2022-11-10,436.2799987792969
2022-11-11,421.239990234375
2022-11-14,424.5899963378906
2022-11-15,432.9200134277344
2022-11-16,441.4800109863281
2022-11-17,436.70001220703125
2022-11-18,437.7699890136719
2022-11-21,446.6099853515625
2022-11-22,451.8599853515625
2022-11-23,453.739990234375
2022-11-25,455.5799865722656
2022-11-28,452.3500061035156
2022-11-29,449.1199951171875
2022-11-30,461.2900085449219
2022-12-01,472.1600036621094
2022-12-02,471.1499938964844
2022-12-05,459.0899963378906
2022-12-06,454.1499938964844
2022-12-07,450.2900085449219
2022-12-08,451.29998779296875
2022-12-09,449.739990234375
2022-12-12,449.8900146484375
2022-12-13,456.9599914550781
2022-12-14,449.29998779296875
2022-12-15,431.05999755859375
2022-12-16,428.3800048828125
2022-12-19,419.8999938964844
2022-12-20,397.2799987792969
2022-12-21,404.5
2022-12-22,398.5
2022-12-23,398.0400085449219
2022-12-27,395.54998779296875
2022-12-28,394.5199890136719
2022-12-29,406.5
2022-12-30,401.2099914550781
2023-01-03,405.9599914550781
2023-01-04,407.7900085449219
2023-01-05,393.54998779296875
2023-01-06,404.4599914550781
2023-01-09,404.6199951171875
2023-01-10,409.2799987792969
2023-01-11,412.82000732421875
2023-01-12,413.8800048828125
2023-01-13,421.3599853515625
2023-01-17,428.70001220703125
2023-01-18,429.4200134277344
2023-01-19,421.45001220703125
2023-01-20,423.760009765625
2023-01-23,424.1700134277344
2023-01-24,419.6400146484375
2023-01-25,413.8399963378906
2023-01-26,420.489990234375
2023-01-27,425.44000244140625
2023-01-30,420.6199951171875
2023-01-31,422.94000244140625
2023-02-01,426.54998779296875
2023-02-02,433.29998779296875
2023-02-03,427.55999755859375
2023-02-06,426.8800048828125
2023-02-07,434.0199890136719
2023-02-08,431.7900085449219
2023-02-09,427.260009765625
2023-02-10,428.30999755859375
2023-02-13,434.4200134277344
2023-02-14,429.82000732421875
2023-02-15,435.2699890136719
2023-02-16,427.1700134277344
2023-02-17,431.2300109863281
2023-02-21,421.9100036621094
2023-02-22,422.3599853515625
2023-02-23,426.4800109863281
2023-02-24,421.3900146484375
2023-02-27,419.9200134277344
2023-02-28,414.54998779296875
2023-03-01,412.7699890136719
2023-03-02,414.6400146484375
2023-03-03,421.20001220703125
2023-03-06,418.32000732421875
2023-03-07,409.6499938964844
2023-03-08,408.0400085449219
2023-03-09,406.0299987792969
2023-03-10,395.6300048828125
2023-03-13,397.4700012207031
2023-03-14,409.54998779296875
2023-03-15,404.69000244140625
2023-03-16,405.20001220703125
2023-03-17,405.80999755859375
2023-03-20,411.54998779296875
2023-03-21,419.20001220703125
2023-03-22,415.6499938964844
2023-03-23,392.5899963378906
2023-03-24,398.8599853515625
2023-03-27,394.4100036621094
2023-03-28,401.4700012207031
2023-03-29,407.6300048828125
2023-03-30,410.67999267578125
2023-03-31,415.0899963378906
2023-04-03,416.05999755859375
2023-04-04,409.7699890136719
2023-04-05,402.0400085449219
2023-04-06,404.7799987792969
2023-04-10,403.70001220703125
2023-04-11,406.04998779296875
2023-04-12,411.7200012207031
2023-04-13,417.260009765625
2023-04-14,413.9700012207031
2023-04-17,416.44000244140625
2023-04-18,416.9599914550781
2023-04-19,416.5299987792969
2023-04-20,416.70001220703125
2023-04-21,421.4800109863281
2023-04-24,422.20001220703125
2023-04-25,412.07000732421875
2023-04-26,401.3999938964844
2023-04-27,410.1600036621094
2023-04-28,411.69000244140625
2023-05-01,411.1300048828125
2023-05-02,398.0799865722656
2023-05-03,393.6499938964844
2023-05-04,395.010009765625
2023-05-05,405.8500061035156
2023-05-08,402.6700134277344
2023-05-09,402.010009765625
2023-05-10,404.3900146484375
2023-05-11,400.2699890136719
2023-05-12,398.3599853515625
2023-05-15,396.0299987792969
2023-05-16,388.5400085449219
2023-05-17,394.260009765625
2023-05-18,393.54998779296875
2023-05-19,396.19000244140625
2023-05-22,398.25
2023-05-23,389.0400085449219
2023-05-24,384.5799865722656
2023-05-25,385.07000732421875
2023-05-26,388.44000244140625
2023-05-30,389.8599853515625
2023-05-31,384.8900146484375
2023-06-01,390.2900085449219
2023-06-02,398.80999755859375
2023-06-05,398.19000244140625
2023-06-06,397.6000061035156
2023-06-07,397.5400085449219
2023-06-08,403.45001220703125
2023-06-09,397.5799865722656
2023-06-12,400.2799987792969
2023-06-13,406.45001220703125
2023-06-14,410.989990234375
2023-06-15,422.32000732421875
2023-06-16,420.9100036621094
2023-06-20,421.54998779296875
2023-06-21,423.3399963378906
2023-06-22,404.1499938964844
