Date,FDS
2023-06-23,394.04998779296875
2023-06-26,395.6600036621094
2023-06-27,400.3399963378906
2023-06-28,395.4800109863281
2023-06-29,395.54998779296875
2023-06-30,400.6499938964844
2023-07-03,393.5400085449219
2023-07-05,395.45001220703125
2023-07-06,391.20001220703125
2023-07-07,387.57000732421875
2023-07-10,395.42999267578125
2023-07-11,400.70001220703125
2023-07-12,399.5199890136719
2023-07-13,413.8399963378906
2023-07-14,410.7300109863281
2023-07-17,420.1000061035156
2023-07-18,424.3599853515625
2023-07-19,425.17999267578125
2023-07-20,429.6000061035156
2023-07-21,431.94000244140625
2023-07-24,436.739990234375
2023-07-25,439.239990234375
2023-07-26,440.4200134277344
2023-07-27,435.44000244140625
2023-07-28,436.510009765625
2023-07-31,435.0400085449219
2023-08-01,433.5899963378906
2023-08-02,434.1000061035156
2023-08-03,431.0400085449219
2023-08-04,422.0899963378906
2023-08-07,424.7900085449219
2023-08-08,420.3399963378906
2023-08-09,421.9800109863281
2023-08-10,422.3900146484375
2023-08-11,423.9800109863281
2023-08-14,425.4200134277344
2023-08-15,423.6700134277344
2023-08-16,425.1000061035156
2023-08-17,430.3900146484375
2023-08-18,429.3999938964844
2023-08-21,430.0
2023-08-22,430.0199890136719
2023-08-23,437.54998779296875
2023-08-24,440.4700012207031
2023-08-25,429.57000732421875
2023-08-28,429.04998779296875
2023-08-29,430.80999755859375
2023-08-30,434.95001220703125
2023-08-31,436.4100036621094
2023-09-01,435.4800109863281
2023-09-05,432.5199890136719
2023-09-06,430.510009765625
2023-09-07,430.9200134277344
2023-09-08,429.0
2023-09-11,426.44000244140625
2023-09-12,423.5199890136719
2023-09-13,429.1400146484375
2023-09-14,431.6600036621094
2023-09-15,427.6700134277344
2023-09-18,429.17999267578125
2023-09-19,426.30999755859375
2023-09-20,423.7699890136719
2023-09-21,426.760009765625
2023-09-22,435.82000732421875
2023-09-25,436.9700012207031
2023-09-26,432.0899963378906
2023-09-27,435.19000244140625
2023-09-28,441.8599853515625
2023-09-29,437.260009765625
2023-10-02,436.07000732421875
2023-10-03,435.7300109863281
2023-10-04,447.29998779296875
2023-10-05,449.19000244140625
2023-10-06,452.30999755859375
2023-10-09,451.4200134277344
2023-10-10,453.3399963378906
2023-10-11,456.8699951171875
2023-10-12,447.32000732421875
2023-10-13,446.6300048828125
2023-10-16,447.9100036621094
2023-10-17,450.07000732421875
2023-10-18,443.79998779296875
2023-10-19,436.8699951171875
2023-10-20,430.1199951171875
2023-10-23,431.67999267578125
2023-10-24,429.9100036621094
2023-10-25,424.17999267578125
2023-10-26,429.05999755859375
2023-10-27,420.4200134277344
2023-10-30,427.25
2023-10-31,431.8900146484375
2023-11-01,436.57000732421875
2023-11-02,442.260009765625
2023-11-03,443.7900085449219
2023-11-06,446.57000732421875
2023-11-07,448.8699951171875
2023-11-08,445.7300109863281
2023-11-09,448.54998779296875
2023-11-10,453.0199890136719
2023-11-13,453.4599914550781
2023-11-14,459.42999267578125
2023-11-15,458.5400085449219
2023-11-16,464.2799987792969
2023-11-17,457.3399963378906
2023-11-20,456.0
2023-11-21,457.4100036621094
2023-11-22,457.760009765625
2023-11-24,460.1099853515625
2023-11-27,460.2799987792969
2023-11-28,456.5400085449219
2023-11-29,454.3900146484375
2023-11-30,453.4599914550781
2023-12-01,455.1700134277344
2023-12-04,454.29998779296875
2023-12-05,446.5
2023-12-06,443.5400085449219
2023-12-07,442.1400146484375
2023-12-08,443.8900146484375
2023-12-11,449.1400146484375
2023-12-12,453.20001220703125
2023-12-13,458.9800109863281
2023-12-14,454.0
2023-12-15,456.9599914550781
2023-12-18,458.4800109863281
2023-12-19,448.6499938964844
2023-12-20,452.32000732421875
2023-12-21,470.17999267578125
2023-12-22,469.1300048828125
2023-12-26,472.30999755859375
2023-12-27,474.2099914550781
2023-12-28,476.7900085449219
2023-12-29,477.04998779296875
2024-01-02,462.739990234375
2024-01-03,454.7200012207031
2024-01-04,458.1600036621094
2024-01-05,456.5799865722656
2024-01-08,458.760009765625
2024-01-09,454.510009765625
2024-01-10,462.7699890136719
2024-01-11,464.9599914550781
2024-01-12,466.55999755859375
2024-01-16,462.2300109863281
2024-01-17,458.4200134277344
2024-01-18,461.17999267578125
2024-01-19,463.45001220703125
2024-01-22,467.7699890136719
2024-01-23,470.9100036621094
2024-01-24,470.8500061035156
2024-01-25,471.0799865722656
2024-01-26,470.6700134277344
2024-01-29,472.70001220703125
2024-01-30,479.239990234375
2024-01-31,475.9200134277344
2024-02-01,484.57000732421875
2024-02-02,486.7699890136719
2024-02-05,477.3999938964844
2024-02-06,477.4100036621094
2024-02-07,483.05999755859375
2024-02-08,470.05999755859375
2024-02-09,477.5899963378906
2024-02-12,471.2200012207031
2024-02-13,463.3299865722656
2024-02-14,461.7799987792969
2024-02-15,464.0199890136719
2024-02-16,458.4200134277344
2024-02-20,456.8599853515625
2024-02-21,453.3500061035156
2024-02-22,458.8699951171875
2024-02-23,463.4700012207031
2024-02-26,459.07000732421875
2024-02-27,461.5400085449219
2024-02-28,465.989990234375
2024-02-29,462.5799865722656
2024-03-01,461.32000732421875
2024-03-04,464.9800109863281
2024-03-05,464.3299865722656
2024-03-06,464.95001220703125
2024-03-07,467.260009765625
2024-03-08,466.1199951171875
2024-03-11,476.8500061035156
2024-03-12,480.20001220703125
2024-03-13,481.6199951171875
2024-03-14,478.8800048828125
2024-03-15,475.9599914550781
2024-03-18,477.6600036621094
2024-03-19,481.8699951171875
2024-03-20,487.8999938964844
2024-03-21,450.6600036621094
2024-03-22,447.4599914550781
2024-03-25,444.7300109863281
2024-03-26,443.8599853515625
2024-03-27,447.3800048828125
2024-03-28,454.3900146484375
2024-04-01,442.8800048828125
2024-04-02,439.6000061035156
2024-04-03,435.8599853515625
2024-04-04,433.2900085449219
2024-04-05,433.1700134277344
2024-04-08,440.2699890136719
2024-04-09,439.67999267578125
2024-04-10,428.6700134277344
2024-04-11,427.2699890136719
2024-04-12,426.239990234375
2024-04-15,424.0899963378906
2024-04-16,427.05999755859375
2024-04-17,429.25
2024-04-18,429.4599914550781
2024-04-19,434.0199890136719
2024-04-22,438.42999267578125
2024-04-23,419.94000244140625
2024-04-24,422.8299865722656
2024-04-25,418.7099914550781
2024-04-26,421.4700012207031
2024-04-29,422.94000244140625
2024-04-30,416.8900146484375
2024-05-01,419.57000732421875
2024-05-02,423.3599853515625
2024-05-03,428.25
2024-05-06,436.0799865722656
2024-05-07,435.4599914550781
2024-05-08,433.8999938964844
2024-05-09,435.9800109863281
2024-05-10,439.1600036621094
2024-05-13,440.0299987792969
2024-05-14,441.510009765625
2024-05-15,445.3699951171875
2024-05-16,445.5199890136719
2024-05-17,448.8800048828125
2024-05-20,452.4800109863281
2024-05-21,449.92999267578125
2024-05-22,447.7900085449219
2024-05-23,436.3599853515625
2024-05-24,436.0400085449219
2024-05-28,427.04998779296875
2024-05-29,417.67999267578125
2024-05-30,406.489990234375
2024-05-31,404.260009765625
2024-06-03,394.8900146484375
2024-06-04,396.1499938964844
2024-06-05,401.1199951171875
2024-06-06,410.1000061035156
2024-06-07,409.92999267578125
2024-06-10,406.239990234375
2024-06-11,408.260009765625
2024-06-12,406.20001220703125
2024-06-13,402.7900085449219
2024-06-14,401.739990234375
2024-06-17,406.7300109863281
2024-06-18,407.1700134277344
2024-06-20,408.3500061035156
2024-06-21,423.7300109863281
2024-06-24,424.8900146484375
2024-06-25,419.20001220703125
2024-06-26,415.6600036621094
2024-06-27,415.0
2024-06-28,408.2699890136719
2024-07-01,411.1600036621094
2024-07-02,416.010009765625
2024-07-03,416.760009765625
2024-07-05,423.4100036621094
2024-07-08,417.8699951171875
2024-07-09,411.739990234375
2024-07-10,414.6499938964844
2024-07-11,419.1000061035156
2024-07-12,423.8999938964844
2024-07-15,428.5400085449219
2024-07-16,442.239990234375
2024-07-17,440.9100036621094
2024-07-18,431.6300048828125
2024-07-19,424.32000732421875
2024-07-22,429.25
2024-07-23,416.1400146484375
2024-07-24,403.2099914550781
2024-07-25,411.6600036621094
2024-07-26,415.3299865722656
2024-07-29,411.29998779296875
2024-07-30,416.82000732421875
2024-07-31,413.0899963378906
2024-08-01,408.7099914550781
2024-08-02,414.55999755859375
2024-08-05,401.8399963378906
2024-08-06,404.6600036621094
2024-08-07,401.19000244140625
2024-08-08,403.7799987792969
2024-08-09,403.0299987792969
2024-08-12,397.0400085449219
2024-08-13,401.05999755859375
2024-08-14,404.3299865722656
2024-08-15,408.7200012207031
2024-08-16,410.8699951171875
2024-08-19,413.0400085449219
2024-08-20,412.2900085449219
2024-08-21,412.42999267578125
2024-08-22,407.989990234375
2024-08-23,408.9700012207031
2024-08-26,410.2900085449219
2024-08-27,411.7099914550781
2024-08-28,413.260009765625
2024-08-29,417.6300048828125
2024-08-30,422.8399963378906
2024-09-03,426.6499938964844
2024-09-04,430.57000732421875
2024-09-05,427.010009765625
2024-09-06,424.0299987792969
2024-09-09,428.8999938964844
2024-09-10,440.7300109863281
2024-09-11,437.5400085449219
2024-09-12,439.8800048828125
2024-09-13,445.3599853515625
2024-09-16,453.9800109863281
2024-09-17,448.2799987792969
2024-09-18,446.80999755859375
2024-09-19,469.4800109863281
2024-09-20,465.9100036621094
2024-09-23,468.7300109863281
2024-09-24,463.7699890136719
2024-09-25,457.80999755859375
2024-09-26,455.6700134277344
2024-09-27,458.489990234375
2024-09-30,459.8500061035156
2024-10-01,454.9800109863281
2024-10-02,457.010009765625
2024-10-03,459.0899963378906
2024-10-04,457.0
2024-10-07,449.739990234375
2024-10-08,456.8299865722656
2024-10-09,455.7200012207031
2024-10-10,454.0299987792969
2024-10-11,456.80999755859375
2024-10-14,461.8500061035156
2024-10-15,469.1099853515625
2024-10-16,470.4599914550781
2024-10-17,472.4700012207031
2024-10-18,471.5299987792969
2024-10-21,468.92999267578125
2024-10-22,465.07000732421875
2024-10-23,463.7699890136719
2024-10-24,456.6300048828125
2024-10-25,454.94000244140625
2024-10-28,459.2900085449219
2024-10-29,460.0899963378906
2024-10-30,453.79998779296875
2024-10-31,454.05999755859375
2024-11-01,458.79998779296875
2024-11-04,461.80999755859375
2024-11-05,467.9599914550781
2024-11-06,478.4700012207031
2024-11-07,473.8800048828125
2024-11-08,477.4599914550781
2024-11-11,481.8500061035156
2024-11-12,484.2699890136719
2024-11-13,490.8299865722656
2024-11-14,495.7200012207031
2024-11-15,483.8999938964844
2024-11-18,485.92999267578125
2024-11-19,481.3999938964844
2024-11-20,474.44000244140625
2024-11-21,485.7699890136719
