Date,ALL
2023-01-06,141.3699951171875
2023-01-09,140.00999450683594
2023-01-10,141.25999450683594
2023-01-11,138.22999572753906
2023-01-12,137.07000732421875
2023-01-13,138.97000122070312
2023-01-17,135.52000427246094
2023-01-18,132.42999267578125
2023-01-19,124.63999938964844
2023-01-20,125.6500015258789
2023-01-23,125.23999786376953
2023-01-24,127.26000213623047
2023-01-25,128.6199951171875
2023-01-26,128.60000610351562
2023-01-27,127.83000183105469
2023-01-30,128.0
2023-01-31,128.47000122070312
2023-02-01,128.16000366210938
2023-02-02,131.88999938964844
2023-02-03,131.3300018310547
2023-02-06,134.97999572753906
2023-02-07,136.72000122070312
2023-02-08,136.8300018310547
2023-02-09,133.55999755859375
2023-02-10,135.41000366210938
2023-02-13,136.50999450683594
2023-02-14,135.0399932861328
2023-02-15,137.14999389648438
2023-02-16,137.10000610351562
2023-02-17,135.0500030517578
2023-02-21,134.41000366210938
2023-02-22,133.27999877929688
2023-02-23,131.85000610351562
2023-02-24,131.58999633789062
2023-02-27,128.9499969482422
2023-02-28,128.77999877929688
2023-03-01,127.61000061035156
2023-03-02,126.27999877929688
2023-03-03,128.1300048828125
2023-03-06,127.5999984741211
2023-03-07,124.58000183105469
2023-03-08,122.4000015258789
2023-03-09,119.4000015258789
2023-03-10,118.19999694824219
2023-03-13,114.18000030517578
2023-03-14,114.36000061035156
2023-03-15,110.61000061035156
2023-03-16,112.0999984741211
2023-03-17,105.11000061035156
2023-03-20,109.19999694824219
2023-03-21,112.54000091552734
2023-03-22,108.52999877929688
2023-03-23,105.58000183105469
2023-03-24,105.58999633789062
2023-03-27,106.98999786376953
2023-03-28,106.33999633789062
2023-03-29,109.69999694824219
2023-03-30,109.08999633789062
2023-03-31,110.80999755859375
2023-04-03,114.25
2023-04-04,113.16999816894531
2023-04-05,114.87999725341797
2023-04-06,115.22000122070312
2023-04-10,116.11000061035156
2023-04-11,116.0999984741211
2023-04-12,116.08000183105469
2023-04-13,114.11000061035156
2023-04-14,112.12999725341797
2023-04-17,114.88999938964844
2023-04-18,114.13999938964844
2023-04-19,116.51000213623047
2023-04-20,117.37999725341797
2023-04-21,115.77999877929688
2023-04-24,115.9000015258789
2023-04-25,114.91000366210938
2023-04-26,114.05999755859375
2023-04-27,115.25
2023-04-28,115.76000213623047
2023-05-01,115.86000061035156
2023-05-02,112.38999938964844
2023-05-03,111.5
2023-05-04,114.0199966430664
2023-05-05,115.7300033569336
2023-05-08,116.12000274658203
2023-05-09,118.41999816894531
2023-05-10,117.66999816894531
2023-05-11,118.33000183105469
2023-05-12,118.26000213623047
2023-05-15,117.93000030517578
2023-05-16,116.80999755859375
2023-05-17,119.0
2023-05-18,118.88999938964844
2023-05-19,117.77999877929688
2023-05-22,118.08999633789062
2023-05-23,116.26000213623047
2023-05-24,113.4000015258789
2023-05-25,111.04000091552734
2023-05-26,109.52999877929688
2023-05-30,110.66000366210938
2023-05-31,108.44999694824219
2023-06-01,109.19999694824219
2023-06-02,110.08000183105469
2023-06-05,109.4800033569336
2023-06-06,109.98999786376953
2023-06-07,112.22000122070312
2023-06-08,111.91000366210938
2023-06-09,111.95999908447266
2023-06-12,112.3499984741211
2023-06-13,113.44999694824219
2023-06-14,111.4000015258789
2023-06-15,110.54000091552734
2023-06-16,111.16999816894531
2023-06-20,108.61000061035156
2023-06-21,107.7300033569336
2023-06-22,108.0
2023-06-23,107.52999877929688
2023-06-26,108.95999908447266
2023-06-27,108.63999938964844
2023-06-28,108.86000061035156
2023-06-29,109.08999633789062
2023-06-30,109.04000091552734
2023-07-03,110.51000213623047
2023-07-05,110.04000091552734
2023-07-06,108.76000213623047
2023-07-07,108.2699966430664
2023-07-10,106.75
2023-07-11,109.06999969482422
2023-07-12,107.5999984741211
2023-07-13,104.83000183105469
2023-07-14,101.18000030517578
2023-07-17,102.41000366210938
2023-07-18,103.41999816894531
2023-07-19,105.79000091552734
2023-07-20,111.9800033569336
2023-07-21,110.81999969482422
2023-07-24,112.11000061035156
2023-07-25,110.47000122070312
2023-07-26,112.95999908447266
2023-07-27,112.77999877929688
2023-07-28,112.45999908447266
2023-07-31,112.68000030517578
2023-08-01,113.02999877929688
2023-08-02,106.51000213623047
2023-08-03,111.36000061035156
2023-08-04,109.87000274658203
2023-08-07,110.73999786376953
2023-08-08,110.44000244140625
2023-08-09,109.5999984741211
2023-08-10,110.69000244140625
2023-08-11,109.04000091552734
2023-08-14,106.9000015258789
2023-08-15,105.06999969482422
2023-08-16,109.73999786376953
2023-08-17,107.91000366210938
2023-08-18,106.19000244140625
2023-08-21,105.29000091552734
2023-08-22,105.12000274658203
2023-08-23,105.62000274658203
2023-08-24,105.33999633789062
2023-08-25,105.13999938964844
2023-08-28,105.41999816894531
2023-08-29,106.55999755859375
2023-08-30,109.26000213623047
2023-08-31,107.80999755859375
2023-09-01,110.55999755859375
2023-09-05,107.22000122070312
2023-09-06,107.93000030517578
2023-09-07,107.7300033569336
2023-09-08,106.19999694824219
2023-09-11,107.77999877929688
2023-09-12,109.48999786376953
2023-09-13,108.9000015258789
2023-09-14,110.55000305175781
2023-09-15,108.77999877929688
2023-09-18,111.04000091552734
2023-09-19,113.37999725341797
2023-09-20,114.1500015258789
2023-09-21,113.8499984741211
2023-09-22,114.08999633789062
2023-09-25,115.23999786376953
2023-09-26,113.2699966430664
2023-09-27,113.0199966430664
2023-09-28,112.48999786376953
2023-09-29,111.41000366210938
2023-10-02,110.91000366210938
2023-10-03,109.91000366210938
2023-10-04,111.44999694824219
2023-10-05,112.37000274658203
2023-10-06,113.1500015258789
2023-10-09,114.16999816894531
2023-10-10,114.72000122070312
2023-10-11,114.7699966430664
2023-10-12,113.9800033569336
2023-10-13,120.31999969482422
2023-10-16,124.91999816894531
2023-10-17,127.91999816894531
2023-10-18,127.41000366210938
2023-10-19,124.73999786376953
2023-10-20,123.19000244140625
2023-10-23,121.83000183105469
2023-10-24,124.29000091552734
2023-10-25,125.19000244140625
2023-10-26,125.62000274658203
2023-10-27,123.30000305175781
2023-10-30,125.47000122070312
2023-10-31,128.1300048828125
2023-11-01,129.75
2023-11-02,131.36000061035156
2023-11-03,131.72999572753906
2023-11-06,130.52000427246094
2023-11-07,129.66000366210938
2023-11-08,129.27999877929688
2023-11-09,128.99000549316406
2023-11-10,130.32000732421875
2023-11-13,129.85000610351562
2023-11-14,131.64999389648438
2023-11-15,131.57000732421875
2023-11-16,134.75
2023-11-17,134.19000244140625
2023-11-20,134.63999938964844
2023-11-21,134.9600067138672
2023-11-22,136.08999633789062
2023-11-24,136.61000061035156
2023-11-27,137.47000122070312
2023-11-28,136.42999267578125
2023-11-29,135.49000549316406
2023-11-30,137.8699951171875
2023-12-01,137.67999267578125
2023-12-04,138.63999938964844
2023-12-05,138.67999267578125
2023-12-06,138.49000549316406
2023-12-07,139.02000427246094
2023-12-08,139.32000732421875
2023-12-11,143.07000732421875
2023-12-12,144.36000061035156
2023-12-13,144.35000610351562
2023-12-14,139.24000549316406
2023-12-15,139.05999755859375
2023-12-18,138.75
2023-12-19,138.25
2023-12-20,135.6199951171875
2023-12-21,135.39999389648438
2023-12-22,137.39999389648438
2023-12-26,138.0800018310547
2023-12-27,138.38999938964844
2023-12-28,139.82000732421875
2023-12-29,139.97999572753906
2024-01-02,143.80999755859375
2024-01-03,145.0
2024-01-04,148.5
2024-01-05,149.97999572753906
2024-01-08,149.3800048828125
2024-01-09,150.97999572753906
2024-01-10,150.30999755859375
2024-01-11,150.3699951171875
2024-01-12,151.02999877929688
2024-01-16,151.5
2024-01-17,152.5500030517578
2024-01-18,152.9199981689453
2024-01-19,154.8800048828125
2024-01-22,155.38999938964844
2024-01-23,154.11000061035156
2024-01-24,157.4199981689453
2024-01-25,159.05999755859375
2024-01-26,158.3699951171875
2024-01-29,156.05999755859375
2024-01-30,156.49000549316406
2024-01-31,155.25
2024-02-01,156.19000244140625
2024-02-02,157.3699951171875
2024-02-05,156.8300018310547
2024-02-06,157.35000610351562
2024-02-07,158.60000610351562
2024-02-08,161.75
2024-02-09,160.02999877929688
2024-02-12,159.32000732421875
2024-02-13,158.5800018310547
2024-02-14,161.38999938964844
2024-02-15,161.88999938964844
2024-02-16,161.77999877929688
2024-02-20,159.72000122070312
2024-02-21,159.1699981689453
2024-02-22,160.19000244140625
2024-02-23,159.1300048828125
2024-02-26,159.8000030517578
2024-02-27,159.5399932861328
2024-02-28,160.58999633789062
2024-02-29,159.52000427246094
2024-03-01,155.14999389648438
2024-03-04,156.3800048828125
2024-03-05,156.77000427246094
2024-03-06,157.0399932861328
2024-03-07,156.63999938964844
2024-03-08,156.9199981689453
2024-03-11,159.94000244140625
2024-03-12,159.60000610351562
2024-03-13,160.0800018310547
2024-03-14,159.3800048828125
2024-03-15,162.1999969482422
2024-03-18,163.00999450683594
2024-03-19,162.36000061035156
2024-03-20,161.1699981689453
2024-03-21,162.1699981689453
2024-03-22,165.25
2024-03-25,168.97000122070312
2024-03-26,170.80999755859375
2024-03-27,169.83999633789062
2024-03-28,173.00999450683594
2024-04-01,172.57000732421875
2024-04-02,172.5399932861328
2024-04-03,173.4199981689453
2024-04-04,171.22999572753906
2024-04-05,172.82000732421875
2024-04-08,172.36000061035156
2024-04-09,168.3300018310547
2024-04-10,169.75
2024-04-11,165.61000061035156
2024-04-12,166.80999755859375
2024-04-15,165.75999450683594
2024-04-16,164.2100067138672
2024-04-17,162.9199981689453
2024-04-18,169.11000061035156
2024-04-19,172.9600067138672
2024-04-22,175.41000366210938
2024-04-23,175.27999877929688
2024-04-24,172.27000427246094
2024-04-25,172.33999633789062
2024-04-26,170.07000732421875
2024-04-29,169.5800018310547
2024-04-30,170.05999755859375
2024-05-01,171.55999755859375
2024-05-02,169.17999267578125
2024-05-03,168.17999267578125
2024-05-06,170.0800018310547
2024-05-07,168.19000244140625
2024-05-08,170.27999877929688
2024-05-09,171.4600067138672
2024-05-10,172.7100067138672
2024-05-13,169.8800048828125
2024-05-14,169.0800018310547
2024-05-15,166.27000427246094
2024-05-16,169.0800018310547
2024-05-17,169.50999450683594
2024-05-20,167.86000061035156
2024-05-21,168.19000244140625
2024-05-22,166.1699981689453
2024-05-23,164.0
2024-05-24,164.83999633789062
2024-05-28,164.6699981689453
2024-05-29,163.5
2024-05-30,164.97999572753906
2024-05-31,167.52000427246094
2024-06-03,164.1199951171875
2024-06-04,163.4199981689453
2024-06-05,163.3000030517578
2024-06-06,163.1199951171875
2024-06-07,165.05999755859375
2024-06-10,163.80999755859375
2024-06-11,161.60000610351562
2024-06-12,160.6300048828125
2024-06-13,160.8300018310547
2024-06-14,157.07000732421875
2024-06-17,158.74000549316406
2024-06-18,160.05999755859375
2024-06-20,162.58999633789062
2024-06-21,160.50999450683594
2024-06-24,162.41000366210938
2024-06-25,161.33999633789062
2024-06-26,158.36000061035156
2024-06-27,160.00999450683594
2024-06-28,159.66000366210938
2024-07-01,160.5399932861328
2024-07-02,160.17999267578125
2024-07-03,159.44000244140625
2024-07-05,158.42999267578125
2024-07-08,159.5399932861328
2024-07-09,158.72000122070312
2024-07-10,159.97000122070312
2024-07-11,162.0399932861328
2024-07-12,163.69000244140625
2024-07-15,166.91000366210938
2024-07-16,167.80999755859375
2024-07-17,170.6999969482422
2024-07-18,176.69000244140625
2024-07-19,174.3800048828125
2024-07-22,174.8300018310547
2024-07-23,173.60000610351562
2024-07-24,172.33999633789062
2024-07-25,165.39999389648438
2024-07-26,169.1699981689453
2024-07-29,169.22999572753906
2024-07-30,173.58999633789062
2024-07-31,171.1199951171875
2024-08-01,177.3800048828125
2024-08-02,176.82000732421875
2024-08-05,169.02000427246094
2024-08-06,169.7899932861328
2024-08-07,170.6699981689453
2024-08-08,170.52000427246094
2024-08-09,171.02999877929688
2024-08-12,171.36000061035156
2024-08-13,171.9600067138672
2024-08-14,180.9499969482422
2024-08-15,178.11000061035156
2024-08-16,179.63999938964844
2024-08-19,180.6199951171875
2024-08-20,180.41000366210938
2024-08-21,178.83999633789062
2024-08-22,181.22999572753906
2024-08-23,180.50999450683594
2024-08-26,183.08999633789062
2024-08-27,185.13999938964844
2024-08-28,187.05999755859375
2024-08-29,188.35000610351562
2024-08-30,188.94000244140625
2024-09-03,189.1999969482422
2024-09-04,189.8699951171875
2024-09-05,185.75999450683594
2024-09-06,185.36000061035156
2024-09-09,187.1999969482422
2024-09-10,184.8699951171875
2024-09-11,184.38999938964844
2024-09-12,186.10000610351562
2024-09-13,188.3000030517578
2024-09-16,190.55999755859375
2024-09-17,190.25999450683594
2024-09-18,191.00999450683594
2024-09-19,190.67999267578125
2024-09-20,191.0
2024-09-23,192.88999938964844
2024-09-24,191.82000732421875
2024-09-25,190.0
2024-09-26,188.69000244140625
2024-09-27,188.36000061035156
2024-09-30,189.64999389648438
2024-10-01,189.8800048828125
2024-10-02,190.22000122070312
2024-10-03,187.83999633789062
2024-10-04,190.57000732421875
2024-10-07,181.25
2024-10-08,182.8699951171875
2024-10-09,184.91000366210938
2024-10-10,185.7899932861328
2024-10-11,188.27999877929688
2024-10-14,190.52999877929688
2024-10-15,193.00999450683594
2024-10-16,195.64999389648438
2024-10-17,195.50999450683594
2024-10-18,195.3699951171875
2024-10-21,192.63999938964844
2024-10-22,192.77999877929688
2024-10-23,192.77999877929688
2024-10-24,192.0
2024-10-25,188.1199951171875
2024-10-28,189.2100067138672
2024-10-29,186.57000732421875
2024-10-30,189.44000244140625
2024-10-31,186.52000427246094
2024-11-01,184.14999389648438
2024-11-04,182.3699951171875
2024-11-05,185.05999755859375
2024-11-06,188.7899932861328
2024-11-07,190.5500030517578
2024-11-08,196.89999389648438
2024-11-11,197.52000427246094
2024-11-12,198.10000610351562
2024-11-13,197.3000030517578
2024-11-14,195.77999877929688
2024-11-15,196.8800048828125
2024-11-18,199.97000122070312
2024-11-19,196.60000610351562
2024-11-20,197.2899932861328
2024-11-21,203.47999572753906
