Date,DLR
2022-09-14,116.08000183105469
2022-09-15,111.88999938964844
2022-09-16,112.08000183105469
2022-09-19,111.1500015258789
2022-09-20,109.75
2022-09-21,108.79000091552734
2022-09-22,107.41000366210938
2022-09-23,103.33999633789062
2022-09-26,101.77999877929688
2022-09-27,97.7300033569336
2022-09-28,99.7699966430664
2022-09-29,96.91000366210938
2022-09-30,99.18000030517578
2022-10-03,100.44999694824219
2022-10-04,102.20999908447266
2022-10-05,99.0
2022-10-06,94.4000015258789
2022-10-07,92.44999694824219
2022-10-10,89.68000030517578
2022-10-11,90.05000305175781
2022-10-12,89.22000122070312
2022-10-13,92.0999984741211
2022-10-14,90.83999633789062
2022-10-17,95.1500015258789
2022-10-18,96.83999633789062
2022-10-19,95.20999908447266
2022-10-20,95.08000183105469
2022-10-21,96.86000061035156
2022-10-24,97.44000244140625
2022-10-25,101.55000305175781
2022-10-26,100.2699966430664
2022-10-27,99.91000366210938
2022-10-28,101.38999938964844
2022-10-31,100.25
2022-11-01,96.87000274658203
2022-11-02,94.2300033569336
2022-11-03,94.94999694824219
2022-11-04,96.7699966430664
2022-11-07,97.22000122070312
2022-11-08,98.44999694824219
2022-11-09,97.08999633789062
2022-11-10,108.58999633789062
2022-11-11,111.58000183105469
2022-11-14,107.41999816894531
2022-11-15,111.87000274658203
2022-11-16,109.8499984741211
2022-11-17,109.29000091552734
2022-11-18,110.45999908447266
2022-11-21,110.58999633789062
2022-11-22,109.5
2022-11-23,110.98999786376953
2022-11-25,111.2699966430664
2022-11-28,107.4800033569336
2022-11-29,108.75
2022-11-30,112.45999908447266
2022-12-01,111.69999694824219
2022-12-02,110.8499984741211
2022-12-05,109.16000366210938
2022-12-06,108.05000305175781
2022-12-07,108.80000305175781
2022-12-08,107.31999969482422
2022-12-09,106.95999908447266
2022-12-12,108.33000183105469
2022-12-13,111.08999633789062
2022-12-14,104.63999938964844
2022-12-15,104.27999877929688
2022-12-16,101.54000091552734
2022-12-19,99.38999938964844
2022-12-20,98.73999786376953
2022-12-21,100.44999694824219
2022-12-22,99.86000061035156
2022-12-23,100.87000274658203
2022-12-27,100.3499984741211
2022-12-28,99.4000015258789
2022-12-29,101.30000305175781
2022-12-30,100.2699966430664
2023-01-03,102.83000183105469
2023-01-04,103.6500015258789
2023-01-05,98.08000183105469
2023-01-06,101.37999725341797
2023-01-09,101.13999938964844
2023-01-10,102.31999969482422
2023-01-11,105.02999877929688
2023-01-12,107.27999877929688
2023-01-13,106.0
2023-01-17,106.8499984741211
2023-01-18,105.44000244140625
2023-01-19,104.95999908447266
2023-01-20,106.73999786376953
2023-01-23,107.22000122070312
2023-01-24,107.0
2023-01-25,107.19000244140625
2023-01-26,109.30999755859375
2023-01-27,111.30999755859375
2023-01-30,111.02999877929688
2023-01-31,114.62000274658203
2023-02-01,116.1500015258789
2023-02-02,119.91999816894531
2023-02-03,115.20999908447266
2023-02-06,114.4000015258789
2023-02-07,113.4800033569336
2023-02-08,112.61000061035156
2023-02-09,111.30000305175781
2023-02-10,111.45999908447266
2023-02-13,112.97000122070312
2023-02-14,112.83000183105469
2023-02-15,113.62999725341797
2023-02-16,112.87999725341797
2023-02-17,110.76000213623047
2023-02-21,108.41000366210938
2023-02-22,106.63999938964844
2023-02-23,108.76000213623047
2023-02-24,105.04000091552734
2023-02-27,104.87999725341797
2023-02-28,104.2300033569336
2023-03-01,100.83000183105469
2023-03-02,103.0999984741211
2023-03-03,106.0
2023-03-06,105.31999969482422
2023-03-07,102.94999694824219
2023-03-08,105.79000091552734
2023-03-09,104.37999725341797
2023-03-10,102.54000091552734
2023-03-13,105.93000030517578
2023-03-14,105.69999694824219
2023-03-15,105.26000213623047
2023-03-16,103.08999633789062
2023-03-17,100.69999694824219
2023-03-20,101.66000366210938
2023-03-21,97.83000183105469
2023-03-22,92.29000091552734
2023-03-23,93.51000213623047
2023-03-24,94.37000274658203
2023-03-27,94.0
2023-03-28,91.41999816894531
2023-03-29,92.4000015258789
2023-03-30,93.47000122070312
2023-03-31,98.30999755859375
2023-04-03,93.31999969482422
2023-04-04,92.77999877929688
2023-04-05,90.20999908447266
2023-04-06,90.93000030517578
2023-04-10,92.62999725341797
2023-04-11,93.83999633789062
2023-04-12,92.80000305175781
2023-04-13,91.93000030517578
2023-04-14,89.77999877929688
2023-04-17,96.19999694824219
2023-04-18,97.56999969482422
2023-04-19,96.51000213623047
2023-04-20,94.25
2023-04-21,96.63999938964844
2023-04-24,97.48999786376953
2023-04-25,97.63999938964844
2023-04-26,97.66999816894531
2023-04-27,101.75
2023-04-28,99.1500015258789
2023-05-01,96.93000030517578
2023-05-02,94.75
2023-05-03,94.79000091552734
2023-05-04,95.87999725341797
2023-05-05,96.41999816894531
2023-05-08,97.37000274658203
2023-05-09,96.61000061035156
2023-05-10,98.87000274658203
2023-05-11,97.7699966430664
2023-05-12,97.0999984741211
2023-05-15,98.37999725341797
2023-05-16,93.5999984741211
2023-05-17,95.62000274658203
2023-05-18,94.19999694824219
2023-05-19,90.75
2023-05-22,91.51000213623047
2023-05-23,90.43000030517578
2023-05-24,86.48999786376953
2023-05-25,92.22000122070312
2023-05-26,98.88999938964844
2023-05-30,100.5999984741211
2023-05-31,102.45999908447266
2023-06-01,104.77999877929688
2023-06-02,105.30000305175781
2023-06-05,104.81999969482422
2023-06-06,105.33999633789062
2023-06-07,103.62000274658203
2023-06-08,104.51000213623047
2023-06-09,104.25
2023-06-12,105.3499984741211
2023-06-13,104.9800033569336
2023-06-14,105.48999786376953
2023-06-15,105.38999938964844
2023-06-16,105.18000030517578
2023-06-20,104.9000015258789
2023-06-21,104.33999633789062
2023-06-22,105.47000122070312
2023-06-23,104.1500015258789
2023-06-26,107.19999694824219
2023-06-27,109.0199966430664
2023-06-28,109.58999633789062
2023-06-29,111.87999725341797
2023-06-30,113.87000274658203
2023-07-03,115.2300033569336
2023-07-05,115.30000305175781
2023-07-06,114.48999786376953
2023-07-07,113.80000305175781
2023-07-10,114.01000213623047
2023-07-11,116.41999816894531
2023-07-12,117.75
2023-07-13,118.29000091552734
2023-07-14,118.27999877929688
2023-07-17,118.20999908447266
2023-07-18,117.30999755859375
2023-07-19,121.16999816894531
2023-07-20,118.76000213623047
2023-07-21,120.1500015258789
2023-07-24,123.12000274658203
2023-07-25,120.62000274658203
2023-07-26,118.63999938964844
2023-07-27,115.1500015258789
2023-07-28,122.77999877929688
2023-07-31,124.62000274658203
2023-08-01,123.38999938964844
2023-08-02,123.36000061035156
2023-08-03,120.8499984741211
2023-08-04,119.95999908447266
2023-08-07,120.88999938964844
2023-08-08,119.11000061035156
2023-08-09,119.30999755859375
2023-08-10,120.76000213623047
2023-08-11,120.33000183105469
2023-08-14,121.4800033569336
2023-08-15,121.62999725341797
2023-08-16,121.1500015258789
2023-08-17,121.8499984741211
2023-08-18,121.33999633789062
2023-08-21,120.95999908447266
2023-08-22,123.72000122070312
2023-08-23,125.7699966430664
2023-08-24,127.45999908447266
2023-08-25,125.94999694824219
2023-08-28,127.1500015258789
2023-08-29,130.3699951171875
2023-08-30,131.66000366210938
2023-08-31,131.72000122070312
2023-09-01,132.11000061035156
2023-09-05,130.6999969482422
2023-09-06,129.97999572753906
2023-09-07,131.8000030517578
2023-09-08,129.97999572753906
2023-09-11,131.11000061035156
2023-09-12,130.92999267578125
2023-09-13,128.2100067138672
2023-09-14,128.47999572753906
2023-09-15,128.75
2023-09-18,128.0500030517578
2023-09-19,126.98999786376953
2023-09-20,128.07000732421875
2023-09-21,123.94000244140625
2023-09-22,123.23999786376953
2023-09-25,123.5999984741211
2023-09-26,119.80999755859375
2023-09-27,116.83999633789062
2023-09-28,118.54000091552734
2023-09-29,121.0199966430664
2023-10-02,118.22000122070312
2023-10-03,115.1500015258789
2023-10-04,117.55999755859375
2023-10-05,117.69999694824219
2023-10-06,117.37000274658203
2023-10-09,119.05000305175781
2023-10-10,120.44999694824219
2023-10-11,124.41999816894531
2023-10-12,124.44000244140625
2023-10-13,122.5999984741211
2023-10-16,123.72000122070312
2023-10-17,123.29000091552734
2023-10-18,120.55999755859375
2023-10-19,115.63999938964844
2023-10-20,115.80999755859375
2023-10-23,117.43000030517578
2023-10-24,119.47000122070312
2023-10-25,116.95999908447266
2023-10-26,120.93000030517578
2023-10-27,122.3499984741211
2023-10-30,122.08000183105469
2023-10-31,124.36000061035156
2023-11-01,126.47000122070312
2023-11-02,130.24000549316406
2023-11-03,132.92999267578125
2023-11-06,129.49000549316406
2023-11-07,127.9800033569336
2023-11-08,128.4499969482422
2023-11-09,127.61000061035156
2023-11-10,128.75
2023-11-13,127.6500015258789
2023-11-14,134.3000030517578
2023-11-15,134.60000610351562
2023-11-16,135.14999389648438
2023-11-17,134.52999877929688
2023-11-20,135.83999633789062
2023-11-21,136.2100067138672
2023-11-22,136.8300018310547
2023-11-24,136.5
2023-11-27,137.4499969482422
2023-11-28,136.89999389648438
2023-11-29,138.1999969482422
2023-11-30,138.77999877929688
2023-12-01,138.61000061035156
2023-12-04,137.77000427246094
2023-12-05,138.67999267578125
2023-12-06,135.47999572753906
2023-12-07,134.02999877929688
2023-12-08,134.80999755859375
2023-12-11,134.75
2023-12-12,134.97000122070312
2023-12-13,136.6699981689453
2023-12-14,132.92999267578125
2023-12-15,132.1699981689453
2023-12-18,132.32000732421875
2023-12-19,134.5399932861328
2023-12-20,132.74000549316406
2023-12-21,134.91000366210938
2023-12-22,135.1199951171875
2023-12-26,135.5800018310547
2023-12-27,136.11000061035156
2023-12-28,136.1199951171875
2023-12-29,134.5800018310547
2024-01-02,135.22999572753906
2024-01-03,133.50999450683594
2024-01-04,131.77999877929688
2024-01-05,130.8300018310547
2024-01-08,133.6999969482422
2024-01-09,133.6199951171875
2024-01-10,136.52999877929688
2024-01-11,134.0
2024-01-12,137.0800018310547
2024-01-16,138.67999267578125
2024-01-17,135.55999755859375
2024-01-18,134.5399932861328
2024-01-19,137.33999633789062
2024-01-22,140.5800018310547
2024-01-23,139.02000427246094
2024-01-24,137.92999267578125
2024-01-25,142.19000244140625
2024-01-26,143.1999969482422
2024-01-29,145.97000122070312
2024-01-30,144.22000122070312
2024-01-31,140.4600067138672
2024-02-01,143.85000610351562
2024-02-02,144.49000549316406
2024-02-05,144.3000030517578
2024-02-06,144.25999450683594
2024-02-07,145.47000122070312
2024-02-08,147.05999755859375
2024-02-09,147.19000244140625
2024-02-12,143.8000030517578
2024-02-13,142.1699981689453
2024-02-14,142.22999572753906
2024-02-15,148.61000061035156
2024-02-16,136.22000122070312
2024-02-20,135.05999755859375
2024-02-21,135.52999877929688
2024-02-22,138.3800048828125
2024-02-23,137.83999633789062
2024-02-26,137.9600067138672
2024-02-27,138.22999572753906
2024-02-28,142.72999572753906
2024-02-29,146.80999755859375
2024-03-01,150.60000610351562
2024-03-04,153.7100067138672
2024-03-05,150.25
2024-03-06,149.80999755859375
2024-03-07,151.50999450683594
2024-03-08,149.47999572753906
2024-03-11,145.5
2024-03-12,146.22999572753906
2024-03-13,143.92999267578125
2024-03-14,142.80999755859375
2024-03-15,140.86000061035156
2024-03-18,142.2100067138672
2024-03-19,141.74000549316406
2024-03-20,140.88999938964844
2024-03-21,140.00999450683594
2024-03-22,138.50999450683594
2024-03-25,137.8300018310547
2024-03-26,139.0399932861328
2024-03-27,143.74000549316406
2024-03-28,144.0399932861328
2024-04-01,141.91000366210938
2024-04-02,139.8000030517578
2024-04-03,140.6300048828125
2024-04-04,139.8800048828125
2024-04-05,142.60000610351562
2024-04-08,143.33999633789062
2024-04-09,145.8800048828125
2024-04-10,141.39999389648438
2024-04-11,143.22999572753906
2024-04-12,142.49000549316406
2024-04-15,138.55999755859375
2024-04-16,136.42999267578125
2024-04-17,135.75
2024-04-18,136.66000366210938
2024-04-19,136.8300018310547
2024-04-22,135.86000061035156
2024-04-23,138.52999877929688
2024-04-24,140.61000061035156
2024-04-25,141.49000549316406
2024-04-26,142.8300018310547
2024-04-29,142.33999633789062
2024-04-30,138.77999877929688
2024-05-01,137.99000549316406
2024-05-02,140.14999389648438
2024-05-03,147.0
2024-05-06,143.77000427246094
2024-05-07,144.6300048828125
2024-05-08,140.25
2024-05-09,143.5399932861328
2024-05-10,141.4600067138672
2024-05-13,143.08999633789062
2024-05-14,141.86000061035156
2024-05-15,144.63999938964844
2024-05-16,144.94000244140625
2024-05-17,143.8300018310547
2024-05-20,143.35000610351562
2024-05-21,144.25999450683594
2024-05-22,143.14999389648438
2024-05-23,142.25
2024-05-24,142.77000427246094
2024-05-28,143.77000427246094
2024-05-29,141.42999267578125
2024-05-30,144.0399932861328
2024-05-31,145.33999633789062
2024-06-03,143.0399932861328
2024-06-04,145.1199951171875
2024-06-05,147.36000061035156
2024-06-06,147.1199951171875
2024-06-07,146.35000610351562
2024-06-10,149.08999633789062
2024-06-11,149.8800048828125
2024-06-12,149.58999633789062
2024-06-13,149.75999450683594
2024-06-14,149.9199981689453
2024-06-17,149.00999450683594
2024-06-18,149.55999755859375
2024-06-20,147.88999938964844
2024-06-21,148.35000610351562
2024-06-24,147.00999450683594
2024-06-25,146.44000244140625
2024-06-26,146.88999938964844
2024-06-27,148.72000122070312
2024-06-28,152.0500030517578
2024-07-01,152.1300048828125
2024-07-02,152.91000366210938
2024-07-03,151.7100067138672
2024-07-05,151.44000244140625
2024-07-08,153.66000366210938
2024-07-09,153.3000030517578
2024-07-10,155.6300048828125
2024-07-11,157.72999572753906
2024-07-12,158.35000610351562
2024-07-15,159.5
2024-07-16,162.3300018310547
2024-07-17,156.8300018310547
2024-07-18,154.60000610351562
2024-07-19,155.1699981689453
2024-07-22,155.55999755859375
2024-07-23,155.08999633789062
2024-07-24,151.66000366210938
2024-07-25,147.3699951171875
2024-07-26,145.64999389648438
2024-07-29,147.19000244140625
2024-07-30,145.0399932861328
2024-07-31,149.49000549316406
2024-08-01,152.2899932861328
2024-08-02,150.83999633789062
2024-08-05,144.47000122070312
2024-08-06,148.6300048828125
2024-08-07,147.13999938964844
2024-08-08,149.66000366210938
2024-08-09,150.1199951171875
2024-08-12,148.75
2024-08-13,149.57000732421875
2024-08-14,151.17999267578125
2024-08-15,149.86000061035156
2024-08-16,149.60000610351562
2024-08-19,148.6199951171875
2024-08-20,149.10000610351562
2024-08-21,149.75999450683594
2024-08-22,150.69000244140625
2024-08-23,152.17999267578125
2024-08-26,150.58999633789062
2024-08-27,150.61000061035156
2024-08-28,150.11000061035156
2024-08-29,149.5
2024-08-30,151.61000061035156
2024-09-03,149.7899932861328
2024-09-04,149.08999633789062
2024-09-05,149.91000366210938
2024-09-06,148.22000122070312
2024-09-09,149.33999633789062
2024-09-10,156.75999450683594
2024-09-11,158.4199981689453
2024-09-12,160.49000549316406
2024-09-13,158.92999267578125
2024-09-16,160.8699951171875
2024-09-17,157.5800018310547
2024-09-18,158.25
2024-09-19,158.89999389648438
2024-09-20,158.6999969482422
2024-09-23,160.9600067138672
2024-09-24,162.1300048828125
2024-09-25,162.89999389648438
2024-09-26,162.05999755859375
2024-09-27,161.16000366210938
2024-09-30,161.8300018310547
2024-10-01,160.27000427246094
2024-10-02,159.60000610351562
2024-10-03,157.3000030517578
2024-10-04,157.0
2024-10-07,156.47000122070312
2024-10-08,158.27999877929688
2024-10-09,159.1300048828125
2024-10-10,158.85000610351562
2024-10-11,160.72999572753906
2024-10-14,161.97999572753906
2024-10-15,161.2100067138672
2024-10-16,162.1300048828125
2024-10-17,163.69000244140625
2024-10-18,165.3800048828125
2024-10-21,165.1999969482422
2024-10-22,165.25
2024-10-23,165.8000030517578
2024-10-24,165.1300048828125
2024-10-25,181.00999450683594
2024-10-28,183.30999755859375
2024-10-29,182.8000030517578
2024-10-30,182.1699981689453
2024-10-31,178.22999572753906
2024-11-01,176.0
2024-11-04,177.32000732421875
2024-11-05,181.02000427246094
2024-11-06,173.6199951171875
2024-11-07,178.47000122070312
2024-11-08,181.97999572753906
2024-11-11,182.85000610351562
2024-11-12,180.7899932861328
2024-11-13,178.1300048828125
2024-11-14,178.2100067138672
2024-11-15,179.6699981689453
2024-11-18,183.2899932861328
2024-11-19,187.27000427246094
2024-11-20,185.91000366210938
2024-11-21,187.3699951171875
