Date,WM
2022-12-28,157.3699951171875
2022-12-29,158.8699951171875
2022-12-30,156.8800048828125
2023-01-03,157.02999877929688
2023-01-04,156.91000366210938
2023-01-05,153.8800048828125
2023-01-06,159.49000549316406
2023-01-09,158.24000549316406
2023-01-10,154.91000366210938
2023-01-11,156.99000549316406
2023-01-12,152.67999267578125
2023-01-13,154.19000244140625
2023-01-17,154.3699951171875
2023-01-18,150.89999389648438
2023-01-19,150.49000549316406
2023-01-20,152.05999755859375
2023-01-23,152.6699981689453
2023-01-24,152.27000427246094
2023-01-25,153.11000061035156
2023-01-26,152.5
2023-01-27,152.61000061035156
2023-01-30,153.10000610351562
2023-01-31,154.72999572753906
2023-02-01,154.41000366210938
2023-02-02,150.33999633789062
2023-02-03,151.05999755859375
2023-02-06,151.82000732421875
2023-02-07,151.3300018310547
2023-02-08,150.86000061035156
2023-02-09,152.27999877929688
2023-02-10,154.07000732421875
2023-02-13,152.77999877929688
2023-02-14,151.33999633789062
2023-02-15,152.13999938964844
2023-02-16,152.27000427246094
2023-02-17,154.9199981689453
2023-02-21,152.5399932861328
2023-02-22,152.14999389648438
2023-02-23,150.97999572753906
2023-02-24,151.30999755859375
2023-02-27,151.07000732421875
2023-02-28,149.75999450683594
2023-03-01,148.8300018310547
2023-03-02,150.0
2023-03-03,150.0800018310547
2023-03-06,150.77000427246094
2023-03-07,149.39999389648438
2023-03-08,149.89999389648438
2023-03-09,150.6199951171875
2023-03-10,149.3300018310547
2023-03-13,151.24000549316406
2023-03-14,154.36000061035156
2023-03-15,155.05999755859375
2023-03-16,155.61000061035156
2023-03-17,153.14999389648438
2023-03-20,154.8699951171875
2023-03-21,154.50999450683594
2023-03-22,152.08999633789062
2023-03-23,150.6999969482422
2023-03-24,154.4600067138672
2023-03-27,153.5800018310547
2023-03-28,154.82000732421875
2023-03-29,157.0399932861328
2023-03-30,161.52999877929688
2023-03-31,163.1699981689453
2023-04-03,163.8699951171875
2023-04-04,163.52999877929688
2023-04-05,162.82000732421875
2023-04-06,163.66000366210938
2023-04-10,162.27999877929688
2023-04-11,163.13999938964844
2023-04-12,165.5
2023-04-13,166.85000610351562
2023-04-14,165.3000030517578
2023-04-17,165.39999389648438
2023-04-18,165.3800048828125
2023-04-19,165.10000610351562
2023-04-20,165.6999969482422
2023-04-21,165.14999389648438
2023-04-24,165.6699981689453
2023-04-25,165.57000732421875
2023-04-26,163.61000061035156
2023-04-27,161.6300048828125
2023-04-28,166.0500030517578
2023-05-01,166.7899932861328
2023-05-02,166.7100067138672
2023-05-03,167.32000732421875
2023-05-04,167.80999755859375
2023-05-05,168.42999267578125
2023-05-08,169.02999877929688
2023-05-09,169.4600067138672
2023-05-10,170.5500030517578
2023-05-11,170.19000244140625
2023-05-12,169.24000549316406
2023-05-15,168.5800018310547
2023-05-16,167.72999572753906
2023-05-17,166.72000122070312
2023-05-18,165.0
2023-05-19,165.36000061035156
2023-05-22,164.3000030517578
2023-05-23,162.77999877929688
2023-05-24,162.6199951171875
2023-05-25,161.8800048828125
2023-05-26,161.27999877929688
2023-05-30,162.16000366210938
2023-05-31,161.9199981689453
2023-06-01,162.8000030517578
2023-06-02,164.9600067138672
2023-06-05,164.74000549316406
2023-06-06,162.67999267578125
2023-06-07,161.5500030517578
2023-06-08,162.5800018310547
2023-06-09,162.67999267578125
2023-06-12,162.91000366210938
2023-06-13,162.10000610351562
2023-06-14,162.4199981689453
2023-06-15,164.1999969482422
2023-06-16,165.02999877929688
2023-06-20,164.86000061035156
2023-06-21,165.47999572753906
2023-06-22,166.91000366210938
2023-06-23,165.58999633789062
2023-06-26,166.74000549316406
2023-06-27,168.77999877929688
2023-06-28,167.47000122070312
2023-06-29,169.61000061035156
2023-06-30,173.4199981689453
2023-07-03,171.39999389648438
2023-07-05,171.0500030517578
2023-07-06,171.36000061035156
2023-07-07,170.00999450683594
2023-07-10,171.1300048828125
2023-07-11,170.22000122070312
2023-07-12,169.17999267578125
2023-07-13,168.33999633789062
2023-07-14,168.55999755859375
2023-07-17,167.75999450683594
2023-07-18,166.61000061035156
2023-07-19,166.6999969482422
2023-07-20,171.89999389648438
2023-07-21,172.41000366210938
2023-07-24,171.8000030517578
2023-07-25,171.75
2023-07-26,164.94000244140625
2023-07-27,163.97000122070312
2023-07-28,162.94000244140625
2023-07-31,163.7899932861328
2023-08-01,162.50999450683594
2023-08-02,163.4199981689453
2023-08-03,160.94000244140625
2023-08-04,160.42999267578125
2023-08-07,161.25
2023-08-08,159.8000030517578
2023-08-09,161.5
2023-08-10,159.8300018310547
2023-08-11,160.94000244140625
2023-08-14,160.72999572753906
2023-08-15,158.97000122070312
2023-08-16,160.02000427246094
2023-08-17,158.49000549316406
2023-08-18,158.8699951171875
2023-08-21,158.8699951171875
2023-08-22,158.1300048828125
2023-08-23,158.3800048828125
2023-08-24,157.27999877929688
2023-08-25,158.3300018310547
2023-08-28,157.94000244140625
2023-08-29,158.1300048828125
2023-08-30,158.6199951171875
2023-08-31,156.77999877929688
2023-09-01,157.00999450683594
2023-09-05,157.02999877929688
2023-09-06,155.97000122070312
2023-09-07,156.89999389648438
2023-09-08,156.4499969482422
2023-09-11,157.47999572753906
2023-09-12,158.5800018310547
2023-09-13,160.39999389648438
2023-09-14,160.35000610351562
2023-09-15,160.47999572753906
2023-09-18,159.8300018310547
2023-09-19,159.6699981689453
2023-09-20,160.0500030517578
2023-09-21,157.49000549316406
2023-09-22,156.47000122070312
2023-09-25,157.16000366210938
2023-09-26,155.67999267578125
2023-09-27,154.4199981689453
2023-09-28,154.44000244140625
2023-09-29,152.44000244140625
2023-10-02,151.2100067138672
2023-10-03,152.55999755859375
2023-10-04,153.9600067138672
2023-10-05,154.72000122070312
2023-10-06,155.44000244140625
2023-10-09,157.47999572753906
2023-10-10,156.85000610351562
2023-10-11,156.67999267578125
2023-10-12,155.0500030517578
2023-10-13,158.80999755859375
2023-10-16,159.83999633789062
2023-10-17,160.05999755859375
2023-10-18,159.0500030517578
2023-10-19,157.07000732421875
2023-10-20,156.5800018310547
2023-10-23,155.9600067138672
2023-10-24,154.6300048828125
2023-10-25,164.07000732421875
2023-10-26,162.82000732421875
2023-10-27,161.3800048828125
2023-10-30,162.75
2023-10-31,164.3300018310547
2023-11-01,164.0399932861328
2023-11-02,166.85000610351562
2023-11-03,168.1199951171875
2023-11-06,169.22000122070312
2023-11-07,169.36000061035156
2023-11-08,170.27000427246094
2023-11-09,170.05999755859375
2023-11-10,171.77000427246094
2023-11-13,171.69000244140625
2023-11-14,172.13999938964844
2023-11-15,171.1699981689453
2023-11-16,171.44000244140625
2023-11-17,170.5500030517578
2023-11-20,171.17999267578125
2023-11-21,171.69000244140625
2023-11-22,171.77000427246094
2023-11-24,172.00999450683594
2023-11-27,171.47999572753906
2023-11-28,169.67999267578125
2023-11-29,169.74000549316406
2023-11-30,170.99000549316406
2023-12-01,173.8000030517578
2023-12-04,174.38999938964844
2023-12-05,173.07000732421875
2023-12-06,173.9499969482422
2023-12-07,172.83999633789062
2023-12-08,172.5
2023-12-11,173.3800048828125
2023-12-12,176.58999633789062
2023-12-13,179.05999755859375
2023-12-14,176.6699981689453
2023-12-15,174.5500030517578
2023-12-18,177.6300048828125
2023-12-19,176.77999877929688
2023-12-20,175.75999450683594
2023-12-21,176.80999755859375
2023-12-22,176.9499969482422
2023-12-26,177.52000427246094
2023-12-27,177.75
2023-12-28,178.13999938964844
2023-12-29,179.10000610351562
2024-01-02,179.61000061035156
2024-01-03,178.52999877929688
2024-01-04,178.7899932861328
2024-01-05,177.77000427246094
2024-01-08,178.24000549316406
2024-01-09,178.22999572753906
2024-01-10,179.17999267578125
2024-01-11,179.22000122070312
2024-01-12,181.39999389648438
2024-01-16,180.77000427246094
2024-01-17,181.47000122070312
2024-01-18,183.50999450683594
2024-01-19,184.4499969482422
2024-01-22,184.91000366210938
2024-01-23,185.5399932861328
2024-01-24,183.8000030517578
2024-01-25,185.10000610351562
2024-01-26,185.80999755859375
2024-01-29,185.35000610351562
2024-01-30,187.11000061035156
2024-01-31,185.6300048828125
2024-02-01,188.4199981689453
2024-02-02,188.2100067138672
2024-02-05,188.1999969482422
2024-02-06,189.2100067138672
2024-02-07,189.97999572753906
2024-02-08,189.49000549316406
2024-02-09,188.86000061035156
2024-02-12,188.25999450683594
2024-02-13,199.49000549316406
2024-02-14,199.16000366210938
2024-02-15,199.11000061035156
2024-02-16,201.5399932861328
2024-02-20,201.7899932861328
2024-02-21,204.22999572753906
2024-02-22,207.24000549316406
2024-02-23,208.0500030517578
2024-02-26,207.4600067138672
2024-02-27,207.77999877929688
2024-02-28,207.25999450683594
2024-02-29,205.64999389648438
2024-03-01,205.7899932861328
2024-03-04,206.8000030517578
2024-03-05,206.8699951171875
2024-03-06,207.9199981689453
2024-03-07,207.25999450683594
2024-03-08,207.75
2024-03-11,209.27999877929688
2024-03-12,209.7899932861328
2024-03-13,211.0
2024-03-14,210.30999755859375
2024-03-15,210.52999877929688
2024-03-18,211.6699981689453
2024-03-19,212.0800018310547
2024-03-20,211.86000061035156
2024-03-21,212.42999267578125
2024-03-22,211.77999877929688
2024-03-25,211.77000427246094
2024-03-26,211.77000427246094
2024-03-27,213.97000122070312
2024-03-28,213.14999389648438
2024-04-01,212.91000366210938
2024-04-02,211.11000061035156
2024-04-03,210.4199981689453
2024-04-04,207.08999633789062
2024-04-05,206.92999267578125
2024-04-08,206.6999969482422
2024-04-09,206.47999572753906
2024-04-10,208.1999969482422
2024-04-11,205.94000244140625
2024-04-12,205.3699951171875
2024-04-15,205.36000061035156
2024-04-16,204.97999572753906
2024-04-17,206.14999389648438
2024-04-18,205.07000732421875
2024-04-19,207.07000732421875
2024-04-22,207.52999877929688
2024-04-23,208.77999877929688
2024-04-24,210.42999267578125
2024-04-25,212.6999969482422
2024-04-26,210.10000610351562
2024-04-29,212.14999389648438
2024-04-30,208.02000427246094
2024-05-01,206.75999450683594
2024-05-02,207.16000366210938
2024-05-03,207.8800048828125
2024-05-06,210.55999755859375
2024-05-07,210.5
2024-05-08,210.0
2024-05-09,210.5
2024-05-10,211.49000549316406
2024-05-13,210.82000732421875
2024-05-14,209.86000061035156
2024-05-15,209.0
2024-05-16,212.1999969482422
2024-05-17,210.44000244140625
2024-05-20,208.47000122070312
2024-05-21,208.3300018310547
2024-05-22,209.9199981689453
2024-05-23,209.49000549316406
2024-05-24,208.80999755859375
2024-05-28,206.4600067138672
2024-05-29,204.16000366210938
2024-05-30,206.25
2024-05-31,210.72999572753906
2024-06-03,201.3000030517578
2024-06-04,203.6300048828125
2024-06-05,203.89999389648438
2024-06-06,202.5
2024-06-07,200.5500030517578
2024-06-10,201.7100067138672
2024-06-11,202.1300048828125
2024-06-12,200.8699951171875
2024-06-13,201.22000122070312
2024-06-14,203.63999938964844
2024-06-17,206.3800048828125
2024-06-18,207.88999938964844
2024-06-20,208.77000427246094
2024-06-21,208.99000549316406
2024-06-24,212.44000244140625
2024-06-25,212.05999755859375
2024-06-26,212.6699981689453
2024-06-27,212.6699981689453
2024-06-28,213.33999633789062
2024-07-01,209.36000061035156
2024-07-02,209.47000122070312
2024-07-03,210.1999969482422
2024-07-05,210.3300018310547
2024-07-08,210.6199951171875
2024-07-09,210.02000427246094
2024-07-10,211.17999267578125
2024-07-11,211.77000427246094
2024-07-12,213.75
2024-07-15,216.0
2024-07-16,220.88999938964844
2024-07-17,223.32000732421875
2024-07-18,223.10000610351562
2024-07-19,222.8000030517578
2024-07-22,223.4499969482422
2024-07-23,218.72999572753906
2024-07-24,217.3800048828125
2024-07-25,199.9199981689453
2024-07-26,196.9600067138672
2024-07-29,200.5399932861328
2024-07-30,201.10000610351562
2024-07-31,202.66000366210938
2024-08-01,206.07000732421875
2024-08-02,207.75999450683594
2024-08-05,201.5399932861328
2024-08-06,203.13999938964844
2024-08-07,204.85000610351562
2024-08-08,205.89999389648438
2024-08-09,205.25999450683594
2024-08-12,203.11000061035156
2024-08-13,203.9199981689453
2024-08-14,206.35000610351562
2024-08-15,206.91000366210938
2024-08-16,205.39999389648438
2024-08-19,206.58999633789062
2024-08-20,208.10000610351562
2024-08-21,209.3800048828125
2024-08-22,210.1199951171875
2024-08-23,209.97999572753906
2024-08-26,208.82000732421875
2024-08-27,209.1999969482422
2024-08-28,209.30999755859375
2024-08-29,209.8800048828125
2024-08-30,212.0399932861328
2024-09-03,209.39999389648438
2024-09-04,209.32000732421875
2024-09-05,208.39999389648438
2024-09-06,204.72999572753906
2024-09-09,208.4600067138672
2024-09-10,208.25
2024-09-11,207.63999938964844
2024-09-12,207.86000061035156
2024-09-13,208.0500030517578
2024-09-16,208.32000732421875
2024-09-17,203.1199951171875
2024-09-18,201.8800048828125
2024-09-19,204.63999938964844
2024-09-20,204.10000610351562
2024-09-23,207.10000610351562
2024-09-24,207.52000427246094
2024-09-25,207.69000244140625
2024-09-26,205.33999633789062
2024-09-27,205.50999450683594
2024-09-30,207.60000610351562
2024-10-01,207.92999267578125
2024-10-02,207.32000732421875
2024-10-03,209.08999633789062
2024-10-04,208.08999633789062
2024-10-07,205.41000366210938
2024-10-08,208.67999267578125
2024-10-09,212.22999572753906
2024-10-10,211.24000549316406
2024-10-11,211.80999755859375
2024-10-14,213.5
2024-10-15,213.7899932861328
2024-10-16,213.13999938964844
2024-10-17,213.0800018310547
2024-10-18,212.75
2024-10-21,211.82000732421875
2024-10-22,211.0500030517578
2024-10-23,211.8000030517578
2024-10-24,208.91000366210938
2024-10-25,206.8000030517578
2024-10-28,208.25999450683594
2024-10-29,219.11000061035156
2024-10-30,214.82000732421875
2024-10-31,215.85000610351562
2024-11-01,213.99000549316406
2024-11-04,214.24000549316406
2024-11-05,215.8800048828125
2024-11-06,218.47999572753906
2024-11-07,220.44000244140625
2024-11-08,224.1199951171875
2024-11-11,223.6199951171875
2024-11-12,224.77999877929688
2024-11-13,225.67999267578125
2024-11-14,221.72000122070312
2024-11-15,217.89999389648438
2024-11-18,218.30999755859375
2024-11-19,219.0500030517578
2024-11-20,218.77999877929688
2024-11-21,221.52999877929688
