Date,QSR
2022-02-28,55.97999954223633
2022-03-01,54.63999938964844
2022-03-02,55.97999954223633
2022-03-03,55.209999084472656
2022-03-04,55.5
2022-03-07,54.310001373291016
2022-03-08,55.27000045776367
2022-03-09,57.310001373291016
2022-03-10,57.4900016784668
2022-03-11,56.470001220703125
2022-03-14,56.15999984741211
2022-03-15,56.349998474121094
2022-03-16,57.38999938964844
2022-03-17,57.880001068115234
2022-03-18,58.400001525878906
2022-03-21,58.029998779296875
2022-03-22,58.18000030517578
2022-03-23,56.59000015258789
2022-03-24,57.130001068115234
2022-03-25,57.279998779296875
2022-03-28,56.959999084472656
2022-03-29,57.81999969482422
2022-03-30,58.2599983215332
2022-03-31,58.38999938964844
2022-04-01,58.220001220703125
2022-04-04,58.9900016784668
2022-04-05,58.75
2022-04-06,59.20000076293945
2022-04-07,59.15999984741211
2022-04-08,59.150001525878906
2022-04-11,59.25
2022-04-12,59.08000183105469
2022-04-13,59.939998626708984
2022-04-14,60.43000030517578
2022-04-18,59.79999923706055
2022-04-19,60.220001220703125
2022-04-20,61.36000061035156
2022-04-21,60.529998779296875
2022-04-22,57.88999938964844
2022-04-25,58.720001220703125
2022-04-26,57.81999969482422
2022-04-27,57.68000030517578
2022-04-28,58.36000061035156
2022-04-29,57.09000015258789
2022-05-02,56.959999084472656
2022-05-03,55.15999984741211
2022-05-04,54.310001373291016
2022-05-05,53.27000045776367
2022-05-06,52.5099983215332
2022-05-09,50.83000183105469
2022-05-10,51.02000045776367
2022-05-11,49.959999084472656
2022-05-12,50.040000915527344
2022-05-13,51.7599983215332
2022-05-16,51.72999954223633
2022-05-17,52.02000045776367
2022-05-18,50.810001373291016
2022-05-19,50.290000915527344
2022-05-20,50.380001068115234
2022-05-23,50.689998626708984
2022-05-24,50.22999954223633
2022-05-25,50.13999938964844
2022-05-26,50.77000045776367
2022-05-27,51.13999938964844
2022-05-31,52.5099983215332
2022-06-01,51.849998474121094
2022-06-02,52.849998474121094
2022-06-03,52.06999969482422
2022-06-06,52.11000061035156
2022-06-07,52.27000045776367
2022-06-08,52.279998779296875
2022-06-09,51.439998626708984
2022-06-10,50.15999984741211
2022-06-13,48.40999984741211
2022-06-14,47.849998474121094
2022-06-15,48.65999984741211
2022-06-16,46.939998626708984
2022-06-17,47.790000915527344
2022-06-21,48.27000045776367
2022-06-22,47.970001220703125
2022-06-23,48.650001525878906
2022-06-24,49.75
2022-06-27,50.31999969482422
2022-06-28,49.06999969482422
2022-06-29,49.61000061035156
2022-06-30,50.150001525878906
2022-07-01,51.59000015258789
2022-07-05,51.709999084472656
2022-07-06,51.33000183105469
2022-07-07,51.7599983215332
2022-07-08,52.06999969482422
2022-07-11,51.54999923706055
2022-07-12,51.11000061035156
2022-07-13,51.7599983215332
2022-07-14,51.209999084472656
2022-07-15,52.16999816894531
2022-07-18,51.63999938964844
2022-07-19,53.41999816894531
2022-07-20,53.16999816894531
2022-07-21,52.90999984741211
2022-07-22,52.099998474121094
2022-07-25,51.40999984741211
2022-07-26,50.849998474121094
2022-07-27,52.04999923706055
2022-07-28,53.119998931884766
2022-07-29,53.61000061035156
2022-08-01,54.459999084472656
2022-08-02,54.75
2022-08-03,55.0099983215332
2022-08-04,59.09000015258789
2022-08-05,59.59000015258789
2022-08-08,59.25
2022-08-09,59.25
2022-08-10,59.939998626708984
2022-08-11,60.310001373291016
2022-08-12,60.47999954223633
2022-08-15,60.529998779296875
2022-08-16,60.81999969482422
2022-08-17,60.400001525878906
2022-08-18,59.790000915527344
2022-08-19,59.11000061035156
2022-08-22,58.63999938964844
2022-08-23,58.709999084472656
2022-08-24,60.11000061035156
2022-08-25,60.7400016784668
2022-08-26,59.13999938964844
2022-08-29,59.45000076293945
2022-08-30,59.0
2022-08-31,59.0
2022-09-01,59.349998474121094
2022-09-02,59.220001220703125
2022-09-06,58.58000183105469
2022-09-07,59.72999954223633
2022-09-08,60.58000183105469
2022-09-09,60.88999938964844
2022-09-12,61.7599983215332
2022-09-13,59.58000183105469
2022-09-14,59.560001373291016
2022-09-15,59.060001373291016
2022-09-16,59.25
2022-09-19,59.470001220703125
2022-09-20,58.439998626708984
2022-09-21,57.4900016784668
2022-09-22,56.40999984741211
2022-09-23,55.38999938964844
2022-09-26,54.970001220703125
2022-09-27,54.720001220703125
2022-09-28,55.7599983215332
2022-09-29,54.38999938964844
2022-09-30,53.18000030517578
2022-10-03,54.11000061035156
2022-10-04,55.47999954223633
2022-10-05,55.130001068115234
2022-10-06,53.58000183105469
2022-10-07,52.310001373291016
2022-10-10,52.41999816894531
2022-10-11,52.5099983215332
2022-10-12,52.540000915527344
2022-10-13,53.95000076293945
2022-10-14,53.650001525878906
2022-10-17,54.72999954223633
2022-10-18,55.5
2022-10-19,55.779998779296875
2022-10-20,55.72999954223633
2022-10-21,56.709999084472656
2022-10-24,56.650001525878906
2022-10-25,57.459999084472656
2022-10-26,57.59000015258789
2022-10-27,58.459999084472656
2022-10-28,59.29999923706055
2022-10-31,59.380001068115234
2022-11-01,58.970001220703125
2022-11-02,58.130001068115234
2022-11-03,59.0099983215332
2022-11-04,60.7599983215332
2022-11-07,60.380001068115234
2022-11-08,60.90999984741211
2022-11-09,60.47999954223633
2022-11-10,61.869998931884766
2022-11-11,60.720001220703125
2022-11-14,59.849998474121094
2022-11-15,59.7400016784668
2022-11-16,63.75
2022-11-17,66.51000213623047
2022-11-18,66.73999786376953
2022-11-21,68.16999816894531
2022-11-22,67.72000122070312
2022-11-23,66.68000030517578
2022-11-25,66.51000213623047
2022-11-28,65.80999755859375
2022-11-29,64.98999786376953
2022-11-30,66.3499984741211
2022-12-01,66.27999877929688
2022-12-02,66.43000030517578
2022-12-05,66.55999755859375
2022-12-06,65.5
2022-12-07,65.93000030517578
2022-12-08,67.08999633789062
2022-12-09,66.54000091552734
2022-12-12,67.37000274658203
2022-12-13,67.25
2022-12-14,67.30999755859375
2022-12-15,67.5
2022-12-16,65.98999786376953
2022-12-19,64.86000061035156
2022-12-20,64.66000366210938
2022-12-21,65.9000015258789
2022-12-22,64.6500015258789
2022-12-23,64.98999786376953
2022-12-27,65.11000061035156
2022-12-28,64.58999633789062
2022-12-29,64.98999786376953
2022-12-30,64.66999816894531
2023-01-03,64.5
2023-01-04,64.93000030517578
2023-01-05,64.38999938964844
2023-01-06,65.66000366210938
2023-01-09,65.56999969482422
2023-01-10,65.95999908447266
2023-01-11,65.87999725341797
2023-01-12,65.68000030517578
2023-01-13,66.3499984741211
2023-01-17,66.31999969482422
2023-01-18,65.0
2023-01-19,65.58999633789062
2023-01-20,66.87000274658203
2023-01-23,66.88999938964844
2023-01-24,67.75
2023-01-25,67.86000061035156
2023-01-26,67.4000015258789
2023-01-27,66.98999786376953
2023-01-30,66.58999633789062
2023-01-31,66.93000030517578
2023-02-01,67.05000305175781
2023-02-02,67.55000305175781
2023-02-03,67.6500015258789
2023-02-06,68.04000091552734
2023-02-07,68.12999725341797
2023-02-08,67.37999725341797
2023-02-09,67.33000183105469
2023-02-10,67.62000274658203
2023-02-13,68.4800033569336
2023-02-14,66.61000061035156
2023-02-15,66.08999633789062
2023-02-16,66.5
2023-02-17,67.5199966430664
2023-02-21,67.75
2023-02-22,67.25
2023-02-23,65.70999908447266
2023-02-24,65.0999984741211
2023-02-27,65.30000305175781
2023-02-28,64.48999786376953
2023-03-01,63.83000183105469
2023-03-02,63.95000076293945
2023-03-03,64.08000183105469
2023-03-06,64.48999786376953
2023-03-07,62.95000076293945
2023-03-08,62.599998474121094
2023-03-09,61.02000045776367
2023-03-10,60.529998779296875
2023-03-13,60.540000915527344
2023-03-14,61.15999984741211
2023-03-15,61.72999954223633
2023-03-16,61.88999938964844
2023-03-17,60.91999816894531
2023-03-20,62.5
2023-03-21,61.900001525878906
2023-03-22,62.33000183105469
2023-03-23,62.52000045776367
2023-03-24,62.310001373291016
