Date,NWG
2022-02-28,6.584052085876465
2022-03-01,6.217671871185303
2022-03-02,6.35775899887085
2022-03-03,6.217671871185303
2022-03-04,5.82974100112915
2022-03-07,5.387930870056152
2022-03-08,5.68965482711792
2022-03-09,5.969828128814697
2022-03-10,5.840517044067383
2022-03-11,5.7974138259887695
2022-03-14,6.088362216949463
2022-03-15,6.1099138259887695
2022-03-16,6.293103218078613
2022-03-17,6.088362216949463
2022-03-18,6.120689868927002
2022-03-21,6.131465911865234
2022-03-22,6.379310131072998
2022-03-23,6.25
2022-03-24,6.3900861740112305
2022-03-25,6.35775899887085
2022-03-28,6.282328128814697
2022-03-29,6.400862216949463
2022-03-30,6.260776042938232
2022-03-31,6.120689868927002
2022-04-01,6.228447914123535
2022-04-04,6.153017044067383
2022-04-05,6.066810131072998
2022-04-06,5.9913787841796875
2022-04-07,6.1099138259887695
2022-04-08,6.088362216949463
2022-04-11,6.153017044067383
2022-04-12,6.056034088134766
2022-04-13,6.1961212158203125
2022-04-14,6.18534517288208
2022-04-18,6.217671871185303
2022-04-19,6.282328128814697
2022-04-20,6.379310131072998
2022-04-21,6.346982955932617
2022-04-22,6.1961212158203125
2022-04-25,6.14224100112915
2022-04-26,6.012930870056152
2022-04-27,6.023706912994385
2022-04-28,6.120689868927002
2022-04-29,5.840517044067383
2022-05-02,5.851293087005615
2022-05-03,6.066810131072998
2022-05-04,6.14224100112915
2022-05-05,5.6788787841796875
2022-05-06,5.668103218078613
2022-05-09,5.495689868927002
2022-05-10,5.506465911865234
2022-05-11,5.387930870056152
2022-05-12,5.506465911865234
2022-05-13,5.614223957061768
2022-05-16,5.657328128814697
2022-05-17,5.840517044067383
2022-05-18,5.700430870056152
2022-05-19,5.721982955932617
2022-05-20,5.73275899887085
2022-05-23,5.9375
2022-05-24,6.00215482711792
2022-05-25,6.04525899887085
2022-05-26,6.174569129943848
2022-05-27,6.293103218078613
2022-05-31,6.293103218078613
2022-06-01,6.25
2022-06-02,6.282328128814697
2022-06-03,6.217671871185303
2022-06-06,6.293103218078613
2022-06-07,6.31465482711792
2022-06-08,6.25
2022-06-09,6.174569129943848
2022-06-10,5.9375
2022-06-13,5.786637783050537
2022-06-14,5.7650861740112305
2022-06-15,6.023706912994385
2022-06-16,5.808189868927002
2022-06-17,5.808189868927002
2022-06-21,5.9375
2022-06-22,6.153017044067383
2022-06-23,5.915947914123535
2022-06-24,6.00215482711792
2022-06-27,5.959052085876465
2022-06-28,5.948276042938232
2022-06-29,6.00215482711792
2022-06-30,5.87284517288208
2022-07-01,5.862069129943848
2022-07-05,5.68965482711792
2022-07-06,5.603447914123535
2022-07-07,5.743534088134766
2022-07-08,5.7650861740112305
2022-07-11,5.700430870056152
2022-07-12,5.711206912994385
2022-07-13,5.668103218078613
2022-07-14,5.506465911865234
2022-07-15,5.668103218078613
2022-07-18,5.775862216949463
2022-07-19,6.056034088134766
2022-07-20,5.9375
2022-07-21,5.9913787841796875
2022-07-22,5.915947914123535
2022-07-25,6.099137783050537
2022-07-26,6.04525899887085
2022-07-27,6.271552085876465
2022-07-28,6.153017044067383
2022-07-29,6.7025861740112305
2022-08-01,6.81034517288208
2022-08-02,6.7025861740112305
2022-08-03,6.691810131072998
2022-08-04,6.681034088134766
2022-08-05,6.724137783050537
2022-08-08,6.7349138259887695
2022-08-09,6.76724100112915
2022-08-10,6.907328128814697
2022-08-11,6.896552085876465
2022-08-12,6.98275899887085
2022-08-15,6.93965482711792
2022-08-16,6.950430870056152
2022-08-17,6.971982955932617
2022-08-18,6.907328128814697
2022-08-19,6.76724100112915
2022-08-22,6.7025861740112305
2022-08-23,6.7349138259887695
2022-08-24,6.659482955932617
2022-08-25,6.584052085876465
2022-08-26,6.400862216949463
2022-08-29,6.4224138259887695
2022-08-30,5.960000038146973
2022-08-31,5.960000038146973
2022-09-01,5.679999828338623
2022-09-02,5.78000020980835
2022-09-06,5.960000038146973
2022-09-07,6.0
2022-09-08,5.96999979019165
2022-09-09,6.199999809265137
2022-09-12,6.369999885559082
2022-09-13,6.309999942779541
2022-09-14,6.349999904632568
2022-09-15,6.380000114440918
2022-09-16,6.349999904632568
2022-09-19,6.389999866485596
2022-09-20,6.21999979019165
2022-09-21,5.96999979019165
2022-09-22,5.900000095367432
2022-09-23,5.360000133514404
2022-09-26,5.050000190734863
2022-09-27,4.96999979019165
2022-09-28,4.980000019073486
2022-09-29,4.889999866485596
2022-09-30,4.989999771118164
2022-10-03,5.150000095367432
2022-10-04,5.349999904632568
2022-10-05,5.21999979019165
2022-10-06,5.130000114440918
2022-10-07,5.099999904632568
2022-10-10,5.039999961853027
2022-10-11,4.860000133514404
2022-10-12,4.710000038146973
2022-10-13,5.21999979019165
2022-10-14,5.110000133514404
2022-10-17,5.309999942779541
2022-10-18,5.409999847412109
2022-10-19,5.170000076293945
2022-10-20,5.309999942779541
2022-10-21,5.360000133514404
2022-10-24,5.460000038146973
2022-10-25,5.590000152587891
2022-10-26,5.650000095367432
2022-10-27,5.71999979019165
2022-10-28,5.239999771118164
2022-10-31,5.420000076293945
2022-11-01,5.480000019073486
2022-11-02,5.389999866485596
2022-11-03,5.210000038146973
2022-11-04,5.480000019073486
2022-11-07,5.53000020980835
2022-11-08,5.570000171661377
2022-11-09,5.429999828338623
2022-11-10,5.71999979019165
2022-11-11,5.96999979019165
2022-11-14,5.909999847412109
2022-11-15,5.949999809265137
2022-11-16,5.920000076293945
2022-11-17,6.099999904632568
2022-11-18,6.190000057220459
2022-11-21,6.139999866485596
2022-11-22,6.130000114440918
2022-11-23,6.190000057220459
2022-11-25,6.260000228881836
2022-11-28,6.130000114440918
2022-11-29,6.309999942779541
2022-11-30,6.400000095367432
2022-12-01,6.349999904632568
2022-12-02,6.480000019073486
2022-12-05,6.349999904632568
2022-12-06,6.380000114440918
2022-12-07,6.360000133514404
2022-12-08,6.380000114440918
2022-12-09,6.480000019073486
2022-12-12,6.460000038146973
2022-12-13,6.570000171661377
2022-12-14,6.599999904632568
2022-12-15,6.309999942779541
2022-12-16,6.329999923706055
2022-12-19,6.340000152587891
2022-12-20,6.420000076293945
2022-12-21,6.480000019073486
2022-12-22,6.420000076293945
2022-12-23,6.480000019073486
2022-12-27,6.519999980926514
2022-12-28,6.449999809265137
2022-12-29,6.480000019073486
2022-12-30,6.460000038146973
2023-01-03,6.519999980926514
2023-01-04,6.670000076293945
2023-01-05,6.739999771118164
2023-01-06,6.820000171661377
2023-01-09,6.789999961853027
2023-01-10,6.78000020980835
2023-01-11,6.869999885559082
2023-01-12,7.159999847412109
2023-01-13,7.349999904632568
2023-01-17,7.440000057220459
2023-01-18,7.420000076293945
2023-01-19,7.349999904632568
2023-01-20,7.449999809265137
2023-01-23,7.46999979019165
2023-01-24,7.429999828338623
2023-01-25,7.619999885559082
2023-01-26,7.699999809265137
2023-01-27,7.739999771118164
2023-01-30,7.71999979019165
2023-01-31,7.730000019073486
2023-02-01,7.760000228881836
2023-02-02,7.690000057220459
2023-02-03,7.489999771118164
2023-02-06,7.380000114440918
2023-02-07,7.510000228881836
2023-02-08,7.5
2023-02-09,7.53000020980835
2023-02-10,7.46999979019165
2023-02-13,7.510000228881836
2023-02-14,7.590000152587891
2023-02-15,7.389999866485596
2023-02-16,7.449999809265137
2023-02-17,7.010000228881836
2023-02-21,6.869999885559082
2023-02-22,6.920000076293945
2023-02-23,6.96999979019165
2023-02-24,6.840000152587891
2023-02-27,7.0
2023-02-28,7.079999923706055
2023-03-01,7.130000114440918
2023-03-02,7.090000152587891
2023-03-03,7.199999809265137
2023-03-06,7.110000133514404
2023-03-07,6.900000095367432
2023-03-08,6.989999771118164
2023-03-09,6.960000038146973
2023-03-10,6.800000190734863
2023-03-13,6.619999885559082
2023-03-14,6.760000228881836
2023-03-15,6.400000095367432
2023-03-16,6.46999979019165
2023-03-17,6.21999979019165
2023-03-20,6.300000190734863
2023-03-21,6.670000076293945
2023-03-22,6.519999980926514
2023-03-23,6.519999980926514
2023-03-24,6.429999828338623
2023-03-27,6.519999980926514
2023-03-28,6.5
2023-03-29,6.610000133514404
2023-03-30,6.599999904632568
2023-03-31,6.599999904632568
2023-04-03,6.650000095367432
2023-04-04,6.659999847412109
2023-04-05,6.630000114440918
2023-04-06,6.71999979019165
2023-04-10,6.789999961853027
2023-04-11,6.769999980926514
2023-04-12,6.809999942779541
2023-04-13,6.880000114440918
2023-04-14,6.929999828338623
2023-04-17,6.809999942779541
2023-04-18,6.860000133514404
2023-04-19,6.900000095367432
2023-04-20,6.949999809265137
2023-04-21,6.829999923706055
2023-04-24,6.949999809265137
2023-04-25,6.659999847412109
2023-04-26,6.829999923706055
2023-04-27,6.96999979019165
2023-04-28,6.630000114440918
2023-05-01,6.5
2023-05-02,6.480000019073486
2023-05-03,6.360000133514404
2023-05-04,6.349999904632568
2023-05-05,6.630000114440918
2023-05-08,6.639999866485596
2023-05-09,6.619999885559082
2023-05-10,6.599999904632568
2023-05-11,6.53000020980835
2023-05-12,6.519999980926514
2023-05-15,6.679999828338623
2023-05-16,6.599999904632568
2023-05-17,6.739999771118164
2023-05-18,6.679999828338623
2023-05-19,6.71999979019165
2023-05-22,6.78000020980835
2023-05-23,6.78000020980835
2023-05-24,6.639999866485596
2023-05-25,6.650000095367432
2023-05-26,6.670000076293945
2023-05-30,6.630000114440918
2023-05-31,6.46999979019165
2023-06-01,6.610000133514404
2023-06-02,6.670000076293945
2023-06-05,6.429999828338623
2023-06-06,6.510000228881836
2023-06-07,6.510000228881836
2023-06-08,6.579999923706055
2023-06-09,6.590000152587891
2023-06-12,6.539999961853027
2023-06-13,6.690000057220459
2023-06-14,6.710000038146973
2023-06-15,6.590000152587891
2023-06-16,6.590000152587891
2023-06-20,6.260000228881836
2023-06-21,6.010000228881836
2023-06-22,5.940000057220459
2023-06-23,5.789999961853027
2023-06-26,5.860000133514404
2023-06-27,5.889999866485596
2023-06-28,5.929999828338623
2023-06-29,5.96999979019165
2023-06-30,6.119999885559082
2023-07-03,6.25
2023-07-05,6.039999961853027
2023-07-06,5.929999828338623
2023-07-07,5.989999771118164
2023-07-10,5.980000019073486
2023-07-11,6.110000133514404
2023-07-12,6.360000133514404
2023-07-13,6.46999979019165
2023-07-14,6.380000114440918
2023-07-17,6.5
2023-07-18,6.579999923706055
2023-07-19,6.78000020980835
2023-07-20,6.659999847412109
2023-07-21,6.510000228881836
2023-07-24,6.53000020980835
2023-07-25,6.480000019073486
2023-07-26,6.360000133514404
2023-07-27,6.190000057220459
2023-07-28,6.340000152587891
2023-07-31,6.349999904632568
2023-08-01,6.110000133514404
2023-08-02,5.960000038146973
2023-08-03,6.059999942779541
2023-08-04,6.119999885559082
2023-08-07,6.210000038146973
2023-08-08,6.119999885559082
2023-08-09,6.119999885559082
2023-08-10,6.0
2023-08-11,6.039999961853027
2023-08-14,6.0
2023-08-15,5.980000019073486
2023-08-16,5.789999961853027
2023-08-17,5.820000171661377
2023-08-18,5.829999923706055
2023-08-21,5.800000190734863
2023-08-22,5.699999809265137
2023-08-23,5.769999980926514
2023-08-24,5.75
2023-08-25,5.769999980926514
2023-08-28,5.900000095367432
2023-08-29,5.989999771118164
2023-08-30,6.03000020980835
2023-08-31,5.889999866485596
2023-09-01,5.929999828338623
2023-09-05,5.820000171661377
2023-09-06,5.760000228881836
2023-09-07,5.659999847412109
2023-09-08,5.670000076293945
2023-09-11,5.75
2023-09-12,5.840000152587891
2023-09-13,5.860000133514404
2023-09-14,6.0
2023-09-15,5.940000057220459
2023-09-18,5.869999885559082
2023-09-19,5.860000133514404
2023-09-20,6.0
2023-09-21,5.96999979019165
2023-09-22,5.929999828338623
2023-09-25,5.909999847412109
2023-09-26,5.840000152587891
2023-09-27,5.849999904632568
2023-09-28,5.849999904632568
2023-09-29,5.829999923706055
2023-10-02,5.590000152587891
2023-10-03,5.53000020980835
2023-10-04,5.559999942779541
2023-10-05,5.570000171661377
2023-10-06,5.630000114440918
2023-10-09,5.539999961853027
2023-10-10,5.699999809265137
2023-10-11,5.760000228881836
2023-10-12,5.699999809265137
2023-10-13,5.559999942779541
2023-10-16,5.679999828338623
2023-10-17,5.760000228881836
2023-10-18,5.599999904632568
2023-10-19,5.460000038146973
2023-10-20,5.380000114440918
2023-10-23,5.329999923706055
2023-10-24,5.159999847412109
2023-10-25,5.119999885559082
2023-10-26,5.079999923706055
2023-10-27,4.420000076293945
2023-10-30,4.380000114440918
2023-10-31,4.389999866485596
2023-11-01,4.329999923706055
2023-11-02,4.510000228881836
2023-11-03,4.690000057220459
2023-11-06,4.699999809265137
2023-11-07,4.829999923706055
2023-11-08,4.820000171661377
2023-11-09,4.869999885559082
2023-11-10,4.889999866485596
2023-11-13,4.800000190734863
2023-11-14,5.059999942779541
2023-11-15,5.119999885559082
2023-11-16,4.989999771118164
2023-11-17,5.25
2023-11-20,5.239999771118164
2023-11-21,5.190000057220459
2023-11-22,5.130000114440918
2023-11-24,5.230000019073486
2023-11-27,5.190000057220459
2023-11-28,5.199999809265137
2023-11-29,5.300000190734863
2023-11-30,5.349999904632568
2023-12-01,5.460000038146973
2023-12-04,5.489999771118164
2023-12-05,5.440000057220459
2023-12-06,5.5
2023-12-07,5.599999904632568
2023-12-08,5.610000133514404
2023-12-11,5.559999942779541
2023-12-12,5.510000228881836
2023-12-13,5.639999866485596
2023-12-14,5.769999980926514
2023-12-15,5.670000076293945
2023-12-18,5.610000133514404
2023-12-19,5.670000076293945
2023-12-20,5.519999980926514
2023-12-21,5.579999923706055
2023-12-22,5.650000095367432
2023-12-26,5.699999809265137
2023-12-27,5.690000057220459
2023-12-28,5.650000095367432
2023-12-29,5.630000114440918
2024-01-02,5.630000114440918
2024-01-03,5.630000114440918
2024-01-04,5.639999866485596
2024-01-05,5.71999979019165
2024-01-08,5.789999961853027
2024-01-09,5.670000076293945
2024-01-10,5.539999961853027
2024-01-11,5.489999771118164
2024-01-12,5.460000038146973
2024-01-16,5.300000190734863
2024-01-17,5.260000228881836
2024-01-18,5.340000152587891
2024-01-19,5.389999866485596
2024-01-22,5.519999980926514
2024-01-23,5.510000228881836
2024-01-24,5.590000152587891
2024-01-25,5.639999866485596
2024-01-26,5.769999980926514
2024-01-29,5.760000228881836
2024-01-30,5.820000171661377
2024-01-31,5.71999979019165
2024-02-01,5.760000228881836
2024-02-02,5.650000095367432
2024-02-05,5.559999942779541
2024-02-06,5.619999885559082
2024-02-07,5.579999923706055
2024-02-08,5.510000228881836
2024-02-09,5.420000076293945
2024-02-12,5.340000152587891
2024-02-13,5.199999809265137
2024-02-14,5.340000152587891
2024-02-15,5.5
2024-02-16,5.929999828338623
2024-02-20,5.889999866485596
2024-02-21,5.909999847412109
2024-02-22,5.920000076293945
2024-02-23,6.039999961853027
2024-02-26,5.960000038146973
2024-02-27,6.039999961853027
2024-02-28,6.079999923706055
2024-02-29,6.199999809265137
2024-03-01,6.369999885559082
2024-03-04,6.420000076293945
2024-03-05,6.460000038146973
2024-03-06,6.570000171661377
2024-03-07,6.570000171661377
2024-03-08,6.579999923706055
2024-03-11,6.550000190734863
2024-03-12,6.630000114440918
2024-03-13,6.630000114440918
2024-03-14,6.230000019073486
2024-03-15,6.25
