Date,STLA
2022-02-28,18.280000686645508
2022-03-01,16.81999969482422
2022-03-02,17.219999313354492
2022-03-03,16.469999313354492
2022-03-04,15.039999961853027
2022-03-07,13.789999961853027
2022-03-08,14.319999694824219
2022-03-09,15.970000267028809
2022-03-10,14.949999809265137
2022-03-11,14.59000015258789
2022-03-14,15.15999984741211
2022-03-15,15.489999771118164
2022-03-16,16.65999984741211
2022-03-17,16.40999984741211
2022-03-18,16.299999237060547
2022-03-21,16.190000534057617
2022-03-22,16.3799991607666
2022-03-23,15.8100004196167
2022-03-24,15.979999542236328
2022-03-25,15.859999656677246
2022-03-28,15.920000076293945
2022-03-29,17.079999923706055
2022-03-30,16.790000915527344
2022-03-31,16.270000457763672
2022-04-01,16.350000381469727
2022-04-04,16.350000381469727
2022-04-05,15.550000190734863
2022-04-06,14.9399995803833
2022-04-07,14.9399995803833
2022-04-08,14.850000381469727
2022-04-11,15.140000343322754
2022-04-12,14.899999618530273
2022-04-13,15.220000267028809
2022-04-14,15.0
2022-04-18,15.100000381469727
2022-04-19,14.470000267028809
2022-04-20,14.449999809265137
2022-04-21,14.380000114440918
2022-04-22,14.020000457763672
2022-04-25,14.0
2022-04-26,13.079999923706055
2022-04-27,13.289999961853027
2022-04-28,13.649999618530273
2022-04-29,13.369999885559082
2022-05-02,13.399999618530273
2022-05-03,13.729999542236328
2022-05-04,14.109999656677246
2022-05-05,13.420000076293945
2022-05-06,13.930000305175781
2022-05-09,13.300000190734863
2022-05-10,13.649999618530273
2022-05-11,13.569999694824219
2022-05-12,13.670000076293945
2022-05-13,14.369999885559082
2022-05-16,14.260000228881836
2022-05-17,14.569999694824219
2022-05-18,13.949999809265137
2022-05-19,14.260000228881836
2022-05-20,14.460000038146973
2022-05-23,14.510000228881836
2022-05-24,14.25
2022-05-25,14.350000381469727
2022-05-26,14.789999961853027
2022-05-27,14.800000190734863
2022-05-31,15.100000381469727
2022-06-01,15.199999809265137
2022-06-02,15.34000015258789
2022-06-03,14.789999961853027
2022-06-06,15.010000228881836
2022-06-07,14.949999809265137
2022-06-08,14.930000305175781
2022-06-09,14.399999618530273
2022-06-10,13.640000343322754
2022-06-13,13.0
2022-06-14,12.970000267028809
2022-06-15,13.520000457763672
2022-06-16,12.6899995803833
2022-06-17,12.899999618530273
2022-06-21,13.420000076293945
2022-06-22,13.140000343322754
2022-06-23,12.890000343322754
2022-06-24,13.25
2022-06-27,13.09000015258789
2022-06-28,12.84000015258789
2022-06-29,12.6899995803833
2022-06-30,12.359999656677246
2022-07-01,12.399999618530273
2022-07-05,11.710000038146973
2022-07-06,11.569999694824219
2022-07-07,12.289999961853027
2022-07-08,12.609999656677246
2022-07-11,12.1899995803833
2022-07-12,12.270000457763672
2022-07-13,12.180000305175781
2022-07-14,11.8100004196167
2022-07-15,12.09000015258789
2022-07-18,12.260000228881836
2022-07-19,13.039999961853027
2022-07-20,12.800000190734863
2022-07-21,13.0
2022-07-22,12.850000381469727
2022-07-25,13.079999923706055
2022-07-26,12.850000381469727
2022-07-27,13.390000343322754
2022-07-28,14.0
2022-07-29,14.380000114440918
2022-08-01,14.619999885559082
2022-08-02,14.550000190734863
2022-08-03,14.729999542236328
2022-08-04,14.609999656677246
2022-08-05,14.619999885559082
2022-08-08,15.09000015258789
2022-08-09,14.720000267028809
2022-08-10,15.069999694824219
2022-08-11,15.210000038146973
2022-08-12,15.430000305175781
2022-08-15,15.270000457763672
2022-08-16,15.279999732971191
2022-08-17,14.989999771118164
2022-08-18,15.079999923706055
2022-08-19,14.529999732971191
2022-08-22,13.65999984741211
2022-08-23,14.010000228881836
2022-08-24,14.069999694824219
2022-08-25,14.180000305175781
2022-08-26,13.609999656677246
2022-08-29,13.8100004196167
2022-08-30,13.630000114440918
2022-08-31,13.399999618530273
2022-09-01,13.270000457763672
2022-09-02,13.09000015258789
2022-09-06,12.800000190734863
2022-09-07,13.239999771118164
2022-09-08,13.069999694824219
2022-09-09,13.40999984741211
2022-09-12,13.930000305175781
2022-09-13,13.40999984741211
2022-09-14,13.619999885559082
2022-09-15,13.539999961853027
2022-09-16,13.470000267028809
2022-09-19,13.609999656677246
2022-09-20,13.130000114440918
2022-09-21,13.0
2022-09-22,12.779999732971191
2022-09-23,12.15999984741211
