Date,ZTO
2022-02-28,29.440000534057617
2022-03-01,29.579999923706055
2022-03-02,28.969999313354492
2022-03-03,28.299999237060547
2022-03-04,27.799999237060547
2022-03-07,25.68000030517578
2022-03-08,25.899999618530273
2022-03-09,27.889999389648438
2022-03-10,25.799999237060547
2022-03-11,22.670000076293945
2022-03-14,20.979999542236328
2022-03-15,21.8700008392334
2022-03-16,26.190000534057617
2022-03-17,24.940000534057617
2022-03-18,26.229999542236328
2022-03-21,24.93000030517578
2022-03-22,25.770000457763672
2022-03-23,26.360000610351562
2022-03-24,25.84000015258789
2022-03-25,25.43000030517578
2022-03-28,25.209999084472656
2022-03-29,25.899999618530273
2022-03-30,25.68000030517578
2022-03-31,25.0
2022-04-01,25.780000686645508
2022-04-04,26.079999923706055
2022-04-05,24.809999465942383
2022-04-06,25.350000381469727
2022-04-07,25.420000076293945
2022-04-08,25.65999984741211
2022-04-11,25.389999389648438
2022-04-12,25.56999969482422
2022-04-13,26.219999313354492
2022-04-14,26.309999465942383
2022-04-18,26.31999969482422
2022-04-19,25.709999084472656
2022-04-20,25.020000457763672
2022-04-21,23.790000915527344
2022-04-22,23.31999969482422
2022-04-25,23.75
2022-04-26,24.09000015258789
2022-04-27,25.93000030517578
2022-04-28,26.8799991607666
2022-04-29,27.510000228881836
2022-05-02,28.110000610351562
2022-05-03,27.90999984741211
2022-05-04,27.979999542236328
2022-05-05,26.68000030517578
2022-05-06,25.530000686645508
2022-05-09,23.809999465942383
2022-05-10,25.0
2022-05-11,25.360000610351562
2022-05-12,24.600000381469727
2022-05-13,25.329999923706055
2022-05-16,24.639999389648438
2022-05-17,25.719999313354492
2022-05-18,25.280000686645508
2022-05-19,25.229999542236328
2022-05-20,25.350000381469727
2022-05-23,26.030000686645508
2022-05-24,24.780000686645508
2022-05-25,25.200000762939453
2022-05-26,24.75
2022-05-27,24.770000457763672
2022-05-31,26.940000534057617
2022-06-01,26.360000610351562
2022-06-02,26.639999389648438
2022-06-03,25.81999969482422
2022-06-06,27.959999084472656
2022-06-07,27.440000534057617
2022-06-08,27.010000228881836
2022-06-09,26.09000015258789
2022-06-10,25.649999618530273
2022-06-13,24.729999542236328
2022-06-14,24.75
2022-06-15,24.389999389648438
2022-06-16,23.950000762939453
2022-06-17,23.989999771118164
2022-06-21,24.139999389648438
2022-06-22,24.510000228881836
2022-06-23,24.739999771118164
2022-06-24,26.75
2022-06-27,26.06999969482422
2022-06-28,26.010000228881836
2022-06-29,25.950000762939453
2022-06-30,27.450000762939453
2022-07-01,26.6299991607666
2022-07-05,27.309999465942383
2022-07-06,26.399999618530273
2022-07-07,26.790000915527344
2022-07-08,26.889999389648438
2022-07-11,25.8700008392334
2022-07-12,26.299999237060547
2022-07-13,26.31999969482422
2022-07-14,26.420000076293945
2022-07-15,26.049999237060547
2022-07-18,26.260000228881836
2022-07-19,26.649999618530273
2022-07-20,26.299999237060547
2022-07-21,26.559999465942383
2022-07-22,25.799999237060547
2022-07-25,26.149999618530273
2022-07-26,26.149999618530273
2022-07-27,26.290000915527344
2022-07-28,26.389999389648438
2022-07-29,25.59000015258789
2022-08-01,25.200000762939453
2022-08-02,25.389999389648438
2022-08-03,26.190000534057617
2022-08-04,26.65999984741211
2022-08-05,26.469999313354492
2022-08-08,26.09000015258789
2022-08-09,25.780000686645508
2022-08-10,26.149999618530273
2022-08-11,26.06999969482422
2022-08-12,26.0
2022-08-15,26.860000610351562
