Date,HCA
2023-01-05,250.3000030517578
2023-01-06,254.52000427246094
2023-01-09,249.7899932861328
2023-01-10,250.39999389648438
2023-01-11,252.32000732421875
2023-01-12,255.14999389648438
2023-01-13,258.8699951171875
2023-01-17,258.32000732421875
2023-01-18,256.760009765625
2023-01-19,256.9800109863281
2023-01-20,261.3999938964844
2023-01-23,263.80999755859375
2023-01-24,252.67999267578125
2023-01-25,253.63999938964844
2023-01-26,254.85000610351562
2023-01-27,254.77000427246094
2023-01-30,253.3000030517578
2023-01-31,255.07000732421875
2023-02-01,261.4599914550781
2023-02-02,257.989990234375
2023-02-03,258.0799865722656
2023-02-06,253.52000427246094
2023-02-07,255.22999572753906
2023-02-08,256.3999938964844
2023-02-09,256.20001220703125
2023-02-10,256.6199951171875
2023-02-13,260.1199951171875
2023-02-14,258.8999938964844
2023-02-15,259.0400085449219
2023-02-16,263.1499938964844
2023-02-17,262.8399963378906
2023-02-21,256.0899963378906
2023-02-22,254.10000610351562
2023-02-23,251.97999572753906
2023-02-24,249.13999938964844
2023-02-27,248.0399932861328
2023-02-28,243.4499969482422
2023-03-01,244.3000030517578
2023-03-02,243.75
2023-03-03,249.99000549316406
2023-03-06,251.72999572753906
2023-03-07,245.3300018310547
2023-03-08,251.42999267578125
2023-03-09,252.1300048828125
2023-03-10,246.60000610351562
2023-03-13,247.07000732421875
2023-03-14,250.69000244140625
2023-03-15,247.47000122070312
2023-03-16,254.3800048828125
2023-03-17,250.66000366210938
2023-03-20,256.44000244140625
2023-03-21,258.69000244140625
2023-03-22,254.3800048828125
2023-03-23,252.77000427246094
2023-03-24,254.22000122070312
2023-03-27,254.41000366210938
2023-03-28,254.47999572753906
2023-03-29,257.3599853515625
2023-03-30,259.44000244140625
2023-03-31,263.67999267578125
2023-04-03,264.1600036621094
2023-04-04,267.2300109863281
2023-04-05,271.30999755859375
2023-04-06,270.5899963378906
2023-04-10,270.989990234375
2023-04-11,271.5899963378906
2023-04-12,272.3800048828125
2023-04-13,273.4100036621094
2023-04-14,273.3500061035156
2023-04-17,271.1000061035156
2023-04-18,271.45001220703125
2023-04-19,272.989990234375
2023-04-20,270.7799987792969
2023-04-21,281.2099914550781
2023-04-24,286.25
2023-04-25,281.989990234375
2023-04-26,278.07000732421875
2023-04-27,282.44000244140625
2023-04-28,287.3299865722656
2023-05-01,284.010009765625
2023-05-02,280.5400085449219
2023-05-03,278.2099914550781
2023-05-04,277.6300048828125
2023-05-05,278.05999755859375
2023-05-08,277.7799987792969
2023-05-09,274.04998779296875
2023-05-10,278.5400085449219
2023-05-11,278.1000061035156
2023-05-12,275.8699951171875
2023-05-15,277.5199890136719
2023-05-16,275.57000732421875
2023-05-17,275.4599914550781
2023-05-18,279.3999938964844
2023-05-19,282.4700012207031
2023-05-22,277.0400085449219
2023-05-23,267.760009765625
2023-05-24,264.8999938964844
2023-05-25,264.0899963378906
2023-05-26,264.4100036621094
2023-05-30,264.17999267578125
2023-05-31,264.19000244140625
2023-06-01,267.8699951171875
2023-06-02,274.260009765625
2023-06-05,272.2300109863281
2023-06-06,271.19000244140625
2023-06-07,273.5299987792969
2023-06-08,273.489990234375
2023-06-09,271.7900085449219
2023-06-12,276.239990234375
2023-06-13,279.8500061035156
2023-06-14,284.20001220703125
2023-06-15,285.8900146484375
2023-06-16,290.0799865722656
2023-06-20,285.29998779296875
2023-06-21,286.9800109863281
2023-06-22,294.3999938964844
2023-06-23,295.3999938964844
2023-06-26,294.8699951171875
2023-06-27,297.6000061035156
2023-06-28,299.5199890136719
2023-06-29,300.44000244140625
2023-06-30,303.4800109863281
2023-07-03,297.5799865722656
2023-07-05,298.3500061035156
2023-07-06,294.4599914550781
2023-07-07,291.489990234375
2023-07-10,295.739990234375
2023-07-11,294.69000244140625
2023-07-12,295.239990234375
2023-07-13,295.9800109863281
2023-07-14,296.55999755859375
2023-07-17,291.8599853515625
2023-07-18,289.739990234375
2023-07-19,286.7099914550781
2023-07-20,286.9100036621094
2023-07-21,285.1400146484375
2023-07-24,285.17999267578125
2023-07-25,285.5299987792969
2023-07-26,282.17999267578125
2023-07-27,276.32000732421875
2023-07-28,273.25
2023-07-31,272.80999755859375
2023-08-01,273.8699951171875
2023-08-02,269.3900146484375
2023-08-03,270.75
2023-08-04,268.69000244140625
2023-08-07,272.5799865722656
2023-08-08,267.6099853515625
2023-08-09,267.1000061035156
2023-08-10,268.04998779296875
2023-08-11,269.5799865722656
2023-08-14,270.8900146484375
2023-08-15,268.7699890136719
2023-08-16,267.04998779296875
2023-08-17,265.6099853515625
2023-08-18,269.0400085449219
2023-08-21,274.82000732421875
2023-08-22,274.8299865722656
2023-08-23,277.1700134277344
2023-08-24,272.5899963378906
2023-08-25,273.2799987792969
2023-08-28,277.5400085449219
2023-08-29,279.3500061035156
2023-08-30,279.760009765625
2023-08-31,277.29998779296875
2023-09-01,280.80999755859375
2023-09-05,274.25
2023-09-06,274.57000732421875
2023-09-07,271.8900146484375
2023-09-08,273.5799865722656
2023-09-11,272.4800109863281
2023-09-12,260.8699951171875
2023-09-13,262.489990234375
2023-09-14,263.5799865722656
2023-09-15,256.2799987792969
2023-09-18,255.7100067138672
2023-09-19,254.2899932861328
2023-09-20,254.2100067138672
2023-09-21,253.44000244140625
2023-09-22,252.27000427246094
2023-09-25,254.52000427246094
2023-09-26,248.4600067138672
2023-09-27,247.25999450683594
2023-09-28,250.64999389648438
2023-09-29,245.97999572753906
2023-10-02,247.2100067138672
2023-10-03,243.97999572753906
2023-10-04,243.36000061035156
2023-10-05,245.42999267578125
2023-10-06,245.3800048828125
2023-10-09,248.9499969482422
2023-10-10,253.07000732421875
2023-10-11,244.07000732421875
2023-10-12,234.97000122070312
2023-10-13,237.4199981689453
2023-10-16,239.4199981689453
2023-10-17,243.97000122070312
2023-10-18,242.50999450683594
2023-10-19,244.0500030517578
2023-10-20,241.1300048828125
2023-10-23,240.94000244140625
2023-10-24,230.1199951171875
2023-10-25,225.36000061035156
2023-10-26,221.80999755859375
2023-10-27,225.2899932861328
2023-10-30,223.33999633789062
2023-10-31,226.13999938964844
2023-11-01,225.36000061035156
2023-11-02,227.9199981689453
2023-11-03,230.83999633789062
2023-11-06,231.0
2023-11-07,233.11000061035156
2023-11-08,231.5500030517578
2023-11-09,227.55999755859375
2023-11-10,232.82000732421875
2023-11-13,229.99000549316406
2023-11-14,237.5800018310547
2023-11-15,241.07000732421875
2023-11-16,240.4199981689453
2023-11-17,246.3800048828125
2023-11-20,248.41000366210938
2023-11-21,248.55999755859375
2023-11-22,253.00999450683594
2023-11-24,252.17999267578125
2023-11-27,251.3699951171875
2023-11-28,246.64999389648438
2023-11-29,249.0800018310547
2023-11-30,250.47999572753906
2023-12-01,252.36000061035156
2023-12-04,257.1400146484375
2023-12-05,252.50999450683594
2023-12-06,252.38999938964844
2023-12-07,253.9499969482422
2023-12-08,257.5299987792969
2023-12-11,262.0199890136719
2023-12-12,263.0
2023-12-13,268.2699890136719
2023-12-14,275.8500061035156
2023-12-15,270.3900146484375
2023-12-18,267.17999267578125
2023-12-19,269.17999267578125
2023-12-20,263.4700012207031
2023-12-21,268.75
2023-12-22,269.989990234375
2023-12-26,271.70001220703125
2023-12-27,271.2200012207031
2023-12-28,270.4800109863281
2023-12-29,270.67999267578125
2024-01-02,275.32000732421875
2024-01-03,272.0799865722656
2024-01-04,273.1000061035156
2024-01-05,275.8399963378906
2024-01-08,281.489990234375
2024-01-09,279.3299865722656
2024-01-10,282.5
2024-01-11,282.5299987792969
2024-01-12,282.19000244140625
2024-01-16,280.82000732421875
2024-01-17,277.8800048828125
2024-01-18,284.82000732421875
2024-01-19,287.7699890136719
2024-01-22,288.30999755859375
2024-01-23,284.9100036621094
2024-01-24,278.92999267578125
2024-01-25,286.0199890136719
2024-01-26,283.42999267578125
2024-01-29,286.7300109863281
2024-01-30,301.5899963378906
2024-01-31,304.8999938964844
2024-02-01,314.6600036621094
2024-02-02,309.4200134277344
2024-02-05,310.6199951171875
2024-02-06,306.82000732421875
2024-02-07,307.2799987792969
2024-02-08,305.4599914550781
2024-02-09,306.32000732421875
2024-02-12,310.1600036621094
2024-02-13,304.5400085449219
2024-02-14,305.42999267578125
2024-02-15,307.6600036621094
2024-02-16,308.54998779296875
2024-02-20,308.5799865722656
2024-02-21,311.6199951171875
2024-02-22,312.8399963378906
2024-02-23,315.3599853515625
2024-02-26,313.20001220703125
2024-02-27,314.0
2024-02-28,312.05999755859375
2024-02-29,311.70001220703125
2024-03-01,311.9800109863281
2024-03-04,314.0799865722656
2024-03-05,315.5400085449219
2024-03-06,323.3999938964844
2024-03-07,324.6600036621094
2024-03-08,325.3699951171875
2024-03-11,321.25
2024-03-12,323.54998779296875
2024-03-13,321.8999938964844
2024-03-14,324.7799987792969
2024-03-15,321.9700012207031
2024-03-18,327.1700134277344
2024-03-19,330.4800109863281
2024-03-20,328.8599853515625
2024-03-21,328.8500061035156
2024-03-22,329.94000244140625
2024-03-25,327.32000732421875
2024-03-26,327.7099914550781
2024-03-27,331.69000244140625
2024-03-28,333.5299987792969
2024-04-01,330.1099853515625
2024-04-02,329.3500061035156
2024-04-03,332.20001220703125
2024-04-04,325.1700134277344
2024-04-05,328.79998779296875
2024-04-08,328.0199890136719
2024-04-09,328.8900146484375
2024-04-10,327.760009765625
2024-04-11,327.25
2024-04-12,322.82000732421875
2024-04-15,322.6300048828125
2024-04-16,313.8900146484375
2024-04-17,311.0299987792969
2024-04-18,297.0
2024-04-19,305.1099853515625
2024-04-22,310.30999755859375
2024-04-23,319.42999267578125
2024-04-24,319.0199890136719
2024-04-25,314.1199951171875
2024-04-26,306.69000244140625
2024-04-29,311.4200134277344
2024-04-30,309.82000732421875
2024-05-01,309.44000244140625
2024-05-02,308.8399963378906
2024-05-03,307.760009765625
2024-05-06,310.05999755859375
2024-05-07,314.45001220703125
2024-05-08,309.4200134277344
2024-05-09,321.8900146484375
2024-05-10,326.6499938964844
2024-05-13,317.17999267578125
2024-05-14,320.5
2024-05-15,326.9599914550781
2024-05-16,322.7099914550781
2024-05-17,322.8599853515625
2024-05-20,325.04998779296875
2024-05-21,321.1199951171875
2024-05-22,318.4100036621094
2024-05-23,315.32000732421875
2024-05-24,318.70001220703125
2024-05-28,318.6600036621094
2024-05-29,325.1300048828125
2024-05-30,335.1000061035156
2024-05-31,339.75
2024-06-03,332.70001220703125
2024-06-04,332.0
2024-06-05,336.9100036621094
2024-06-06,336.82000732421875
2024-06-07,337.44000244140625
2024-06-10,341.260009765625
2024-06-11,336.30999755859375
2024-06-12,340.80999755859375
2024-06-13,340.8999938964844
2024-06-14,337.4700012207031
2024-06-17,335.4700012207031
2024-06-18,340.6400146484375
2024-06-20,338.3699951171875
2024-06-21,338.9200134277344
2024-06-24,341.3699951171875
2024-06-25,340.45001220703125
2024-06-26,340.4800109863281
2024-06-27,343.2900085449219
2024-06-28,321.2799987792969
2024-07-01,315.1199951171875
2024-07-02,319.70001220703125
2024-07-03,326.54998779296875
2024-07-05,320.29998779296875
2024-07-08,316.2099914550781
2024-07-09,316.9100036621094
2024-07-10,315.3500061035156
2024-07-11,317.510009765625
2024-07-12,324.32000732421875
2024-07-15,316.9800109863281
2024-07-16,318.9100036621094
2024-07-17,322.9800109863281
2024-07-18,321.7300109863281
2024-07-19,322.1600036621094
2024-07-22,325.3800048828125
2024-07-23,340.1700134277344
2024-07-24,343.94000244140625
2024-07-25,352.7900085449219
2024-07-26,354.7799987792969
2024-07-29,358.7300109863281
2024-07-30,361.3500061035156
2024-07-31,363.04998779296875
2024-08-01,363.1199951171875
2024-08-02,356.3599853515625
2024-08-05,350.17999267578125
2024-08-06,352.92999267578125
2024-08-07,352.2699890136719
2024-08-08,360.6700134277344
2024-08-09,360.8999938964844
2024-08-12,361.3999938964844
2024-08-13,368.8599853515625
2024-08-14,371.5799865722656
2024-08-15,371.8900146484375
2024-08-16,373.7699890136719
2024-08-19,374.2099914550781
2024-08-20,375.30999755859375
2024-08-21,376.6700134277344
2024-08-22,383.1199951171875
2024-08-23,388.7799987792969
2024-08-26,388.5
2024-08-27,390.17999267578125
2024-08-28,390.17999267578125
2024-08-29,392.7900085449219
2024-08-30,395.5899963378906
2024-09-03,395.8299865722656
2024-09-04,394.29998779296875
2024-09-05,397.75
2024-09-06,387.9800109863281
2024-09-09,384.95001220703125
2024-09-10,386.42999267578125
2024-09-11,388.6499938964844
2024-09-12,391.6700134277344
2024-09-13,394.67999267578125
2024-09-16,403.42999267578125
2024-09-17,397.5
2024-09-18,399.8900146484375
2024-09-19,403.5199890136719
2024-09-20,404.6600036621094
2024-09-23,405.70001220703125
2024-09-24,401.79998779296875
2024-09-25,405.1099853515625
2024-09-26,403.8599853515625
2024-09-27,403.2799987792969
2024-09-30,406.42999267578125
2024-10-01,405.45001220703125
2024-10-02,403.8500061035156
2024-10-03,392.4599914550781
2024-10-04,394.07000732421875
2024-10-07,382.5299987792969
2024-10-08,378.5799865722656
2024-10-09,386.3599853515625
2024-10-10,387.25
2024-10-11,394.5400085449219
2024-10-14,395.7799987792969
2024-10-15,401.260009765625
2024-10-16,409.2300109863281
2024-10-17,406.4800109863281
2024-10-18,415.5400085449219
2024-10-21,410.760009765625
2024-10-22,408.1700134277344
2024-10-23,410.0299987792969
2024-10-24,398.8999938964844
2024-10-25,363.54998779296875
2024-10-28,356.5899963378906
2024-10-29,360.6700134277344
2024-10-30,360.9200134277344
2024-10-31,358.739990234375
2024-11-01,357.19000244140625
2024-11-04,363.1600036621094
2024-11-05,366.6600036621094
2024-11-06,348.75
2024-11-07,356.0299987792969
2024-11-08,354.1600036621094
2024-11-11,357.989990234375
2024-11-12,350.5299987792969
2024-11-13,349.32000732421875
2024-11-14,345.510009765625
2024-11-15,342.9599914550781
2024-11-18,335.8500061035156
2024-11-19,335.1099853515625
2024-11-20,333.0
2024-11-21,332.239990234375
